;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 30 MINISTERIO DE IGUALDAD;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;;TOTAL INVERSIONES REALES;;620,20;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;25,00;
v;;;830;Préstamos a corto plazo;;5,00;
;;;83008; Familias e instituciones sin fines de lucro;5,00;;
v;;;831;Préstamos a largo plazo;;20,00;
;;;83108; Familias e instituciones sin fines de lucro;20,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;25,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Igualdad;;13.300,72;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;13.300,72;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;;
v;;232B;;Igualdad de oportunidades entre mujeres y hombres;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,30;
;;;100;Retribuciones básicas y otras remuneraciones;;80,30;
;;;10000; Retribuciones básicas;19,91;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;253,23;
;;;110;Retribuciones básicas y otras remuneraciones;;253,23;
;;;11000; Retribuciones básicas;86,42;;
;;;11001; Retribuciones complementarias;166,81;;
v;;;12;Funcionarios;;741,14;
;;;120;Retribuciones básicas;;349,95;
;;;12000; Sueldos del grupo A1 y grupo A;104,05;;
;;;12001; Sueldos del grupo A2 y grupo B;38,56;;
;;;12002; Sueldos del grupo C1 y grupo C;57,91;;
;;;12003; Sueldos del grupo C2 y grupo D;56,23;;
;;;12005; Trienios;28,53;;
;;;12006; Pagas extraordinarias;64,67;;
;;;121;Retribuciones complementarias;;391,19;
;;;12100; Complemento de destino;167,40;;
;;;12101; Complemento específico;223,79;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;201,26;
;;;160;Cuotas sociales;;201,26;
v;;;16000; Seguridad Social;201,26;;
;;;;TOTAL GASTOS DE PERSONAL;;1.275,93;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;4.730,00;
;;;226;Gastos diversos;;130,00;
;;;22602; Publicidad y propaganda;5,00;;
;;;22606; Reuniones, conferencias y cursos;120,00;;
;;;22699; Otros;5,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;4.600,00;
;;;22706; Estudios y trabajos técnicos;4.600,00;;
v;;;23;Indemnizaciones por razón del servicio;;74,54;
;;;230;Dietas;;35,00;
;;;231;Locomoción;;39,54;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.804,54;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;190.000,00;
v;;;451;Para el desarrollo del Plan Corresponsables;;190.000,00;
v;;;48;A familias e instituciones sin fines de lucro;;1.000,00;
v;;;482;Promoción de la conciliación y la corresponsabilidad;;1.000,00;
v;;;48200; A la Confederación Sindical de Comisiones Obreras para la adopción de medidas de formación, sensibilización y asesoramiento para la promoción de la conciliación y corresponsabilidad;370,00;;
v;;;48201; A la Confederación Sindical Unión General de Trabajadoras y Trabajadores de España (UGT) para la adopción de medidas de formación, sensibilización y asesoramiento para la promoción de la conciliación y corresponsabilidad;300,00;;
v;;;48202; A la agrupación sin personalidad jurídica conformada por las entidades de MenEngage Iberia con sede social en España para la adopción de medidas de formación, sensibilización y asesoramiento para la promoción de la conciliación y corresponsabilidad;330,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;191.000,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;7.000,00;
;;;640;Gastos en inversiones de carácter inmaterial;;7.000,00;
;;;;TOTAL INVERSIONES REALES;;7.000,00;
 ; ;;;;;;
;;;;TOTAL Igualdad de oportunidades entre mujeres y hombres;;204.080,47;
 ; ;;;;;;
v;;232C;;Actuaciones para la prevención integral de la violencia de género;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;130.202,02;
v;;;450;Para el desarrollo de nuevas o ampliadas competencias reservadas a las Comunidades Autónomas en el Pacto de Estado contra la Violencia de Género.;;90.000,00;
v;;;452;Para la atención de mujeres víctimas de todas las violencias;;40.202,02;
;;;45200; Para la atención de mujeres víctimas de todas las violencias;40.202,02;;
v;;;46;A Entidades Locales;;40.000,00;
v;;;460;Para el desarrollo de nuevas o ampliadas competencias reservadas a las Entidades Locales en el Pacto de Estado contra la Violencia de Género;;40.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;170.202,02;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;10.000,00;
v;;;750;Para el desarrollo de nuevas o ampliadas competencias reservadas a CC.AA. en el Pacto de Estado contra la Violencia de Género.;;10.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;10.000,00;
 ; ;;;;;;
;;;;TOTAL Actuaciones para la prevención integral de la violencia de género;;180.202,02;
 ; ;;;;;;
v;;232D;;Igualdad de trato y diversidad;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;122,08;
;;;100;Retribuciones básicas y otras remuneraciones;;122,08;
;;;10000; Retribuciones básicas;37,82;;
;;;10001; Retribuciones complementarias;84,26;;
v;;;12;Funcionarios;;1.136,04;
;;;120;Retribuciones básicas;;524,13;
;;;12000; Sueldos del grupo A1 y grupo A;163,51;;
;;;12001; Sueldos del grupo A2 y grupo B;102,83;;
;;;12002; Sueldos del grupo C1 y grupo C;57,91;;
;;;12003; Sueldos del grupo C2 y grupo D;48,19;;
;;;12005; Trienios;57,04;;
;;;12006; Pagas extraordinarias;94,65;;
;;;121;Retribuciones complementarias;;611,91;
;;;12100; Complemento de destino;254,18;;
;;;12101; Complemento específico;357,73;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;257,55;
;;;160;Cuotas sociales;;257,55;
v;;;16000; Seguridad Social;257,55;;
;;;;TOTAL GASTOS DE PERSONAL;;1.515,67;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;2.102,50;
;;;226;Gastos diversos;;530,50;
;;;22602; Publicidad y propaganda;130,00;;
;;;22606; Reuniones, conferencias y cursos;310,50;;
;;;22609; Actividades culturales y deportivas;90,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1.572,00;
;;;22706; Estudios y trabajos técnicos;1.572,00;;
v;;;23;Indemnizaciones por razón del servicio;;118,00;
;;;230;Dietas;;53,00;
;;;231;Locomoción;;58,00;
;;;233;Otras indemnizaciones;;7,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.220,50;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;677,00;
v;;;480;Para la formación y sensibilización en materia de igualdad de trato y diversidad étnico racial, y sobre la diversidad afectivo-sexual, familiar y de género y de promoción de los derechos de las personas LGTBI.;;62,00;
v;;;483;Transferencias en materia de igualdad de trato y diversidad LGTBI;;615,00;
v;;;48300; A la Fundación CEPAIM “Acción Integral con Migrantes”;100,00;;
v;;;48301; A la Asociación Nueva Ciudadanía por la Interculturalidad "ASNUCI";75,00;;
v;;;48302; A la Cruz Roja Española;100,00;;
v;;;48303; A la Fundación Europea para la Cooperación Norte-Sur "FECONS";75,00;;
v;;;48304; A la Federación Andalucía Acoge;75,00;;
v;;;48305; A la Federación Estatal de Lesbianas, Gais, Trans, Bisexuales, Intersexuales y más (FELGTBI+);100,00;;
v;;;48306; A la Federación Plataforma Trans;60,00;;
v;;;48307; A la Fundación 26 de diciembre;30,00;;
v;;;49;Al exterior;;3,00;
v;;;492;Cuotas a Organismos Internacionales. A Equinet para la adhesión a la Red Europea de Organismos de Igualdad;;3,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;680,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;2.510,00;
;;;640;Gastos en inversiones de carácter inmaterial;;2.510,00;
;;;;TOTAL INVERSIONES REALES;;2.510,00;
 ; ;;;;;;
;;;;TOTAL Igualdad de trato y diversidad;;6.926,17;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;18.542,45;
v;;;416;Al Instituto de las Mujeres, para el cumplimiento de sus fines;;18.542,45;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;18.542,45;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;365,00;
v;;;716;Al Instituto de las Mujeres.;;365,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;365,00;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;18.907,45;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE IGUALDAD Y PARA LA ERRADICACIÓN DE LA VIOLENCIA CONTRA LAS MUJERES;;410.116,11;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;DELEGACIÓN DEL GOBIERNO CONTRA LA VIOLENCIA DE GÉNERO;;;
v;;232C;;Actuaciones para la prevención integral de la violencia de género;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.138,89;
;;;120;Retribuciones básicas;;994,58;
;;;12000; Sueldos del grupo A1 y grupo A;327,02;;
;;;12001; Sueldos del grupo A2 y grupo B;179,94;;
;;;12002; Sueldos del grupo C1 y grupo C;106,16;;
;;;12003; Sueldos del grupo C2 y grupo D;88,35;;
;;;12005; Trienios;112,46;;
;;;12006; Pagas extraordinarias;180,65;;
;;;121;Retribuciones complementarias;;1.144,31;
;;;12100; Complemento de destino;490,30;;
;;;12101; Complemento específico;653,90;;
;;;12103; Otros complementos;0,11;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;356,13;
;;;160;Cuotas sociales;;356,13;
v;;;16000; Seguridad Social;356,13;;
;;;;TOTAL GASTOS DE PERSONAL;;2.556,06;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;6.602,27;
;;;226;Gastos diversos;;2.500,00;
;;;22602; Publicidad y propaganda;150,00;;
;;;22606; Reuniones, conferencias y cursos;250,00;;
;;;22610; Actividades realizadas mediante convenio;2.100,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;4.102,27;
;;;22706; Estudios y trabajos técnicos;4.102,27;;
v;;;23;Indemnizaciones por razón del servicio;;115,00;
;;;230;Dietas;;20,00;
;;;231;Locomoción;;35,00;
;;;233;Otras indemnizaciones;;60,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.717,27;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;19.800,00;
v;;;450;Programas de asistencia social para mujeres víctimas de violencia de género y otras formas de violencia contra las mujeres;;8.500,00;
v;;;451;Programas para la implementación de la Propuesta Común para la mejora de la coordinación y planes personalizados;;1.000,00;
v;;;455;Programa para el apoyo a víctimas de agresiones y/o abusos sexuales;;9.500,00;
v;;;456;Programa de prevención de abusos sexuales en menores tuteladas;;800,00;
v;;;48;A familias e instituciones sin fines de lucro;;33.768,00;
v;;;480;Ayudas sociales para mujeres (art. 27 de la L.O.1/2004, de 28 de diciembre);;8.000,00;
v;;;481;Becas de formación Observatorio Estatal de violencia sobre la mujer;;100,00;
v;;;482;Convenio con la Federación Española de Municipios y Provincias;;80,00;
v;;;483;Convenio con la Federación Española de Municipios y Provincias, para la teleasistencia móvil a víctimas de violencia de género;;8.200,00;
v;;;484;Atención a mujeres víctimas de trata con fines de explotación sexual;;7.000,00;
v;;;485;Premios a tesis doctorales sobre violencia contra la mujer;;8,00;
v;;;486;Subvenciones nominativas para combatir las violencias machistas;;1.380,00;
v;;;48600; A la Fundación ANAR;300,00;;
v;;;48601; A la asociación THEMIS;300,00;;
v;;;48602; A la Fundación EMET Arcoiris;200,00;;
v;;;48603; A la Unión Profesional;200,00;;
v;;;48604; Al Consejo General de la Psicología de España;30,00;;
v;;;48605; A la Federación de Asociaciones de Asistencia a Victimas de Violencia Sexual y de Género (FAMUVI);50,00;;
v;;;48606; A la Federación Nacional de Asociaciones de Mujeres Separadas y Divorciadas;300,00;;
v;;;487;“Ayudas sociales para mujeres (art. 41 Ley Orgánica 10/2022, de 6 de septiembre, de garantía integral de la libertad sexual).”;;1.000,00;
v;;;488;Subvenciones públicas en régimen de concurrencia competitiva destinadas a programas y proyectos de concienciación, prevención e investigación de las distintas formas de violencia contra las mujeres;;7.000,00;
v;;;489;Otros programas de lucha contra la violencia de género;;1.000,00;
;;;48900; Otros programas de lucha contra la violencia de género;1.000,00;;
v;;;49;Al exterior;;50,00;
v;;;490;Iniciativa Iberoamericana para Prevenir y Eliminar la Violencia contra las Mujeres (SEGIB);;50,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;53.618,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;7.573,54;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;7.573,54;
;;;64;Gastos de inversiones de carácter inmaterial;;9.050,00;
;;;640;Gastos en inversiones de carácter inmaterial;;9.050,00;
;;;;TOTAL INVERSIONES REALES;;16.623,54;
 ; ;;;;;;
;;;;TOTAL Actuaciones para la prevención integral de la violencia de género;;79.514,87;
 ; ;;;;;;
;;;;TOTAL DELEGACIÓN DEL GOBIERNO CONTRA LA VIOLENCIA DE GÉNERO;;79.514,87;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL MINISTERIO DE IGUALDAD;;502.931,70;
;;



