;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 03 TRIBUNAL DE CUENTAS;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;22;Material, suministros y otros;;3.591,28;
;;;220;Material de oficina;;125,95;
;;;22000; Ordinario no inventariable;33,22;;
;;;22001; Prensa, revistas, libros y otras publicaciones;76,01;;
;;;22002; Material informático no inventariable;16,72;;
;;;221;Suministros;;581,64;
;;;22100; Energía eléctrica;445,00;;
;;;22101; Agua;23,01;;
;;;22102; Gas;50,00;;
;;;22104; Vestuario;10,00;;
;;;22105; Alimentación;15,21;;
;;;22106; Productos farmacéuticos y material sanitario;16,19;;
v;;;22109; Labores Fábrica Nacional Moneda y Timbre;3,99;;
;;;22199; Otros suministros;18,24;;
;;;222;Comunicaciones;;387,40;
;;;22200; Servicios de telecomunicaciones;316,78;;
;;;22201; Postales y mensajería;70,62;;
;;;223;Transportes;;30,00;
;;;225;Tributos;;250,00;
v;;;22502; Locales;250,00;;
;;;226;Gastos diversos;;48,35;
v;;;22601; Atenciones protocolarias y representativas;25,00;;
;;;22603; Jurídicos, contenciosos;3,00;;
;;;22606; Reuniones, conferencias y cursos;16,35;;
;;;22607; Oposiciones y pruebas selectivas;3,00;;
;;;22699; Otros;1,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2.167,94;
;;;22700; Limpieza y aseo;443,80;;
;;;22704; Custodia, depósito y almacenaje;845,76;;
;;;22706; Estudios y trabajos técnicos;833,00;;
;;;22799; Otros;45,38;;
v;;;23;Indemnizaciones por razón del servicio;;561,22;
;;;230;Dietas;;150,00;
;;;231;Locomoción;;90,00;
;;;233;Otras indemnizaciones;;321,22;
v;;;24;Gastos de publicaciones;;16,21;
;;;240;Gastos de edición y distribución;;16,21;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.832,27;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;8,50;
v;;;490;Cuota de España al INTOSAI y OLACEFS;;8,50;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;8,50;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;2.755,52;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;2.755,52;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;121,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;121,00;
;;;;TOTAL INVERSIONES REALES;;2.876,52;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;135,20;
v;;;831;Préstamos a largo plazo;;135,20;
;;;83108; Familias e instituciones sin fines de lucro;135,20;;
;;;;TOTAL ACTIVOS FINANCIEROS;;135,20;
 ; ;;;;;;
;;;;TOTAL Control externo del Sector Público;;78.372,36;
 ; ;;;;;;
;;;;TOTAL TRIBUNAL, FISCALÍA Y SERVICIOS GENERALES;;78.372,36;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL TRIBUNAL DE CUENTAS;;78.372,36;
;;



