;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;;TOTAL ACTIVOS FINANCIEROS;;2.833,58;
 ; ;;;;;;
;;;;TOTAL Administración y Servicios Generales de Defensa;;1.871.889,42;
 ; ;;;;;;
v;;121N;;Formación del Personal de las Fuerzas Armadas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;354.928,45;
;;;120;Retribuciones básicas;;210.175,31;
;;;12000; Sueldos del grupo A1 y grupo A;22.370,32;;
;;;12001; Sueldos del grupo A2 y grupo B;36.638,38;;
;;;12002; Sueldos del grupo C1 y grupo C;916,75;;
;;;12003; Sueldos del grupo C2 y grupo D;931,71;;
;;;12005; Trienios;28.388,75;;
;;;12006; Pagas extraordinarias;16.202,10;;
;;;12010; Sueldos de tropa y marinería profesional permanente;9.698,25;;
;;;12011; Sueldos de tropa y marinería profesional no permanente;70.822,55;;
;;;12012; Pagas extraordinarias de tropa y marinería profesional;24.206,50;;
;;;121;Retribuciones complementarias;;140.216,85;
;;;12100; Complemento de destino;30.003,08;;
;;;12101; Complemento específico;44.102,97;;
;;;12102; Indemnización por residencia;139,03;;
;;;12103; Otros complementos;24,60;;
;;;12109; Complemento de destino de tropa y marinería profesional;33.212,49;;
;;;12110; Complemento específico de tropa y marinería profesional;31.972,13;;
;;;12111; Incentivos por años de servicio de tropa y marinería profesional;204,43;;
;;;12112; Indemnización reservistas voluntarios;558,12;;
;;;122;Retribuciones en especie;;3.399,93;
;;;12201; Vestuario;3.399,93;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;1.136,36;
;;;12302; Indemnización por navegaciones en el extranjero;1.136,36;;
v;;;13;Laborales;;30.900,92;
;;;130;Laboral fijo;;19.702,17;
;;;13000; Retribuciones básicas;17.631,25;;
;;;13001; Otras remuneraciones;2.070,92;;
;;;131;Laboral eventual;;11.198,75;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;39.860,34;
;;;160;Cuotas sociales;;39.860,34;
v;;;16000; Seguridad Social;39.860,34;;
;;;;TOTAL GASTOS DE PERSONAL;;425.689,71;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;4,00;
;;;203;Arrendamientos de maquinaria, instalaciones y utillaje;;2,00;
;;;205;Arrendamientos de mobiliario y enseres;;2,00;
v;;;21;Reparaciones, mantenimiento y conservación;;280,18;
;;;212;Edificios y otras construcciones;;249,18;
;;;213;Maquinaria, instalaciones y utillaje;;12,00;
;;;214;Elementos de transporte;;11,00;
;;;215;Mobiliario y enseres;;8,00;
v;;;22;Material, suministros y otros;;3.569,47;
;;;220;Material de oficina;;10,97;
;;;22000; Ordinario no inventariable;4,97;;
;;;22001; Prensa, revistas, libros y otras publicaciones;6,00;;
;;;221;Suministros;;1.338,00;
;;;22101; Agua;50,00;;
;;;22102; Gas;175,00;;
;;;22103; Combustible;11,00;;
;;;22104; Vestuario;420,00;;
;;;22105; Alimentación;520,00;;
;;;22106; Productos farmacéuticos y material sanitario;160,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;1,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;1,00;;
;;;223;Transportes;;150,00;
;;;226;Gastos diversos;;788,50;
;;;22602; Publicidad y propaganda;10,00;;
;;;22606; Reuniones, conferencias y cursos;767,50;;
;;;22609; Actividades culturales y deportivas;7,00;;
;;;22699; Otros;4,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1.282,00;
;;;22700; Limpieza y aseo;20,00;;
;;;22706; Estudios y trabajos técnicos;962,00;;
;;;22799; Otros;300,00;;
v;;;23;Indemnizaciones por razón del servicio;;1.345,00;
;;;231;Locomoción;;1.345,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.198,65;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;13.348,88;
v;;;440;Centros Universitarios de la Defensa;;13.348,88;
v;;;44001; Centro Universitario de la Defensa en la Academia General del Aire de San Javier;3.100,00;;
v;;;44002; Centro Universitario de la Defensa en la Academia General Militar de Zaragoza;6.317,00;;
v;;;44003; Centro Universitario de la Defensa en la Escuela Naval Militar de Marín;3.041,88;;
v;;;44004; Centro Universitario de la Defensa en la Academia Central de la Defensa de Madrid;890,00;;
v;;;45;A Comunidades Autónomas;;10.003,41;
v;;;450;Transferencias a CCAA. Formación Escuelas de Suboficiales;;9.893,41;
v;;;452;Convenio con comunidades autónomas. Colaboración en materia de acciones formativas y desarrollo profesional;;110,00;
v;;;48;A familias e instituciones sin fines de lucro;;954,66;
v;;;485;A organismos específicos, servicios, asociaciones, instituciones, entidades de fomento y otros;;12,16;
;;;48500; A organismos e instituciones relacionados con las Fuerzas Armadas;12,16;;
v;;;487;Becas de estudios para personal de las Fuerzas Armadas;;392,50;
v;;;488;Ayudas a alumnos extranjeros en centros docentes de las Fuerzas Armadas;;550,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;24.306,95;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;188,00;
v;;;740;Centros Universitarios de la Defensa;;188,00;
v;;;74001; Centro Universitario de la Defensa en la Academia General del Aire de San Javier;50,00;;
v;;;74002; Centro Universitario de la Defensa en la Academia General Militar de Zaragoza;67,00;;
v;;;74003; Centro Universitario de la Defensa en la Escuela Naval Militar de Marín;36,00;;
v;;;74004; Centro Universitario de la Defensa en la Academia Central de la Defensa de Madrid;35,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;188,00;
 ; ;;;;;;
;;;;TOTAL Formación del Personal de las Fuerzas Armadas;;455.383,31;
 ; ;;;;;;
v;;121O;;Personal en reserva;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;521.534,15;
;;;120;Retribuciones básicas;;317.480,68;
;;;12000; Sueldos del grupo A1 y grupo A;164.589,06;;
;;;12001; Sueldos del grupo A2 y grupo B;16.824,54;;
;;;12005; Trienios;80.899,12;;
;;;12006; Pagas extraordinarias;43.710,14;;
;;;12010; Sueldos de tropa y marinería profesional permanente;9.090,30;;
;;;12012; Pagas extraordinarias de tropa y marinería profesional;2.367,52;;
;;;121;Retribuciones complementarias;;201.159,90;
;;;12100; Complemento de destino;104.685,90;;
;;;12101; Complemento específico;81.407,89;;
;;;12102; Indemnización por residencia;8,97;;
;;;12103; Otros complementos;7.485,31;;
;;;12109; Complemento de destino de tropa y marinería profesional;4.095,05;;
;;;12110; Complemento específico de tropa y marinería profesional;3.476,78;;
;;;122;Retribuciones en especie;;2.893,57;
;;;12201; Vestuario;2.893,57;;
v;;;14;Otro personal;;58.465,22;
;;;143;Otro personal;;58.465,22;
;;;;TOTAL GASTOS DE PERSONAL;;579.999,37;
 ; ;;;;;;
;;;;TOTAL Personal en reserva;;579.999,37;
 ; ;;;;;;
v;;122M;;Gastos Operativos de las Fuerzas Armadas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.473.206,99;
;;;120;Retribuciones básicas;;737.472,42;
;;;12000; Sueldos del grupo A1 y grupo A;67.764,97;;
;;;12001; Sueldos del grupo A2 y grupo B;144.377,75;;
;;;12002; Sueldos del grupo C1 y grupo C;984,30;;
;;;12003; Sueldos del grupo C2 y grupo D;1.718,85;;
;;;12005; Trienios;89.774,16;;
;;;12006; Pagas extraordinarias;51.617,59;;
;;;12010; Sueldos de tropa y marinería profesional permanente;54.696,20;;
;;;12011; Sueldos de tropa y marinería profesional no permanente;250.055,10;;
;;;12012; Pagas extraordinarias de tropa y marinería profesional;76.483,50;;
;;;121;Retribuciones complementarias;;700.937,69;
;;;12100; Complemento de destino;114.476,03;;
;;;12101; Complemento específico;174.535,31;;
;;;12102; Indemnización por residencia;56.116,83;;
;;;12103; Otros complementos;93,75;;
;;;12109; Complemento de destino de tropa y marinería profesional;157.409,13;;
;;;12110; Complemento específico de tropa y marinería profesional;188.105,76;;
;;;12111; Incentivos por años de servicio de tropa y marinería profesional;8.637,29;;
;;;12112; Indemnización reservistas voluntarios;1.563,59;;
;;;122;Retribuciones en especie;;23.049,39;
;;;12201; Vestuario;23.049,39;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;11.747,49;
;;;12302; Indemnización por navegaciones en el extranjero;11.747,49;;
v;;;13;Laborales;;40.719,39;
;;;130;Laboral fijo;;39.049,61;
;;;13000; Retribuciones básicas;34.250,57;;
;;;13001; Otras remuneraciones;4.799,04;;
;;;131;Laboral eventual;;1.669,78;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;236.012,31;
;;;160;Cuotas sociales;;236.012,31;
v;;;16000; Seguridad Social;236.012,31;;
;;;;TOTAL GASTOS DE PERSONAL;;1.749.938,69;
 ; ;;;;;;
;;;;TOTAL Gastos Operativos de las Fuerzas Armadas;;1.749.938,69;
 ; ;;;;;;
v;;122N;;Apoyo Logístico;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;520.801,29;
;;;120;Retribuciones básicas;;247.921,28;
;;;12000; Sueldos del grupo A1 y grupo A;49.660,63;;
;;;12001; Sueldos del grupo A2 y grupo B;50.846,46;;
;;;12002; Sueldos del grupo C1 y grupo C;4.168,80;;
;;;12003; Sueldos del grupo C2 y grupo D;3.871,42;;
;;;12005; Trienios;28.155,92;;
;;;12006; Pagas extraordinarias;25.888,80;;
;;;12010; Sueldos de tropa y marinería profesional permanente;21.992,35;;
;;;12011; Sueldos de tropa y marinería profesional no permanente;46.392,99;;
;;;12012; Pagas extraordinarias de tropa y marinería profesional;16.943,91;;
;;;121;Retribuciones complementarias;;243.925,36;
;;;12100; Complemento de destino;64.882,25;;
;;;12101; Complemento específico;93.488,76;;
;;;12102; Indemnización por residencia;8.220,42;;
;;;12103; Otros complementos;359,79;;
;;;12109; Complemento de destino de tropa y marinería profesional;35.438,45;;
;;;12110; Complemento específico de tropa y marinería profesional;38.158,74;;
;;;12111; Incentivos por años de servicio de tropa y marinería profesional;1.493,82;;
;;;12112; Indemnización reservistas voluntarios;1.883,13;;
;;;122;Retribuciones en especie;;28.404,32;
;;;12201; Vestuario;6.317,18;;
;;;12202; Bonificaciones;22.087,14;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;550,33;
;;;12302; Indemnización por navegaciones en el extranjero;550,33;;
v;;;13;Laborales;;84.908,08;
;;;130;Laboral fijo;;84.045,49;
;;;13000; Retribuciones básicas;71.579,63;;
;;;13001; Otras remuneraciones;12.465,86;;
;;;131;Laboral eventual;;862,59;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;33.183,10;
;;;160;Cuotas sociales;;33.183,10;
v;;;16000; Seguridad Social;33.183,10;;
;;;;TOTAL GASTOS DE PERSONAL;;638.892,47;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;4.203,65;
;;;212;Edificios y otras construcciones;;4.203,65;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.203,65;
 ; ;;;;;;
;;;;TOTAL Apoyo Logístico;;643.096,12;
 ; ;;;;;;
v;;312A;;Asistencia hospitalaria en las Fuerzas Armadas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;88.918,84;
;;;120;Retribuciones básicas;;45.611,31;
;;;12000; Sueldos del grupo A1 y grupo A;10.895,31;;
;;;12001; Sueldos del grupo A2 y grupo B;11.336,35;;
;;;12002; Sueldos del grupo C1 y grupo C;2.016,85;;
;;;12003; Sueldos del grupo C2 y grupo D;8.827,17;;
;;;12005; Trienios;4.931,18;;
;;;12006; Pagas extraordinarias;7.344,23;;
;;;12010; Sueldos de tropa y marinería profesional permanente;183,37;;
;;;12012; Pagas extraordinarias de tropa y marinería profesional;76,85;;
;;;121;Retribuciones complementarias;;43.115,43;
;;;12100; Complemento de destino;11.154,86;;
;;;12101; Complemento específico;20.042,99;;
;;;12104; Complemento de atención continuada;7.254,15;;
;;;12105; Carrera profesional del personal estatutario;4.374,45;;
;;;12109; Complemento de destino de tropa y marinería profesional;94,83;;
;;;12110; Complemento específico de tropa y marinería profesional;124,11;;
;;;12112; Indemnización reservistas voluntarios;70,04;;
;;;122;Retribuciones en especie;;188,35;
;;;12201; Vestuario;188,35;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;3,75;
;;;12302; Indemnización por navegaciones en el extranjero;3,75;;
v;;;13;Laborales;;17.920,26;
;;;130;Laboral fijo;;13.051,09;
;;;13000; Retribuciones básicas;10.294,42;;
;;;13001; Otras remuneraciones;2.756,67;;
;;;131;Laboral eventual;;4.869,17;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;45.532,86;
;;;160;Cuotas sociales;;45.532,86;
v;;;16000; Seguridad Social;45.532,86;;
;;;;TOTAL GASTOS DE PERSONAL;;152.371,96;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;8,18;
;;;209;Cánones;;8,18;
v;;;21;Reparaciones, mantenimiento y conservación;;3.170,00;
;;;212;Edificios y otras construcciones;;3.000,00;
;;;213;Maquinaria, instalaciones y utillaje;;165,00;
;;;215;Mobiliario y enseres;;5,00;
v;;;22;Material, suministros y otros;;21.431,30;
;;;220;Material de oficina;;422,30;
;;;22000; Ordinario no inventariable;120,50;;
;;;22001; Prensa, revistas, libros y otras publicaciones;100,00;;
;;;22002; Material informático no inventariable;201,80;;
;;;221;Suministros;;18.360,00;
;;;22100; Energía eléctrica;500,00;;
;;;22101; Agua;500,00;;
;;;22102; Gas;1.560,00;;
;;;22103; Combustible;500,00;;
;;;22104; Vestuario;100,00;;
;;;22105; Alimentación;700,00;;
;;;22106; Productos farmacéuticos y material sanitario;14.000,00;;
;;;22199; Otros suministros;500,00;;
;;;222;Comunicaciones;;5,00;
;;;22201; Postales y mensajería;5,00;;
;;;223;Transportes;;150,00;
;;;225;Tributos;;119,00;
;;;22500; Estatales;9,00;;
v;;;22502; Locales;110,00;;
;;;226;Gastos diversos;;75,00;
;;;22602; Publicidad y propaganda;15,00;;
;;;22603; Jurídicos, contenciosos;10,00;;
;;;22606; Reuniones, conferencias y cursos;40,00;;
;;;22609; Actividades culturales y deportivas;10,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2.300,00;
;;;22700; Limpieza y aseo;600,00;;
;;;22701; Seguridad;700,00;;
;;;22799; Otros;1.000,00;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;24.609,48;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;1.255,31;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;1.255,31;
;;;;TOTAL INVERSIONES REALES;;1.255,31;
 ; ;;;;;;
;;;;TOTAL Asistencia hospitalaria en las Fuerzas Armadas;;178.236,75;
 ; ;;;;;;
v;;464A;;Investigación y estudios de las Fuerzas Armadas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;4.858,50;
;;;120;Retribuciones básicas;;2.201,28;
;;;12000; Sueldos del grupo A1 y grupo A;1.114,80;;
;;;12001; Sueldos del grupo A2 y grupo B;321,33;;
;;;12002; Sueldos del grupo C1 y grupo C;135,10;;
;;;12003; Sueldos del grupo C2 y grupo D;56,22;;
;;;12005; Trienios;219,58;;
;;;12006; Pagas extraordinarias;326,41;;
;;;12010; Sueldos de tropa y marinería profesional permanente;19,30;;
;;;12012; Pagas extraordinarias de tropa y marinería profesional;8,54;;
;;;121;Retribuciones complementarias;;2.619,12;
;;;12100; Complemento de destino;1.089,57;;
;;;12101; Complemento específico;1.505,96;;
;;;12103; Otros complementos;1,12;;
;;;12109; Complemento de destino de tropa y marinería profesional;9,98;;
;;;12110; Complemento específico de tropa y marinería profesional;12,49;;
;;;122;Retribuciones en especie;;27,01;
;;;12201; Vestuario;27,01;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;11,09;
;;;12302; Indemnización por navegaciones en el extranjero;11,09;;
v;;;13;Laborales;;568,71;
;;;130;Laboral fijo;;568,71;
;;;13000; Retribuciones básicas;492,82;;
;;;13001; Otras remuneraciones;75,89;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;365,87;
;;;160;Cuotas sociales;;365,87;
v;;;16000; Seguridad Social;365,87;;
;;;;TOTAL GASTOS DE PERSONAL;;5.793,08;
 ; ;;;;;;
;;;;TOTAL Investigación y estudios de las Fuerzas Armadas;;5.793,08;
 ; ;;;;;;
v;;931P;;Control interno y Contabilidad Pública;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;62,13;
;;;220;Material de oficina;;28,21;
;;;22000; Ordinario no inventariable;15,50;;
;;;22001; Prensa, revistas, libros y otras publicaciones;12,71;;
;;;221;Suministros;;11,29;
;;;22199; Otros suministros;11,29;;
;;;226;Gastos diversos;;22,63;
;;;22606; Reuniones, conferencias y cursos;22,63;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;62,13;
 ; ;;;;;;
;;;;TOTAL Control interno y Contabilidad Pública;;62,13;
 ; ;;;;;;
;;;;TOTAL MINISTERIO Y SUBSECRETARÍA;;5.484.398,87;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;CUARTEL GENERAL DEL EMAD;;;
v;;121M;;Administración y Servicios Generales de Defensa;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;343,65;
v;;;202;Arrendamientos de edificios y otras construcciones;;14,30;
;;;204;Arrendamientos de medios de transporte;;152,88;
;;;205;Arrendamientos de mobiliario y enseres;;176,47;
v;;;21;Reparaciones, mantenimiento y conservación;;379,33;
;;;213;Maquinaria, instalaciones y utillaje;;178,15;
;;;214;Elementos de transporte;;128,00;
;;;215;Mobiliario y enseres;;73,18;
v;;;22;Material, suministros y otros;;17.247,33;
;;;220;Material de oficina;;370,87;
;;;22000; Ordinario no inventariable;69,81;;
;;;22001; Prensa, revistas, libros y otras publicaciones;152,48;;
;;;22002; Material informático no inventariable;148,58;;
;;;221;Suministros;;4.136,35;
;;;22100; Energía eléctrica;2.817,19;;
;;;22101; Agua;59,50;;
;;;22102; Gas;107,83;;
;;;22103; Combustible;266,62;;
;;;22104; Vestuario;70,33;;
;;;22105; Alimentación;290,64;;
;;;22106; Productos farmacéuticos y material sanitario;50,10;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;70,46;;
