;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 20 MINISTERIO DE INDUSTRIA Y TURISMO;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;35;Intereses de demora y otros gastos financieros;;110,00;
v;;;359;Otros gastos financieros;;110,00;
;;;;TOTAL GASTOS FINANCIEROS;;110,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;9.000,00;
v;;;441;Al ICO para reposición de Fondo de Provisión por garantía de operaciones de la línea "ICO Empresas y Emprendedores 2019-2021";;9.000,00;
v;;;46;A Entidades Locales;;80,00;
v;;;460;Ajuntament de Tortosa. Terres travel festival Certamen internacional de l'audiovisual turístic;;80,00;
v;;;48;A familias e instituciones sin fines de lucro;;100,00;
v;;;480;A la Fundación Mas Miró;;100,00;
v;;;49;Al exterior;;150,00;
v;;;491;Cuota a la Organización Mundial del Turismo;;150,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;9.330,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;1.306,70;
;;;640;Gastos en inversiones de carácter inmaterial;;1.306,70;
;;;;TOTAL INVERSIONES REALES;;1.306,70;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;23.145,00;
v;;;763;A entidades locales;;23.145,00;
;;;76301; Planes de Sostenibilidad Turística en Destinos;23.000,00;;
v;;;76302; Ajuntament de La Granja d´Escarp. Adecuación aparcamiento autocaravanas, camino verde a pasarela madera;145,00;;
v;;;78;A familias e instituciones sin fines de lucro;;1.775,00;
v;;;780;Convocatorias ayudas para desarrollo de Experiencias turísticas;;1.000,00;
v;;;786;Programas de Colaboración con Actores Sociales de Turismo;;775,00;
v;;;78601; A la Asociación de Educación Ambiental y del Consumidor (ADEAC) para financiar la campaña anual de Banderas Azules;50,00;;
v;;;78602; A la Asociación ACEVIN (Rutas del vino);35,00;;
v;;;78603; A la Asociación Saborea España;50,00;;
v;;;78608; Al Instituto Tecnológico Hotelero (ITH);80,00;;
v;;;78609; A la Alianza de Municipios Turísticos de Sol y Playa;40,00;;
v;;;78611; Al Instituto de Calidad Turística Española (ICTE);200,00;;
v;;;78612; A la Asociación Grupo de las Ciudades Patrimonio de la Humanidad de España;30,00;;
v;;;78613; A la Asociación de Ecoturismo en España;30,00;;
v;;;78614; A la Plataforma Representativa Estatal de Personas con Discapacidad Física (PREDIF);30,00;;
v;;;78615; A la Asociación de Castillos y Palacios Turísticos de España;30,00;;
v;;;78616; A la Fundación ONCE;45,00;;
v;;;78617; A la Asociación Española de Comisionados de Filmaciones de Cine y Televisión - Spain Film Commision;50,00;;
v;;;78619; A la Asociación de Municipios del Camino de Santiago;45,00;;
v;;;78620; A la Asociación Los pueblos más bonitos de España;30,00;;
v;;;78621; A la Asociación Española de Campos de Golf;30,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;24.920,00;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;127.985,42;
v;;;833;Líneas de préstamos a empresas del sector turístico;;127.985,42;
;;;83302; Líneas de financiación para empresas del sector turístico;127.985,42;;
v;;;87;Aportaciones patrimoniales;;5,37;
v;;;871;Fondo Financiero del Estado para la Competitividad Turística (FOCIT);;5,37;
;;;;TOTAL ACTIVOS FINANCIEROS;;127.990,79;
 ; ;;;;;;
;;;;TOTAL Coordinación y promoción del turismo;;166.860,14;
 ; ;;;;;;
v;;467C;;Investigación y desarrollo tecnológico-industrial;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;600,00;
v;;;440;A la Sociedad Mercantil Estatal para la Gestión de la Innovación y las Tecnologías Turísticas, S.A.M.P. (SEGITTUR);;600,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;600,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;6.240,00;
v;;;741;A la Sociedad Mercantil Estatal para la Gestión de la Innovación y las Tecnologías Turísticas, S.A.M.P. (SEGITTUR);;6.240,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;6.240,00;
 ; ;;;;;;
;;;;TOTAL Investigación y desarrollo tecnológico-industrial;;6.840,00;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;33.640,22;
v;;;411;Al Instituto de Turismo de España;;33.640,22;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;33.640,22;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;41.878,31;
v;;;713;Al Instituto de Turismo de España;;41.878,31;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;41.878,31;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;75.518,53;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE TURISMO;;249.218,67;
 ; ;;;;;;
 ; ;;;;;;
v;09;;;DIRECCIÓN GENERAL DE PROGRAMAS INDUSTRIALES;;;
v;;421O;;Calidad y seguridad industrial;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;896,90;
;;;120;Retribuciones básicas;;410,45;
;;;12000; Sueldos del grupo A1 y grupo A;222,97;;
;;;12001; Sueldos del grupo A2 y grupo B;12,86;;
;;;12002; Sueldos del grupo C1 y grupo C;38,61;;
;;;12003; Sueldos del grupo C2 y grupo D;32,13;;
;;;12005; Trienios;31,03;;
;;;12006; Pagas extraordinarias;72,85;;
;;;121;Retribuciones complementarias;;486,45;
;;;12100; Complemento de destino;209,92;;
;;;12101; Complemento específico;276,53;;
v;;;13;Laborales;;106,86;
;;;130;Laboral fijo;;106,86;
;;;13000; Retribuciones básicas;96,96;;
;;;13001; Otras remuneraciones;9,90;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;147,12;
;;;160;Cuotas sociales;;147,12;
v;;;16000; Seguridad Social;147,12;;
;;;;TOTAL GASTOS DE PERSONAL;;1.150,88;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;78;A familias e instituciones sin fines de lucro;;2.625,00;
v;;;789;Plan de Promoción de la Innovación en Calidad y Seguridad Industrial;;2.625,00;
v;;;78901; Potenciación y mejora de la Asociación Española de Normalización (AENOR);1.150,00;;
v;;;78902; Potenciación y mejora de la Entidad Nacional de Acreditación (ENAC);175,00;;
v;;;78903; Potenciación de la Fundación para el Fomento de la Innovación Industrial (FFII);1.300,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;2.625,00;
 ; ;;;;;;
;;;;TOTAL Calidad y seguridad industrial;;3.775,88;
 ; ;;;;;;
v;;422B;;Desarrollo industrial;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.419,56;
;;;120;Retribuciones básicas;;660,40;
;;;12000; Sueldos del grupo A1 y grupo A;297,29;;
;;;12001; Sueldos del grupo A2 y grupo B;77,12;;
;;;12002; Sueldos del grupo C1 y grupo C;38,61;;
;;;12003; Sueldos del grupo C2 y grupo D;24,10;;
;;;12005; Trienios;108,38;;
;;;12006; Pagas extraordinarias;114,90;;
;;;121;Retribuciones complementarias;;759,16;
;;;12100; Complemento de destino;317,93;;
;;;12101; Complemento específico;441,23;;
v;;;13;Laborales;;279,45;
;;;130;Laboral fijo;;279,45;
;;;13000; Retribuciones básicas;253,54;;
;;;13001; Otras remuneraciones;25,91;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;222,08;
;;;160;Cuotas sociales;;222,08;
v;;;16000; Seguridad Social;222,08;;
;;;;TOTAL GASTOS DE PERSONAL;;1.982,13;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;1,34;
;;;226;Gastos diversos;;1,34;
v;;;22601; Atenciones protocolarias y representativas;1,34;;
v;;;23;Indemnizaciones por razón del servicio;;215,84;
;;;230;Dietas;;84,61;
;;;231;Locomoción;;131,23;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;217,18;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;100,00;
v;;;480;ADI-FAD;;100,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;100,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;77;A empresas privadas;;332.000,00;
v;;;771;Programa de Compensación costes indirectos. Régimen de Comercio de Derechos de Emisión de Gases de Efecto Invernadero (RCDE). Financiado según el artículo 30.4 de la Ley 7/2021;;244.000,00;
v;;;773;Estatuto Electrointensivo: Programa de compensación a los consumidores electrointensivos;;88.000,00;
v;;;78;A familias e instituciones sin fines de lucro;;50,00;
v;;;781;Al Instituto de Ingeniería de España para actuaciones para la incorporación de la mujer a profesiones STEM;;50,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;332.050,00;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;87;Aportaciones patrimoniales;;1,50;
v;;;871;Al Fondo Español de Reserva para Garantía de entidades Electrointensivas;;1,50;
;;;;TOTAL ACTIVOS FINANCIEROS;;1,50;
 ; ;;;;;;
;;;;TOTAL Desarrollo industrial;;334.350,81;
 ; ;;;;;;
v;;422M;;Reconversión y reindustrialización;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.439,33;
;;;120;Retribuciones básicas;;685,25;
;;;12000; Sueldos del grupo A1 y grupo A;267,56;;
;;;12001; Sueldos del grupo A2 y grupo B;102,83;;
;;;12002; Sueldos del grupo C1 y grupo C;67,56;;
;;;12003; Sueldos del grupo C2 y grupo D;32,13;;
;;;12005; Trienios;93,79;;
;;;12006; Pagas extraordinarias;121,38;;
;;;121;Retribuciones complementarias;;754,08;
;;;12100; Complemento de destino;326,54;;
;;;12101; Complemento específico;427,54;;
v;;;13;Laborales;;227,68;
;;;130;Laboral fijo;;227,68;
;;;13000; Retribuciones básicas;211,17;;
;;;13001; Otras remuneraciones;16,51;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;250,17;
;;;160;Cuotas sociales;;250,17;
v;;;16000; Seguridad Social;250,17;;
;;;;TOTAL GASTOS DE PERSONAL;;1.917,18;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;1.750,00;
v;;;441;Al ICO para compensación de quebrantos por préstamo concedido a Abenewco 1, S.A.U.;;1.750,00;
v;;;49;Al exterior;;28,00;
v;;;490;Contribución de España al presupuesto del Comité del Acero de la OCDE;;28,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;1.778,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;2.000,00;
v;;;752;A la Comunidad Autónoma de Castilla y León para la potenciación de infraestructuras industriales en Villadangos del Páramo;;2.000,00;
v;;;77;A empresas privadas;;47.079,68;
v;;;775;Para compensación de intereses de préstamos para la construcción naval, incluidas obligaciones de ejercicios anteriores;;47.079,68;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;49.079,68;
 ; ;;;;;;
