63; Inversión de reposición asociada al funcionamiento operativo de los servicios;;;;;;231,14;;;;3.002,00;1.700,00;;;;4.933,14;
64; Gastos de inversiones de carácter inmaterial;;;16.086,93;468,24;40.500,00;10.768,86;7.040,08;11.536,05;1.500,00;28.911,84;9.000,00;;500,00;;126.312,00;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;;;;;;;;;;;;;;278.114,88;278.114,88;
7;TRANSFERENCIAS DE CAPITAL;13.170,00;;34.266,00;;60.307,00;950,00;11.200,13;9.121,51;10.800,00;23.649,18;14.670,69;;39.797,16;4.258.103,15;4.476.034,82;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;;32.266,00;;17.000,00;;;;3.300,00;1.549,18;;;;4.040.596,12;4.094.711,30;
75; A Comunidades Autónomas;13.170,00;;;;41.502,00;;8.500,13;6.621,51;7.500,00;22.000,00;;;11.176,86;62.007,03;172.477,53;
76; A Entidades Locales;;;2.000,00;;1.805,00;950,00;2.700,00;;;100,00;14.670,69;;22.620,30;1.500,00;46.345,99;
77; A empresas privadas;;;;;;;;2.000,00;;;;;3.000,00;150.000,00;155.000,00;
78; A familias e instituciones sin fines de lucro;;;;;;;;500,00;;;;;3.000,00;4.000,00;7.500,00;
8;ACTIVOS FINANCIEROS;;;471.220,64;;386.820,49;;;;12.000,00;22.000,00;168,36;;;50.000,00;942.209,49;
82; Concesión de préstamos al Sector Público;;;471.220,64;;;;;;;22.000,00;;;;50.000,00;543.220,64;
83; Concesión de préstamos fuera del Sector Público;;;;;;;;;;;62,36;;;;62,36;
84; Constitución de depósitos y fianzas;;;;;;;;;;;106,00;;;;106,00;
85; Adquisición de acciones y participaciones del Sector Público;;;;;386.820,49;;;;;;;;;;386.820,49;
87; Aportaciones patrimoniales;;;;;;;;;12.000,00;;;;;;12.000,00;
;TOTAL CONSOLIDADO;58.791,15;2.165,44;810.235,51;11.017,72;896.274,42;96.655,45;25.174,88;30.139,95;27.303,91;210.066,73;66.954,55;486,60;71.158,48;4.663.718,03;6.970.142,82;
4;TRANSFERENCIAS CORRIENTES;;;165.959,34;40.521,99;83.311,80;;;;;;;;193,87;;289.987,00;
41; A Organismos Autónomos;;;165.559,34;11.681,35;83.311,80;;;;;;;;193,87;;260.746,36;
43; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;400,00;28.840,64;;;;;;;;;;;29.240,64;
7;TRANSFERENCIAS DE CAPITAL;;;3.576.113,56;60.587,32;66.820,00;;2.215,56;;;2.453,36;;;;333.802,27;4.041.992,07;
71; A Organismos Autónomos;;;61.321,81;26.128,66;65.820,00;;919,57;;;;;;;300.156,24;454.346,28;
73; A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;;3.514.791,75;34.458,66;1.000,00;;1.295,99;;;2.453,36;;;;33.646,03;3.587.645,79;
;TOTAL TRANSFERENCIAS ENTRE SUBSECTORES;;;3.742.072,90;101.109,31;150.131,80;;2.215,56;;;2.453,36;;;193,87;333.802,27;4.331.979,07;
;TOTAL;58.791,15;2.165,44;4.552.308,41;112.127,03;1.046.406,22;96.655,45;27.390,44;30.139,95;27.303,91;212.520,09;66.954,55;486,60;71.352,35;4.997.520,30;11.302.121,89;
;;



