Servicio;Programa;Económica;Explicación;Total (miles euros);Total (euros)
2;121M;22;Material, suministros y otros;17.247,33;17.247.330 €
2;121M;226;Gastos diversos;1.392,16;1.392.160 €
2;121M;227;Trabajos realizados por otras empresas y profesionales;10.595,42;10.595.420 €
2;121M;23;Indemnizaciones por razón del servicio;6.088,76;6.088.760 €
2;121M;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;24.059,07;24.059.070 €
2;121M;6;INVERSIONES REALES;2.458,18;2.458.180 €
2;—;—;TOTAL Programa 121M;26.517,25;26.517.250 €
2;121N;21;Reparaciones, mantenimiento y conservación;103,72;103.720 €
2;121N;22;Material, suministros y otros;1.589,06;1.589.060 €
2;121N;22502;Locales;25,27;25.270 €
2;121N;226;Gastos diversos;740,71;740.710 €
2;121N;227;Trabajos realizados por otras empresas y profesionales;547,71;547.710 €
2;121N;23;Indemnizaciones por razón del servicio;2.638,82;2.638.820 €
2;—;—;TOTAL Programa 121N;4.331,60;4.331.600 €
;;;;;
2;122A;6;INVERSIONES REALES;2.583,87;2.583.870 €
2;—;—;TOTAL Programa 122A;2.583,87;2.583.870 €
2;122M;20;Arrendamientos y cánones;79,2;79.200,00
2;122M;21;Reparaciones, mantenimiento y conservación;464,38;464.380 €
2;122M;22;Material, suministros y otros;15.041,69;15.041.690 €
2;122M;226;Gastos diversos;81,21;81.210 €
2;122M;227;Trabajos realizados por otras empresas y profesionales;936,99;936.990 €
2;122M;23;Indemnizaciones por razón del servicio;4.910,00;4.910.000 €
2;—;—;TOTAL Programa 122M;20.495,27;20.495.270 €
2;122N;21;Reparaciones, mantenimiento y conservación;5.504,36;5.504.360 €
2;122N;6;INVERSIONES REALES;16.482,45;16.482.450 €
2;—;—;TOTAL Programa 122N;21.986,81;21.986.810 €
2;—;—;121M, 121N, 122A, 122M, 122N;75.914,80;75.914.800 €
3;121M;200;Arrendamientos de terrenos y bienes naturales;3.535,90;3.535.900,00
3;121M;202;Arrendamientos de edificios y otras construcciones;975;975.000,00
3;121M;204;Arrendamientos de medios de transporte;23,8;23.800,00
3;121M;205;Arrendamientos de mobiliario y enseres;18;18.000,00
3;121M;206;Arrendamientos de equipos para procesos de información;1;1.000,00
3;121M;209;Cánones;118,7;118.700,00
3;121M;212;Reparaciones en edificios y construcciones;3;3.000,00
3;121M;214;Reparaciones en elementos de transporte;0,51;510
3;121M;216;Reparaciones en equipos de información;653,64;653.640,00
3;121M;218;Reparaciones en bienes situados en el exterior;140;140.000,00
3;121M;22000;Material de oficina ordinario no inventariable;80,8;80.800,00
3;121M;22001;Prensa, revistas, libros y publicaciones;431,13;431.130,00
3;121M;22002;Material informático no inventariable;387,5;387.500,00
3;121M;22015;Material de oficina en el exterior;115;115.000,00
3;121M;22100;Energía eléctrica;88.410,42;88.410.420,00
3;121M;22101;Agua;0,33;330
3;121M;22103;Combustible;72,86;72.860,00
3;121M;22105;Alimentación;8;8.000,00
3;121M;22112;Material electrónico, eléctrico y comunicaciones;326,85;326.850,00
3;121M;22115;Suministros en el exterior;180;180.000,00
3;121M;22199;Otros suministros;59,75;59.750,00
3;121M;22200;Servicios de telecomunicaciones;36.060,39;36.060.390,00
3;121M;22201;Postales y mensajería;55;55.000,00
3;121M;22215;Comunicaciones en el exterior;290;290.000,00
3;121M;223;Transportes;24.909,38;24.909.380,00
3;121M;224;Primas de seguros;85;85.000,00
3;121M;22500;Tributos estatales;3,5;3.500,00
3;121M;22502;Locales;95;95.000,00
3;121M;22515;Tributos en el exterior;17;17.000,00
3;121M;22601;Atenciones protocolarias y representativas;16,38;16.380,00
3;121M;22602;Publicidad y propaganda;228,5;228.500,00
3;121M;22603;Jurídicos y contenciosos;4.717,87;4.717.870,00
3;121M;22606;Reuniones, conferencias y cursos;829,24;829.240,00
3;121M;22608;Gastos reservados;500;500.000,00
3;121M;22609;Actividades culturales y deportivas;2,12;2.120,00
3;121M;22611;Gastos institucionales protocolarios;83,3;83.300,00
3;121M;22615;Gastos diversos en el exterior;39,94;39.940,00
3;121M;22699;Otros gastos diversos;13.608,38;13.608.380,00
3;121M;22701;Seguridad;217;217.000,00
3;121M;22706;Estudios y trabajos técnicos;61.951,27;61.951.270,00
3;121M;22715;Trabajos en el exterior;258;258.000,00
3;121M;230;Dietas;250;250.000,00
3;121M;49002–49014;Contribuciones a organismos internacionales;116.430,20;116.430.200,00
—;—;—;TOTAL Programa 121M;444.063,88;444.063.880,00
3;121N;22606;Reuniones, conferencias y cursos;319,34;319.340,00
—;—;—;TOTAL Programa 121N;319,34;319.340,00
3;122A;650;Inversiones militares en infraestructura y otros bienes;246.322,66;246.322.660,00
—;—;—;TOTAL Programa 122A;246.322,66;246.322.660,00
;;;;;
3;122B;655;Modernización del Ejército de Tierra;934.495,92;934.495.920,00
3;122B;656;Modernización de la Armada;1.082.842,99;1.082.842.990,00
3;122B;657;Modernización del Ejército del Aire;2.136.988,07;2.136.988.070,00
3;122B;658;Modernización de interés conjunto;747.389,32;747.389.320,00
—;—;—;TOTAL Programa 122B;4.901.716,30;4.901.716.300,00
3;122M;1;GASTOS DE PERSONAL;4.000,00;4.000.000,00
3;122M;128;Gastos por operaciones de mantenimiento de la paz;4.000,00;4.000.000,00
3;122M;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;147.873,22;147.873.220,00
3;122M;204;Arrendamientos de medios de transporte;15;15.000,00
3;122M;205;Arrendamientos de mobiliario y enseres;75;75.000,00
3;122M;206;Arrendamientos de equipos informáticos;25;25.000,00
3;122M;209;Cánones;16.156,85;16.156.850,00
3;122M;212;Reparaciones en edificios y construcciones;574;574.000,00
3;122M;213;Reparaciones en maquinaria e instalaciones;1.010,00;1.010.000,00
3;122M;214;Reparaciones en elementos de transporte;320;320.000,00
3;122M;215;Reparaciones en mobiliario y enseres;150;150.000,00
3;122M;22000;Material de oficina ordinario no inventariable;191,84;191.840,00
3;122M;22001;Prensa, revistas, libros y publicaciones;72,13;72.130,00
3;122M;22002;Material informático no inventariable;251;251.000,00
3;122M;22101;Agua;211,1;211.100,00
3;122M;22102;Gas;650;650.000,00
3;122M;22103;Combustible;4.462,85;4.462.850,00
3;122M;22104;Vestuario;3.405,65;3.405.650,00
3;122M;22105;Alimentación;1.579,98;1.579.980,00
3;122M;22106;Productos farmacéuticos y material sanitario;360;360.000,00
3;122M;22107;Suministros militares y policiales;35;35.000,00
3;122M;22108;Material deportivo, didáctico y cultural;30;30.000,00
3;122M;22111;Repuestos de maquinaria y transporte;1.490,00;1.490.000,00
3;122M;22112;Material electrónico, eléctrico y comunicaciones;25;25.000,00
3;122M;22199;Otros suministros;2.011,50;2.011.500,00
3;122M;22200;Servicios de telecomunicaciones;2,6;2.600,00
3;122M;22201;Postales y mensajería;2,2;2.200,00
3;122M;223;Transportes;350;350.000,00
3;122M;22500;Tributos estatales;1;1.000,00
3;122M;22501;Tributos autonómicos;1,1;1.100,00
3;122M;22502;Locales;2;2.000,00
3;122M;22602;Publicidad y propaganda;112,91;112.910,00
3;122M;22606;Reuniones, conferencias y cursos;200,12;200.120,00
3;122M;22609;Actividades culturales y deportivas;50;50.000,00
3;122M;22611;Gastos institucionales protocolarios;44,82;44.820,00
3;122M;22699;Otros gastos diversos;6.384,54;6.384.540,00
3;122M;22700;Limpieza y aseo;1.195,00;1.195.000,00
3;122M;22706;Estudios y trabajos técnicos;995,22;995.220,00
3;122M;22799;Otros trabajos externos;827,09;827.090,00
3;122M;228;Operaciones de mantenimiento de la paz (gastos corrientes);100.000,00;100.000.000,00
3;122M;230;Dietas;4.020,00;4.020.000,00
3;122M;231;Locomoción;520;520.000,00
3;122M;232;Traslado;60;60.000,00
3;122M;233;Otras indemnizaciones;2,72;2.720,00
3;122M;6;INVERSIONES REALES;210.360,10;210.360.100,00
3;122M;668;Operaciones de mantenimiento de la paz (inversiones);210.360,10;210.360.100,00
—;—;—;TOTAL Programa 122M;362.233,32;362.233.320,00
3;122N;21;Reparaciones, mantenimiento y conservación;15.303,97;15.303.970,00
3;122N;212;Edificios y otras construcciones;11.053,13;11.053.130,00
3;122N;216;Equipos para procesos de la información;4.250,84;4.250.840,00
3;122N;66;Inversiones militares operativas;20.957,26;20.957.260,00
3;122N;660;Inversiones militares operativas;20.957,26;20.957.260,00
—;—;—;TOTAL Apoyo Logístico;36.261,23;36.261.230,00
3;464A;65;Inversiones militares en infraestructura y otros bienes;3.526,76;3.526.760,00
3;464A;650;Inversiones militares en infraestructura y otros bienes;3.526,76;3.526.760,00
3;464A;67;Inversiones militares de carácter inmaterial;27.013,24;27.013.240,00
3;464A;670;Inversiones militares de carácter inmaterial;27.013,24;27.013.240,00
—;—;—;TOTAL Investigación y estudios de las Fuerzas Armadas;30.540,00;30.540.000,00
;;;;;
3;000X;41;A Organismos Autónomos;39.427,75;39.427.750,00
3;000X;410;A organismos autónomos del Departamento;39.427,75;39.427.750,00
3;000X;41003;Al INTA;37.427,75;37.427.750,00
3;000X;41005;INTA – Proyecto Galileo-GSMC;2.000,00;2.000.000,00
3;000X;43;A otras entidades del Sector Público Administrativo Estatal;272.751,60;272.751.600,00
3;000X;435;A AESA para vuelos exonerados;0,25;250
3;000X;436;A AEMET para vuelos exonerados;0,25;250
3;000X;437;Al Centro Nacional de Inteligencia;272.751,10;272.751.100,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;312.179,35;312.179.350,00
3;000X;71;A Organismos Autónomos;24.346,68;24.346.680,00
3;000X;710;A organismos autónomos del Departamento;24.346,68;24.346.680,00
3;000X;71003;Al INTA;19.530,27;19.530.270,00
3;000X;71004;INTA – Proyecto Galileo;4.816,41;4.816.410,00
3;000X;73;A otras entidades del Sector Público Administrativo Estatal;54.218,54;54.218.540,00
3;000X;737;Al Centro Nacional de Inteligencia;54.218,54;54.218.540,00
—;—;—;TOTAL TRANSFERENCIAS DE CAPITAL;78.565,22;78.565.220,00
;;;TOTAL Transferencias y libramientos internos;390.744,57;390.744.570,00
;;;TOTAL SECRETARÍA DE ESTADO DE DEFENSA;6.412.201,30;6.412.201.300,00
3;;;122N, 464A, 000X, 121M, 121N, 122A, 122B, 122M;6.412.201,30;6.412.201.300,00
2;121M;206;Arrendamientos de equipos informáticos;160,6;160.600,00
12;121M;213;Reparaciones en maquinaria e instalaciones;393,9;393.900,00
12;121M;215;Reparaciones en mobiliario y enseres;1.672,00;1.672.000,00
12;121M;22000;Material de oficina ordinario no inventariable;1.993,35;1.993.350,00
12;121M;22001;Prensa, revistas, libros y publicaciones;223,85;223.850,00
12;121M;22002;Material informático no inventariable;2.313,32;2.313.320,00
12;121M;22101;Agua;6.550,00;6.550.000,00
12;121M;22102;Gas;14.200,00;14.200.000,00
12;121M;22106;Productos farmacéuticos y material sanitario;45,2;45.200,00
12;121M;22108;Material deportivo, didáctico y cultural;151,13;151.130,00
12;121M;22111;Repuestos de maquinaria y transporte;542,93;542.930,00
12;121M;22112;Material electrónico, eléctrico y comunicaciones;350;350.000,00
12;121M;22199;Otros suministros;5.026,04;5.026.040,00
12;121M;22200;Servicios de telecomunicaciones;1,55;1.550,00
12;121M;22201;Postales y mensajería;67,1;67.100,00
12;121M;22501;Tributos autonómicos;715,4;715.400,00
12;121M;22502;Locales;1.550,00;1.550.000,00
12;121M;22601;Atenciones protocolarias y representativas;3,86;3.860,00
12;121M;22602;Publicidad y propaganda;345,71;345.710,00
12;121M;22603;Jurídicos y contenciosos;420;420.000,00
12;121M;22606;Reuniones, conferencias y cursos;1.842,55;1.842.550,00
12;121M;22609;Actividades culturales y deportivas;764,38;764.380,00
12;121M;22611;Gastos institucionales protocolarios;122,7;122.700,00
12;121M;22699;Otros gastos diversos;86,25;86.250,00
12;121M;22700;Limpieza y aseo;23.096,68;23.096.680,00
12;121M;22701;Seguridad;10.569,31;10.569.310,00
12;121M;22706;Estudios y trabajos técnicos;8.739,00;8.739.000,00
12;121M;22799;Otros trabajos externos;8.431,57;8.431.570,00
12;121M;230;Dietas;19.084,87;19.084.870,00
12;121M;231;Locomoción;4.729,84;4.729.840,00
12;121M;232;Traslado;4.570,00;4.570.000,00
12;121M;48504;Premios Ejército;60;60.000,00
12;121M;660;Inversiones militares operativas;7.452,28;7.452.280,00
—;—;—;TOTAL Programa 121M;126.275,37;126.275.370,00
12;121N;20;Arrendamientos y cánones;247,5;247.500,00
12;121N;204;Arrendamientos de medios de transporte;159,2;159.200,00
12;121N;206;Arrendamientos de equipos para procesos de información;72,8;72.800,00
12;121N;208;Arrendamientos de otro inmovilizado material;15,5;15.500,00
12;121N;22;Material, suministros y otros;3.303,25;3.303.250,00
12;121N;220;Material de oficina;465,58;465.580,00
12;121N;22000;Ordinario no inventariable;224,5;224.500,00
12;121N;22001;Prensa, revistas, libros y otras publicaciones;162,73;162.730,00
12;121N;22002;Material informático no inventariable;78,35;78.350,00
12;121N;221;Suministros;84,1;84.100,00
12;121N;22105;Alimentación;79,1;79.100,00
12;121N;22107;Suministros de carácter militar y policial;5;5.000,00
12;121N;226;Gastos diversos;1.574,87;1.574.870,00
12;121N;22606;Reuniones, conferencias y cursos;1.574,87;1.574.870,00
12;121N;227;Trabajos realizados por otras empresas y profesionales;1.178,70;1.178.700,00
12;121N;22706;Estudios y trabajos técnicos;1.016,50;1.016.500,00
12;121N;22799;Otros trabajos externos;162,2;162.200,00
12;121N;23;Indemnizaciones por razón del servicio;14.475,93;14.475.930,00
12;121N;230;Dietas;12.416,34;12.416.340,00
12;121N;231;Locomoción;1.730,01;1.730.010,00
12;121N;233;Otras indemnizaciones;329,58;329.580,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;18.026,68;18.026.680,00
12;121N;48;A familias e instituciones sin fines de lucro;384,54;384.540,00
12;121N;483;Alumnos de academias;384,54;384.540,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;384,54;384.540,00
;;;TOTAL Programa 121N – Formación del Personal de las Fuerzas Armadas;18.411,22;18.411.220,00
12;122A;65;Inversiones militares en infraestructura y otros bienes;22.463,58;22.463.580,00
12;122A;650;Inversiones militares en infraestructura y otros bienes;22.463,58;22.463.580,00
—;—;—;TOTAL INVERSIONES REALES;22.463,58;22.463.580,00
—;—;—;TOTAL Modernización de las Fuerzas Armadas;22.463,58;22.463.580,00
12;122M;22;Material, suministros y otros;84.530,26;84.530.260,00
12;122M;221;Suministros;75.073,78;75.073.780,00
12;122M;22103;Combustible;8.806,98;8.806.980,00
12;122M;22104;Vestuario;29.042,50;29.042.500,00
12;122M;22105;Alimentación;36.045,10;36.045.100,00
12;122M;22106;Productos farmacéuticos y material sanitario;1.179,20;1.179.200,00
12;122M;223;Transportes;9.456,48;9.456.480,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;84.530,26;84.530.260,00
—;—;—;TOTAL Gastos Operativos de las Fuerzas Armadas;84.530,26;84.530.260,00
12;122N;21;Reparaciones, mantenimiento y conservación;42.320,88;42.320.880,00
12;122N;212;Edificios y otras construcciones;32.557,81;32.557.810,00
12;122N;213;Maquinaria, instalaciones y utillaje;7.933,07;7.933.070,00
12;122N;216;Equipos para procesos de la información;1.830,00;1.830.000,00
12;122N;22;Material, suministros y otros;11.242,35;11.242.350,00
12;122N;221;Suministros;11.242,35;11.242.350,00
12;122N;22103;Combustible;4.439,00;4.439.000,00
12;122N;22111;Repuestos de maquinaria y transporte;6.803,35;6.803.350,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;53.563,23;53.563.230,00
12;122N;66;Inversiones militares operativas;32.850,24;32.850.240,00
12;122N;660;Inversiones militares operativas;32.850,24;32.850.240,00
—;—;—;TOTAL INVERSIONES REALES;32.850,24;32.850.240,00
—;—;—;TOTAL Apoyo Logístico;86.413,47;86.413.470,00
12;;;121M, 121N, 122A, 122M, 122N;338.093,90;338.093.900,00
17;121M;202;Arrendamientos de edificios y construcciones;88;88.000,00
17;121M;204;Arrendamientos de medios de transporte;37,7;37.700,00
17;121M;206;Arrendamientos de equipos informáticos;7;7.000,00
17;121M;212;Reparaciones en edificios y construcciones;80;80.000,00
17;121M;213;Reparaciones en maquinaria e instalaciones;41;41.000,00
17;121M;22000;Material de oficina ordinario no inventariable;138;138.000,00
17;121M;22001;Prensa, revistas, libros y publicaciones;124;124.000,00
17;121M;22100;Energía eléctrica;10.000,00;10.000.000,00
17;121M;22101;Agua;1.000,00;1.000.000,00
17;121M;22102;Gas;2.500,00;2.500.000,00
17;121M;22103;Combustible;1.000,00;1.000.000,00
17;121M;22105;Alimentación;767;767.000,00
17;121M;22106;Productos farmacéuticos y material sanitario;615;615.000,00
17;121M;22108;Material deportivo, didáctico y cultural;12;12.000,00
17;121M;22199;Otros suministros;841;841.000,00
17;121M;22200;Servicios de telecomunicaciones;170;170.000,00
17;121M;22215;Comunicaciones en el exterior;5;5.000,00
17;121M;22299;Otras comunicaciones;92;92.000,00
17;121M;223;Transportes;40;40.000,00
17;121M;22502;Tributos locales;261;261.000,00
17;121M;22601;Atenciones protocolarias y representativas;4,68;4.680,00
17;121M;22602;Publicidad y propaganda;405;405.000,00
17;121M;22603;Jurídicos y contenciosos;500;500.000,00
17;121M;22606;Reuniones, conferencias y cursos;328;328.000,00
17;121M;22607;Oposiciones y pruebas selectivas;40;40.000,00
17;121M;22609;Actividades culturales y deportivas;433,87;433.870,00
17;121M;22611;Gastos institucionales protocolarios;170;170.000,00
17;121M;22699;Otros gastos diversos;1.117,00;1.117.000,00
17;121M;22700;Limpieza y aseo;9.182,00;9.182.000,00
17;121M;22701;Seguridad;1.762,00;1.762.000,00
17;121M;22706;Estudios y trabajos técnicos;3.573,00;3.573.000,00
17;121M;22799;Otros trabajos externos;3.677,00;3.677.000,00
17;121M;230;Dietas;3.628,80;3.628.800,00
17;121M;231;Locomoción;1.370,00;1.370.000,00
17;121M;232;Traslado;1.900,00;1.900.000,00
17;121M;48504;Premios Armada;30;30.000,00
17;121M;49000;Contribución a la Organización Hidrográfica Internacional;42;42.000,00
17;121M;660;Inversiones militares operativas;3.860,00;3.860.000,00
—;—;—;TOTAL Programa 121M;49.842,05;49.842.050,00
17;121N;22;Material, suministros y otros;4.764,56;4.764.560,00
17;121N;220;Material de oficina;65;65.000,00
17;121N;22000;Ordinario no inventariable;34;34.000,00
17;121N;22001;Prensa, revistas, libros y otras publicaciones;31;31.000,00
17;121N;221;Suministros;2.685,04;2.685.040,00
17;121N;22104;Vestuario;1.300,00;1.300.000,00
17;121N;22105;Alimentación;1.385,04;1.385.040,00
17;121N;226;Gastos diversos;1.501,52;1.501.520,00
17;121N;22606;Reuniones, conferencias y cursos;1.501,52;1.501.520,00
17;121N;227;Trabajos realizados por otras empresas y profesionales;513;513.000,00
17;121N;22799;Otros trabajos externos;513;513.000,00
17;121N;23;Indemnizaciones por razón del servicio;5.197,00;5.197.000,00
17;121N;230;Dietas;4.717,00;4.717.000,00
17;121N;233;Otras indemnizaciones;480;480.000,00
—;—;—;TOTAL Programa 121N;9.961,56;9.961.560,00
17;122A;65;Inversiones militares en infraestructura y otros bienes;47.802,47;47.802.470,00
17;122A;650;Inversiones militares en infraestructura y otros bienes;47.802,47;47.802.470,00
—;—;—;TOTAL Programa 122A;47.802,47;47.802.470,00
17;122M;22;Material, suministros y otros;16.275,18;16.275.180,00
17;122M;221;Suministros;13.945,72;13.945.720,00
