;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 29 MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;22200; Servicios de telecomunicaciones;19,21;;
;;;22201; Postales y mensajería;16,30;;
;;;22299; Otras;2,72;;
;;;223;Transportes;;158,96;
;;;224;Primas de seguros;;0,27;
;;;225;Tributos;;1.250,27;
;;;22500; Estatales;0,27;;
v;;;22502; Locales;1.250,00;;
;;;226;Gastos diversos;;135,49;
v;;;22601; Atenciones protocolarias y representativas;63,06;;
;;;22603; Jurídicos, contenciosos;4,06;;
;;;22606; Reuniones, conferencias y cursos;37,10;;
;;;22607; Oposiciones y pruebas selectivas;26,09;;
;;;22610; Actividades realizadas mediante Convenio;4,85;;
;;;22699; Otros;0,33;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1.621,12;
;;;22700; Limpieza y aseo;7,55;;
;;;22701; Seguridad;90,62;;
;;;22706; Estudios y trabajos técnicos;1.385,25;;
;;;22799; Otros;137,70;;
v;;;23;Indemnizaciones por razón del servicio;;327,95;
;;;230;Dietas;;134,10;
;;;231;Locomoción;;151,26;
;;;232;Traslado;;1,73;
;;;233;Otras indemnizaciones;;40,86;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.728,74;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;469,96;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;469,96;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.072,04;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.072,04;
;;;64;Gastos de inversiones de carácter inmaterial;;400,00;
;;;640;Gastos en inversiones de carácter inmaterial;;400,00;
;;;;TOTAL INVERSIONES REALES;;1.942,00;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;42,88;
v;;;830;Préstamos a corto plazo;;2,50;
;;;83008; Familias e instituciones sin fines de lucro;2,50;;
v;;;831;Préstamos a largo plazo;;40,38;
;;;83108; Familias e instituciones sin fines de lucro;40,38;;
;;;;TOTAL ACTIVOS FINANCIEROS;;42,88;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Derechos Sociales y Agenda 2030;;27.294,69;
 ; ;;;;;;
v;;498M;;Dirección y Servicios Generales de Consumo;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;845,94;
;;;120;Retribuciones básicas;;845,94;
;;;12000; Sueldos del grupo A1 y grupo A;445,92;;
;;;12001; Sueldos del grupo A2 y grupo B;171,11;;
;;;12002; Sueldos del grupo C1 y grupo C;131,37;;
;;;12003; Sueldos del grupo C2 y grupo D;97,54;;
;;;;TOTAL GASTOS DE PERSONAL;;845,94;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;37,00;
;;;212;Edificios y otras construcciones;;5,00;
;;;213;Maquinaria, instalaciones y utillaje;;5,00;
;;;214;Elementos de transporte;;1,00;
;;;215;Mobiliario y enseres;;20,00;
;;;216;Equipos para procesos de la información;;5,00;
;;;219;Otro inmovilizado material;;1,00;
v;;;22;Material, suministros y otros;;1.211,93;
;;;220;Material de oficina;;62,83;
;;;22000; Ordinario no inventariable;10,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;16,00;;
;;;22002; Material informático no inventariable;36,83;;
;;;221;Suministros;;14,00;
;;;22100; Energía eléctrica;1,00;;
;;;22101; Agua;1,00;;
;;;22102; Gas;1,00;;
;;;22103; Combustible;1,00;;
;;;22104; Vestuario;9,00;;
;;;22199; Otros suministros;1,00;;
;;;222;Comunicaciones;;25,10;
;;;22200; Servicios de telecomunicaciones;5,00;;
;;;22201; Postales y mensajería;20,10;;
;;;223;Transportes;;40,00;
;;;225;Tributos;;5,00;
v;;;22502; Locales;5,00;;
;;;226;Gastos diversos;;84,00;
;;;22602; Publicidad y propaganda;20,00;;
;;;22603; Jurídicos, contenciosos;45,00;;
;;;22607; Oposiciones y pruebas selectivas;1,00;;
;;;22699; Otros;18,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;981,00;
;;;22700; Limpieza y aseo;5,00;;
;;;22701; Seguridad;1,00;;
;;;22706; Estudios y trabajos técnicos;970,00;;
;;;22799; Otros;5,00;;
v;;;23;Indemnizaciones por razón del servicio;;151,20;
;;;230;Dietas;;50,40;
;;;231;Locomoción;;100,80;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.400,13;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;90,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;90,00;
;;;;TOTAL INVERSIONES REALES;;90,00;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;50,00;
v;;;831;Préstamos a largo plazo;;50,00;
;;;83108; Familias e instituciones sin fines de lucro;50,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;50,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Consumo;;2.386,07;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;29.680,76;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;239N;;Dirección y Servicios Generales de Derechos Sociales y Agenda 2030;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.645,42;
;;;120;Retribuciones básicas;;745,54;
;;;12000; Sueldos del grupo A1 y grupo A;237,76;;
;;;12001; Sueldos del grupo A2 y grupo B;128,50;;
;;;12002; Sueldos del grupo C1 y grupo C;77,20;;
;;;12003; Sueldos del grupo C2 y grupo D;88,33;;
;;;12005; Trienios;80,00;;
;;;12006; Pagas extraordinarias;133,75;;
;;;121;Retribuciones complementarias;;899,88;
;;;12100; Complemento de destino;364,06;;
;;;12101; Complemento específico;535,82;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;362,56;
;;;160;Cuotas sociales;;362,56;
v;;;16000; Seguridad Social;362,56;;
;;;;TOTAL GASTOS DE PERSONAL;;2.069,02;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;102,40;
;;;220;Material de oficina;;20,00;
;;;22001; Prensa, revistas, libros y otras publicaciones;20,00;;
;;;226;Gastos diversos;;82,40;
v;;;22601; Atenciones protocolarias y representativas;2,40;;
;;;22606; Reuniones, conferencias y cursos;80,00;;
v;;;23;Indemnizaciones por razón del servicio;;87,46;
;;;230;Dietas;;32,33;
;;;231;Locomoción;;55,13;
v;;;24;Gastos de publicaciones;;21,09;
;;;240;Gastos de edición y distribución;;21,09;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;210,95;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;11,30;
v;;;491;Aportación a organismos y programas internacionales;;11,30;
;;;49109; Housing First Europe Hub;10,00;;
;;;49110; European Social Network;1,30;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;11,30;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Derechos Sociales y Agenda 2030;;2.291,27;
 ; ;;;;;;
v;;498M;;Dirección y Servicios Generales de Consumo;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;158,40;
;;;120;Retribuciones básicas;;158,40;
;;;12000; Sueldos del grupo A1 y grupo A;94,12;;
;;;12001; Sueldos del grupo A2 y grupo B;64,28;;
;;;;TOTAL GASTOS DE PERSONAL;;158,40;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;21,00;
;;;220;Material de oficina;;15,00;
;;;22001; Prensa, revistas, libros y otras publicaciones;15,00;;
;;;226;Gastos diversos;;5,00;
;;;22602; Publicidad y propaganda;5,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1,00;
;;;22706; Estudios y trabajos técnicos;1,00;;
v;;;23;Indemnizaciones por razón del servicio;;13,00;
;;;230;Dietas;;13,00;
v;;;24;Gastos de publicaciones;;35,00;
;;;240;Gastos de edición y distribución;;35,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;69,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Consumo;;227,40;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;2.518,67;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE DERECHOS SOCIALES;;;
v;;231F;;Otros servicios sociales del Estado;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,30;
;;;100;Retribuciones básicas y otras remuneraciones;;80,30;
;;;10000; Retribuciones básicas;19,91;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;253,20;
;;;110;Retribuciones básicas y otras remuneraciones;;253,20;
;;;11000; Retribuciones básicas;86,41;;
;;;11001; Retribuciones complementarias;166,79;;
v;;;12;Funcionarios;;985,04;
;;;120;Retribuciones básicas;;489,13;
;;;12000; Sueldos del grupo A1 y grupo A;104,02;;
;;;12001; Sueldos del grupo A2 y grupo B;25,70;;
;;;12002; Sueldos del grupo C1 y grupo C;115,80;;
;;;12003; Sueldos del grupo C2 y grupo D;56,21;;
;;;12005; Trienios;100,00;;
;;;12006; Pagas extraordinarias;87,40;;
;;;121;Retribuciones complementarias;;495,91;
;;;12100; Complemento de destino;201,24;;
;;;12101; Complemento específico;294,67;;
v;;;13;Laborales;;51,32;
;;;130;Laboral fijo;;51,32;
;;;13000; Retribuciones básicas;50,32;;
;;;13001; Otras remuneraciones;1,00;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;341,24;
;;;160;Cuotas sociales;;341,24;
v;;;16000; Seguridad Social;341,24;;
;;;;TOTAL GASTOS DE PERSONAL;;1.711,10;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;186,80;
;;;226;Gastos diversos;;26,80;
v;;;22601; Atenciones protocolarias y representativas;11,80;;
;;;22606; Reuniones, conferencias y cursos;10,00;;
;;;22699; Otros;5,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;160,00;
;;;22706; Estudios y trabajos técnicos;160,00;;
v;;;23;Indemnizaciones por razón del servicio;;74,53;
;;;230;Dietas;;35,00;
;;;231;Locomoción;;39,53;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;261,33;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;1.093,00;
v;;;760;Para actuaciones de acción social;;1.093,00;
v;;;76000; Ajuntament de Térmens. Construcción centro de atención integral en el ámbito rural para personas mayores;843,00;;
v;;;76001; Entitat Municipal Descentralitzada Bítem. Segunda fase de construcción del casal de los jubilados;250,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.093,00;
 ; ;;;;;;
;;;;TOTAL Otros servicios sociales del Estado;;3.065,43;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;4.253,13;
v;;;419;Al Real Patronato sobre Discapacidad para el cumplimiento de sus fines;;4.253,13;
v;;;42;A la Seguridad Social;;3.662.300,20;
v;;;424;Al IMSERSO, para el cumplimiento de sus fines;;145.869,95;
v;;;425;Al IMSERSO SAAD, para la cobertura de cuotas sociales de cuidadores no profesionales de las personas en situación de dependencia;;184.970,36;
v;;;427;Al IMSERSO para mínimo garantizado en dependencia;;2.446.147,98;
v;;;42700; Al IMSERSO, para mínimo garantizado en dependencia;2.446.147,98;;
v;;;428;AL IMSERSO, nivel convenido en dependencia (SAAD);;783.197,42;
v;;;429;Al IMSERSO para otros gastos en dependencia;;102.114,49;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;3.666.553,33;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;257,50;
v;;;719;Al Real Patronato sobre Discapacidad;;257,50;
v;;;72;A la Seguridad Social;;11.125,00;
v;;;720;Al IMSERSO, para el cumplimiento de sus fines;;5.256,00;
v;;;729;Al IMSERSO para otros gastos en dependencia;;5.869,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;11.382,50;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;3.677.935,83;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE DERECHOS SOCIALES;;3.681.001,26;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;DIRECCIÓN GENERAL DE DERECHOS DE LOS ANIMALES;;;
v;;232F;;Derechos de los animales;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;391,47;
;;;120;Retribuciones básicas;;195,02;
;;;12000; Sueldos del grupo A1 y grupo A;44,58;;
;;;12001; Sueldos del grupo A2 y grupo B;25,70;;
;;;12003; Sueldos del grupo C2 y grupo D;16,06;;
;;;12005; Trienios;80,00;;
;;;12006; Pagas extraordinarias;28,68;;
;;;121;Retribuciones complementarias;;196,45;
;;;12100; Complemento de destino;42,64;;
;;;12101; Complemento específico;153,81;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;115,30;
;;;160;Cuotas sociales;;115,30;
v;;;16000; Seguridad Social;115,30;;
;;;;TOTAL GASTOS DE PERSONAL;;567,81;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;2.268,90;
;;;221;Suministros;;20,00;
;;;22106; Productos farmacéuticos y material sanitario;10,00;;
;;;22199; Otros suministros;10,00;;
;;;226;Gastos diversos;;578,40;
v;;;22601; Atenciones protocolarias y representativas;2,40;;
;;;22602; Publicidad y propaganda;500,00;;
;;;22606; Reuniones, conferencias y cursos;76,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1.670,50;
;;;22706; Estudios y trabajos técnicos;888,00;;
;;;22799; Otros;782,50;;
v;;;23;Indemnizaciones por razón del servicio;;30,00;
;;;230;Dietas;;10,00;
;;;231;Locomoción;;20,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.298,90;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;46;A Entidades Locales;;1.950,00;
v;;;461;Subvenciones destinadas a entidades locales para el establecimiento de programas de gestión de colonias felinas.;;1.950,00;
v;;;48;A familias e instituciones sin fines de lucro;;2.665,00;
v;;;481;Subvenciones destinadas a entidades dedicadas a la protección y defensa de los derechos de los animales;;2.000,00;
v;;;482;Subvenciones destinadas a Premios Artísticos Amigos de los Animales;;7,50;
v;;;483;Subvención Premios Proyectos Innovadores a la Experimentación Alternativa;;100,00;
v;;;484;Subvención a la Federación Española de Municipios y Provincias para el Programa VIOPET;;350,00;
v;;;485;Subvención a FAADA para la ayuda a personas vulnerables con animales de compañía;;154,50;
v;;;486;Subvención a proyectos audiovisuales para la protección animal;;53,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;4.615,00;
 ; ;;;;;;
;;;;TOTAL Derechos de los animales;;7.481,71;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE DERECHOS DE LOS ANIMALES;;7.481,71;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES;;;
v;;231F;;Otros servicios sociales del Estado;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.461,61;
;;;120;Retribuciones básicas;;1.247,11;
;;;12000; Sueldos del grupo A1 y grupo A;148,60;;
;;;12001; Sueldos del grupo A2 y grupo B;359,80;;
;;;12002; Sueldos del grupo C1 y grupo C;173,70;;
;;;12003; Sueldos del grupo C2 y grupo D;144,54;;
;;;12005; Trienios;190,00;;
;;;12006; Pagas extraordinarias;230,47;;
;;;121;Retribuciones complementarias;;1.214,50;
;;;12100; Complemento de destino;574,79;;
;;;12101; Complemento específico;639,71;;
v;;;13;Laborales;;256,72;
;;;130;Laboral fijo;;256,72;
;;;13000; Retribuciones básicas;201,28;;
;;;13001; Otras remuneraciones;55,44;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;493,91;
;;;160;Cuotas sociales;;493,91;
v;;;16000; Seguridad Social;493,91;;
;;;;TOTAL GASTOS DE PERSONAL;;3.273,28;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;875,35;
;;;226;Gastos diversos;;138,76;
v;;;22601; Atenciones protocolarias y representativas;2,40;;
;;;22603; Jurídicos, contenciosos;10,00;;
;;;22606; Reuniones, conferencias y cursos;126,36;;
;;;227;Trabajos realizados por otras empresas y profesionales;;736,59;
;;;22706; Estudios y trabajos técnicos;436,25;;
;;;22710; Asistencia técnica FEAD. Otros trabajos realizados por empresas;300,34;;
v;;;23;Indemnizaciones por razón del servicio;;31,94;
;;;230;Dietas;;10,97;
;;;231;Locomoción;;10,97;
;;;233;Otras indemnizaciones;;10,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;907,29;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;105,00;
v;;;440;A la Fundación Víctimas del terrorismo;;105,00;
v;;;45;A Comunidades Autónomas;;320.440,07;
v;;;453;Programas de servicios sociales;;204.704,00;
;;;45301; Plan de desarrollo gitano;2.000,00;;
;;;45304; Programas de servicios sociales en Ceuta;2.000,00;;
;;;45305; Programas de servicios sociales en Melilla;2.000,00;;
;;;45307; Protección a la familia y atención a la pobreza infantil. Prestaciones básicas de servicios sociales;198.704,00;;
v;;;454;Para actividades de competencia autonómica de interés general consideradas de interés social con cargo al 0,7% del Impuesto sobre la Renta de las Personas Físicas y del Impuesto sobre Sociedades;;85.661,07;
v;;;455;A la Comunidad Autónoma de Canarias. Programa de lucha contra la pobreza y prestaciones básicas de servicios sociales;;30.000,00;
v;;;458;Plan Estatal del Voluntariado. Congreso Estatal del Voluntariado;;75,00;
v;;;46;A Entidades Locales;;26,00;
v;;;460;Para Medidas de Acompañamiento del Programa Operativo del Fondo de Ayuda Europea para las Personas mas Desfavorecidas (FEAD);;26,00;
v;;;48;A familias e instituciones sin fines de lucro;;108.367,37;
v;;;481;A la Fundació Bona Nit, para su sostenimiento económico-financiero;;70,00;
v;;;482;A la Fundació Roure, para su sostenimiento económico-financiero;;150,00;
v;;;484;Para actividades de interés general consideradas de interés social con cargo al 0,7% del Impuesto sobre la Renta de las Personas Físicas y del Impuesto sobre Sociedades;;2.110,27;
v;;;486;Para actuaciones de acción social;;4.628,10;
v;;;48600; A la Plataforma Khetané del movimiento asociativo gitano del Estado Español para el sostenimiento económico-financiero de su estructura central;40,00;;
v;;;48601; A Cruz Roja Española para el sostenimiento económico-financiero de su estructura central;1.323,68;;
v;;;48602; A Caritas Española para el sostenimiento económico-financiero de su estructura central;792,64;;
v;;;48603; A la Federación Española de Bancos de Alimentos para el sostenimiento económico-financiero de su estructura central;85,00;;
v;;;48604; A la Fundación Secretariado Gitano para el sostenimiento económico-financiero de su estructura central;211,43;;
v;;;48605; A la Fundación Acción contra el Hambre para el sostenimiento económico-financiero de su estructura central;70,00;;
v;;;48606; A la Plataforma de ONG de Acción Social para el sostenimiento económico financiero de su estructura central y la de sus entidades asociadas: Movimiento por la Paz, el Desarme y La Libertad, Unión Romaní, Fundación Juan Ciudad, Federación de la Mujer Rural-Femur, Asociación de Enseñantes con Gitanos, Asociación Nacional Presencia Gitana e Instituto Romaní para Asuntos Sociales y Culturales;637,86;;
v;;;48607; A la Red Europea de Lucha contra la Pobreza y la Exclusión Social en el Estado Español para el sostenimiento económico financiero de su estructura central y la de sus entidades asociadas: Confederación de Centros de Desarrollo Rural, Fundación Red de Apoyo a la Integración Sociolaboral y Fundación Tomillo;420,65;;
v;;;48608; A la Plataforma del Voluntariado de España para el sostenimiento económico financiero de su estructura central y la de sus entidades asociadas: Sociedad San Vicente de Paul, Asociación Española contra el Cáncer, Asociación Internacional del Teléfono de la Esperanza, Federación de Asociaciones Scouts de España-ESDE, Movimiento contra la Intolerancia y Federación Estatal de Lesbianas, Gays, Transexuales y Bisexuales;427,26;;
v;;;48609; A la Plataforma del Tercer Sector para el sostenimiento económico financiero de su estructura central y la de sus entidades asociadas: Instituto para la Calidad de las ONG-ICONG y Fundación Lealtad 2001;219,58;;
v;;;48610; A EAPN y POI para la promoción de iniciativas para la lucha contra la pobreza infantil y la exclusión social;250,00;;
v;;;48612; A la Fundació Casa de Misericòrdia de Barcelona para acompañar y educar menores en riesgo de exclusión social;60,00;;
v;;;48613; Al Centre d'Acollida Assís para proyecto de ayuda social a mujeres sin techo, que, en su mayoría, han padecido algún tipo de violencia;90,00;;
v;;;489;Programa Operativo del Fondo de Ayuda Europea para las Personas mas Desfavorecidas (FEAD);;101.409,00;
;;;48900; Para Medidas de Acompañamiento del Programa Operativo del Fondo de Ayuda Europea para las Personas mas Desfavorecidas (FEAD);59,00;;
;;;48901; Programa FEAD, para ayuda alimentaria a los desfavorecidos y lucha contra la pobreza infantil;101.350,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;428.938,44;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;7.000,00;
v;;;761;Al Ayuntamiento de la Seu D’Urgell para construcción de un edificio de pisos de servicios para la gente mayor;;3.000,00;
v;;;762;Al Ayuntamiento de Baztán, para financiar proyectos de inversión. Reforma, mejora y adecuación de la residencia de ancianos Francisco Javier Iriarte en Elizondo;;4.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;7.000,00;
 ; ;;;;;;
;;;;TOTAL Otros servicios sociales del Estado;;440.119,01;
 ; ;;;;;;
v;;231G;;Atención a la infancia y a las familias;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;530,92;
;;;120;Retribuciones básicas;;274,44;
;;;12000; Sueldos del grupo A1 y grupo A;44,58;;
;;;12001; Sueldos del grupo A2 y grupo B;38,55;;
;;;12002; Sueldos del grupo C1 y grupo C;48,25;;
;;;12003; Sueldos del grupo C2 y grupo D;16,06;;
;;;12005; Trienios;80,00;;
;;;12006; Pagas extraordinarias;47,00;;
;;;121;Retribuciones complementarias;;256,48;
;;;12100; Complemento de destino;101,34;;
;;;12101; Complemento específico;155,14;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;190,08;
;;;160;Cuotas sociales;;190,08;
v;;;16000; Seguridad Social;190,08;;
;;;;TOTAL GASTOS DE PERSONAL;;721,00;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
