;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;16204; Acción social;317,77;;
;;;16205; Seguros;358,65;;
;;;16209; Otros;162,42;;
;;;;TOTAL GASTOS DE PERSONAL;;34.075,15;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;11.546,00;
v;;;490;A Organizaciones Internacionales;;11.546,00;
;;;49005; Contribución al Marco Acelerador de ODS6 de ONU-Agua;350,00;;
;;;49006; Contribución obligatoria al Acuerdo sobre la Conservación de los Cetáceos del Mar Negro, Mediterráneo y Zona Atlántica Contigua (ACCOMBAMS);57,00;;
;;;49008; Contribución obligatoria al Acuerdo para la Conservación de Albatros y Petreles (ACAP);59,00;;
;;;49011; Contribución obligatoria al Diario Internacional de las Transacciones (ITL);37,00;;
;;;49012; Contribución obligatoria a la Iniciativa MedWet de la convención sobre los humedales de importancia internacional (Convención de Ramsar);23,00;;
;;;49014; Contribución obligatoria a la Unión Mundial para la Conservación de la Naturaleza (UICN);305,00;;
;;;49018; Contribución obligatoria al Programa especial de la OCDE para el control de los productos químicos;61,00;;
;;;49019; Contribución obligatoria al Convenio relativo a Humedales de importancia internacional especialmente como hábitats de aves acuáticas (Convención de Ramsar);105,00;;
;;;49025; Contribución obligatoria al Protocolo del Convenio de Ginebra sobre la contaminación atmosférica a gran distancia, relativo a la financiación a largo plazo del programa de cooperación para la vigilancia continua y la evaluación del transporte a gran distancia de contaminantes atmosféricos en Europa (Protocolo EMEP);130,00;;
;;;49028; Contribución obligatoria al Convenio de Bonn sobre la Conservación de las Especies Migratorias de Animales Silvestres (CMS);135,00;;
;;;49029; Contribución obligatoria al Acuerdo para la Conservación de las Aves Acuáticas Migratorias Afroeuroasiáticas (AEWA);75,00;;
;;;49031; Proceso paneuropeo sobre protección de los bosques (FOREST EUROPE);35,00;;
;;;49038; Contribución voluntaria al Comité Intergubernamental de Negociación sobre la Contaminación por plásticos en el marco del PNUMA (PNUMA-INC-PLÁSTICOS);70,00;;
;;;49039; Contribución al Convenio de Aarhus;5,00;;
;;;49040; European Forest Institute (EFI);50,00;;
;;;49041; Aportación a la Conferencia de Directores Iberoamericanos del Agua (CODIA);55,00;;
;;;49042; Aportación al Secretariado de la Estrategia del agua para el Mediterráneo Occidental;75,00;;
;;;49046; Contribución a la Oficina Regional de la UICN (Unión Internacional para la Conservación de la Naturaleza) para el mantenimiento del Centro de Cooperación del Mediterráneo;400,00;;
;;;49049; Contribución voluntaria al exterior para financiar al Grupo Intergubernamental de Expertos sobre Cambio Climático (IPCC);200,00;;
;;;49050; Contribución voluntaria para financiar al "International Carbon Action Partnership" (ICAP);50,00;;
;;;49051; Contribución voluntaria para financiar a la Convención Marco de Naciones Unidas sobre el Cambio Climático (CMNUCC);500,00;;
;;;49052; Contribución voluntaria para financiar al Centro y Red de Tecnología del Clima (CRTC);100,00;;
;;;49053; Contribución al Programa MEDACES ("Meditterranean Database of Cetacean Strandings") del Acuerdo sobre Conservación de los Cetáceos del Mar Negro, Mediterráneo y Zona Atlántica Contigua (ACCOBAMS);18,00;;
;;;49055; Contribución al Programa Europeo de Recursos Genéticos Forestales (EUFORGEN);16,00;;
;;;49056; Programa de Cooperación Internacional para la Evaluación y Seguimiento de los efectos de la Contaminación Atmosférica en los Bosques (ICP- Forest);5,00;;
;;;49057; Contribución al Convenio de Viena;20,00;;
;;;49058; Contribución al Protocolo de Montreal;70,00;;
;;;49059; Contribución de España al sostenimiento a la Red Medioambiental IMPEL;5,00;;
;;;49060; Contribución al Sistema de Información de Agua en el Mediterráneo (SEMIDE);20,00;;
;;;49061; Contribución a la CEPAL para financiar actuaciones de la RIOCC;100,00;;
;;;49063; Contribución voluntaria al Programa de Transición a Energía Limpia de la Agencia Internacional de la Energía (AIE-CETP);700,00;;
;;;49070; Contribución voluntaria a la Red Europea De Observación Sobre Desarrollo y Cohesión Territorial (ESPON);98,00;;
;;;49073; Contribución voluntaria al Fondo de Adaptación de CMNUCC. Financiado según el artículo 30.4 de la Ley 7/2021;5.000,00;;
;;;49074; Contribución voluntaria a la Asociación Internacional de Ingeniería e Investigación Hidroambiental (International Association for Hydro-Environment Engineering and Research-IAHR);60,00;;
;;;49077; Contribución voluntaria al Convenio de Espoo sobre evaluación del impacto en el medio ambiente en un contexto transfronterizo (ESPOO);10,00;;
;;;49078; Contribución voluntaria al Acuerdo para la Conservación de las Poblaciones de Murciélagos Europeos (EUROBATS);50,00;;
;;;49079; Contribución a Silva Mediterránea, de FAO;50,00;;
;;;49081; Carta de la Energía;211,00;;
;;;49082; Contribución de España al Grupo Internacional de Estudios del Cobre;21,00;;
;;;49083; Contribución al Organismo Internacional de la Energía Atómica;500,00;;
;;;49084; Contribución a la Convención sobre el Comercio Internacional de Especies Amenazadas de Fauna y Flora Silvestres (CITES);130,00;;
;;;49085; Contribución voluntaria al Convenio relativo a la Conservación de la Vida Silvestre y del Medio Natural en Europa (Convenio de Berna);40,00;;
;;;49086; Contribución voluntaria a la Red Europea de Integración de la Biodiversidad en la Gestión Forestal (Red INTEGRATE);30,00;;
;;;49090; Contribución al Convenio de Minamata sobre el Mercurio del Programa de Naciones Unidas sobre el Medio Ambiente (MINAMATA);110,00;;
;;;49091; Contribución al Fondo Fiduciario de la Plataforma Intergubernamental sobre Biodiversidad y Servicios de Ecosistemas (IPBES);40,00;;
;;;49092; Contribución al Fondo para las Áreas Marinas Protegidas del Mediterráneo (MedFUND);40,00;;
;;;49093; Contribución voluntaria al Fondo Medioambiental del Programa de las Naciones Unidas sobre el Medio Ambiente (PNUMA);1.300,00;;
;;;49094; Contribución voluntaria al Acuerdo sobre la Red de Agencias de protección de Medio Ambiente Europeas (Red EPA);5,00;;
;;;49095; Contribución voluntaria del Reino de España a actividades de la OCDE en relación a los "Pollutant Release and Transfer Registers" (PRTR OCDE);10,00;;
;;;49096; Contribucion voluntaria del Reino de España para el desarrollo del Protocolo PRTR UNECE (PRTR UNECE);10,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;11.546,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;13.170,00;
v;;;750;Otras actuaciones del Departamento;;12.170,00;
v;;;751;A la Universidad Pública de Navarra. Culminación de Proyecto sostenible;;1.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;13.170,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico;;58.791,15;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;58.791,15;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;451O;;Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.881,84;
;;;120;Retribuciones básicas;;868,05;
;;;12000; Sueldos del grupo A1 y grupo A;237,83;;
;;;12001; Sueldos del grupo A2 y grupo B;109,25;;
;;;12002; Sueldos del grupo C1 y grupo C;120,63;;
;;;12003; Sueldos del grupo C2 y grupo D;96,38;;
;;;12005; Trienios;141,86;;
;;;12006; Pagas extraordinarias;162,10;;
;;;121;Retribuciones complementarias;;1.013,79;
;;;12100; Complemento de destino;416,99;;
;;;12101; Complemento específico;596,80;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;222,56;
;;;160;Cuotas sociales;;222,56;
v;;;16000; Seguridad Social;222,56;;
;;;;TOTAL GASTOS DE PERSONAL;;2.165,44;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales para la Transición Ecológica y el Reto Demográfico;;2.165,44;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;2.165,44;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE ENERGÍA;;;
v;;425A;;Normativa y desarrollo energético;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;151,45;
;;;100;Retribuciones básicas y otras remuneraciones;;151,45;
;;;10000; Retribuciones básicas;39,24;;
;;;10001; Retribuciones complementarias;112,21;;
v;;;11;Personal eventual;;251,09;
;;;110;Retribuciones básicas y otras remuneraciones;;251,09;
;;;11000; Retribuciones básicas;86,41;;
;;;11001; Retribuciones complementarias;164,68;;
v;;;12;Funcionarios;;1.504,78;
;;;120;Retribuciones básicas;;677,84;
;;;12000; Sueldos del grupo A1 y grupo A;237,83;;
;;;12001; Sueldos del grupo A2 y grupo B;57,84;;
;;;12002; Sueldos del grupo C1 y grupo C;120,63;;
;;;12003; Sueldos del grupo C2 y grupo D;56,23;;
;;;12005; Trienios;69,35;;
;;;12006; Pagas extraordinarias;135,96;;
;;;121;Retribuciones complementarias;;826,94;
;;;12100; Complemento de destino;346,66;;
;;;12101; Complemento específico;480,28;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;303,18;
;;;160;Cuotas sociales;;303,18;
v;;;16000; Seguridad Social;303,18;;
;;;;TOTAL GASTOS DE PERSONAL;;2.210,50;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;27.500,00;
v;;;443;Al IDAE. Para financiar las actuaciones de asistencia técnica y económica al Ministerio de adscripción, en procedimientos administrativos, judiciales o arbitrales (DA duodécima del Real Decreto-ley 20/2012);;12.500,00;
v;;;447;Al IDAE para trabajos técnicos y divulgativos;;15.000,00;
v;;;45;A Comunidades Autónomas;;255.000,00;
v;;;450;Bono social térmico;;255.000,00;
v;;;48;A familias e instituciones sin fines de lucro;;3.951,44;
v;;;480;Bono social térmico;;3.951,44;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;286.451,44;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;16.086,93;
;;;640;Gastos en inversiones de carácter inmaterial;;16.086,93;
;;;;TOTAL INVERSIONES REALES;;16.086,93;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;32.266,00;
v;;;743;Al IDAE para actuaciones de generación de conocimiento, innovación y dinamización de la Transición energética;;32.266,00;
v;;;76;A Entidades Locales;;2.000,00;
v;;;760;Al Cabildo Insular de la Gomera. Plan Gomera;;2.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;34.266,00;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;82;Concesión de préstamos al Sector Público;;471.220,64;
v;;;821;Préstamos a largo plazo;;471.220,64;
;;;82105; Préstamos a largo plazo a CCAA (Fondo de Transición Justa);38.887,40;;
;;;82106; Préstamos a largo plazo a EELL (Fondo de Transición Justa);2.333,24;;
v;;;82107; Al IDAE para el impulso de la eficiencia energética y las energías renovables;430.000,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;471.220,64;
 ; ;;;;;;
;;;;TOTAL Normativa y desarrollo energético;;810.235,51;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;165.559,34;
v;;;410;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas para el seguimiento de las Grandes Instalaciones de Combustión;;100,00;
v;;;412;Al Instituto para la Transición Justa;;165.459,34;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;400,00;
v;;;436;Al Consejo de Seguridad Nuclear;;400,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;165.959,34;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;61.321,81;
v;;;712;Al Instituto para la Transición Justa;;61.321,81;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;3.514.791,75;
v;;;730;Al CSIC para trabajos del IGME dirigidos a la gestión sostenible de las materias primas minerales;;650,00;
v;;;731;A la CNMC para actuaciones de almacenamiento subterráneo;;6.334,75;
v;;;737;A la CNMC para financiar costes del sector eléctrico. Financiado según el artículo 30.4 de la Ley 7/2021.;;1.100.000,00;
v;;;738;A la CNMC para financiar costes del sector eléctrico de acuerdo con la disposición adicional segunda de la Ley 15/2012, de 27 de diciembre, de medidas fiscales para la sostenibilidad energética;;1.762.000,00;
v;;;739;A la CNMC para atender el extracoste de generación al que se refiere la disposición adicional decimoquinta de la Ley 24/2013, de 26 de diciembre, del Sector Eléctrico;;645.807,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.576.113,56;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;3.742.072,90;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE ENERGÍA;;4.552.308,41;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;;
v;;452M;;Normativa y ordenación territorial de los recursos hídricos;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,30;
;;;100;Retribuciones básicas y otras remuneraciones;;80,30;
;;;10000; Retribuciones básicas;19,91;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;251,09;
;;;110;Retribuciones básicas y otras remuneraciones;;251,09;
;;;11000; Retribuciones básicas;86,41;;
;;;11001; Retribuciones complementarias;164,68;;
v;;;12;Funcionarios;;727,82;
;;;120;Retribuciones básicas;;333,70;
;;;12000; Sueldos del grupo A1 y grupo A;89,19;;
;;;12001; Sueldos del grupo A2 y grupo B;44,99;;
;;;12002; Sueldos del grupo C1 y grupo C;19,31;;
;;;12003; Sueldos del grupo C2 y grupo D;56,23;;
;;;12005; Trienios;62,42;;
;;;12006; Pagas extraordinarias;61,56;;
;;;121;Retribuciones complementarias;;394,12;
;;;12100; Complemento de destino;154,51;;
;;;12101; Complemento específico;239,61;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;115,27;
;;;160;Cuotas sociales;;115,27;
v;;;16000; Seguridad Social;115,27;;
;;;;TOTAL GASTOS DE PERSONAL;;1.174,48;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;8.500,00;
v;;;450;Subvención a la C. A. de Canarias para financiar el funcionamiento de plantas potabilizadoras de agua situadas en su territorio;;8.500,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;8.500,00;
 ; ;;;;;;
;;;;TOTAL Normativa y ordenación territorial de los recursos hídricos;;9.674,48;
 ; ;;;;;;
v;;456M;;Actuaciones para la prevención de la contaminación y el cambio climático;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;875,00;
v;;;480;Subvenciones a ONG medioambientales colaboradoras con la AGE para cooperación en actividades en materia de lucha y adaptación al cambio climático y en materia de transición ecológica;;875,00;
v;;;48001; A AMIGOS DE LA TIERRA para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;95,00;;
v;;;48002; A ECOLOGISTAS EN ACCIÓN-CODA para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;260,00;;
v;;;48003; A la Sociedad Española de Ornitología (SEO/BirdLIFE) para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;260,00;;
v;;;48004; A WWF España para fomentar su participación en el desarrollo del Plan Nacional de Adaptación al Cambio Climático 2021-2030;260,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;875,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;468,24;
;;;640;Gastos en inversiones de carácter inmaterial;;468,24;
;;;;TOTAL INVERSIONES REALES;;468,24;
 ; ;;;;;;
;;;;TOTAL Actuaciones para la prevención de la contaminación y el cambio climático;;1.343,24;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;11.681,35;
v;;;410;A Parques Nacionales;;11.681,35;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;28.840,64;
v;;;430;Agencia Estatal de Meteorología;;28.840,64;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;40.521,99;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;26.128,66;
v;;;710;A Parques Nacionales;;24.944,85;
v;;;713;A Parques Nacionales. Plan PIMA Adapta. Financiado según el artículo 30.4 de la Ley 7/2021;;1.183,81;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;34.458,66;
v;;;730;Agencia Estatal de Meteorología;;34.458,66;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;60.587,32;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;101.109,31;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE MEDIO AMBIENTE;;112.127,03;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;DIRECCIÓN GENERAL DEL AGUA;;;
v;;452A;;Gestión e infraestructuras del agua;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;5.628,80;
;;;120;Retribuciones básicas;;2.675,94;
;;;12000; Sueldos del grupo A1 y grupo A;973,61;;
;;;12001; Sueldos del grupo A2 y grupo B;488,41;;
;;;12002; Sueldos del grupo C1 y grupo C;197,84;;
;;;12003; Sueldos del grupo C2 y grupo D;144,57;;
;;;12005; Trienios;396,97;;
;;;12006; Pagas extraordinarias;474,54;;
;;;121;Retribuciones complementarias;;2.952,86;
;;;12100; Complemento de destino;1.271,17;;
;;;12101; Complemento específico;1.681,69;;
v;;;13;Laborales;;465,76;
;;;130;Laboral fijo;;465,76;
;;;13000; Retribuciones básicas;450,81;;
;;;13001; Otras remuneraciones;14,95;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;934,91;
;;;160;Cuotas sociales;;934,91;
v;;;16000; Seguridad Social;934,91;;
;;;;TOTAL GASTOS DE PERSONAL;;7.090,51;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;8.000,00;
v;;;451;Para abaratar a los agricultores el sobrecoste de la desalación y de la extracción de agua de pozos y de galerías para el riego agrícola en Canarias;;8.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;8.000,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;60;Inversión nueva en infraestructuras y bienes destinados al uso general;;8.400,00;
;;;601;Otras;;8.400,00;
;;;61;Inversión de reposición en infraestructuras y bienes destinados al uso general;;197.400,00;
;;;611;Otras;;197.400,00;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;500,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;500,00;
;;;64;Gastos de inversiones de carácter inmaterial;;14.500,00;
;;;640;Gastos en inversiones de carácter inmaterial;;14.500,00;
;;;;TOTAL INVERSIONES REALES;;220.800,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;17.000,00;
v;;;742;Sociedad Estatal Aguas de las Cuencas de España, S.A. (ACUAES) para obras de ampliación, remodelación de la EDAR Loiola (Guipuzkoa);;10.000,00;
v;;;743;Sociedad Estatal Aguas de las Cuencas de España, S.A. (ACUAES) para proyecto defensa contra inundaciones del río Zadorra, adecuación hidráulica y restauración ambiental a su paso por Vitoria Gasteiz, tramo puente Abetxuko Yurre;;7.000,00;
v;;;75;A Comunidades Autónomas;;41.501,00;
v;;;751;A la Comunidad Autónoma del País Vasco para regeneración de terrenos en embalse de Ibiur en Baliarrain;;1.500,00;
v;;;752;Convenio con la Junta de Andalucía para el aprovechamiento hidráulico del litoral mediterráneo;;1,00;
v;;;753;A la Comunidad Autónoma de Canarias, para financiar inversiones en actuaciones relativas al ciclo integral del agua;;20.000,00;
v;;;755;A la Comunidad Autónoma de Baleares, para financiar inversiones en actuaciones relativas al ciclo integral del agua;;20.000,00;
v;;;76;A Entidades Locales;;1.805,00;
v;;;761;Al Ayuntamiento de Arrigorriaga (Bizkaia), para la ejecución de actuación en la presa de Mendikosolo;;605,00;
v;;;764;Al Ayuntamiento de Arnedillo, para la ejecución de actuaciones de restitución territorial por la construcción del embalse de Enciso;;500,00;
v;;;765;Al Ayuntamiento de Enciso, para la ejecución de actuaciones de restitución territorial por la construcción del embalse de Enciso;;700,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;60.306,00;
 ; ;;;;;;
;;;;TOTAL Gestión e infraestructuras del agua;;296.196,51;
 ; ;;;;;;
v;;452M;;Normativa y ordenación territorial de los recursos hídricos;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;85;Adquisición de acciones y participaciones del Sector Público;;386.820,49;
v;;;851;Sociedades estatales de agua;;386.820,49;
v;;;85101; Aguas de las Cuencas de España, SA (ACUAES);52.552,49;;
v;;;85102; Aguas de las Cuencas Mediterráneas, S.A. (ACUAMED);334.268,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;386.820,49;
 ; ;;;;;;
;;;;TOTAL Normativa y ordenación territorial de los recursos hídricos;;386.820,49;
 ; ;;;;;;
v;;456A;;Calidad del agua;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;763,17;
;;;120;Retribuciones básicas;;365,15;
;;;12000; Sueldos del grupo A1 y grupo A;126,35;;
;;;12001; Sueldos del grupo A2 y grupo B;96,40;;
;;;12002; Sueldos del grupo C1 y grupo C;9,66;;
;;;12003; Sueldos del grupo C2 y grupo D;20,08;;
;;;12005; Trienios;48,40;;
;;;12006; Pagas extraordinarias;64,26;;
;;;121;Retribuciones complementarias;;398,02;
;;;12100; Complemento de destino;171,71;;
;;;12101; Complemento específico;226,31;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;145,78;
;;;160;Cuotas sociales;;145,78;
v;;;16000; Seguridad Social;145,78;;
;;;;TOTAL GASTOS DE PERSONAL;;908,95;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;6.261,75;
v;;;490;Unión Europea, para el pago de indemnizaciones derivadas de Sentencia del Tribunal de Justicia de la Unión Europea;;6.261,75;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;6.261,75;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;60;Inversión nueva en infraestructuras y bienes destinados al uso general;;180.085,72;
;;;602;Inversiones reales;;180.085,72;
;;;64;Gastos de inversiones de carácter inmaterial;;26.000,00;
;;;640;Gastos en inversiones de carácter inmaterial;;26.000,00;
;;;;TOTAL INVERSIONES REALES;;206.085,72;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;1,00;
v;;;754;Plan Nacional de calidad de las aguas y del ciclo hídrico en Aragón;;1,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;1,00;
 ; ;;;;;;
;;;;TOTAL Calidad del agua;;213.257,42;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;83.311,80;
v;;;410;Confederaciones Hidrográficas;;80.311,80;
v;;;41000; Confederación Hidrográfica del Duero;200,00;;
v;;;41001; Confederación Hidrográfica del Ebro;6.200,00;;
v;;;41002; Confederación Hidrográfica del Guadalquivir;33.385,00;;
v;;;41003; Confederación Hidrográfica del Guadiana;8.000,00;;
v;;;41004; Confederación Hidrográfica del Júcar;9.754,38;;
v;;;41005; Confederación Hidrográfica del Miño-Sil;115,00;;
v;;;41006; Confederación Hidrográfica del Segura;16.000,00;;
v;;;41007; Confederación Hidrográfica del Cantábrico;2.517,60;;
v;;;41008; Confederación Hidrográfica del Tajo;4.139,82;;
v;;;417;Al CEDEX para I+D en recursos e infraestructuras hidráulicas;;3.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;83.311,80;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;65.820,00;
v;;;710;Confederaciones Hidrográficas;;65.320,00;
