;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;Programa: 931N Política presupuestaria;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
15.15;;DIRECCIÓN GENERAL DE PRESUPUESTOS;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,05;
;12;Funcionarios;;5.369,74;
;13;Laborales;;21,81;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;449,95;
;16000; Seguridad Social;449,95;;
;;TOTAL GASTOS DE PERSONAL;;5.902,55;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;14,43;
;22601; Atenciones protocolarias y representativas;2,34;;
;23;Indemnizaciones por razón del servicio;;86,72;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;101,15;
 ; ;;;;
;6;INVERSIONES REALES;;17,63;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PRESUPUESTOS;;6.021,33;
 ; ;;;;
 ; ;;;;
;;TOTAL Política presupuestaria;;77.089,23;
;;



