;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;130;Laboral fijo;;86.159,46;
;;;13000; Retribuciones básicas;54.726,36;;
;;;13001; Otras remuneraciones;31.433,10;;
;;;131;Laboral eventual;;4.337,36;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;29.631,68;
;;;160;Cuotas sociales;;29.631,68;
v;;;16000; Seguridad Social;29.631,68;;
;;;;TOTAL GASTOS DE PERSONAL;;178.677,71;
 ; ;;;;;;
;;;;TOTAL Educación Infantil y Primaria;;178.677,71;
 ; ;;;;;;
v;;322B;;Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;79.047,01;
;;;120;Retribuciones básicas;;32.727,04;
;;;12000; Sueldos del grupo A1 y grupo A;19.962,57;;
;;;12001; Sueldos del grupo A2 y grupo B;3.573,06;;
;;;12002; Sueldos del grupo C1 y grupo C;67,55;;
;;;12003; Sueldos del grupo C2 y grupo D;128,51;;
;;;12005; Trienios;3.892,86;;
;;;12006; Pagas extraordinarias;5.102,49;;
;;;121;Retribuciones complementarias;;46.319,97;
;;;12100; Complemento de destino;12.759,74;;
;;;12101; Complemento específico;15.650,98;;
;;;12102; Indemnización por residencia;17.895,69;;
;;;12103; Otros complementos;13,56;;
v;;;13;Laborales;;2.600,09;
;;;130;Laboral fijo;;2.010,76;
;;;13000; Retribuciones básicas;1.371,05;;
;;;13001; Otras remuneraciones;639,71;;
;;;131;Laboral eventual;;589,33;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;10.630,41;
;;;160;Cuotas sociales;;10.630,41;
v;;;16000; Seguridad Social;10.630,41;;
;;;;TOTAL GASTOS DE PERSONAL;;92.277,51;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;0,15;
v;;;488;Pensiones a funcionarios de carácter civil;;0,15;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;0,15;
 ; ;;;;;;
;;;;TOTAL Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas;;92.277,66;
 ; ;;;;;;
v;;322E;;Enseñanzas artísticas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;3.645,91;
;;;120;Retribuciones básicas;;1.440,57;
;;;12000; Sueldos del grupo A1 y grupo A;921,58;;
;;;12001; Sueldos del grupo A2 y grupo B;115,67;;
;;;12002; Sueldos del grupo C1 y grupo C;9,65;;
;;;12003; Sueldos del grupo C2 y grupo D;8,03;;
;;;12005; Trienios;166,43;;
;;;12006; Pagas extraordinarias;219,21;;
;;;121;Retribuciones complementarias;;2.205,34;
;;;12100; Complemento de destino;564,08;;
;;;12101; Complemento específico;704,89;;
;;;12102; Indemnización por residencia;936,37;;
v;;;13;Laborales;;187,36;
;;;130;Laboral fijo;;187,36;
;;;13000; Retribuciones básicas;136,68;;
;;;13001; Otras remuneraciones;50,68;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;625,87;
;;;160;Cuotas sociales;;625,87;
v;;;16000; Seguridad Social;625,87;;
;;;;TOTAL GASTOS DE PERSONAL;;4.459,14;
 ; ;;;;;;
;;;;TOTAL Enseñanzas artísticas;;4.459,14;
 ; ;;;;;;
v;;322G;;Educación compensatoria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.649,14;
;;;120;Retribuciones básicas;;705,79;
;;;12001; Sueldos del grupo A2 y grupo B;539,81;;
;;;12005; Trienios;63,11;;
;;;12006; Pagas extraordinarias;102,87;;
;;;121;Retribuciones complementarias;;943,35;
;;;12100; Complemento de destino;287,02;;
;;;12101; Complemento específico;330,25;;
;;;12102; Indemnización por residencia;326,08;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;428,92;
;;;160;Cuotas sociales;;428,92;
v;;;16000; Seguridad Social;428,92;;
;;;;TOTAL GASTOS DE PERSONAL;;2.078,06;
 ; ;;;;;;
;;;;TOTAL Educación compensatoria;;2.078,06;
 ; ;;;;;;
v;;322L;;Inversiones en centros educativos y otras actividades educativas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;17.333,67;
;;;120;Retribuciones básicas;;7.172,46;
;;;12000; Sueldos del grupo A1 y grupo A;1.233,73;;
;;;12001; Sueldos del grupo A2 y grupo B;3.778,70;;
;;;12005; Trienios;1.004,52;;
;;;12006; Pagas extraordinarias;1.155,51;;
;;;121;Retribuciones complementarias;;10.161,11;
;;;12100; Complemento de destino;2.534,27;;
;;;12101; Complemento específico;3.426,24;;
;;;12102; Indemnización por residencia;4.177,33;;
;;;12103; Otros complementos;23,27;;
;;;122;Retribuciones en especie;;0,10;
;;;12200; Casa vivienda;0,10;;
v;;;13;Laborales;;1.885,70;
;;;130;Laboral fijo;;1.571,52;
;;;13000; Retribuciones básicas;1.138,94;;
;;;13001; Otras remuneraciones;432,58;;
;;;131;Laboral eventual;;314,18;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.089,60;
;;;160;Cuotas sociales;;2.089,60;
v;;;16000; Seguridad Social;2.089,60;;
;;;;TOTAL GASTOS DE PERSONAL;;21.308,97;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;91,64;
v;;;485;Fomento de la participación de los representantes de los empleados públicos en los órganos de negociación colectiva de los centros docentes públicos no universitarios;;91,64;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;91,64;
 ; ;;;;;;
;;;;TOTAL Inversiones en centros educativos y otras actividades educativas;;21.400,61;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;142.208,19;
v;;;410;Al Consejo Superior de Deportes;;97.551,69;
v;;;412;Al Consejo Superior de Deportes para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego, en relación con el Real Decreto 419/1991, de 27 de marzo, por el que se regula la distribución de la recaudación y premios de las apuestas deportivas del Estado;;42.952,50;
v;;;418;A la Gerencia de Infraestructuras y Equipamientos de Cultura para gastos en Servicios Centrales de Educación;;1.704,00;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;4.299,25;
v;;;431;A la Agencia Estatal Comisión Española para la Lucha Antidopaje en el Deporte;;4.299,25;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;146.507,44;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;37.034,19;
v;;;710;Al Consejo Superior de Deportes;;34.986,69;
v;;;712;Al Consejo Superior de Deportes para el cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego, en relación con el Real Decreto 419/1991, de 27 de marzo, por el que se regula la distribución de la recaudación y premios de las apuestas deportivas del Estado;;2.047,50;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;106,14;
v;;;731;A la Agencia Estatal Comisión Española para la Lucha Antidopaje en el Deporte;;106,14;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;37.140,33;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;183.647,77;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;548.356,84;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;321M;;Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;4.163,05;
;;;120;Retribuciones básicas;;2.052,17;
;;;12000; Sueldos del grupo A1 y grupo A;460,79;;
;;;12001; Sueldos del grupo A2 y grupo B;308,47;;
;;;12002; Sueldos del grupo C1 y grupo C;250,91;;
;;;12003; Sueldos del grupo C2 y grupo D;289,14;;
;;;12005; Trienios;375,39;;
;;;12006; Pagas extraordinarias;367,47;;
;;;121;Retribuciones complementarias;;2.110,88;
;;;12100; Complemento de destino;899,01;;
;;;12101; Complemento específico;1.211,87;;
v;;;13;Laborales;;530,90;
;;;130;Laboral fijo;;530,90;
;;;13000; Retribuciones básicas;504,62;;
;;;13001; Otras remuneraciones;26,28;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;271,19;
;;;160;Cuotas sociales;;271,19;
v;;;16000; Seguridad Social;271,19;;
;;;;TOTAL GASTOS DE PERSONAL;;5.026,18;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;733,10;
;;;220;Material de oficina;;20,00;
;;;22001; Prensa, revistas, libros y otras publicaciones;20,00;;
;;;226;Gastos diversos;;15,34;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;13,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;697,76;
;;;22706; Estudios y trabajos técnicos;697,76;;
v;;;23;Indemnizaciones por razón del servicio;;20,98;
;;;230;Dietas;;10,34;
;;;231;Locomoción;;10,64;
v;;;24;Gastos de publicaciones;;100,00;
;;;240;Gastos de edición y distribución;;100,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;854,08;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;138,00;
v;;;483;Becas para formación y prácticas en el ámbito del Ministerio de Educación y Formación Profesional;;18,00;
;;;48302; Becas para personas con discapacidad intelectual orientadas a la realización de prácticas formativas del Ministerio de Educación y Formación Profesional;18,00;;
v;;;484;Becas para formación de especialistas en documentación e informática en materia educativa;;120,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;138,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;65,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;65,00;
;;;64;Gastos de inversiones de carácter inmaterial;;36,00;
;;;640;Gastos en inversiones de carácter inmaterial;;36,00;
;;;;TOTAL INVERSIONES REALES;;101,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;;6.119,26;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;6.119,26;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE EDUCACIÓN;;;
v;;321M;;Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;141,34;
;;;100;Retribuciones básicas y otras remuneraciones;;141,34;
;;;10000; Retribuciones básicas;38,82;;
;;;10001; Retribuciones complementarias;102,52;;
v;;;11;Personal eventual;;253,05;
;;;110;Retribuciones básicas y otras remuneraciones;;253,05;
;;;11000; Retribuciones básicas;86,25;;
;;;11001; Retribuciones complementarias;166,80;;
v;;;12;Funcionarios;;1.117,89;
;;;120;Retribuciones básicas;;564,13;
;;;12000; Sueldos del grupo A1 y grupo A;148,64;;
;;;12001; Sueldos del grupo A2 y grupo B;25,71;;
;;;12002; Sueldos del grupo C1 y grupo C;86,85;;
;;;12003; Sueldos del grupo C2 y grupo D;72,28;;
;;;12005; Trienios;131,99;;
;;;12006; Pagas extraordinarias;98,66;;
;;;121;Retribuciones complementarias;;553,76;
;;;12100; Complemento de destino;232,56;;
;;;12101; Complemento específico;321,20;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;43,31;
;;;160;Cuotas sociales;;43,31;
v;;;16000; Seguridad Social;43,31;;
;;;;TOTAL GASTOS DE PERSONAL;;1.555,59;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;287,74;
;;;220;Material de oficina;;8,69;
;;;22000; Ordinario no inventariable;4,13;;
;;;22001; Prensa, revistas, libros y otras publicaciones;4,56;;
;;;221;Suministros;;2,19;
;;;22101; Agua;2,19;;
;;;223;Transportes;;5,30;
;;;226;Gastos diversos;;201,56;
v;;;22601; Atenciones protocolarias y representativas;11,70;;
;;;22602; Publicidad y propaganda;28,40;;
;;;22606; Reuniones, conferencias y cursos;148,31;;
;;;22699; Otros;13,15;;
;;;227;Trabajos realizados por otras empresas y profesionales;;70,00;
;;;22706; Estudios y trabajos técnicos;70,00;;
v;;;23;Indemnizaciones por razón del servicio;;240,26;
;;;230;Dietas;;106,33;
;;;231;Locomoción;;85,13;
;;;233;Otras indemnizaciones;;48,80;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;528,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;175,00;
v;;;440;A la Fundación Residencia de Estudiantes para sus gastos de funcionamiento;;175,00;
v;;;48;A familias e instituciones sin fines de lucro;;161,00;
v;;;482;A la Fundación Francisco Giner de los Ríos (Institución Libre de Enseñanza) para sus gastos de funcionamiento;;161,00;
v;;;49;Al exterior;;3,00;
v;;;490;Cuota European Network of Education Councils (EUNEC);;3,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;339,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;;2.422,59;
 ; ;;;;;;
v;;322L;;Inversiones en centros educativos y otras actividades educativas;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;20,00;
v;;;489;Premios Aulas por la Igualdad;;20,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;20,00;
 ; ;;;;;;
;;;;TOTAL Inversiones en centros educativos y otras actividades educativas;;20,00;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;1.023,00;
v;;;418;A la Gerencia de Infraestructuras y Equipamientos de Cultura para gastos corrientes en educación;;1.023,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;1.023,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;11.119,98;
v;;;718;A la Gerencia de Infraestructuras y Equipamientos de Cultura para inversiones en educación;;11.119,98;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;11.119,98;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;12.142,98;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE EDUCACIÓN;;14.585,57;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL;;;
v;;321M;;Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.394,40;
;;;120;Retribuciones básicas;;1.188,75;
;;;12000; Sueldos del grupo A1 y grupo A;431,06;;
;;;12001; Sueldos del grupo A2 y grupo B;128,53;;
;;;12002; Sueldos del grupo C1 y grupo C;154,40;;
;;;12003; Sueldos del grupo C2 y grupo D;64,25;;
;;;12005; Trienios;203,72;;
;;;12006; Pagas extraordinarias;206,79;;
;;;121;Retribuciones complementarias;;1.205,65;
;;;12100; Complemento de destino;533,36;;
;;;12101; Complemento específico;672,29;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;145,41;
;;;160;Cuotas sociales;;141,54;
v;;;16000; Seguridad Social;141,54;;
;;;162;Gastos sociales del personal;;3,87;
v;;;16200; Formación y perfeccionamiento del personal;3,87;;
;;;;TOTAL GASTOS DE PERSONAL;;2.600,85;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;462,87;
;;;226;Gastos diversos;;462,87;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;460,53;;
v;;;23;Indemnizaciones por razón del servicio;;160,65;
;;;230;Dietas;;56,00;
;;;231;Locomoción;;104,65;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;623,52;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Educación, Formación Profesional y Deportes;;3.224,37;
 ; ;;;;;;
v;;321N;;Formación permanente del profesorado de Educación;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3,87;
;;;162;Gastos sociales del personal;;3,87;
v;;;16200; Formación y perfeccionamiento del personal;3,87;;
;;;;TOTAL GASTOS DE PERSONAL;;3,87;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;8,88;
;;;219;Otro inmovilizado material;;8,88;
v;;;22;Material, suministros y otros;;419,43;
;;;220;Material de oficina;;13,66;
;;;22000; Ordinario no inventariable;3,66;;
;;;22001; Prensa, revistas, libros y otras publicaciones;5,00;;
;;;22002; Material informático no inventariable;5,00;;
;;;221;Suministros;;4,44;
;;;22199; Otros suministros;4,44;;
;;;222;Comunicaciones;;7,44;
;;;22200; Servicios de telecomunicaciones;2,66;;
;;;22201; Postales y mensajería;3,00;;
;;;22299; Otras;1,78;;
;;;226;Gastos diversos;;96,57;
;;;22602; Publicidad y propaganda;4,00;;
;;;22606; Reuniones, conferencias y cursos;35,00;;
;;;22615; Gastos diversos en el exterior;57,57;;
;;;227;Trabajos realizados por otras empresas y profesionales;;84,44;
;;;22700; Limpieza y aseo;4,44;;
;;;22706; Estudios y trabajos técnicos;80,00;;
;;;229;Gastos de funcionamiento de los centros docentes no universitarios;;212,88;
v;;;23;Indemnizaciones por razón del servicio;;372,30;
;;;230;Dietas;;160,69;
;;;231;Locomoción;;132,24;
;;;233;Otras indemnizaciones;;79,37;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;800,61;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;1.032,96;
v;;;488;Para cursos, becas y ayudas de formación del profesorado;;832,96;
v;;;489;Otras actuaciones;;200,00;
;;;48904; Experiencias inspiradoras y buenas prácticas para el aprendizaje docente;200,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;1.032,96;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;10,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;10,00;
;;;;TOTAL INVERSIONES REALES;;10,00;
 ; ;;;;;;
;;;;TOTAL Formación permanente del profesorado de Educación;;1.847,44;
 ; ;;;;;;
v;;322B;;Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;82;Concesión de préstamos al Sector Público;;210.868,68;
v;;;821;Préstamos a largo plazo;;210.868,68;
;;;82110; Para acciones de mejora de la calidad de la educación (Fondo Social Europeo);210.868,68;;
;;;;TOTAL ACTIVOS FINANCIEROS;;210.868,68;
 ; ;;;;;;
;;;;TOTAL Educación Secundaria, Formación Profesional y Escuelas Oficiales de Idiomas;;210.868,68;
 ; ;;;;;;
v;;322E;;Enseñanzas artísticas;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;2,08;
;;;226;Gastos diversos;;2,08;
;;;22606; Reuniones, conferencias y cursos;2,08;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2,08;
 ; ;;;;;;
;;;;TOTAL Enseñanzas artísticas;;2,08;
 ; ;;;;;;
v;;322G;;Educación compensatoria;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;322,31;
;;;226;Gastos diversos;;151,15;
;;;22606; Reuniones, conferencias y cursos;151,15;;
;;;227;Trabajos realizados por otras empresas y profesionales;;171,16;
;;;22706; Estudios y trabajos técnicos;171,16;;
v;;;23;Indemnizaciones por razón del servicio;;46,60;
;;;230;Dietas;;27,74;
;;;231;Locomoción;;18,86;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;368,91;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;207,61;
