;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 16 MINISTERIO DEL INTERIOR;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.981,30;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;290,85;
v;;;490;Contribuciones al Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR);;290,85;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;290,85;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;100,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;100,00;
;;;;TOTAL INVERSIONES REALES;;100,00;
 ; ;;;;;;
;;;;TOTAL Derecho de asilo y apátridas;;16.202,48;
 ; ;;;;;;
v;;134M;;Protección Civil;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;64,01;
;;;100;Retribuciones básicas y otras remuneraciones;;64,01;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;45,10;;
v;;;12;Funcionarios;;3.229,00;
;;;120;Retribuciones básicas;;1.642,74;
;;;12000; Sueldos del grupo A1 y grupo A;327,01;;
;;;12001; Sueldos del grupo A2 y grupo B;269,91;;
;;;12002; Sueldos del grupo C1 y grupo C;221,96;;
;;;12003; Sueldos del grupo C2 y grupo D;200,79;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,35;;
;;;12005; Trienios;334,73;;
;;;12006; Pagas extraordinarias;280,99;;
;;;121;Retribuciones complementarias;;1.586,26;
;;;12100; Complemento de destino;683,18;;
;;;12101; Complemento específico;903,08;;
v;;;13;Laborales;;2.377,39;
;;;130;Laboral fijo;;1.937,11;
;;;13000; Retribuciones básicas;1.712,29;;
;;;13001; Otras remuneraciones;224,82;;
;;;131;Laboral eventual;;440,28;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.183,95;
;;;160;Cuotas sociales;;1.170,61;
v;;;16000; Seguridad Social;1.170,61;;
;;;162;Gastos sociales del personal;;13,34;
v;;;16200; Formación y perfeccionamiento del personal;13,34;;
;;;;TOTAL GASTOS DE PERSONAL;;6.854,35;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;13,60;
v;;;202;Arrendamientos de edificios y otras construcciones;;0,60;
;;;203;Arrendamientos de maquinaria, instalaciones y utillaje;;12,00;
;;;204;Arrendamientos de medios de transporte;;1,00;
v;;;21;Reparaciones, mantenimiento y conservación;;2.594,38;
;;;212;Edificios y otras construcciones;;793,50;
;;;213;Maquinaria, instalaciones y utillaje;;1.305,79;
;;;214;Elementos de transporte;;15,00;
;;;215;Mobiliario y enseres;;29,79;
;;;216;Equipos para procesos de la información;;450,00;
;;;219;Otro inmovilizado material;;0,30;
v;;;22;Material, suministros y otros;;1.675,04;
;;;220;Material de oficina;;78,70;
;;;22000; Ordinario no inventariable;13,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;15,10;;
;;;22002; Material informático no inventariable;50,60;;
;;;221;Suministros;;477,10;
;;;22100; Energía eléctrica;170,00;;
;;;22101; Agua;34,50;;
;;;22103; Combustible;100,00;;
;;;22104; Vestuario;0,60;;
;;;22106; Productos farmacéuticos y material sanitario;100,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;6,50;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;20,50;;
;;;22199; Otros suministros;45,00;;
;;;222;Comunicaciones;;64,26;
;;;22200; Servicios de telecomunicaciones;36,94;;
;;;22201; Postales y mensajería;16,00;;
;;;22299; Otras;11,32;;
;;;223;Transportes;;10,00;
;;;224;Primas de seguros;;60,00;
;;;225;Tributos;;41,50;
;;;22500; Estatales;3,50;;
v;;;22502; Locales;38,00;;
;;;226;Gastos diversos;;534,73;
;;;22602; Publicidad y propaganda;33,00;;
;;;22606; Reuniones, conferencias y cursos;491,73;;
;;;22699; Otros;10,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;228,75;
;;;22700; Limpieza y aseo;133,65;;
;;;22702; Valoraciones y peritajes;0,05;;
;;;22704; Custodia, depósito y almacenaje;0,05;;
;;;22706; Estudios y trabajos técnicos;84,00;;
;;;22799; Otros;11,00;;
;;;228;Fondo de prevención de emergencias derivado del artículo 11 de la Ley 17/2015, de 9 de julio, del Sistema Nacional de Protección Civil;;180,00;
v;;;23;Indemnizaciones por razón del servicio;;345,00;
;;;230;Dietas;;70,00;
;;;231;Locomoción;;80,00;
;;;233;Otras indemnizaciones;;195,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.628,02;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;46;A Entidades Locales;;240,40;
v;;;461;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;240,40;
v;;;47;A empresas privadas;;40,10;
v;;;471;Por actividades realizadas a requerimiento de la autoridad competente en situaciones de emergencia;;20,10;
v;;;472;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;20,00;
v;;;48;A familias e instituciones sin fines de lucro;;495,40;
v;;;482;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;154,00;
v;;;489;A Cruz Roja Española por su participación en los planes, operaciones y en otras actividades de protección civil;;341,40;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;775,90;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;71,02;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;71,02;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;861,23;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;861,23;
;;;64;Gastos de inversiones de carácter inmaterial;;362,11;
;;;640;Gastos en inversiones de carácter inmaterial;;362,11;
;;;;TOTAL INVERSIONES REALES;;1.294,36;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;3.066,93;
v;;;761;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;60,10;
v;;;762;A Corporaciones Locales para equipamiento e infraestructuras derivadas de la aplicación de Planes de Emergencia Nuclear;;3.006,83;
v;;;77;A empresas privadas;;40,00;
v;;;771;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia.;;40,00;
v;;;78;A familias e instituciones sin fines de lucro;;90,15;
v;;;782;Para atenciones de todo orden motivadas por siniestros, catástrofes u otros de reconocida urgencia;;90,15;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.197,08;
 ; ;;;;;;
;;;;TOTAL Protección Civil;;16.749,71;
 ; ;;;;;;
v;;924M;;Elecciones y Partidos Políticos;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.121,07;
;;;120;Retribuciones básicas;;540,95;
;;;12000; Sueldos del grupo A1 y grupo A;104,05;;
;;;12001; Sueldos del grupo A2 y grupo B;102,82;;
;;;12002; Sueldos del grupo C1 y grupo C;67,55;;
;;;12003; Sueldos del grupo C2 y grupo D;48,19;;
;;;12005; Trienios;125,34;;
;;;12006; Pagas extraordinarias;93,00;;
;;;121;Retribuciones complementarias;;580,12;
;;;12100; Complemento de destino;230,66;;
;;;12101; Complemento específico;349,46;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;108,18;
;;;160;Cuotas sociales;;108,18;
v;;;16000; Seguridad Social;108,18;;
;;;;TOTAL GASTOS DE PERSONAL;;1.229,25;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;15,00;
;;;216;Equipos para procesos de la información;;15,00;
v;;;22;Material, suministros y otros;;347.100,00;
;;;226;Gastos diversos;;30,00;
;;;22603; Jurídicos, contenciosos;10,00;;
;;;22606; Reuniones, conferencias y cursos;20,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;347.070,00;
v;;;22705; Procesos electorales y consultas populares;347.040,00;;
;;;22706; Estudios y trabajos técnicos;30,00;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;347.115,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;111.473,73;
v;;;484;Asignación anual a partidos políticos para sufragar gastos de seguridad;;2.706,20;
v;;;485;Financiación a partidos políticos;;108.767,53;
;;;48501; Financiación a partidos políticos (Ley Orgánica 8/2007);52.704,14;;
v;;;48502; Subvención gastos electorales de partidos políticos (Ley Orgánica 5/1985);56.063,39;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;111.473,73;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;1.750,00;
;;;640;Gastos en inversiones de carácter inmaterial;;1.750,00;
;;;;TOTAL INVERSIONES REALES;;1.750,00;
 ; ;;;;;;
;;;;TOTAL Elecciones y Partidos Políticos;;461.567,98;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;107,60;
v;;;435;A la Agencia Estatal de Administración Tributaria, por los gastos comunes del edificio de la calle del Plomo en Madrid;;107,60;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;107,60;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;107,60;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;937.211,32;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA DE ESTADO DE SEGURIDAD;;;
v;;132A;;Seguridad ciudadana;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;212,41;
;;;100;Retribuciones básicas y otras remuneraciones;;212,41;
;;;10000; Retribuciones básicas;57,74;;
;;;10001; Retribuciones complementarias;154,67;;
v;;;11;Personal eventual;;250,13;
;;;110;Retribuciones básicas y otras remuneraciones;;250,13;
;;;11000; Retribuciones básicas;86,41;;
;;;11001; Retribuciones complementarias;163,72;;
v;;;12;Funcionarios;;25.830,33;
;;;120;Retribuciones básicas;;10.530,43;
;;;12000; Sueldos del grupo A1 y grupo A;3.433,62;;
;;;12001; Sueldos del grupo A2 y grupo B;976,81;;
;;;12002; Sueldos del grupo C1 y grupo C;1.515,09;;
;;;12003; Sueldos del grupo C2 y grupo D;409,61;;
;;;12005; Trienios;2.466,75;;
;;;12006; Pagas extraordinarias;1.728,55;;
;;;121;Retribuciones complementarias;;15.280,08;
;;;12100; Complemento de destino;902,96;;
;;;12101; Complemento específico;1.270,61;;
;;;12104; Complemento de destino Fuerzas y Cuerpos de Seguridad;3.188,85;;
;;;12105; Complemento específico general Fuerzas y Cuerpos de Seguridad;3.516,82;;
;;;12106; Complemento específico singular Fuerzas y Cuerpos de Seguridad;6.399,34;;
;;;12107; Otros complementos Fuerzas y Cuerpos de Seguridad;1,50;;
;;;122;Retribuciones en especie;;19,82;
;;;12201; Vestuario;19,82;;
v;;;13;Laborales;;366,57;
;;;130;Laboral fijo;;87,43;
;;;13000; Retribuciones básicas;81,22;;
;;;13001; Otras remuneraciones;6,21;;
;;;131;Laboral eventual;;279,14;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.205,66;
;;;160;Cuotas sociales;;772,39;
v;;;16000; Seguridad Social;772,39;;
;;;162;Gastos sociales del personal;;433,27;
v;;;16200; Formación y perfeccionamiento del personal;433,27;;
;;;;TOTAL GASTOS DE PERSONAL;;27.865,10;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;40,00;
;;;203;Arrendamientos de maquinaria, instalaciones y utillaje;;40,00;
v;;;21;Reparaciones, mantenimiento y conservación;;11.815,00;
;;;212;Edificios y otras construcciones;;600,00;
;;;213;Maquinaria, instalaciones y utillaje;;4.400,00;
;;;215;Mobiliario y enseres;;15,00;
;;;216;Equipos para procesos de la información;;6.800,00;
v;;;22;Material, suministros y otros;;164.842,78;
;;;220;Material de oficina;;153,90;
;;;22000; Ordinario no inventariable;47,50;;
;;;22001; Prensa, revistas, libros y otras publicaciones;30,40;;
;;;22002; Material informático no inventariable;76,00;;
;;;221;Suministros;;1.672,29;
;;;22100; Energía eléctrica;1.493,29;;
;;;22101; Agua;5,00;;
;;;22103; Combustible;70,00;;
;;;22104; Vestuario;22,00;;
;;;22106; Productos farmacéuticos y material sanitario;2,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;20,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;15,00;;
;;;22199; Otros suministros;45,00;;
;;;222;Comunicaciones;;79.220,00;
;;;22200; Servicios de telecomunicaciones;79.200,00;;
;;;22201; Postales y mensajería;20,00;;
;;;223;Transportes;;12.533,95;
;;;226;Gastos diversos;;537,06;
v;;;22601; Atenciones protocolarias y representativas;16,73;;
;;;22602; Publicidad y propaganda;10,00;;
;;;22603; Jurídicos, contenciosos;311,77;;
;;;22606; Reuniones, conferencias y cursos;198,56;;
;;;227;Trabajos realizados por otras empresas y profesionales;;70.725,58;
;;;22700; Limpieza y aseo;225,58;;
;;;22701; Seguridad;41.000,00;;
;;;22706; Estudios y trabajos técnicos;29.500,00;;
v;;;23;Indemnizaciones por razón del servicio;;950,00;
;;;230;Dietas;;400,00;
;;;231;Locomoción;;500,00;
;;;233;Otras indemnizaciones;;50,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;177.647,78;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;0,76;
v;;;352;Intereses de demora;;0,76;
;;;;TOTAL GASTOS FINANCIEROS;;0,76;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;1.285,00;
v;;;481;Para todo tipo de atenciones derivadas de la inmigración;;10,00;
v;;;482;A la Cruz Roja Española para programas asistenciales en CIES;;1.125,00;
v;;;483;A "Ayuda a Niños y Adolescentes en Riesgo" (Fundación ANAR);;150,00;
v;;;49;Al exterior;;45.395,63;
v;;;491;Contribución a Organismos Internacionales;;630,00;
;;;49103; A "European cars and driving licence information system" (EUCARIS);25,00;;
;;;49104; Al Centro de Análisis y Operaciones contra el Tráfico Marítimo de Drogas (MAOC-N);95,00;;
;;;49105; A la Organización Internacional para las Migraciones;500,00;;
;;;49106; A la Red Europea de Prevención de la Delincuencia (REPD);10,00;;
v;;;494;Cooperación Internacional;;44.765,63;
;;;49401; Cooperación Internacional: Ayudas directas;43.763,00;;
;;;49402; Cooperación Internacional: Formación;1.002,63;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;46.680,63;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;89.253,77;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;89.253,77;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;19.910,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;19.910,00;
;;;64;Gastos de inversiones de carácter inmaterial;;100,00;
;;;640;Gastos en inversiones de carácter inmaterial;;100,00;
;;;;TOTAL INVERSIONES REALES;;109.263,77;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;79;Al exterior;;2.425,00;
v;;;792;Contribución a Organismos Internacionales;;10,00;
;;;79201; Al Sistema de Información Schengen (CSIS);10,00;;
v;;;794;Ayudas y subvenciones en el ámbito de la cooperación policial internacional;;2.415,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;2.425,00;
 ; ;;;;;;
;;;;TOTAL Seguridad ciudadana;;363.883,04;
 ; ;;;;;;
v;;132C;;Actuaciones policiales en materia de droga;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;3.633,74;
;;;120;Retribuciones básicas;;1.475,48;
;;;12000; Sueldos del grupo A1 y grupo A;639,16;;
;;;12001; Sueldos del grupo A2 y grupo B;38,56;;
;;;12002; Sueldos del grupo C1 y grupo C;154,40;;
;;;12003; Sueldos del grupo C2 y grupo D;88,35;;
;;;12005; Trienios;316,86;;
;;;12006; Pagas extraordinarias;238,15;;
;;;121;Retribuciones complementarias;;2.155,40;
;;;12100; Complemento de destino;78,42;;
;;;12101; Complemento específico;73,17;;
;;;12104; Complemento de destino Fuerzas y Cuerpos de Seguridad;490,35;;
;;;12105; Complemento específico general Fuerzas y Cuerpos de Seguridad;550,08;;
;;;12106; Complemento específico singular Fuerzas y Cuerpos de Seguridad;960,50;;
;;;12107; Otros complementos Fuerzas y Cuerpos de Seguridad;2,88;;
;;;122;Retribuciones en especie;;2,86;
;;;12201; Vestuario;2,86;;
v;;;13;Laborales;;128,55;
;;;130;Laboral fijo;;92,96;
;;;13000; Retribuciones básicas;86,08;;
;;;13001; Otras remuneraciones;6,88;;
;;;131;Laboral eventual;;35,59;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;103,78;
;;;160;Cuotas sociales;;86,70;
v;;;16000; Seguridad Social;86,70;;
;;;162;Gastos sociales del personal;;17,08;
;;;16209; Otros;17,08;;
;;;;TOTAL GASTOS DE PERSONAL;;3.866,07;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
