;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 456C Protección y mejora del medio natural;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
;761;Ajuntament de Fondarella. Adecuación del espacio natural y lúdico de la Serra de Fondarella;;100,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;23.649,18;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;22.000,00;
;821;Préstamos a largo plazo;;22.000,00;
;82108; A la Fundación Biodiversidad para actuaciones cofinanciadas con FEDER;22.000,00;;
;;TOTAL ACTIVOS FINANCIEROS;;22.000,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE BIODIVERSIDAD, BOSQUES Y DESERTIFICACIÓN;;210.066,73;
 ; ;;;;
 ; ;;;;
23.12;;DIRECCIÓN GENERAL DE SERVICIOS;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;14.670,69;
;760;A la Diputación Foral de Bizkaia, para impulsar actuaciones singulares de desarrollo sostenible en el entorno del Estuario de Urdaibai;;14.670,69;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;14.670,69;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE SERVICIOS;;14.670,69;
 ; ;;;;
 ; ;;;;
23.101;;PARQUES NACIONALES;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;1.081,88;
;150;Productividad;;677,05;
;151;Gratificaciones;;404,83;
;16000; Seguridad Social;1.540,13;;
;16200; Formación y perfeccionamiento del personal;10,37;;
;16204; Acción social;18,28;;
;;TOTAL GASTOS DE PERSONAL;;9.366,42;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;665,16;
;22502; Locales;150,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;13.473,79;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;15,50;
;352;Intereses de demora;;15,00;
;359;Otros gastos financieros;;0,50;
;;TOTAL GASTOS FINANCIEROS;;15,50;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;107,50;
;451;Fondo de mejora de montes de la Junta de Castilla y León en Segovia según Ley 3/2009, de 6 de abril, de Montes de Castilla y León;;7,50;
;452;Cátedra de Parques Nacionales;;100,00;
;46;A Entidades Locales;;105,00;
;462;Área de influencia socioeconómica de los Parques Nacionales para indemnizaciones por limitaciones, amparadas en la Disposición Adicional cuarta de la Ley 30/2014 de diciembre;;10,00;
;463;Convenios de colaboración con el Ayto. La Granja de San Ildefonso para el apoyo mutuo en materia de desarrollo sostenible y en el ámbito de sus respectivas actividades;;70,00;
;464;Convenio de colaboración con la Asociación de Municipios con territorio en Parques Nacionales (AMUPARNA) para apoyar la difusión de la red de Parques Nacionales en el ámbito local;;25,00;
;47;A empresas privadas;;100,00;
;470;Indemnización a particulares por limitaciones en bienes y derechos en Parques Nacionales y por daños ocasionados por el servicio en fincas de titularidad o adscritas al OAPN;;100,00;
;48;A familias e instituciones sin fines de lucro;;640,10;
;481;Pensiones a familias de carácter civil;;3,10;
;483;Becas;;40,00;
;484;Programa para el desarrollo de voluntariado;;567,00;
;488;Convenio con la Fundación conservación Quebrantahuesos para acciones de conservación del Quebrantahuesos en Ordesa y Picos de Europa;;15,00;
;489;Convenio con la Fundación Oso Pardo para el fomento y protección de varias especies en la Red de Parques Nacionales;;15,00;
;49;Al exterior;;102,92;
;490;Cuota a EUROPARC/Federation;;2,82;
;491;Programa de cooperación internacional;;100,00;
;492;Cuota a la red de gestores de áreas marinas protegidas del Mediterráneo (MedPAN);;0,10;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.055,52;
 ; ;;;;
;6;INVERSIONES REALES;;31.616,96;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;852,41;
;742;Programa de investigación de Parques Nacionales;;596,09;
;743;Programa de investigación en Parques Nacionales. PIMA ADAPTA. Financiado según el artículo 30.4 de la Ley 7/2021;;256,32;
;75;A Comunidades Autónomas;;3.820,00;
;750;Compensaciones socioeconómicas a las áreas de influencia de los PPNN;;3.200,00;
;751;Programa de investigación en Parques Nacionales. PIMA ADAPTA. Financiado según el artículo 30.4 de la Ley 7/2021;;420,00;
;752;Programa de investigación en Parques Nacionales;;200,00;
;79;Al exterior;;100,00;
;790;Programa de Cooperación Internacional;;100,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;4.772,41;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;15,00;
;830;Préstamos a corto plazo;;15,00;
;;TOTAL ACTIVOS FINANCIEROS;;15,00;
 ; ;;;;
;;TOTAL PARQUES NACIONALES;;60.315,60;
 ; ;;;;
 ; ;;;;
;;TOTAL Protección y mejora del medio natural;;285.053,02;
;;



