;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 02 CORTES GENERALES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;83;Concesión de préstamos fuera del Sector Público;;25,00;
v;;;830;Préstamos a corto plazo;;25,00;
;;;83008; Familias e instituciones sin fines de lucro;25,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;25,00;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;94;Devolución de depósitos y fianzas;;25,00;
v;;;941;Devolución de fianzas;;25,00;
;;;;TOTAL PASIVOS FINANCIEROS;;25,00;
 ; ;;;;;;
;;;;TOTAL Actividad legislativa;;64.136,45;
 ; ;;;;;;
;;;;TOTAL SENADO;;64.136,45;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;JUNTA ELECTORAL CENTRAL;;;
v;;911N;;Actividad legislativa;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3,90;
;;;165;Cuotas, prestaciones y gastos sociales a cargo del empleador;;3,90;
;;;;TOTAL GASTOS DE PERSONAL;;3,90;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;0,04;
;;;209;Cánones;;0,04;
v;;;22;Material, suministros y otros;;46,20;
;;;220;Material de oficina;;46,20;
v;;;23;Indemnizaciones por razón del servicio;;386,50;
;;;234;Dietas, locomoción y otras indemnizaciones;;386,50;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;432,74;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;34;De depósitos y fianzas;;0,20;
v;;;341;Intereses de fianzas;;0,20;
;;;;TOTAL GASTOS FINANCIEROS;;0,20;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;41,93;
v;;;480;A Familias e Instituciones sin fines de lucro;;41,93;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;41,93;
 ; ;;;;;;
;;;;TOTAL Actividad legislativa;;478,77;
 ; ;;;;;;
;;;;TOTAL JUNTA ELECTORAL CENTRAL;;478,77;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;DEFENSOR DEL PUEBLO;;;
v;;911N;;Actividad legislativa;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;555,60;
;;;101;Retribuciones básicas y otras remuneraciones de Altos Cargos;;555,60;
v;;;12;Funcionarios;;12.456,90;
;;;125;Retribuciones básicas y complementarias de Funcionarios de las Cortes;;12.456,90;
v;;;13;Laborales;;650,00;
;;;131;Laboral eventual;;650,00;
;;;13100; Contratados;650,00;;
v;;;14;Otro personal;;325,50;
;;;145;Otro Personal del Defensor del Pueblo;;325,50;
v;;;15;Incentivos al rendimiento;;1,00;
v;;;150;Productividad;;1,00;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.976,50;
;;;165;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.976,50;
;;;;TOTAL GASTOS DE PERSONAL;;16.965,50;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;203,10;
;;;207;Alquileres;;203,10;
v;;;21;Reparaciones, mantenimiento y conservación;;678,50;
;;;217;Gastos diversos de reparación y conservación;;678,50;
v;;;22;Material, suministros y otros;;1.898,50;
;;;220;Material de oficina;;1.898,50;
v;;;23;Indemnizaciones por razón del servicio;;98,00;
;;;234;Dietas, locomoción y otras indemnizaciones;;98,00;
v;;;24;Gastos de publicaciones;;10,00;
;;;240;Gastos de edición y distribución;;10,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.888,10;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;34;De depósitos y fianzas;;2,50;
v;;;340;Intereses de depósitos;;2,50;
;;;;TOTAL GASTOS FINANCIEROS;;2,50;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;151,40;
v;;;480;A Familias e Instituciones sin fines de lucro;;151,40;
v;;;49;Al exterior;;13,30;
v;;;490;Al Exterior;;13,30;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;164,70;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;61;Inversión de reposición en infraestructuras y bienes destinados al uso general;;5,00;
;;;611;Otras;;5,00;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;33,50;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;33,50;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;8,50;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;8,50;
;;;64;Gastos de inversiones de carácter inmaterial;;850,00;
;;;640;Gastos en inversiones de carácter inmaterial;;850,00;
;;;;TOTAL INVERSIONES REALES;;897,00;
 ; ;;;;;;
;;;;TOTAL Actividad legislativa;;20.917,80;
 ; ;;;;;;
;;;;TOTAL DEFENSOR DEL PUEBLO;;20.917,80;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL CORTES GENERALES;;268.007,17;
;;



