;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 32 MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;4.047,84;
;;;120;Retribuciones básicas;;2.147,70;
;;;12000; Sueldos del grupo A1 y grupo A;99,97;;
;;;12001; Sueldos del grupo A2 y grupo B;289,82;;
;;;12002; Sueldos del grupo C1 y grupo C;652,81;;
;;;12003; Sueldos del grupo C2 y grupo D;285,96;;
;;;12005; Trienios;485,26;;
;;;12006; Pagas extraordinarias;333,88;;
;;;121;Retribuciones complementarias;;1.900,14;
;;;12100; Complemento de destino;900,66;;
;;;12101; Complemento específico;999,48;;
v;;;13;Laborales;;443,55;
;;;130;Laboral fijo;;375,81;
;;;13000; Retribuciones básicas;366,59;;
;;;13001; Otras remuneraciones;9,22;;
;;;131;Laboral eventual;;67,74;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;475,65;
;;;160;Cuotas sociales;;475,65;
v;;;16000; Seguridad Social;475,65;;
;;;;TOTAL GASTOS DE PERSONAL;;4.967,04;
 ; ;;;;;;
;;;;TOTAL Gestión de pensiones de Clases Pasivas;;4.967,04;
 ; ;;;;;;
v;;231G;;Atención a la infancia y a las familias;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;87;Aportaciones patrimoniales;;1.800,00;
v;;;875;Fondo de Garantía del Pago de Alimentos;;1.800,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;1.800,00;
 ; ;;;;;;
;;;;TOTAL Atención a la infancia y a las familias;;1.800,00;
 ; ;;;;;;
v;;291M;;Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;202,34;
;;;100;Retribuciones básicas y otras remuneraciones;;202,34;
;;;10000; Retribuciones básicas;57,71;;
;;;10001; Retribuciones complementarias;144,63;;
v;;;11;Personal eventual;;250,45;
;;;110;Retribuciones básicas y otras remuneraciones;;250,45;
;;;11000; Retribuciones básicas;86,92;;
;;;11001; Retribuciones complementarias;163,53;;
v;;;12;Funcionarios;;4.750,70;
;;;120;Retribuciones básicas;;2.393,88;
;;;12000; Sueldos del grupo A1 y grupo A;437,18;;
;;;12001; Sueldos del grupo A2 y grupo B;504,03;;
;;;12002; Sueldos del grupo C1 y grupo C;236,51;;
;;;12003; Sueldos del grupo C2 y grupo D;350,00;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,21;;
;;;12005; Trienios;489,70;;
;;;12006; Pagas extraordinarias;369,25;;
;;;121;Retribuciones complementarias;;2.356,82;
;;;12100; Complemento de destino;1.062,22;;
;;;12101; Complemento específico;1.294,60;;
v;;;13;Laborales;;207,04;
;;;130;Laboral fijo;;146,42;
;;;13000; Retribuciones básicas;118,85;;
;;;13001; Otras remuneraciones;27,57;;
;;;131;Laboral eventual;;60,62;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;591,08;
;;;160;Cuotas sociales;;591,08;
v;;;16000; Seguridad Social;591,08;;
;;;;TOTAL GASTOS DE PERSONAL;;6.001,61;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración;;6.001,61;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;42;A la Seguridad Social;;34.721.929,32;
v;;;420;Prestaciones socio-económicas de carácter no contributivo.;;4.352.666,55;
v;;;42000; Aportación del Estado al presupuesto de la Seguridad Social para la financiación de los subsidios económicos para personas con discapacidad establecidos por el R.D. Legislativo 1/2013, de 29 de noviembre;7.019,10;;
v;;;42002; Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Ley 26/1990, de 20 de diciembre . Pensiones, incluso para atender obligaciones de ejercicios anteriores;3.002.958,15;;
v;;;42003; Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones no contributivas establecidas por la Leyes 26/1990, de 20 de diciembre y 35/2007, de 15 de noviembre. Protección familiar, incluso para atender obligaciones de ejercicios anteriores.;1.339.001,30;;
v;;;42004; Aportación del Estado al presupuesto de la Seguridad Social para financiar las prestaciones económicas no contributivas por nacimiento y cuidado de menor;288,00;;
v;;;42005; Aportación del Estado al presupuesto de la Seguridad Social para financiar prestaciones de orfandad no contributivas en favor de víctimas de violencia de género;3.400,00;;
v;;;423;Aportación del Estado para financiar los complementos de pensiones mínimas del Sistema de la Seguridad Social.;;7.261.170,00;
v;;;424;Aportación del Estado a la Seguridad Social para financiar el Ingreso Mínimo Vital.;;3.096.926,14;
v;;;425;Aportaciones del Estado al presupuesto de la Seguridad Social en cumplimiento de la recomendación primera del Pacto de Toledo 2020;;19.888.000,00;
v;;;42501; Aportación del Estado al presupuesto de la Seguridad Social para la financiación de la prestación contributiva de nacimiento y cuidado de menor;3.117.810,00;;
v;;;42502; Aportación del Estado al presupuesto de la Seguridad Social para financiar las reducciones en la cotización a la Seguridad Social;1.812.340,00;;
v;;;42503; Aportación del Estado al presupuesto de la Seguridad Social para Subvenciones implícitas a REM, SEA y contratos de formación;1.162.230,00;;
v;;;42504; Aportación del Estado al presupuesto de la Seguridad Social para Integración de lagunas;496.080,00;;
v;;;42505; Aportación del Estado al presupuesto de la Seguridad Social para financiar los complementos de pensiones contributivas reconocidos en el artículo 60 de la Ley General de la Seguridad Social.;939.180,00;;
v;;;42506; Aportación del Estado al presupuesto de la Seguridad Social para Jubilación anticipada sin coeficiente reductor y sin cotización adicional;400.680,00;;
v;;;42507; Aportación del Estado al presupuesto de la Seguridad Social para Pensiones en favor de familiares;434.420,00;;
v;;;42508; Aportación el Estado al presupuesto de la Seguridad Social para cubrir el coste de la pensión anticipada involuntaria en edades inferiores a la edad ordinaria de jubilación;2.203.740,00;;
v;;;42509; Aportación del Estado al presupuesto de la Seguridad Social para otros conceptos;5.559.580,00;;
v;;;42510; Aportación del Estado al presupuesto de la Seguridad Social para complementos de prestaciones contributivas, sujetos a limite de ingresos;3.761.940,00;;
v;;;426;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;;14.633,15;
v;;;429;Otras aportaciones a la Seguridad Social.;;108.533,48;
v;;;42901; Cuotas de Seguridad Social y otras obligaciones derivadas de la Ley de Amnistía de 15 de octubre de 1977, incluso para atender obligaciones de ejercicios anteriores;6,01;;
v;;;42903; A la Seguridad Social para financiar las bonificaciones de cuotas empresariales por tripulantes de buques especificados en la Ley 19/1994, de 6 de julio, de Régimen Económico y Fiscal de Canarias, incluso para atender obligaciones de ejercicios anteriores;60.000,00;;
v;;;42904; Transferencias a la Seguridad Social para financiar las prestaciones del Síndrome Tóxico, incluso para atender obligaciones de ejercicios anteriores;23.527,47;;
v;;;42905; Para financiar el Fondo de Compensación a las víctimas del amianto;25.000,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;34.721.929,32;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;72;A la Seguridad Social;;1.240,20;
v;;;726;Aportación del Estado a la Seguridad Social para financiar los servicios sociales del ISM;;1.240,20;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.240,20;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;82;Concesión de préstamos al Sector Público;;10.003.806,15;
v;;;821;Préstamos a largo plazo;;10.003.806,15;
;;;82102; A la Seguridad Social;10.003.806,15;;
;;;;TOTAL ACTIVOS FINANCIEROS;;10.003.806,15;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;44.726.975,67;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE SEGURIDAD SOCIAL Y PENSIONES;;44.743.844,32;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE MIGRACIONES;;;
v;;231B;;Acciones en favor de los emigrantes;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.391,56;
;;;120;Retribuciones básicas;;809,47;
;;;12000; Sueldos del grupo A1 y grupo A;66,30;;
;;;12001; Sueldos del grupo A2 y grupo B;126,01;;
;;;12002; Sueldos del grupo C1 y grupo C;160,84;;
;;;12003; Sueldos del grupo C2 y grupo D;149,11;;
;;;12005; Trienios;184,50;;
;;;12006; Pagas extraordinarias;122,71;;
;;;121;Retribuciones complementarias;;582,09;
;;;12100; Complemento de destino;292,41;;
;;;12101; Complemento específico;289,68;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;150,63;
;;;160;Cuotas sociales;;150,63;
v;;;16000; Seguridad Social;150,63;;
;;;;TOTAL GASTOS DE PERSONAL;;1.542,19;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;622,21;
;;;226;Gastos diversos;;180,00;
;;;22606; Reuniones, conferencias y cursos;180,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;442,21;
;;;22799; Otros;442,21;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;622,21;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;8.780,00;
v;;;483;Acciones en el ámbito migratorio;;8.780,00;
v;;;48301; Pensión asistencial para españoles de origen retornados regulada en el artículo 25 Real Decreto 8/2008, de 11 de enero;8.400,00;;
;;;48305; Prestación económica a los ciudadanos de origen español desplazados al extranjero, durante su minoría de edad, como consecuencia de la Guerra Civil;380,00;;
v;;;49;Al exterior;;49.557,79;
v;;;492;Prestaciones por razón de necesidad y otras ayudas para emigrantes;;49.557,79;
;;;49200; Prestaciones por razón de necesidad;33.525,00;;
;;;49201; Ayudas asistenciales extraordinarias para españoles residentes en el exterior.;1.335,00;;
;;;49202; Prestación económica a los ciudadanos de origen español desplazados al extranjero, durante su minoría de edad, como consecuencia de la Guerra Civil;3.520,00;;
;;;49203; Asistencia sanitaria para beneficiarios de prestación por razón de necesidad;7.177,79;;
;;;49205; Programas de subvenciones para personas y entidades residentes en el exterior;4.000,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;58.337,79;
 ; ;;;;;;
;;;;TOTAL Acciones en favor de los emigrantes;;60.502,19;
 ; ;;;;;;
v;;231H;;Acciones en favor de los inmigrantes;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;122,06;
;;;100;Retribuciones básicas y otras remuneraciones;;122,06;
;;;10000; Retribuciones básicas;37,81;;
;;;10001; Retribuciones complementarias;84,25;;
v;;;12;Funcionarios;;7.206,90;
;;;120;Retribuciones básicas;;3.652,90;
;;;12000; Sueldos del grupo A1 y grupo A;597,48;;
;;;12001; Sueldos del grupo A2 y grupo B;1.108,86;;
;;;12002; Sueldos del grupo C1 y grupo C;586,58;;
;;;12003; Sueldos del grupo C2 y grupo D;342,97;;
;;;12005; Trienios;423,29;;
;;;12006; Pagas extraordinarias;593,72;;
;;;121;Retribuciones complementarias;;3.554,00;
;;;12100; Complemento de destino;1.557,99;;
;;;12101; Complemento específico;1.772,75;;
;;;12102; Indemnización por residencia;223,26;;
v;;;13;Laborales;;7.935,75;
;;;130;Laboral fijo;;6.161,16;
;;;13000; Retribuciones básicas;5.336,91;;
;;;13001; Otras remuneraciones;824,25;;
;;;131;Laboral eventual;;1.774,59;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.946,93;
;;;160;Cuotas sociales;;2.946,93;
v;;;16000; Seguridad Social;2.946,93;;
;;;;TOTAL GASTOS DE PERSONAL;;18.211,64;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;75,18;
v;;;202;Arrendamientos de edificios y otras construcciones;;41,80;
;;;20200; Arrendamiento de edificios y otras construcciones.;41,80;;
;;;203;Arrendamientos de maquinaria, instalaciones y utillaje;;16,98;
;;;205;Arrendamientos de mobiliario y enseres;;10,04;
;;;206;Arrendamientos de equipos para procesos de información;;6,36;
v;;;21;Reparaciones, mantenimiento y conservación;;1.447,83;
;;;212;Edificios y otras construcciones;;377,83;
;;;21200; Edificios y otras construcciones;377,83;;
;;;213;Maquinaria, instalaciones y utillaje;;850,00;
;;;214;Elementos de transporte;;20,00;
;;;215;Mobiliario y enseres;;80,00;
;;;216;Equipos para procesos de la información;;120,00;
v;;;22;Material, suministros y otros;;687.712,86;
;;;220;Material de oficina;;152,87;
;;;22000; Ordinario no inventariable;60,08;;
;;;22001; Prensa, revistas, libros y otras publicaciones;38,62;;
;;;22002; Material informático no inventariable;54,17;;
;;;221;Suministros;;4.644,00;
;;;22100; Energía eléctrica;472,67;;
;;;22101; Agua;418,32;;
;;;22102; Gas;104,52;;
;;;22103; Combustible;59,96;;
;;;22104; Vestuario;76,81;;
;;;22105; Alimentación;1.526,50;;
;;;22106; Productos farmacéuticos y material sanitario;212,70;;
;;;22199; Otros suministros;1.772,52;;
;;;222;Comunicaciones;;176,11;
;;;22200; Servicios de telecomunicaciones;152,30;;
;;;22201; Postales y mensajería;23,63;;
;;;22299; Otras;0,18;;
;;;223;Transportes;;82,72;
;;;224;Primas de seguros;;7,40;
;;;225;Tributos;;51,65;
;;;22500; Estatales;25,21;;
;;;22501; Autonómicos;0,24;;
v;;;22502; Locales;26,20;;
;;;226;Gastos diversos;;635.827,89;
;;;22602; Publicidad y propaganda;71,49;;
;;;22606; Reuniones, conferencias y cursos;924,62;;
;;;22616; Concierto social de atención humanitaria y protección internacional;633.992,89;;
;;;22699; Otros;838,89;;
;;;227;Trabajos realizados por otras empresas y profesionales;;46.770,22;
;;;22700; Limpieza y aseo;1.311,67;;
;;;22701; Seguridad;4.374,59;;
;;;22706; Estudios y trabajos técnicos;883,49;;
;;;22799; Otros;40.200,47;;
v;;;23;Indemnizaciones por razón del servicio;;425,34;
;;;230;Dietas;;158,34;
;;;231;Locomoción;;266,74;
;;;232;Traslado;;0,26;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;689.661,21;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;200,00;
v;;;352;Intereses de demora;;200,00;
;;;;TOTAL GASTOS FINANCIEROS;;200,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;15,00;
v;;;451;A Comunidades autónomas para atención a refugiados ucranianos fuera del sistema acogida;;10,00;
v;;;452;A Comunidades autónomas para gastos de carácter social derivados de la crisis de Ucrania;;5,00;
v;;;48;A familias e instituciones sin fines de lucro;;32.025,00;
v;;;483;Acciones en el ámbito migratorio;;2.000,00;
;;;48304; Actuaciones para la ordenación de los flujos migratorios laborales;2.000,00;;
v;;;484;Ayudas y subvenciones en favor de inmigrantes y refugiados;;30.025,00;
;;;48401; Proyectos de integración de los inmigrantes para favorecer la convivencia y la cohesion social.;26.225,00;;
;;;48404; Ayudas a residentes en centros;1.000,00;;
;;;48407; Programa para favorecer el retorno voluntario de inmigrantes.;2.700,00;;
v;;;48409; Subvenciones a ACNUR para programas de refugiados e inmigrantes;100,00;;
v;;;49;Al exterior;;4.000,00;
v;;;490;Transferencias corrientes al exterior para inmigración y protección internacional;;4.000,00;
;;;49001; Dotación para proyectos de migraciones (OIM);4.000,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;36.040,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;250,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;250,00;
;;;62000; Inversión nueva asociada al funcionamiento de los servicios;250,00;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;750,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;750,00;
;;;;TOTAL INVERSIONES REALES;;1.000,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;78;A familias e instituciones sin fines de lucro;;300,00;
v;;;780;Transferencias a familias e instituciones sin fines de lucro;;300,00;
;;;78001; Proyectos de atención a inmigrantes;300,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;300,00;
 ; ;;;;;;
;;;;TOTAL Acciones en favor de los inmigrantes;;745.412,85;
 ; ;;;;;;
v;;291M;;Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;141,32;
;;;100;Retribuciones básicas y otras remuneraciones;;141,32;
;;;10000; Retribuciones básicas;38,81;;
;;;10001; Retribuciones complementarias;102,51;;
v;;;11;Personal eventual;;248,26;
;;;110;Retribuciones básicas y otras remuneraciones;;248,26;
;;;11000; Retribuciones básicas;84,73;;
;;;11001; Retribuciones complementarias;163,53;;
v;;;12;Funcionarios;;2.716,34;
;;;120;Retribuciones básicas;;1.448,22;
;;;12000; Sueldos del grupo A1 y grupo A;306,02;;
;;;12001; Sueldos del grupo A2 y grupo B;226,81;;
;;;12002; Sueldos del grupo C1 y grupo C;185,00;;
;;;12003; Sueldos del grupo C2 y grupo D;225,00;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,21;;
;;;12005; Trienios;303,05;;
;;;12006; Pagas extraordinarias;195,13;;
;;;121;Retribuciones complementarias;;1.268,12;
;;;12100; Complemento de destino;561,07;;
;;;12101; Complemento específico;707,05;;
v;;;13;Laborales;;186,41;
;;;130;Laboral fijo;;118,67;
;;;13000; Retribuciones básicas;107,37;;
;;;13001; Otras remuneraciones;11,30;;
;;;131;Laboral eventual;;67,74;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;87,76;
;;;160;Cuotas sociales;;87,76;
v;;;16000; Seguridad Social;87,76;;
;;;;TOTAL GASTOS DE PERSONAL;;3.380,09;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de la Inclusión, de la Seguridad Social y de la Migración;;3.380,09;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE MIGRACIONES;;809.295,13;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;SECRETARÍA GENERAL DE INCLUSIÓN;;;
v;;232E;;Análisis y definición de objetivos y políticas de Inclusión;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;71,16;
;;;100;Retribuciones básicas y otras remuneraciones;;71,16;
;;;10000; Retribuciones básicas;19,34;;
;;;10001; Retribuciones complementarias;51,82;;
v;;;12;Funcionarios;;1.819,42;
;;;120;Retribuciones básicas;;844,42;
;;;12000; Sueldos del grupo A1 y grupo A;203,67;;
;;;12001; Sueldos del grupo A2 y grupo B;205,00;;
;;;12002; Sueldos del grupo C1 y grupo C;52,30;;
;;;12003; Sueldos del grupo C2 y grupo D;75,00;;
;;;12005; Trienios;185,45;;
;;;12006; Pagas extraordinarias;123,00;;
;;;121;Retribuciones complementarias;;975,00;
;;;12100; Complemento de destino;412,00;;
;;;12101; Complemento específico;563,00;;
v;;;13;Laborales;;514,60;
;;;130;Laboral fijo;;146,59;
;;;13000; Retribuciones básicas;103,59;;
;;;13001; Otras remuneraciones;43,00;;
;;;131;Laboral eventual;;368,01;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;296,66;
;;;160;Cuotas sociales;;296,66;
v;;;16000; Seguridad Social;296,66;;
;;;;TOTAL GASTOS DE PERSONAL;;2.701,84;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;50,00;
v;;;440;Subvenciones a universidades públicas para la realización de prácticas.;;50,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;50,00;
 ; ;;;;;;
