;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 31 MINISTERIO DE JUVENTUD E INFANCIA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;887,68;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;5,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;5,00;
;;;;TOTAL INVERSIONES REALES;;5,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Juventud e Infancia;;8.933,17;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;8.933,17;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;232N;;Dirección y Servicios Generales de Juventud e Infancia;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;679,97;
;;;120;Retribuciones básicas;;228,33;
;;;12000; Sueldos del grupo A1 y grupo A;9,90;;
;;;12002; Sueldos del grupo C1 y grupo C;38,60;;
;;;12003; Sueldos del grupo C2 y grupo D;48,20;;
;;;12005; Trienios;44,99;;
;;;12006; Pagas extraordinarias;86,64;;
;;;121;Retribuciones complementarias;;451,64;
;;;12100; Complemento de destino;173,78;;
;;;12101; Complemento específico;277,86;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;212,00;
;;;160;Cuotas sociales;;212,00;
v;;;16000; Seguridad Social;212,00;;
;;;;TOTAL GASTOS DE PERSONAL;;953,01;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;12,34;
;;;226;Gastos diversos;;12,34;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;10,00;;
v;;;23;Indemnizaciones por razón del servicio;;22,50;
;;;231;Locomoción;;22,50;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;34,84;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Juventud e Infancia;;987,85;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;987,85;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE JUVENTUD E INFANCIA;;;
v;;231G;;Atención a la infancia y a las familias;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;11;Personal eventual;;253,20;
;;;110;Retribuciones básicas y otras remuneraciones;;253,20;
;;;11000; Retribuciones básicas;86,41;;
;;;11001; Retribuciones complementarias;166,79;;
;;;;TOTAL GASTOS DE PERSONAL;;253,20;
 ; ;;;;;;
;;;;TOTAL Atención a la infancia y a las familias;;253,20;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE JUVENTUD E INFANCIA;;253,20;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;DIRECCIÓN GENERAL DE DERECHOS DE LA INFANCIA Y LA ADOLESCENCIA;;;
v;;231G;;Atención a la infancia y a las familias;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.133,87;
;;;120;Retribuciones básicas;;563,22;
;;;12000; Sueldos del grupo A1 y grupo A;118,88;;
;;;12001; Sueldos del grupo A2 y grupo B;128,50;;
;;;12002; Sueldos del grupo C1 y grupo C;57,90;;
;;;12003; Sueldos del grupo C2 y grupo D;56,21;;
;;;12005; Trienios;100,00;;
;;;12006; Pagas extraordinarias;101,73;;
;;;121;Retribuciones complementarias;;570,65;
;;;12100; Complemento de destino;253,19;;
;;;12101; Complemento específico;317,46;;
v;;;13;Laborales;;482,19;
;;;130;Laboral fijo;;482,19;
;;;13000; Retribuciones básicas;236,74;;
;;;13001; Otras remuneraciones;245,45;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;366,13;
;;;160;Cuotas sociales;;366,13;
v;;;16000; Seguridad Social;366,13;;
;;;;TOTAL GASTOS DE PERSONAL;;2.043,23;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;2.262,40;
;;;226;Gastos diversos;;1.412,40;
v;;;22601; Atenciones protocolarias y representativas;2,40;;
;;;22602; Publicidad y propaganda;1.300,00;;
;;;22606; Reuniones, conferencias y cursos;40,00;;
;;;22699; Otros;70,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;850,00;
;;;22706; Estudios y trabajos técnicos;850,00;;
v;;;23;Indemnizaciones por razón del servicio;;23,22;
;;;230;Dietas;;8,00;
;;;231;Locomoción;;8,00;
;;;233;Otras indemnizaciones;;7,22;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.285,62;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;35.000,00;
v;;;450;Para la atención a niños, niñas y adolescentes migrantes no acompañados;;35.000,00;
v;;;46;A Entidades Locales;;0,01;
v;;;461;Proyectos de experimentación social que permitan desarrollar y testar distintas formas de intervención para contribuir a la preservación familiar, prevenir el desamparo y apoyar el retorno de los niños y niñas a sus familias, financiados por el FSE+;;0,01;
v;;;48;A familias e instituciones sin fines de lucro;;1.748,60;
v;;;480;A EAPN y POI para la promoción de iniciativas para la lucha contra la pobreza infantil y la exclusión social;;250,00;
v;;;481;A la Federación Interautonómica de Entidades Colaboradoras en Adopción Internacional (FIDECAI) para apoyar su estructura organizativa e institucional;;40,00;
v;;;482;A la Federación de Organismos Acreditados de Adopción Internacional (ECA) para apoyo a la estructura organizativa e institucional;;20,00;
v;;;483;A la POI, para sostén. econ-financ. estruct. central y ent. asoc: Acción Familiar, Aldeas Infantiles SOS, Asoc.Nuevo Futuro, Asoc.Mensajeros de la Paz, Muchachos Ciudad Esc. Form. Sociocultural, Conf. Centros Juv. Don Bosco, Coord. Est. Plataf. Soc. Salesianas, Confed. Mejor Interés Infancia ,FAPMI, F.Esp. Padres de Niños con Cáncer, Fun. Anar, Fun. Atyme, Fun. Diagrama, Fun. Esplai, Fun. Márgenes-Vínculos, Fun. Meniños ,Fun. Vicki Bernadet, Fed. Injucam, LEECP, Movimiento Scout Católico, S.E. Pediatría Social, Fun. Unicef-C.E, Ymca España;;1.333,57;
v;;;484;Proyectos de experimentación social en indicadores de detección temprana del riesgo de negligencia y maltrato sobre los niños y niñas, financiados por el FSE+;;0,01;
v;;;485;Proyectos de creación de recursos residenciales de base familiar para los niños, niñas y adolescentes tutelados por las administraciones públicas, financiados por el FSE+;;0,01;
v;;;486;Proyectos de experimentación social, dirigidos a niños y niñas de distintos perfiles, sobre modelos de intervención para la respuesta a trastornos de apego y traumas por adversidad temprana, financiados por el FSE+;;0,01;
v;;;487;Para actuaciones en el ámbito de la infancia y la adolescencia;;105,00;
v;;;48700; A la Associació Centre Cultural Sant Vicenç de Sarrià para la integración de colectivos en situación de riesgo de exclusión social a partir de la cultura;15,00;;
v;;;48701; Associació Superacció para la creación de espacios de acogida para jóvenes migrantes en riesgo de exclusión social;90,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;36.748,61;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;52,00;
v;;;760;Para actuaciones de atención a la infancia y a las familias;;52,00;
v;;;76000; Ajuntament de Gallifa. Adecuación de la buharda de la Casa Consitorial de Gallifa para jardín de infancia;52,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;52,00;
 ; ;;;;;;
;;;;TOTAL Atención a la infancia y a las familias;;41.129,46;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;12.311,64;
v;;;410;Al Instituto de la Juventud para el cumplimiento de sus fines;;12.311,64;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;12.311,64;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;247,22;
v;;;710;Al Instituto de la Juventud;;247,22;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;247,22;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;12.558,86;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE DERECHOS DE LA INFANCIA Y LA ADOLESCENCIA;;53.688,32;
 ; ;;;;;;
 ; ;;;;;;
v;50;;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
v;;46SA;;C19.I01 Competencias digitales transversales. I+D+i+Digitalización;;;
;;;6;INVERSIONES REALES;;;
;;;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;;7.000,00;
;;;694;Gastos de inversiones de carácter inmaterial. Mecanismo de Recuperación y Resiliencia.;;7.000,00;
;;;;TOTAL INVERSIONES REALES;;7.000,00;
 ; ;;;;;;
;;;7;TRANSFERENCIAS DE CAPITAL;;;
;;;75;A Comunidades Autónomas;;40.000,00;
;;;751;A Comunidades Autónomas, para la formación de niñas, niños y adolescentes en competencias digitales. Mecanismo de Recuperación y Resiliencia;;40.000,00;
;;;76;A Entidades Locales;;30.000,00;
;;;761;A entidades locales para la formación de niñas, niños y adolescentes en competencias digitales. Mecanismo de Recuperación y Resiliencia;;30.000,00;
;;;78;A familias e instituciones sin fines de lucro;;20.000,00;
;;;781;A instituciones sin fines de lucro para la formación de niñas, niños y adolescentes en competencias digitales. Mecanismo de Recuperación y Resiliencia;;20.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;90.000,00;
 ; ;;;;;;
;;;;TOTAL C19.I01 Competencias digitales transversales. I+D+i+Digitalización;;97.000,00;
 ; ;;;;;;
;;;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;97.000,00;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL MINISTERIO DE JUVENTUD E INFANCIA;;160.862,54;
;;



