;PRESUPUESTOS GENERALES DEL ESTADO;
;ORGANISMOS AUTÓNOMOS;
;Presupuesto de gastos;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Organismo: 106 CONSEJO SUPERIOR DE DEPORTES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Programa;Económica;Explicación;;Total;
;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;2.271,54;
 ; ;;;;;
;;4;TRANSFERENCIAS CORRIENTES;;;
;;46;A Entidades Locales;;2.000,00;
;;469;Ayudas a corporaciones locales. Mecanismo de Recuperación y Resiliencia;;2.000,00;
;;;TOTAL TRANSFERENCIAS CORRIENTES;;2.000,00;
 ; ;;;;;
;;6;INVERSIONES REALES;;;
;;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;;26.641,65;
;;694;Gastos de inversiones de carácter inmaterial. Mecanismo de Recuperación y Resiliencia.;;26.641,65;
;;;TOTAL INVERSIONES REALES;;26.641,65;
 ; ;;;;;
;;7;TRANSFERENCIAS DE CAPITAL;;;
;;75;A Comunidades Autónomas;;7.237,00;
;;759;Ayudas a comunidades autónomas. Mecanismo de Recuperación y Resiliencia;;7.237,00;
;;76;A Entidades Locales;;30.848,00;
;;769;Ayudas a corporaciones locales. Mecanismo de Recuperación y Resiliencia;;30.848,00;
;;;TOTAL TRANSFERENCIAS DE CAPITAL;;38.085,00;
 ; ;;;;;
;;;TOTAL C26.I02 Plan de Transición Ecológica de Instalaciones Deportivas;;68.998,19;
 ; ;;;;;
 ; ;;;;;
v;33ZC;;C26.I03 Plan Social del Sector Deporte;;;
;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;;29;Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;;4.000,00;
;;290;Gastos corrientes en bienes y servicios. Mecanismo de Recuperación y Resiliencia;;4.000,00;
;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.000,00;
 ; ;;;;;
;;4;TRANSFERENCIAS CORRIENTES;;;
;;48;A familias e instituciones sin fines de lucro;;6.240,00;
;;484;Ayudas a familias e instituciones sin fines de lucro. Mecanismo de Recuperación y Resiliencia;;6.240,00;
;;;TOTAL TRANSFERENCIAS CORRIENTES;;6.240,00;
 ; ;;;;;
;;7;TRANSFERENCIAS DE CAPITAL;;;
;;75;A Comunidades Autónomas;;4.000,00;
;;759;Ayudas a comunidades autónomas. Mecanismo de Recuperación y Resiliencia;;4.000,00;
;;78;A familias e instituciones sin fines de lucro;;1.760,00;
;;789;Ayudas a familias e instituciones sin fines de lucro. Mecanismo de Recuperación y Resiliencia;;1.760,00;
;;;TOTAL TRANSFERENCIAS DE CAPITAL;;5.760,00;
 ; ;;;;;
;;;TOTAL C26.I03 Plan Social del Sector Deporte;;16.000,00;
 ; ;;;;;
 ; ;;;;;
v;336A;;Fomento y apoyo de las actividades deportivas;;;
v;;1;GASTOS DE PERSONAL;;;
;;10;Altos cargos;;141,34;
;;100;Retribuciones básicas y otras remuneraciones;;141,34;
;;10000;  Retribuciones básicas;38,82;;
;;10001;  Retribuciones complementarias;102,52;;
;;11;Personal eventual;;256,59;
;;110;Retribuciones básicas y otras remuneraciones;;256,59;
;;11000;  Retribuciones básicas;89,79;;
;;11001;  Retribuciones complementarias;166,80;;
;;12;Funcionarios;;5.713,96;
;;120;Retribuciones básicas;;2.851,86;
;;12000;  Sueldos del grupo A1 y grupo A;507,17;;
;;12001;  Sueldos del grupo A2 y grupo B;604,08;;
;;12002;  Sueldos del grupo C1 y grupo C;415,74;;
;;12003;  Sueldos del grupo C2 y grupo D;378,46;;
;;12005;  Trienios;409,39;;
;;12006;  Pagas extraordinarias;537,02;;
;;121;Retribuciones complementarias;;2.862,10;
;;12100;  Complemento de destino;1.309,76;;
;;12101;  Complemento específico;1.552,34;;
;;13;Laborales;;3.771,89;
;;130;Laboral fijo;;2.987,32;
;;13000;  Retribuciones básicas;2.736,51;;
;;13001;  Otras remuneraciones;250,81;;
;;131;Laboral eventual;;784,57;
v;;15;Incentivos al rendimiento;;851,23;
v;;150;Productividad;;834,11;
v;;151;Gratificaciones;;17,12;
;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.420,22;
;;160;Cuotas sociales;;2.297,46;
v;;16000;  Seguridad Social;2.297,46;;
;;162;Gastos sociales del personal;;122,76;
v;;16200;  Formación y perfeccionamiento del personal;29,47;;
v;;16201;  Economatos y comedores;32,85;;
v;;16204;  Acción social;27,73;;
;;16205;  Seguros;8,20;;
;;16209;  Otros;24,51;;
;;;TOTAL GASTOS DE PERSONAL;;13.155,23;
 ; ;;;;;
v;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;;21;Reparaciones, mantenimiento y conservación;;1.614,39;
;;212;Edificios y otras construcciones;;383,25;
;;213;Maquinaria, instalaciones y utillaje;;712,87;
;;215;Mobiliario y enseres;;42,24;
;;216;Equipos para procesos de la información;;476,03;
;;22;Material, suministros y otros;;14.262,96;
;;220;Material de oficina;;182,20;
;;22000;  Ordinario no inventariable;19,00;;
;;22001;  Prensa, revistas, libros y otras publicaciones;22,00;;
;;22002;  Material informático no inventariable;141,20;;
;;221;Suministros;;2.408,10;
;;22100;  Energía eléctrica;1.170,00;;
;;22101;  Agua;192,00;;
;;22102;  Gas;646,50;;
;;22103;  Combustible;21,00;;
;;22104;  Vestuario;17,50;;
;;22106;  Productos farmacéuticos y material sanitario;131,77;;
;;22108;  Suministros de material deportivo, didáctico y cultural;63,00;;
;;22111;  Suministros de repuestos de maquinaria, utillaje y elementos de transporte;28,20;;
;;22112;  Suministros de material electrónico, eléctrico y de comunicaciones;38,20;;
;;22199;  Otros suministros;99,93;;
;;222;Comunicaciones;;61,00;
;;22200;  Servicios de telecomunicaciones;60,00;;
;;22201;  Postales y mensajería;1,00;;
;;223;Transportes;;8,23;
;;224;Primas de seguros;;51,20;
;;225;Tributos;;770,00;
v;;22502;  Locales;770,00;;
;;226;Gastos diversos;;1.404,86;
v;;22601;  Atenciones protocolarias y representativas;15,00;;
;;22602;  Publicidad y propaganda;64,81;;
;;22603;  Jurídicos, contenciosos;432,00;;
;;22606;  Reuniones, conferencias y cursos;302,05;;
;;22609;  Actividades culturales y deportivas;390,00;;
;;22699;  Otros;201,00;;
;;227;Trabajos realizados por otras empresas y profesionales;;9.377,37;
;;22700;  Limpieza y aseo;1.200,00;;
;;22704;  Custodia, depósito y almacenaje;32,00;;
;;22706;  Estudios y trabajos técnicos;8.050,37;;
;;22799;  Otros;95,00;;
;;23;Indemnizaciones por razón del servicio;;400,87;
;;230;Dietas;;100,00;
;;231;Locomoción;;100,00;
;;233;Otras indemnizaciones;;200,87;
;;24;Gastos de publicaciones;;25,00;
;;240;Gastos de edición y distribución;;25,00;
;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;16.303,22;
 ; ;;;;;
v;;3;GASTOS FINANCIEROS;;;
v;;35;Intereses de demora y otros gastos financieros;;160,00;
v;;352;Intereses de demora;;160,00;
;;;TOTAL GASTOS FINANCIEROS;;160,00;
 ; ;;;;;
v;;4;TRANSFERENCIAS CORRIENTES;;;
v;;45;A Comunidades Autónomas;;7.880,00;
v;;453;A universidades y entidades públicas para programas de apoyo científico al deporte y actividades afines;;680,00;
v;;454;A comunidades autónomas y ciudades autónomas para desplazamientos de deportistas;;1.500,00;
v;;45401;  A la Comunidad Autónoma de Illes Balears para desplazamientos de deportistas;300,00;;
v;;45402;  A la Comunidad Autónoma de Canarias para desplazamientos de deportistas;600,00;;
v;;45403;  A la Ciudad Autónoma de Ceuta para desplazamientos de deportistas;150,00;;
v;;45404;  A la Ciudad Autónoma de Melilla para desplazamientos de deportistas;450,00;;
v;;456;Para gastos de funcionamiento de centros de alto rendimiento y tecnificación;;5.200,00;
;;45601;  Ayudas para gastos de funcionamiento de centros de tecnificación;2.200,00;;
v;;45603;  Al Centro de Alto Rendimiento Deportivo de San Cugat (Barcelona) para gastos de funcionamiento;3.000,00;;
v;;458;A las comunidades autónomas para el desarrollo de programas de actividad física y deporte dirigidos a la generación de hábitos saludables y la promoción del ejercicio físico entre la población;;500,00;
v;;46;A Entidades Locales;;45.477,50;
v;;460;A diputaciones provinciales a través de sus respectivas comunidades autónomas en cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego en relación con el Real Decreto 419/1991;;22.477,50;
v;;461;A la Fundació Barcelona Capital Náutica, AC24 para la celebración de la Copa América de Barcelona;;18.000,00;
v;;462;Al Ayuntamiento de Santa Coloma de Gramenet para equipamiento en Cam Zam;;5.000,00;
v;;47;A empresas privadas;;130,00;
v;;478;A universidades y entidades privadas para programas de apoyo científico al deporte y actividades afines;;130,00;
v;;48;A familias e instituciones sin fines de lucro;;138.361,72;
v;;480;Al Comité Paralímpico Español;;400,00;
v;;481;A familias e instituciones sin fines de lucro, procedente de los ingresos obtenidos en la comercialización conjunta de derechos audiovisuales, en aplicación Real Decreto-ley 5/2015;;45.000,00;
;;48101;  A federaciones deportivas españolas, para cotizaciones a la Seguridad Social de los deportistas de alto nivel;11.000,00;;
;;48102;  A federaciones deportivas españolas, para ayudas a deportistas que representen a España en competiciones internacionales;5.000,00;;
;;48103;  A federaciones deportivas españolas para su actividad;14.000,00;;
;;48104;  Otras ayudas;1.000,00;;
;;48105;  A asociaciones o sindicatos de futbolistas, árbitros, entrenadores y preparadores físicos, para la promoción de proyectos de inserción laboral y para gastos de estructura;450,00;;
v;;48106;  A la Real Federación Española de Fútbol para la protección social de deportistas y técnicos de los equipos inscritos en la primera división del Campeonato Nacional de Liga de fútbol femenino y en las categorías inferiores a las ligas de fútbol profesional masculino;8.550,00;;
v;;48107;  A la Liga Nacional Femenina de Futbol Profesional;5.000,00;;
v;;483;A asociaciones españolas, federaciones deportivas españolas y Comité Olímpico Español;;71.688,92;
;;48301;  A federaciones deportivas españolas;56.386,75;;
;;48302;  A federaciones deportivas españolas para sedes de federaciones internacionales en España y para presidentes españoles o miembros de comités ejecutivos de federaciones deportivas internacionales;100,00;;
v;;48303;  Al Comité Olímpico Español;875,00;;
;;48305;  A federaciones deportivas españolas para proyectos mujer y deporte;1.800,00;;
;;48306;  A federaciones deportivas españolas para gastos de funcionamiento y actividades de centros de alto rendimiento y tecnificación;1.500,00;;
;;48307;  A federaciones deportivas españolas para Programa Nacional de Tecnificación Deportiva y Promoción Deportiva;2.250,00;;
;;48308;  A federaciones deportivas españolas para actividad deportiva en edad escolar;1.800,00;;
;;48309;  A federaciones deportivas españolas para desplazamientos a competiciones internacionales convocadas por la Federación Internacional de Deporte Escolar y la Federación Internacional de Deporte Universitario;600,00;;
;;48310;  A asociaciones en el ámbito deportivo;1.000,00;;
;;48311;  A federaciones deportivas españolas para la producción de retransmisiones deportivas en formatos audiovisuales;3.000,00;;
;;48312;  A federaciones deportivas españolas para el desarrollo de programas internacionales de cooperación y preparación de deportistas y técnicos;127,17;;
v;;48313;  A la Real Federación Española de Golf para la celebración de la Ryder Cup;1.500,00;;
;;48315;  A federaciones deportivas españolas para proyectos de deporte inclusivo;750,00;;
v;;486;Otras ayudas y subvenciones;;597,80;
;;48601;  Becas y ayudas a familias para investigación deportiva de interés estatal;122,80;;
v;;48602;  Al Grupo Recreativo y Cultural del Consejo Superior de Deportes;25,00;;
;;48606;  Ayudas sociales a mujeres deportistas;450,00;;
v;;487;A la Fundación Deporte Joven;;200,00;
v;;488;A la Liga Nacional de Fútbol Profesional en cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego en relación con el Real Decreto 419/1991;;20.475,00;
;;;TOTAL TRANSFERENCIAS CORRIENTES;;191.849,22;
 ; ;;;;;
v;;6;INVERSIONES REALES;;;
;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;875,75;
;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;875,75;
;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;2.494,24;
;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;2.494,24;
;;64;Gastos de inversiones de carácter inmaterial;;757,99;
;;640;Gastos en inversiones de carácter inmaterial;;757,99;
;;;TOTAL INVERSIONES REALES;;4.127,98;
 ; ;;;;;
v;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;75;A Comunidades Autónomas;;7.450,00;
v;;750;A comunidades autónomas para obras y equipamiento en infraestructuras deportivas;;400,00;
;;75001;  A universidades públicas para obras y equipamiento deportivo con motivo de la organización de campeonatos internacionales;400,00;;
v;;751;Para la construcción y adaptación de centros de alto rendimiento y tecnificación;;1.500,00;
v;;75103;  Al Centro de Alto Rendimiento Deportivo de San Cugat (Barcelona) para la construcción de nuevas instalaciones deportivas y modernización;500,00;;
;;75104;  A comunidades autónomas para equipamiento de centros de tecnificación;1.000,00;;
v;;752;A la Comunidad Foral de Navarra para la pista de atletismo de Larrabide (Pamplona);;4.000,00;
v;;754;Ayudas para la actualización del Censo Nacional de Instalaciones Deportivas;;1.200,00;
v;;755;A la Junta de Comunidades de Castilla-La Mancha para obras de adecuación del Centro Deportivo Adaptado de Toledo;;350,00;
v;;76;A Entidades Locales;;5.195,16;
v;;765;A corporaciones locales para obras;;555,16;
v;;766;A entidades locales para instalaciones deportivas;;2.640,00;
v;;76602;  Al Ajuntament de Gironella para construcción de un nuevo edificio de servicios en la piscina municipal y de entrenamientos para triatletas;200,00;;
v;;76603;  Al Ajuntament de Vilaller para polideportivo municipal;600,00;;
v;;76604;  Al Ajuntament de Riba-roja d´Ebre para obras de restauración y mejora del pabellón polideportivo;300,00;;
v;;76605;  Al Ajuntament de Vila-seca para remodelación de la zona deportiva del estadio municipal;1.000,00;;
v;;76606;  Al Ajuntament de Gandesa para mejoras de las instalaciones deportivas y creación de nuevos vestuarios de equipos de fútbol mixtos;400,00;;
v;;76607;  Al Ajuntament de Lloret para acondicionamiento de vestuarios y almacén de clubes de remo;60,00;;
v;;76608;  Al Ajuntament de Vila-sana para ampliación de las gradas del pabellón polideportivo municipal;80,00;;
v;;767;A entidades locales para apoyo de la actividad deportiva;;2.000,00;
v;;77;A empresas privadas;;80,00;
v;;770;A universidades privadas para obras y equipamiento deportivo con motivo de la organización de campeonatos internacionales.;;80,00;
v;;78;A familias e instituciones sin fines de lucro;;5.107,50;
v;;781;A federaciones deportivas españolas para instalaciones deportivas y equipamiento;;500,00;
v;;782;Al Futbol Sala Castellar del Vallès para el apoyo al deporte inclusivo;;60,00;
v;;783;A familias e instituciones sin ánimo de lucro, procedente de los ingresos obtenidos en la comercialización conjunta de derechos audiovisuales, en aplicación del Real Decreto-ley 5/2015;;2.500,00;
v;;78301;  A la Liga Nacional Femenina de Fútbol Profesional para obras y equipamiento;2.500,00;;
v;;784;A la Real Federación Española de Fútbol para obras y equipamiento del futbol no profesional, en cumplimiento de las obligaciones derivadas de la Ley 13/2011, de 27 de mayo, de regulación del juego en relación con el Real Decreto 419/1991;;2.047,50;
;;;TOTAL TRANSFERENCIAS DE CAPITAL;;17.832,66;
 ; ;;;;;
v;;8;ACTIVOS FINANCIEROS;;;
v;;83;Concesión de préstamos fuera del Sector Público;;642,51;
v;;830;Préstamos a corto plazo;;6,51;
;;83008;  Familias e instituciones sin fines de lucro;6,51;;
v;;831;Préstamos a largo plazo;;636,00;
;;83101;  Anticipos reembolsables a federaciones deportivas españolas y deportistas de alto nivel;600,00;;
;;83108;  Familias e instituciones sin fines de lucro;36,00;;
;;;TOTAL ACTIVOS FINANCIEROS;;642,51;
 ; ;;;;;
;;;TOTAL Fomento y apoyo de las actividades deportivas;;244.070,82;
 ; ;;;;;
 ; ;;;;;
;;;TOTAL CONSEJO SUPERIOR DE DEPORTES;;384.332,10;
;;



