;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 121N Formación del Personal de las Fuerzas Armadas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;188,00;
;740;Centros Universitarios de la Defensa;;188,00;
;74001; Centro Universitario de la Defensa en la Academia General del Aire de San Javier;50,00;;
;74002; Centro Universitario de la Defensa en la Academia General Militar de Zaragoza;67,00;;
;74003; Centro Universitario de la Defensa en la Escuela Naval Militar de Marín;36,00;;
;74004; Centro Universitario de la Defensa en la Academia Central de la Defensa de Madrid;35,00;;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;188,00;
 ; ;;;;
;;TOTAL MINISTERIO Y SUBSECRETARÍA;;455.383,31;
 ; ;;;;
 ; ;;;;
14.02;;CUARTEL GENERAL DEL EMAD;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;21;Reparaciones, mantenimiento y conservación;;103,72;
;22;Material, suministros y otros;;1.589,06;
;22502; Locales;25,27;;
;22611; Gastos protocolarios y representativos derivados de actos institucionales;16,12;;
;23;Indemnizaciones por razón del servicio;;2.638,82;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.331,60;
 ; ;;;;
;;TOTAL CUARTEL GENERAL DEL EMAD;;4.331,60;
 ; ;;;;
 ; ;;;;
14.03;;SECRETARÍA DE ESTADO DE DEFENSA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;319,34;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;319,34;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE DEFENSA;;319,34;
 ; ;;;;
 ; ;;;;
14.12;;EJÉRCITO DE TIERRA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;247,50;
;22;Material, suministros y otros;;3.303,25;
;23;Indemnizaciones por razón del servicio;;14.475,93;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;18.026,68;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;48;A familias e instituciones sin fines de lucro;;384,54;
;483;Alumnos de academias;;384,54;
;;TOTAL TRANSFERENCIAS CORRIENTES;;384,54;
 ; ;;;;
;;TOTAL EJÉRCITO DE TIERRA;;18.411,22;
 ; ;;;;
 ; ;;;;
14.17;;ARMADA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;4.764,56;
;23;Indemnizaciones por razón del servicio;;5.197,00;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;9.961,56;
 ; ;;;;
;;TOTAL ARMADA;;9.961,56;
 ; ;;;;
 ; ;;;;
14.22;;EJÉRCITO DEL AIRE Y DEL ESPACIO;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;20;Arrendamientos y cánones;;40,00;
;21;Reparaciones, mantenimiento y conservación;;50,00;
;22;Material, suministros y otros;;4.420,42;
;23;Indemnizaciones por razón del servicio;;1.410,70;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.921,12;
 ; ;;;;
;;TOTAL EJÉRCITO DEL AIRE Y DEL ESPACIO;;5.921,12;
 ; ;;;;
 ; ;;;;
;;TOTAL Formación del Personal de las Fuerzas Armadas;;494.328,15;
;;



