;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.693,45;
;;;120;Retribuciones básicas;;1.187,37;
;;;12000; Sueldos del grupo A1 y grupo A;272,91;;
;;;12001; Sueldos del grupo A2 y grupo B;95,52;;
;;;12002; Sueldos del grupo C1 y grupo C;269,10;;
;;;12003; Sueldos del grupo C2 y grupo D;52,22;;
;;;12005; Trienios;240,00;;
;;;12006; Pagas extraordinarias;257,62;;
;;;121;Retribuciones complementarias;;1.506,08;
;;;12100; Complemento de destino;611,25;;
;;;12101; Complemento específico;894,83;;
v;;;13;Laborales;;252,64;
;;;130;Laboral fijo;;252,64;
;;;13000; Retribuciones básicas;182,54;;
;;;13001; Otras remuneraciones;70,10;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;293,14;
;;;160;Cuotas sociales;;293,14;
v;;;16000; Seguridad Social;293,14;;
;;;;TOTAL GASTOS DE PERSONAL;;3.300,27;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;500,66;
;;;220;Material de oficina;;245,45;
;;;22001; Prensa, revistas, libros y otras publicaciones;245,45;;
;;;226;Gastos diversos;;255,21;
v;;;22601; Atenciones protocolarias y representativas;3,00;;
;;;22606; Reuniones, conferencias y cursos;252,21;;
v;;;23;Indemnizaciones por razón del servicio;;133,13;
;;;230;Dietas;;32,33;
;;;231;Locomoción;;100,80;
v;;;24;Gastos de publicaciones;;155,54;
;;;240;Gastos de edición y distribución;;155,54;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;789,33;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;772,06;
v;;;443;A la "Fundación Estatal, Salud, Infancia y Bienestar Social, F.S.P.”;;772,06;
v;;;49;Al exterior;;1.581,00;
v;;;491;Aportación a organismos y programas internacionales;;1.196,00;
;;;49101; A la Organización para el Desarrollo de Estándares de Terminología Internacional de Salud (IHTSDO);450,00;;
;;;49102; Comité de Salud OCDE;18,00;;
;;;49103; Convenio Marco OMS Control Tabaco;300,00;;
;;;49105; Proyecto EURIPID (European Integrated Price Information Database Project);9,00;;
;;;49106; Grupo MEDEV-Europa Social INSURANCE Platform (ESIP);14,00;;
;;;49107; Eurohealth;10,00;;
;;;49108; OCDE (Biocidas);5,00;;
;;;49109; Proyecto PaRis OCDE;80,00;;
;;;49112; Observatorio Europeo Salud;250,00;;
;;;49113; Memorándum con la Organización Panamericana de la Salud, para llevar a cabo actividades de la Red/Consejo Iberoamericano de donación y trasplante;60,00;;
v;;;492;Para todos los gastos que ocasione la cooperación sanitaria internacional;;385,00;
;;;49201; Convenio España-OMS Trasplantes;320,00;;
;;;49202; Federación de Sistemas Sanitarios y Hospitales Europeos (HOPE);30,00;;
;;;49203; EBA (European Blood Alliance);35,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;2.353,06;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;6,80;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;6,80;
;;;;TOTAL INVERSIONES REALES;;6,80;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;24,92;
v;;;743;A la "Fundación Estatal, Salud, Infancia y Bienestar Social, F.S.P.”;;24,92;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;24,92;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Sanidad;;6.474,38;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;6.474,38;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA GENERAL DE SALUD DIGITAL, INFORMACIÓN E INNOVACIÓN DEL SISTEMA NACIONAL DE SALUD;;;
v;;313E;;Salud Digital, Información e Innovación del Sistema Nacional de Salud;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;71,16;
;;;100;Retribuciones básicas y otras remuneraciones;;71,16;
;;;10000; Retribuciones básicas;19,34;;
;;;10001; Retribuciones complementarias;51,82;;
v;;;12;Funcionarios;;2.984,19;
;;;120;Retribuciones básicas;;1.482,92;
;;;12000; Sueldos del grupo A1 y grupo A;637,83;;
;;;12001; Sueldos del grupo A2 y grupo B;214,92;;
;;;12002; Sueldos del grupo C1 y grupo C;62,79;;
;;;12003; Sueldos del grupo C2 y grupo D;82,06;;
;;;12005; Trienios;210,00;;
;;;12006; Pagas extraordinarias;275,32;;
;;;121;Retribuciones complementarias;;1.501,27;
;;;12100; Complemento de destino;658,82;;
;;;12101; Complemento específico;842,45;;
v;;;13;Laborales;;107,96;
;;;130;Laboral fijo;;36,07;
;;;13000; Retribuciones básicas;27,97;;
;;;13001; Otras remuneraciones;8,10;;
;;;131;Laboral eventual;;71,89;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;461,71;
;;;160;Cuotas sociales;;461,71;
v;;;16000; Seguridad Social;461,71;;
;;;;TOTAL GASTOS DE PERSONAL;;3.625,02;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;3.315,00;
;;;226;Gastos diversos;;410,00;
;;;22606; Reuniones, conferencias y cursos;140,00;;
;;;22610; Actividades realizadas mediante convenio;270,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2.905,00;
;;;22706; Estudios y trabajos técnicos;2.905,00;;
v;;;23;Indemnizaciones por razón del servicio;;330,00;
;;;230;Dietas;;140,00;
;;;231;Locomoción;;190,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.645,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;2.006,95;
v;;;458;A Comunidades Autónomas, para la mejora del sistema de información sanitaria del SNS;;2.006,95;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;2.006,95;
 ; ;;;;;;
;;;;TOTAL Salud Digital, Información e Innovación del Sistema Nacional de Salud;;9.276,97;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL DE SALUD DIGITAL, INFORMACIÓN E INNOVACIÓN DEL SISTEMA NACIONAL DE SALUD;;9.276,97;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;SECRETARÍA DE ESTADO DE SANIDAD;;;
v;;311O;;Políticas de Salud y Ordenación Profesional;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,30;
;;;100;Retribuciones básicas y otras remuneraciones;;80,30;
;;;10000; Retribuciones básicas;19,91;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;254,57;
;;;110;Retribuciones básicas y otras remuneraciones;;254,57;
;;;11000; Retribuciones básicas;87,45;;
;;;11001; Retribuciones complementarias;167,12;;
v;;;12;Funcionarios;;489,07;
;;;120;Retribuciones básicas;;237,62;
;;;12000; Sueldos del grupo A1 y grupo A;68,03;;
;;;12001; Sueldos del grupo A2 y grupo B;21,94;;
;;;12002; Sueldos del grupo C1 y grupo C;89,70;;
;;;12005; Trienios;15,48;;
;;;12006; Pagas extraordinarias;42,47;;
;;;121;Retribuciones complementarias;;251,45;
;;;12100; Complemento de destino;101,03;;
;;;12101; Complemento específico;150,42;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;166,68;
;;;160;Cuotas sociales;;166,68;
v;;;16000; Seguridad Social;166,68;;
;;;;TOTAL GASTOS DE PERSONAL;;990,62;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;142,03;
;;;226;Gastos diversos;;82,99;
;;;22606; Reuniones, conferencias y cursos;82,99;;
;;;227;Trabajos realizados por otras empresas y profesionales;;59,04;
;;;22706; Estudios y trabajos técnicos;59,04;;
v;;;23;Indemnizaciones por razón del servicio;;124,24;
;;;230;Dietas;;38,86;
;;;231;Locomoción;;85,38;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;266,27;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;3,00;
;;;640;Gastos en inversiones de carácter inmaterial;;3,00;
;;;;TOTAL INVERSIONES REALES;;3,00;
 ; ;;;;;;
;;;;TOTAL Políticas de Salud y Ordenación Profesional;;1.259,89;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;6.290,32;
v;;;414;A la Organización Nacional de Trasplantes;;6.290,32;
v;;;42;A la Seguridad Social;;2.855,00;
v;;;427;Aportación del Estado a la Tesorería General de la Seguridad Social para financiar la asistencia sanitaria del Instituto Social de la Marina;;2.855,00;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;8,80;
v;;;431;A la Agencia Española de Medicamentos y Productos Sanitarios;;8,80;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;9.154,12;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;247,55;
v;;;714;A la Organización Nacional de Trasplantes;;247,55;
v;;;72;A la Seguridad Social;;20,00;
v;;;727;Aportación del Estado a la Tesorería General de la Seguridad Social para financiar la asistencia sanitaria del Instituto Social de la Marina;;20,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;267,55;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;9.421,67;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE SANIDAD;;10.681,56;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;DIRECCIÓN GENERAL DE SALUD DIGITAL Y SISTEMAS DE INFORMACIÓN PARA EL SISTEMA NACIONAL DE SALUD;;;
v;;313E;;Salud Digital, Información e Innovación del Sistema Nacional de Salud;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;3.984,08;
;;;120;Retribuciones básicas;;1.719,28;
;;;12000; Sueldos del grupo A1 y grupo A;326,12;;
;;;12001; Sueldos del grupo A2 y grupo B;417,90;;
;;;12002; Sueldos del grupo C1 y grupo C;358,80;;
;;;12003; Sueldos del grupo C2 y grupo D;74,60;;
;;;12005; Trienios;171,50;;
;;;12006; Pagas extraordinarias;370,36;;
;;;121;Retribuciones complementarias;;2.264,80;
;;;12100; Complemento de destino;893,66;;
;;;12101; Complemento específico;1.371,14;;
v;;;13;Laborales;;689,12;
;;;130;Laboral fijo;;185,90;
;;;13000; Retribuciones básicas;143,03;;
;;;13001; Otras remuneraciones;42,87;;
;;;131;Laboral eventual;;503,22;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;631,77;
;;;160;Cuotas sociales;;631,77;
v;;;16000; Seguridad Social;631,77;;
;;;;TOTAL GASTOS DE PERSONAL;;5.366,01;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;200,76;
;;;206;Arrendamientos de equipos para procesos de información;;200,76;
v;;;21;Reparaciones, mantenimiento y conservación;;1.500,00;
;;;216;Equipos para procesos de la información;;1.500,00;
v;;;22;Material, suministros y otros;;11.761,10;
;;;220;Material de oficina;;70,00;
;;;22002; Material informático no inventariable;70,00;;
;;;222;Comunicaciones;;58,61;
;;;22200; Servicios de telecomunicaciones;58,61;;
;;;226;Gastos diversos;;1.000,00;
;;;22620; Gastos del Observatorio de Trastornos de Conductas Alimentarias;1.000,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;10.632,49;
;;;22706; Estudios y trabajos técnicos;10.632,49;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;13.461,86;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;137,50;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;137,50;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;61,94;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;61,94;
;;;64;Gastos de inversiones de carácter inmaterial;;661,60;
;;;640;Gastos en inversiones de carácter inmaterial;;661,60;
;;;;TOTAL INVERSIONES REALES;;861,04;
 ; ;;;;;;
;;;;TOTAL Salud Digital, Información e Innovación del Sistema Nacional de Salud;;19.688,91;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE SALUD DIGITAL Y SISTEMAS DE INFORMACIÓN PARA EL SISTEMA NACIONAL DE SALUD;;19.688,91;
 ; ;;;;;;
 ; ;;;;;;
v;07;;;DIRECCIÓN GENERAL DE SALUD PÚBLICA Y EQUIDAD EN SALUD;;;
v;;313B;;Salud pública, sanidad exterior y calidad;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;7.010,01;
;;;120;Retribuciones básicas;;3.684,26;
;;;12000; Sueldos del grupo A1 y grupo A;1.861,59;;
;;;12001; Sueldos del grupo A2 y grupo B;167,16;;
;;;12002; Sueldos del grupo C1 y grupo C;188,37;;
;;;12003; Sueldos del grupo C2 y grupo D;164,12;;
;;;12005; Trienios;625,50;;
;;;12006; Pagas extraordinarias;677,52;;
;;;121;Retribuciones complementarias;;3.325,75;
;;;12100; Complemento de destino;1.567,35;;
;;;12101; Complemento específico;1.758,40;;
v;;;13;Laborales;;259,95;
;;;130;Laboral fijo;;259,95;
;;;13000; Retribuciones básicas;202,44;;
;;;13001; Otras remuneraciones;57,51;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.317,49;
;;;160;Cuotas sociales;;1.317,49;
v;;;16000; Seguridad Social;1.317,49;;
;;;;TOTAL GASTOS DE PERSONAL;;8.648,49;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;130,00;
;;;213;Maquinaria, instalaciones y utillaje;;130,00;
v;;;22;Material, suministros y otros;;30.485,21;
;;;220;Material de oficina;;4.320,33;
;;;22000; Ordinario no inventariable;48,20;;
;;;22001; Prensa, revistas, libros y otras publicaciones;4.272,13;;
;;;221;Suministros;;3.711,00;
;;;22104; Vestuario;43,10;;
;;;22106; Productos farmacéuticos y material sanitario;3.661,50;;
;;;22199; Otros suministros;6,40;;
;;;222;Comunicaciones;;1.225,70;
;;;22200; Servicios de telecomunicaciones;1.224,70;;
;;;22201; Postales y mensajería;1,00;;
;;;223;Transportes;;260,00;
;;;225;Tributos;;17,50;
;;;22500; Estatales;2,50;;
;;;22501; Autonómicos;5,00;;
v;;;22502; Locales;10,00;;
;;;226;Gastos diversos;;5.430,55;
;;;22602; Publicidad y propaganda;2.086,15;;
;;;22606; Reuniones, conferencias y cursos;647,11;;
;;;22610; Actividades realizadas mediante convenio;1.824,79;;
;;;22616; Actividades relativas a la lucha contra el SIDA;872,50;;
;;;227;Trabajos realizados por otras empresas y profesionales;;15.520,13;
;;;22706; Estudios y trabajos técnicos;15.520,13;;
v;;;23;Indemnizaciones por razón del servicio;;287,40;
;;;230;Dietas;;85,39;
;;;231;Locomoción;;202,01;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;30.902,61;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;106.069,07;
v;;;452;A Comunidades Autónomas, para equipamiento del Plan de Acción de Salud Mental y COVID-19;;16.000,00;
v;;;453;Al Instituto Universitario de Enfermedades Tropicales y Salud Pública de Canarias para la investigación, desarrollo e innovación en los campos de las enfermedades tropicales y salud pública;;450,00;
v;;;454;A Comunidades Autónomas, para Estrategias frente a enfermedades raras, enfermedades neurodegenerativas (incluida ELA);;2.818,07;
v;;;456;A Comunidades Autónomas, para Marco estratégico de Atención Primaria y Comunitaria;;85.301,00;
v;;;457;A la Comunidad Autónoma de Canarias, convenio específico con la Comunidad Autónoma para la atención a la salud mental en la isla de La Palma derivada del volcán.;;1.500,00;
v;;;48;A familias e instituciones sin fines de lucro;;2.163,77;
v;;;484;Ayudas sociales para personas con hemofilia u otras coagulopatías;;18,00;
v;;;486;Para subvenciones a instituciones de cualquier titularidad, sin ánimo de lucro, con destino a financiar Programas de Prevención y Control del SIDA y otras ITS;;2.000,00;
v;;;488;Para el pago de ayudas sociales a enfermos contaminados de VIH por tratamiento con hemoderivados por transfusiones sanguíneas y sus familiares;;145,77;
v;;;49;Al exterior;;526,00;
v;;;491;A la Oficina de la Organización Mundial de la Salud;;326,00;
v;;;492;OCDE (Organización para la Cooperación y el Desarrollo Económicos);;200,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;108.758,84;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;451,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;451,00;
;;;64;Gastos de inversiones de carácter inmaterial;;18,15;
;;;640;Gastos en inversiones de carácter inmaterial;;18,15;
;;;;TOTAL INVERSIONES REALES;;469,15;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;568.374,00;
v;;;750;A Comunidades Autónomas, para Marco estratégico de Atención Primaria y Comunitaria;;87.124,00;
v;;;751;A Comunidades Autónomas, para equipamiento del Plan de Acción de Salud Mental y COVID-19;;8.000,00;
v;;;752;A Comunidades Autónomas, para infraestructuras y equipamientos en Atención Primaria y Comunitaria;;406.750,00;
v;;;753;A Comunidades Autónomas, para infraestructuras y equipamiento en Salud Mental Comunitaria;;14.500,00;
v;;;754;A Universidades para el impulso del Grado en Medicina;;52.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;568.374,00;
 ; ;;;;;;
;;;;TOTAL Salud pública, sanidad exterior y calidad;;717.153,09;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE SALUD PÚBLICA Y EQUIDAD EN SALUD;;717.153,09;
 ; ;;;;;;
 ; ;;;;;;
v;09;;;DIRECCIÓN GENERAL DE CARTERA COMÚN DE SERVICIOS DEL SISTEMA NACIONAL DE SALUD Y FARMACIA;;;
v;;313A;;Prestaciones sanitarias y farmacia;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;3.487,70;
;;;120;Retribuciones básicas;;1.914,32;
;;;12000; Sueldos del grupo A1 y grupo A;821,07;;
;;;12001; Sueldos del grupo A2 y grupo B;255,22;;
;;;12002; Sueldos del grupo C1 y grupo C;134,55;;
;;;12003; Sueldos del grupo C2 y grupo D;67,14;;
;;;12005; Trienios;325,00;;
;;;12006; Pagas extraordinarias;311,34;;
;;;121;Retribuciones complementarias;;1.573,38;
;;;12100; Complemento de destino;712,58;;
;;;12101; Complemento específico;860,80;;
v;;;13;Laborales;;23,77;
;;;130;Laboral fijo;;23,77;
;;;13000; Retribuciones básicas;17,97;;
;;;13001; Otras remuneraciones;5,80;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;665,09;
;;;160;Cuotas sociales;;665,09;
v;;;16000; Seguridad Social;665,09;;
;;;;TOTAL GASTOS DE PERSONAL;;4.237,60;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;6.323,70;
;;;220;Material de oficina;;3,00;
;;;22001; Prensa, revistas, libros y otras publicaciones;2,00;;
;;;22002; Material informático no inventariable;1,00;;
;;;226;Gastos diversos;;49,00;
;;;22603; Jurídicos, contenciosos;20,00;;
;;;22606; Reuniones, conferencias y cursos;29,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;500,00;
;;;22706; Estudios y trabajos técnicos;500,00;;
v;;;228;Gastos originados en el Sistema Nacional de Salud derivados de la emergencia de salud pública en relación con el COVID-19 en España;;5.771,70;
v;;;23;Indemnizaciones por razón del servicio;;32,00;
;;;230;Dietas;;10,00;
;;;231;Locomoción;;22,00;
