;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 13 MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;12103; Otros complementos;34.341,85;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;816,60;
;;;12300; Indemnización por destino en el extranjero;816,60;;
;;;125;Para retribuir al personal sustituto de la Administración de Justicia;;10.930,25;
v;;;13;Laborales;;16.382,98;
;;;130;Laboral fijo;;14.778,92;
;;;13000; Retribuciones básicas;12.768,93;;
;;;13001; Otras remuneraciones;2.009,99;;
;;;131;Laboral eventual;;1.604,06;
v;;;14;Otro personal;;13.759,47;
;;;143;Otro personal;;13.759,47;
v;;;15;Incentivos al rendimiento;;547,44;
v;;;151;Gratificaciones;;547,44;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;101.163,63;
;;;160;Cuotas sociales;;98.258,55;
v;;;16000; Seguridad Social;98.258,55;;
;;;162;Gastos sociales del personal;;2.905,08;
v;;;16200; Formación y perfeccionamiento del personal;543,15;;
v;;;16204; Acción social;682,18;;
;;;16205; Seguros;40,05;;
;;;16209; Otros;1.639,70;;
;;;;TOTAL GASTOS DE PERSONAL;;1.323.862,38;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;11.156,15;
v;;;202;Arrendamientos de edificios y otras construcciones;;10.463,15;
;;;203;Arrendamientos de maquinaria, instalaciones y utillaje;;182,00;
;;;209;Cánones;;511,00;
v;;;21;Reparaciones, mantenimiento y conservación;;15.544,46;
;;;212;Edificios y otras construcciones;;1.418,69;
;;;213;Maquinaria, instalaciones y utillaje;;7.979,39;
;;;214;Elementos de transporte;;41,47;
;;;215;Mobiliario y enseres;;1.747,43;
;;;216;Equipos para procesos de la información;;4.357,48;
v;;;22;Material, suministros y otros;;93.130,96;
;;;220;Material de oficina;;7.912,60;
;;;22000; Ordinario no inventariable;4.350,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;444,44;;
;;;22002; Material informático no inventariable;3.118,16;;
;;;221;Suministros;;16.804,92;
;;;22100; Energía eléctrica;8.000,00;;
;;;22101; Agua;275,00;;
;;;22102; Gas;800,00;;
;;;22103; Combustible;1.600,00;;
;;;22104; Vestuario;48,00;;
;;;22106; Productos farmacéuticos y material sanitario;4.800,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;12,28;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;42,00;;
;;;22199; Otros suministros;1.227,64;;
;;;222;Comunicaciones;;1.637,90;
;;;22200; Servicios de telecomunicaciones;1.200,00;;
;;;22201; Postales y mensajería;400,00;;
;;;22299; Otras;37,90;;
;;;223;Transportes;;2.700,00;
;;;224;Primas de seguros;;9,07;
;;;225;Tributos;;3.500,00;
v;;;22502; Locales;3.500,00;;
;;;226;Gastos diversos;;20.515,55;
v;;;22601; Atenciones protocolarias y representativas;108,83;;
;;;22602; Publicidad y propaganda;19,97;;
;;;22603; Jurídicos, contenciosos;5.050,00;;
;;;22606; Reuniones, conferencias y cursos;158,21;;
;;;22607; Oposiciones y pruebas selectivas;2.500,00;;
;;;22610; Gastos de funcionamiento del Tribunal del Jurado;503,00;;
v;;;22618; Para la atención de las reclamaciones derivadas del artículo 116 de la Ley 36/2011, de 10 de octubre, reguladora de la jurisdicción social, incluidas obligaciones de ejercicios anteriores;10.000,00;;
;;;22699; Otros;2.175,54;;
;;;227;Trabajos realizados por otras empresas y profesionales;;40.050,92;
;;;22700; Limpieza y aseo;11.914,92;;
;;;22701; Seguridad;16.100,00;;
;;;22702; Valoraciones y peritajes;1.000,00;;
;;;22704; Custodia, depósito y almacenaje;4.585,00;;
;;;22706; Estudios y trabajos técnicos;5.750,00;;
v;;;22711; Para programas de atención a víctimas del delito y de lucha contra la criminalidad y demás fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;1,00;;
v;;;22712; Para toda clase de gastos derivados del funcionamiento y gestión de la Oficina de Recuperación y Gestión de Activos (ORGA);200,00;;
;;;22799; Otros;500,00;;
v;;;23;Indemnizaciones por razón del servicio;;3.018,87;
;;;230;Dietas;;507,78;
;;;231;Locomoción;;1.292,00;
;;;232;Traslado;;55,09;
;;;233;Otras indemnizaciones;;1.164,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;122.850,44;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;625,77;
v;;;352;Intereses de demora;;625,77;
;;;;TOTAL GASTOS FINANCIEROS;;625,77;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;1,00;
v;;;454;A Comunidades Autónomas. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
v;;;46;A Entidades Locales;;1.995,21;
v;;;462;Subvención por gastos Juzgados de Paz (art. 52 Ley de Demarcación y de Planta Judicial);;1.994,21;
v;;;463;A Entidades Locales. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
v;;;48;A familias e instituciones sin fines de lucro;;54.341,32;
v;;;480;A ONGs y entidades privadas sin ánimo de lucro. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
v;;;483;Al Consejo General de la Abogacía Española como aportación del Estado para indemnizar a los abogados en los asuntos de asistencia jurídica gratuita;;46.418,99;
;;;48300; Asistencia jurídica gratuita;39.062,18;;
;;;48301; Asistencia jurídica gratuita especializada;7.356,81;;
v;;;484;Al Consejo General de los Procuradores de España como aportación del Estado para indemnizar a los procuradores en los asuntos de asistencia jurídica gratuita;;5.033,53;
;;;48400; Asistencia jurídica gratuita;4.201,20;;
;;;48401; Asistencia jurídica gratuita especializada;832,33;;
v;;;485;Al Consejo General de la Abogacía para financiar conforme a baremo los impagos del turno de oficio y las liquidaciones pendientes desde el último trimestre de 2019;;1.836,00;
v;;;488;Compensación por la prestación de la asistencia psicológica a las víctimas y pericias psicológicas en los procesos judiciales, mediante convenio con el Consejo General de Colegios Oficiales de Psicólogos;;1.051,80;
v;;;49;Al exterior;;1,00;
v;;;495;A organismos internacionales. Para la satisfacción de los fines previstos en la disposición adicional sexta de la Ley de Enjuiciamiento Criminal;;1,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;56.338,53;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;120.551,14;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;39.997,59;
;;;623;Para el impulso de la modernización del Servicio Público de Justicia;;80.553,55;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;17.168,74;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;17.168,74;
;;;64;Gastos de inversiones de carácter inmaterial;;17.000,56;
;;;640;Gastos en inversiones de carácter inmaterial;;17.000,56;
;;;;TOTAL INVERSIONES REALES;;154.720,44;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;536,00;
v;;;830;Préstamos a corto plazo;;536,00;
v;;;83010; Anticipos reintegrables a trabajadores con sentencia judicial favorable;536,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;536,00;
 ; ;;;;;;
;;;;TOTAL Tribunales de Justicia y Ministerio Fiscal;;1.658.933,56;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;16.714,74;
v;;;411;Al Centro de Estudios Jurídicos de la Administración de Justicia;;16.714,74;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;16.714,74;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;777,00;
v;;;711;Al Centro de Estudios Jurídicos de la Administración de Justicia;;777,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;777,00;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;17.491,74;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE JUSTICIA;;1.676.425,30;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;DIRECCIÓN GENERAL DE SEGURIDAD JURÍDICA Y FE PÚBLICA;;;
v;;113M;;Registros vinculados con la Fe Pública;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;14.122,24;
;;;120;Retribuciones básicas;;7.920,29;
;;;12000; Sueldos del grupo A1 y grupo A;1.479,58;;
;;;12001; Sueldos del grupo A2 y grupo B;789,03;;
;;;12002; Sueldos del grupo C1 y grupo C;1.905,16;;
;;;12003; Sueldos del grupo C2 y grupo D;613,59;;
;;;12005; Trienios;1.539,00;;
;;;12006; Pagas extraordinarias;1.593,93;;
;;;121;Retribuciones complementarias;;5.994,86;
;;;12100; Complemento de destino;3.402,08;;
;;;12101; Complemento específico;2.274,60;;
;;;12102; Indemnización por residencia;37,82;;
;;;12103; Otros complementos;280,36;;
;;;125;Para retribuir al personal sustituto de la Administración de Justicia;;207,09;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.653,84;
;;;160;Cuotas sociales;;1.653,84;
v;;;16000; Seguridad Social;1.653,84;;
;;;;TOTAL GASTOS DE PERSONAL;;15.837,12;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;172,87;
;;;216;Equipos para procesos de la información;;172,87;
v;;;22;Material, suministros y otros;;3.729,72;
;;;220;Material de oficina;;15,82;
;;;22000; Ordinario no inventariable;15,32;;
;;;22001; Prensa, revistas, libros y otras publicaciones;0,50;;
;;;221;Suministros;;2.892,68;
v;;;22109; Labores Fábrica Nacional Moneda y Timbre;2.592,68;;
;;;22199; Otros suministros;300,00;;
;;;223;Transportes;;1,00;
;;;225;Tributos;;40,00;
v;;;22502; Locales;40,00;;
;;;226;Gastos diversos;;455,22;
;;;22603; Jurídicos, contenciosos;450,00;;
;;;22606; Reuniones, conferencias y cursos;1,06;;
;;;22607; Oposiciones y pruebas selectivas;3,16;;
;;;22699; Otros;1,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;325,00;
;;;22706; Estudios y trabajos técnicos;325,00;;
v;;;23;Indemnizaciones por razón del servicio;;91,00;
;;;230;Dietas;;30,00;
;;;231;Locomoción;;31,00;
;;;233;Otras indemnizaciones;;30,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.993,59;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;15,00;
v;;;352;Intereses de demora;;15,00;
;;;;TOTAL GASTOS FINANCIEROS;;15,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;16.262,59;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;16.262,59;
;;;64;Gastos de inversiones de carácter inmaterial;;560,71;
;;;640;Gastos en inversiones de carácter inmaterial;;560,71;
;;;;TOTAL INVERSIONES REALES;;16.823,30;
 ; ;;;;;;
;;;;TOTAL Registros vinculados con la Fe Pública;;36.669,01;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE SEGURIDAD JURÍDICA Y FE PÚBLICA;;36.669,01;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;ABOGACÍA GENERAL DEL ESTADO;;;
v;;921S;;Asesoramiento y defensa de los intereses del Estado;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;193,20;
;;;100;Retribuciones básicas y otras remuneraciones;;193,20;
;;;10000; Retribuciones básicas;57,13;;
;;;10001; Retribuciones complementarias;136,07;;
v;;;12;Funcionarios;;31.757,45;
;;;120;Retribuciones básicas;;13.757,44;
;;;12000; Sueldos del grupo A1 y grupo A;5.358,87;;
;;;12001; Sueldos del grupo A2 y grupo B;784,03;;
;;;12002; Sueldos del grupo C1 y grupo C;1.756,38;;
;;;12003; Sueldos del grupo C2 y grupo D;1.317,20;;
;;;12005; Trienios;1.938,48;;
;;;12006; Pagas extraordinarias;2.602,48;;
;;;121;Retribuciones complementarias;;17.690,37;
;;;12100; Complemento de destino;6.267,59;;
;;;12101; Complemento específico;11.409,00;;
;;;12102; Indemnización por residencia;13,78;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;309,64;
;;;12300; Indemnización por destino en el extranjero;304,64;;
;;;12301; Indemnización por educación;5,00;;
v;;;13;Laborales;;189,19;
;;;130;Laboral fijo;;189,19;
;;;13000; Retribuciones básicas;181,41;;
;;;13001; Otras remuneraciones;7,78;;
v;;;14;Otro personal;;157,18;
;;;143;Otro personal;;157,18;
v;;;15;Incentivos al rendimiento;;3.728,40;
v;;;150;Productividad;;3.728,40;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;2.575,15;
;;;160;Cuotas sociales;;2.525,15;
v;;;16000; Seguridad Social;2.525,15;;
;;;162;Gastos sociales del personal;;50,00;
v;;;16200; Formación y perfeccionamiento del personal;50,00;;
;;;;TOTAL GASTOS DE PERSONAL;;38.600,57;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;1.236,71;
v;;;202;Arrendamientos de edificios y otras construcciones;;1.236,71;
v;;;21;Reparaciones, mantenimiento y conservación;;246,82;
;;;212;Edificios y otras construcciones;;90,19;
;;;213;Maquinaria, instalaciones y utillaje;;97,96;
;;;215;Mobiliario y enseres;;1,00;
;;;216;Equipos para procesos de la información;;57,67;
v;;;22;Material, suministros y otros;;2.196,47;
;;;220;Material de oficina;;285,91;
;;;22000; Ordinario no inventariable;84,91;;
;;;22001; Prensa, revistas, libros y otras publicaciones;76,00;;
;;;22002; Material informático no inventariable;125,00;;
;;;221;Suministros;;486,20;
;;;22100; Energía eléctrica;165,84;;
;;;22101; Agua;3,34;;
;;;22102; Gas;1,82;;
;;;22103; Combustible;10,94;;
;;;22104; Vestuario;8,96;;
;;;22106; Productos farmacéuticos y material sanitario;0,27;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;15,03;;
;;;22199; Otros suministros;280,00;;
;;;222;Comunicaciones;;48,85;
;;;22201; Postales y mensajería;48,85;;
;;;223;Transportes;;15,09;
;;;225;Tributos;;137,00;
v;;;22502; Locales;137,00;;
;;;226;Gastos diversos;;23,00;
;;;22606; Reuniones, conferencias y cursos;4,00;;
;;;22607; Oposiciones y pruebas selectivas;2,00;;
;;;22699; Otros;17,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1.200,42;
;;;22700; Limpieza y aseo;188,42;;
;;;22706; Estudios y trabajos técnicos;678,00;;
;;;22715; Trabajos realizados por otras empresas y profesionales en el exterior;320,00;;
;;;22799; Otros;14,00;;
v;;;23;Indemnizaciones por razón del servicio;;268,25;
;;;230;Dietas;;84,61;
;;;231;Locomoción;;89,82;
;;;232;Traslado;;60,00;
;;;233;Otras indemnizaciones;;33,82;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.948,25;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;56,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;56,00;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.702,45;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.702,45;
;;;64;Gastos de inversiones de carácter inmaterial;;329,96;
;;;640;Gastos en inversiones de carácter inmaterial;;329,96;
;;;;TOTAL INVERSIONES REALES;;2.088,41;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;20,28;
v;;;830;Préstamos a corto plazo;;4,80;
;;;83008; Familias e instituciones sin fines de lucro;4,80;;
v;;;831;Préstamos a largo plazo;;15,48;
;;;83108; Familias e instituciones sin fines de lucro;15,48;;
;;;;TOTAL ACTIVOS FINANCIEROS;;20,28;
 ; ;;;;;;
;;;;TOTAL Asesoramiento y defensa de los intereses del Estado;;44.657,51;
 ; ;;;;;;
;;;;TOTAL ABOGACÍA GENERAL DEL ESTADO;;44.657,51;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;SECRETARÍA GENERAL PARA LA INNOVACIÓN Y CALIDAD DEL SERVICIO PÚBLICO DE JUSTICIA. FISCALÍA GENERAL;;;
v;;112A;;Tribunales de Justicia y Ministerio Fiscal;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;1.890,53;
;;;100;Retribuciones básicas y otras remuneraciones;;1.890,53;
;;;10000; Retribuciones básicas;603,51;;
;;;10001; Retribuciones complementarias;1.287,02;;
v;;;12;Funcionarios;;8.205,08;
;;;120;Retribuciones básicas;;4.230,15;
;;;12000; Sueldos del grupo A1 y grupo A;936,51;;
;;;12001; Sueldos del grupo A2 y grupo B;319,67;;
;;;12002; Sueldos del grupo C1 y grupo C;773,58;;
;;;12003; Sueldos del grupo C2 y grupo D;266,20;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,45;;
;;;12005; Trienios;940,51;;
;;;12006; Pagas extraordinarias;986,23;;
;;;121;Retribuciones complementarias;;3.974,93;
;;;12100; Complemento de destino;2.866,43;;
;;;12101; Complemento específico;1.027,25;;
;;;12103; Otros complementos;81,25;;
v;;;13;Laborales;;153,35;
;;;130;Laboral fijo;;101,61;
;;;13000; Retribuciones básicas;93,95;;
;;;13001; Otras remuneraciones;7,66;;
;;;131;Laboral eventual;;51,74;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;707,82;
;;;160;Cuotas sociales;;704,68;
v;;;16000; Seguridad Social;704,68;;
;;;162;Gastos sociales del personal;;3,14;
v;;;16204; Acción social;3,14;;
;;;;TOTAL GASTOS DE PERSONAL;;10.956,78;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;33,84;
;;;212;Edificios y otras construcciones;;19,84;
;;;213;Maquinaria, instalaciones y utillaje;;8,00;
;;;215;Mobiliario y enseres;;6,00;
v;;;22;Material, suministros y otros;;109,16;
;;;220;Material de oficina;;13,00;
;;;22000; Ordinario no inventariable;1,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;10,00;;
;;;22002; Material informático no inventariable;2,00;;
;;;221;Suministros;;23,80;
;;;22101; Agua;6,40;;
;;;22102; Gas;13,00;;
;;;22104; Vestuario;0,50;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;1,00;;
;;;22199; Otros suministros;2,90;;
;;;222;Comunicaciones;;1,00;
;;;22200; Servicios de telecomunicaciones;1,00;;
;;;223;Transportes;;0,80;
;;;225;Tributos;;4,00;
v;;;22502; Locales;4,00;;
;;;226;Gastos diversos;;47,49;
v;;;22601; Atenciones protocolarias y representativas;20,79;;
;;;22606; Reuniones, conferencias y cursos;26,70;;
;;;227;Trabajos realizados por otras empresas y profesionales;;19,07;
;;;22700; Limpieza y aseo;4,00;;
;;;22701; Seguridad;0,77;;
;;;22702; Valoraciones y peritajes;1,00;;
;;;22704; Custodia, depósito y almacenaje;1,00;;
;;;22706; Estudios y trabajos técnicos;11,30;;
;;;22799; Otros;1,00;;
