;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;11;Personal eventual;;321,42;
;;;110;Retribuciones básicas y otras remuneraciones;;321,42;
;;;11000; Retribuciones básicas;102,64;;
;;;11001; Retribuciones complementarias;218,78;;
v;;;12;Funcionarios;;101.715,79;
;;;120;Retribuciones básicas;;14.933,08;
;;;12000; Sueldos del grupo A1 y grupo A;1.322,91;;
;;;12001; Sueldos del grupo A2 y grupo B;3.174,63;;
;;;12002; Sueldos del grupo C1 y grupo C;3.141,18;;
;;;12003; Sueldos del grupo C2 y grupo D;1.827,19;;
;;;12005; Trienios;2.753,32;;
;;;12006; Pagas extraordinarias;2.713,85;;
;;;121;Retribuciones complementarias;;86.782,71;
;;;12100; Complemento de destino;6.317,33;;
;;;12101; Complemento específico;8.305,91;;
;;;12102; Indemnización por residencia;209,47;;
;;;12103; Otros complementos;3.071,00;;
;;;12181; Necesidades adicionales;68.879,00;;
v;;;13;Laborales;;5.330,49;
;;;130;Laboral fijo;;5.254,82;
;;;13000; Retribuciones básicas;4.945,55;;
;;;13001; Otras remuneraciones;309,27;;
;;;131;Laboral eventual;;75,67;
v;;;15;Incentivos al rendimiento;;16.742,12;
v;;;150;Productividad;;16.081,88;
v;;;151;Gratificaciones;;660,24;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;5.837,75;
;;;160;Cuotas sociales;;3.703,49;
v;;;16000; Seguridad Social;3.703,49;;
;;;162;Gastos sociales del personal;;2.134,26;
v;;;16200; Formación y perfeccionamiento del personal;642,38;;
v;;;16201; Economatos y comedores;32,10;;
v;;;16204; Acción social;1.080,44;;
;;;16205; Seguros;94,79;;
;;;16209; Otros;284,55;;
;;;;TOTAL GASTOS DE PERSONAL;;130.217,17;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;27.418,32;
v;;;202;Arrendamientos de edificios y otras construcciones;;27.401,68;
;;;205;Arrendamientos de mobiliario y enseres;;7,64;
;;;208;Arrendamientos de otro inmovilizado material;;9,00;
v;;;21;Reparaciones, mantenimiento y conservación;;5.451,11;
;;;212;Edificios y otras construcciones;;3.529,40;
;;;213;Maquinaria, instalaciones y utillaje;;1.235,34;
;;;215;Mobiliario y enseres;;217,90;
;;;216;Equipos para procesos de la información;;468,47;
v;;;22;Material, suministros y otros;;38.969,85;
;;;220;Material de oficina;;765,91;
;;;22000; Ordinario no inventariable;466,45;;
;;;22001; Prensa, revistas, libros y otras publicaciones;151,46;;
;;;22002; Material informático no inventariable;148,00;;
;;;221;Suministros;;10.656,65;
;;;22100; Energía eléctrica;7.604,26;;
;;;22101; Agua;143,62;;
;;;22102; Gas;253,48;;
;;;22103; Combustible;1.489,73;;
;;;22104; Vestuario;15,84;;
;;;22106; Productos farmacéuticos y material sanitario;18,49;;
v;;;22109; Labores Fábrica Nacional Moneda y Timbre;30,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;98,69;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;62,88;;
;;;22199; Otros suministros;939,66;;
;;;222;Comunicaciones;;920,60;
;;;22200; Servicios de telecomunicaciones;900,00;;
;;;22299; Otras;20,60;;
;;;223;Transportes;;38,90;
;;;225;Tributos;;7.260,50;
v;;;22502; Locales;3.686,27;;
;;;22503; Tasa de supervisión (L.O. 6/2013, de 14 de noviembre);3.574,23;;
;;;226;Gastos diversos;;7.166,97;
v;;;22601; Atenciones protocolarias y representativas;88,58;;
;;;22602; Publicidad y propaganda;46,09;;
;;;22603; Jurídicos, contenciosos;6.906,49;;
;;;22606; Reuniones, conferencias y cursos;102,26;;
;;;22607; Oposiciones y pruebas selectivas;9,37;;
;;;22699; Otros;14,18;;
;;;227;Trabajos realizados por otras empresas y profesionales;;12.160,32;
;;;22700; Limpieza y aseo;3.626,83;;
;;;22701; Seguridad;3.372,79;;
;;;22704; Custodia, depósito y almacenaje;50,00;;
;;;22706; Estudios y trabajos técnicos;2.216,42;;
v;;;22716; Para AIREF por trabajos de revisión de determinadas áreas de gasto público;1.295,28;;
;;;22799; Otros;1.599,00;;
v;;;23;Indemnizaciones por razón del servicio;;1.247,78;
;;;230;Dietas;;293,99;
;;;231;Locomoción;;297,38;
;;;232;Traslado;;46,41;
;;;233;Otras indemnizaciones;;610,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;73.087,06;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;3.890,00;
v;;;352;Intereses de demora;;3.890,00;
;;;;TOTAL GASTOS FINANCIEROS;;3.890,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;490.842,24;
v;;;442;A la Corporación R.T.V.E.;;489.552,24;
v;;;44200; Para la prestación del servicio público de radio y televisión.;478.229,28;;
v;;;44201; Para las actividades ordinarias de la Orquesta y Coro de R.T.V.E.;11.322,96;;
v;;;448;Al Consorcio de la Zona Especial Canaria;;1.290,00;
v;;;47;A empresas privadas;;320.000,00;
v;;;471;Para pagos de reclamaciones y sentencias por responsabilidad patrimonial del Estado legislador;;320.000,00;
v;;;48;A familias e instituciones sin fines de lucro;;30.533,73;
v;;;480;A familias e instituciones sin fines de lucro;;515,85;
;;;48000; Para concesión de becas, asistencia a congresos, cursos, seminarios y otras subvenciones;515,85;;
v;;;481;A la Hermandad de Jubilados del Ministerio de Economía y Hacienda;;17,88;
v;;;483;Para pagos de reclamaciones y sentencias por responsabilidad patrimonial del Estado legislador;;30.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;841.375,97;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;20,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;20,00;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;10.911,80;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;10.911,80;
;;;;TOTAL INVERSIONES REALES;;10.931,80;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;604,35;
v;;;830;Préstamos a corto plazo;;604,35;
;;;83008; Familias e instituciones sin fines de lucro;604,35;;
v;;;87;Aportaciones patrimoniales;;3.000,00;
v;;;871;Aportación patrimonial al Consorcio de la Zona Franca de Gran Canaria;;450,00;
v;;;874;Aportación patrimonial al Consorcio de la Zona Franca de Santa Cruz de Tenerife;;450,00;
v;;;875;Aportación patrimonial al Consorcio de la Zona Franca de Santander;;450,00;
v;;;876;Aportación patrimonial al Consorcio de la Zona Franca de Sevilla;;1.650,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;3.604,35;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Hacienda y Función Pública;;1.063.106,35;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;35.381,00;
v;;;411;Al Parque Móvil del Estado;;35.381,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;35.381,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;1.124,00;
v;;;711;Al Parque Móvil del Estado;;1.124,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.124,00;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;36.505,00;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;1.113.290,25;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;923M;;Dirección y Servicios Generales de Hacienda y Función Pública;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;8.242,47;
;;;120;Retribuciones básicas;;2.957,47;
;;;12000; Sueldos del grupo A1 y grupo A;847,26;;
;;;12001; Sueldos del grupo A2 y grupo B;462,70;;
;;;12002; Sueldos del grupo C1 y grupo C;332,94;;
;;;12003; Sueldos del grupo C2 y grupo D;273,08;;
;;;12005; Trienios;509,02;;
;;;12006; Pagas extraordinarias;532,47;;
;;;121;Retribuciones complementarias;;3.457,68;
;;;12100; Complemento de destino;1.389,55;;
;;;12101; Complemento específico;2.068,13;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;1.827,32;
;;;12300; Indemnización por destino en el extranjero;1.827,32;;
v;;;13;Laborales;;430,73;
;;;130;Laboral fijo;;156,59;
;;;13000; Retribuciones básicas;146,05;;
;;;13001; Otras remuneraciones;10,54;;
;;;133;Laboral en el extranjero;;274,14;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;680,00;
;;;160;Cuotas sociales;;680,00;
v;;;16000; Seguridad Social;680,00;;
;;;;TOTAL GASTOS DE PERSONAL;;9.414,25;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;19,00;
v;;;202;Arrendamientos de edificios y otras construcciones;;15,00;
;;;206;Arrendamientos de equipos para procesos de información;;3,00;
;;;20615; Arrendamientos equipos procesos de información en el exterior;3,00;;
;;;208;Arrendamientos de otro inmovilizado material;;1,00;
;;;20815; Arrendamiento de otro inmovilizado material en el exterior;1,00;;
v;;;21;Reparaciones, mantenimiento y conservación;;20,00;
;;;218;Bienes situados en el exterior;;20,00;
v;;;22;Material, suministros y otros;;647,04;
;;;220;Material de oficina;;166,32;
;;;22001; Prensa, revistas, libros y otras publicaciones;145,98;;
;;;22002; Material informático no inventariable;7,00;;
;;;22015; Material de oficina en el exterior;13,34;;
;;;221;Suministros;;10,00;
;;;22115; Suministros en el exterior;10,00;;
;;;222;Comunicaciones;;17,00;
;;;22215; Comunicaciones en el exterior;17,00;;
;;;226;Gastos diversos;;15,99;
v;;;22601; Atenciones protocolarias y representativas;8,16;;
;;;22615; Gastos diversos en el exterior;7,83;;
;;;227;Trabajos realizados por otras empresas y profesionales;;437,73;
;;;22706; Estudios y trabajos técnicos;422,73;;
;;;22715; Trabajos realizados por otras empresas y profesionales en el exterior;15,00;;
v;;;24;Gastos de publicaciones;;218,23;
;;;240;Gastos de edición y distribución;;218,23;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;904,27;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;42,34;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;42,34;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;47,50;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;47,50;
;;;64;Gastos de inversiones de carácter inmaterial;;485,88;
;;;640;Gastos en inversiones de carácter inmaterial;;485,88;
;;;;TOTAL INVERSIONES REALES;;575,72;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Hacienda y Función Pública;;10.894,24;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;10.894,24;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;DIRECCIÓN GENERAL DEL PATRIMONIO DEL ESTADO;;;
v;;467G;;Investigación y desarrollo de la Sociedad de la Información;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;760,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;760,00;
;;;64;Gastos de inversiones de carácter inmaterial;;8.440,00;
;;;640;Gastos en inversiones de carácter inmaterial;;8.440,00;
;;;;TOTAL INVERSIONES REALES;;9.200,00;
 ; ;;;;;;
;;;;TOTAL Investigación y desarrollo de la Sociedad de la Información;;9.200,00;
 ; ;;;;;;
v;;923A;;Gestión del Patrimonio del Estado;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;6.075,09;
;;;120;Retribuciones básicas;;2.778,39;
;;;12000; Sueldos del grupo A1 y grupo A;743,21;;
;;;12001; Sueldos del grupo A2 y grupo B;700,48;;
;;;12002; Sueldos del grupo C1 y grupo C;188,19;;
;;;12003; Sueldos del grupo C2 y grupo D;140,56;;
;;;12005; Trienios;518,15;;
;;;12006; Pagas extraordinarias;487,80;;
;;;121;Retribuciones complementarias;;3.296,70;
;;;12100; Complemento de destino;1.285,99;;
;;;12101; Complemento específico;2.010,71;;
v;;;13;Laborales;;48,30;
;;;130;Laboral fijo;;48,30;
;;;13000; Retribuciones básicas;45,40;;
;;;13001; Otras remuneraciones;2,90;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;500,00;
;;;160;Cuotas sociales;;500,00;
v;;;16000; Seguridad Social;500,00;;
;;;;TOTAL GASTOS DE PERSONAL;;6.684,44;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;993,84;
;;;212;Edificios y otras construcciones;;783,12;
;;;215;Mobiliario y enseres;;18,58;
;;;216;Equipos para procesos de la información;;192,14;
v;;;22;Material, suministros y otros;;4.835,70;
;;;221;Suministros;;181,82;
;;;22100; Energía eléctrica;64,62;;
;;;22101; Agua;117,20;;
;;;225;Tributos;;1.184,03;
v;;;22502; Locales;1.184,03;;
;;;226;Gastos diversos;;181,75;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22602; Publicidad y propaganda;26,14;;
;;;22603; Jurídicos, contenciosos;147,37;;
;;;22606; Reuniones, conferencias y cursos;5,90;;
;;;227;Trabajos realizados por otras empresas y profesionales;;3.288,10;
;;;22700; Limpieza y aseo;141,83;;
;;;22701; Seguridad;357,61;;
;;;22702; Valoraciones y peritajes;3,45;;
;;;22704; Custodia, depósito y almacenaje;2,54;;
;;;22706; Estudios y trabajos técnicos;2.757,58;;
;;;22799; Otros;25,09;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.829,54;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;90,00;
v;;;352;Intereses de demora;;90,00;
;;;;TOTAL GASTOS FINANCIEROS;;90,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;8,00;
v;;;482;Cuota al Foro de Contratación Socialmente Responsable;;8,00;
v;;;49;Al exterior;;9,31;
v;;;494;Cuota Organización PuRE-net (Public Real Estate Network);;2,50;
v;;;496;Cuota a la Asociación XBRL España;;2,00;
v;;;497;Cuota al Centro Europeo de Empresas Públicas (CEEP);;4,81;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;17,31;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;43.656,50;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;43.656,50;
;;;64;Gastos de inversiones de carácter inmaterial;;254,50;
;;;640;Gastos en inversiones de carácter inmaterial;;254,50;
;;;;TOTAL INVERSIONES REALES;;43.911,00;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;85;Adquisición de acciones y participaciones del Sector Público;;170.000,00;
v;;;850;Adquisición de acciones y participaciones del Sector Público;;170.000,00;
;;;85010; Adquisición de acciones y participaciones del Sector Público;170.000,00;;
v;;;86;Adquisición de acciones y participaciones de fuera del Sector Público;;250,00;
v;;;863;Pago de otros justiprecios;;250,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;170.250,00;
 ; ;;;;;;
;;;;TOTAL Gestión del Patrimonio del Estado;;226.782,29;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DEL PATRIMONIO DEL ESTADO;;235.982,29;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;SECRETARÍA DE ESTADO DE HACIENDA;;;
v;;923M;;Dirección y Servicios Generales de Hacienda y Función Pública;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,31;
;;;100;Retribuciones básicas y otras remuneraciones;;80,31;
;;;10000; Retribuciones básicas;19,92;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;235,54;
;;;110;Retribuciones básicas y otras remuneraciones;;235,54;
;;;11000; Retribuciones básicas;80,13;;
;;;11001; Retribuciones complementarias;155,41;;
v;;;12;Funcionarios;;2.436,73;
;;;120;Retribuciones básicas;;569,64;
;;;12000; Sueldos del grupo A1 y grupo A;118,92;;
;;;12001; Sueldos del grupo A2 y grupo B;51,42;;
;;;12002; Sueldos del grupo C1 y grupo C;91,69;;
;;;12003; Sueldos del grupo C2 y grupo D;96,38;;
;;;12005; Trienios;105,60;;
;;;12006; Pagas extraordinarias;105,63;;
;;;121;Retribuciones complementarias;;1.867,09;
;;;12100; Complemento de destino;257,81;;
;;;12101; Complemento específico;381,28;;
;;;12103; Otros complementos;1.228,00;;
v;;;13;Laborales;;52,12;
;;;130;Laboral fijo;;52,12;
;;;13000; Retribuciones básicas;40,79;;
;;;13001; Otras remuneraciones;11,33;;
v;;;15;Incentivos al rendimiento;;8.071,96;
v;;;150;Productividad;;8.046,12;
v;;;151;Gratificaciones;;25,84;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;130,00;
;;;160;Cuotas sociales;;130,00;
v;;;16000; Seguridad Social;130,00;;
;;;;TOTAL GASTOS DE PERSONAL;;11.006,66;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;15,35;
;;;215;Mobiliario y enseres;;9,27;
;;;216;Equipos para procesos de la información;;6,08;
v;;;22;Material, suministros y otros;;55,62;
;;;220;Material de oficina;;10,55;
;;;22001; Prensa, revistas, libros y otras publicaciones;10,55;;
;;;226;Gastos diversos;;38,18;
v;;;22601; Atenciones protocolarias y representativas;9,36;;
;;;22606; Reuniones, conferencias y cursos;28,82;;
;;;227;Trabajos realizados por otras empresas y profesionales;;6,89;
;;;22706; Estudios y trabajos técnicos;6,89;;
v;;;23;Indemnizaciones por razón del servicio;;142,85;
;;;230;Dietas;;28,93;
;;;231;Locomoción;;29,74;
;;;233;Otras indemnizaciones;;84,18;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;213,82;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;363,74;
v;;;490;Aportación a la OCDE para la financiación de la Red fiscal y el Foro Global sobre Transparencia e Intercambio de Información Tributaria;;164,50;
v;;;492;Aportación a la OCDE para la financiación de la Secretaría del Acuerdo Multilateral entre autoridades competentes y del Órgano coordinador del Convenio sobre asistencia administrativa mutua en materia fiscal;;7,24;
v;;;493;Contribución financiera de España para la aplicación del Protocolo para la eliminación del comercio ilícito de productos del tabaco;;192,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;363,74;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Hacienda y Función Pública;;11.584,22;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;25.078,60;
v;;;410;Al Instituto de Estudios Fiscales;;25.078,60;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;1.231.579,10;
v;;;435;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);;1.231.579,10;
v;;;43500; A la A.E.A.T. para gastos de funcionamiento;1.160.876,92;;
v;;;43502; A la A.E.A.T. por compensación de gastos de otros servicios;2.931,45;;
v;;;43503; A la A.E.A.T. por premio de cobranza de los recursos propios de la Unión Europea;67.770,73;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;1.256.657,70;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;1.430,00;
v;;;710;Al Instituto de Estudios Fiscales;;1.430,00;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;102.991,79;
v;;;735;A la Agencia Estatal de Administración Tributaria (A.E.A.T.);;102.991,79;
v;;;73500; A la A.E.A.T. para gastos de inversiones;102.991,79;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;104.421,79;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;1.361.079,49;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE HACIENDA;;1.372.663,71;
 ; ;;;;;;
 ; ;;;;;;
v;06;;;DIRECCIÓN GENERAL DE RACIONALIZACIÓN Y CENTRALIZACIÓN DE LA CONTRATACIÓN;;;
v;;923M;;Dirección y Servicios Generales de Hacienda y Función Pública;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;3.280,00;
;;;120;Retribuciones básicas;;1.516,04;
;;;12000; Sueldos del grupo A1 y grupo A;356,75;;
;;;12001; Sueldos del grupo A2 y grupo B;392,02;;
;;;12002; Sueldos del grupo C1 y grupo C;173,71;;
;;;12003; Sueldos del grupo C2 y grupo D;88,35;;
;;;12005; Trienios;229,95;;
;;;12006; Pagas extraordinarias;275,26;;
;;;121;Retribuciones complementarias;;1.763,96;
;;;12100; Complemento de destino;711,95;;
;;;12101; Complemento específico;1.052,01;;
v;;;13;Laborales;;27,90;
;;;130;Laboral fijo;;27,90;
;;;13000; Retribuciones básicas;25,87;;
;;;13001; Otras remuneraciones;2,03;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;325,00;
;;;160;Cuotas sociales;;325,00;
v;;;16000; Seguridad Social;325,00;;
;;;;TOTAL GASTOS DE PERSONAL;;3.693,95;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;372,71;
;;;226;Gastos diversos;;12,34;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;10,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;360,37;
;;;22706; Estudios y trabajos técnicos;360,37;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;372,71;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Hacienda y Función Pública;;4.066,66;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE RACIONALIZACIÓN Y CENTRALIZACIÓN DE LA CONTRATACIÓN;;4.066,66;
 ; ;;;;;;
 ; ;;;;;;
v;07;;;DIRECCIÓN GENERAL DE TRIBUTOS;;;
v;;931O;;Política tributaria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;5.297,74;
;;;120;Retribuciones básicas;;2.302,09;
;;;12000; Sueldos del grupo A1 y grupo A;795,24;;
;;;12001; Sueldos del grupo A2 y grupo B;359,87;;
;;;12002; Sueldos del grupo C1 y grupo C;110,99;;
;;;12003; Sueldos del grupo C2 y grupo D;184,73;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,36;;
;;;12005; Trienios;437,07;;
;;;12006; Pagas extraordinarias;406,83;;
;;;121;Retribuciones complementarias;;2.995,65;
;;;12100; Complemento de destino;1.079,68;;
;;;12101; Complemento específico;1.915,97;;
v;;;13;Laborales;;27,27;
;;;130;Laboral fijo;;27,27;
;;;13000; Retribuciones básicas;24,83;;
;;;13001; Otras remuneraciones;2,44;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;270,00;
;;;160;Cuotas sociales;;270,00;
v;;;16000; Seguridad Social;270,00;;
;;;;TOTAL GASTOS DE PERSONAL;;5.656,06;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;18,15;
;;;215;Mobiliario y enseres;;0,31;
;;;216;Equipos para procesos de la información;;17,84;
v;;;22;Material, suministros y otros;;20,40;
;;;220;Material de oficina;;1,28;
;;;22001; Prensa, revistas, libros y otras publicaciones;1,28;;
;;;226;Gastos diversos;;16,76;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;14,42;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2,36;
;;;22706; Estudios y trabajos técnicos;2,36;;
v;;;23;Indemnizaciones por razón del servicio;;240,29;
;;;230;Dietas;;69,57;
;;;231;Locomoción;;168,49;
;;;232;Traslado;;2,23;
