Servicio;Programa;Económica;Explicación;Total (miles euros);Total (euros)
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;17,31;17.310,00
4;923A;630;Inversión de reposición asociada al funcionamiento operativo;43.656,50;43.656.500,00
4;923A;640;Gastos en inversiones de carácter inmaterial;254,5;254.500,00
—;—;—;TOTAL INVERSIONES REALES;43.911,00;43.911.000,00
4;923A;85010;Adquisición de acciones y participaciones del Sector Público;170.000,00;170.000.000,00
4;923A;863;Pago de otros justiprecios;250;250.000,00
—;—;—;TOTAL ACTIVOS FINANCIEROS;170.250,00;170.250.000,00
 ; ;;Gestión del Patrimonio del Estado;226.782,29;226.782.290,00
;;;Dirección General del Patrimonio del Estado;235.982,29;235.982.290,00
5;923M;10000;Retribuciones básicas (Altos cargos);19,92;19.920,00
5;923M;10001;Retribuciones complementarias (Altos cargos);60,39;60.390,00
5;923M;11000;Retribuciones básicas (Personal eventual);80,13;80.130,00
5;923M;11001;Retribuciones complementarias (Personal eventual);155,41;155.410,00
5;923M;12000;Sueldos grupo A1 y A;118,92;118.920,00
5;923M;12001;Sueldos grupo A2 y B;51,42;51.420,00
5;923M;12002;Sueldos grupo C1 y C;91,69;91.690,00
5;923M;12003;Sueldos grupo C2 y D;96,38;96.380,00
5;923M;12005;Trienios;105,6;105.600,00
5;923M;12006;Pagas extraordinarias;105,63;105.630,00
5;923M;12100;Complemento de destino;257,81;257.810,00
5;923M;12101;Complemento específico;381,28;381.280,00
5;923M;12103;Otros complementos;1.228,00;1.228.000,00
5;923M;13000;Retribuciones básicas (Laboral fijo);40,79;40.790,00
5;923M;13001;Otras remuneraciones (Laboral fijo);11,33;11.330,00
5;923M;150;Productividad;8.046,12;8.046.120,00
5;923M;151;Gratificaciones;25,84;25.840,00
5;923M;16000;Seguridad Social;130;130.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;11.006,66;11.006.660,00
5;923M;215;Reparaciones en mobiliario y enseres;9,27;9.270,00
5;923M;216;Reparaciones en equipos informáticos;6,08;6.080,00
5;923M;22001;Prensa, revistas, libros y publicaciones;10,55;10.550,00
5;923M;22601;Atenciones protocolarias y representativas;9,36;9.360,00
5;923M;22606;Reuniones, conferencias y cursos;28,82;28.820,00
5;923M;22706;Estudios y trabajos técnicos;6,89;6.890,00
5;923M;230;Dietas;28,93;28.930,00
5;923M;231;Locomoción;29,74;29.740,00
5;923M;233;Otras indemnizaciones;84,18;84.180,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;213,82;213.820,00
5;923M;490;Aportación a la OCDE – Foro Global y Red Fiscal;164,5;164.500,00
5;923M;492;Aportación a la OCDE – Secretaría del Acuerdo Multilateral;7,24;7.240,00
5;923M;493;Contribución al Protocolo sobre comercio ilícito de tabaco;192;192.000,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;363,74;363.740,00
000X;—;410;Al Instituto de Estudios Fiscales;25.078,60;25.078.600,00
000X;—;43500;A la AEAT para gastos de funcionamiento;1.160.876,92;1.160.876.920,00
000X;—;43502;AEAT – compensación de gastos de otros servicios;2.931,45;2.931.450,00
000X;—;43503;AEAT – premio de cobranza de recursos UE;67.770,73;67.770.730,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;1.256.657,70;1.256.657.700,00
000X;—;710;Al Instituto de Estudios Fiscales;1.430,00;1.430.000,00
000X;—;73500;A la AEAT para gastos de inversiones;102.991,79;102.991.790,00
—;—;—;TOTAL TRANSFERENCIAS DE CAPITAL;104.421,79;104.421.790,00
;;;Dirección y Servicios Generales;11.584,22;11.584.220,00
;;;Transferencias y libramientos internos;1.361.079,49;1.361.079.490,00
;;;TOTAL SECRETARÍA DE ESTADO DE HACIENDA;1.372.663,71;1.372.663.710,00
6;923M;10000;Retribuciones básicas (Altos cargos);18,92;18.920,00
6;923M;10001;Retribuciones complementarias (Altos cargos);42,13;42.130,00
6;923M;12000;Sueldos grupo A1 y A;356,75;356.750,00
6;923M;12001;Sueldos grupo A2 y B;392,02;392.020,00
6;923M;12002;Sueldos grupo C1 y C;173,71;173.710,00
6;923M;12003;Sueldos grupo C2 y D;88,35;88.350,00
6;923M;12005;Trienios;229,95;229.950,00
6;923M;12006;Pagas extraordinarias;275,26;275.260,00
6;923M;12100;Complemento de destino;711,95;711.950,00
6;923M;12101;Complemento específico;1.052,01;1.052.010,00
6;923M;13000;Retribuciones básicas (Laboral fijo);25,87;25.870,00
6;923M;13001;Otras remuneraciones (Laboral fijo);2,03;2.030,00
6;923M;16000;Seguridad Social;325;325.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;3.693,95;3.693.950,00
6;923M;22601;Atenciones protocolarias y representativas;2,34;2.340,00
6;923M;22606;Reuniones, conferencias y cursos;10;10.000,00
6;923M;22706;Estudios y trabajos técnicos;360,37;360.370,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;372,71;372.710,00
;;;Dirección y Servicios Generales;4.066,66;4.066.660,00
;;;Dirección General de Racionalización y Centralización de la Contratación;4.066,66;4.066.660,00
7;931O;10000;Retribuciones básicas (Altos cargos);18,92;18.920,00
7;931O;10001;Retribuciones complementarias (Altos cargos);42,13;42.130,00
7;931O;12000;Sueldos grupo A1 y A;795,24;795.240,00
7;931O;12001;Sueldos grupo A2 y B;359,87;359.870,00
7;931O;12002;Sueldos grupo C1 y C;110,99;110.990,00
7;931O;12003;Sueldos grupo C2 y D;184,73;184.730,00
7;931O;12004;Sueldos agrupaciones profesionales y grupo E;7,36;7.360,00
7;931O;12005;Trienios;437,07;437.070,00
7;931O;12006;Pagas extraordinarias;406,83;406.830,00
7;931O;12100;Complemento de destino;1.079,68;1.079.680,00
7;931O;12101;Complemento específico;1.915,97;1.915.970,00
7;931O;13000;Retribuciones básicas (Laboral fijo);24,83;24.830,00
7;931O;13001;Otras remuneraciones (Laboral fijo);2,44;2.440,00
7;931O;16000;Seguridad Social;270;270.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;5.656,06;5.656.060,00
7;931O;215;Reparaciones en mobiliario y enseres;0,31;310
7;931O;216;Reparaciones en equipos informáticos;17,84;17.840,00
7;931O;22001;Prensa, revistas, libros y publicaciones;1,28;1.280,00
7;931O;22601;Atenciones protocolarias y representativas;2,34;2.340,00
7;931O;22606;Reuniones, conferencias y cursos;14,42;14.420,00
7;931O;22706;Estudios y trabajos técnicos;2,36;2.360,00
7;931O;230;Dietas;69,57;69.570,00
7;931O;231;Locomoción;168,49;168.490,00
7;931O;232;Traslado;2,23;2.230,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;278,84;278.840,00
7;931O;630;Inversión de reposición asociada al funcionamiento operativo;34,31;34.310,00
—;—;—;TOTAL INVERSIONES REALES;34,31;34.310,00
;;;Dirección General de Tributos;5.969,21;5.969.210,00
8;932M;10000;Retribuciones básicas (Altos cargos);18,92;18.920,00
8;932M;10001;Retribuciones complementarias (Altos cargos);42,13;42.130,00
8;932M;12000;Sueldos grupo A1 y A;8.615,27;8.615.270,00
8;932M;12001;Sueldos grupo A2 y B;8.393,78;8.393.780,00
8;932M;12002;Sueldos grupo C1 y C;5.244,04;5.244.040,00
8;932M;12003;Sueldos grupo C2 y D;2.973,63;2.973.630,00
8;932M;12004;Sueldos agrupaciones profesionales y grupo E;7,36;7.360,00
8;932M;12005;Trienios;6.194,88;6.194.880,00
8;932M;12006;Pagas extraordinarias;6.728,36;6.728.360,00
8;932M;12100;Complemento de destino;16.199,21;16.199.210,00
8;932M;12101;Complemento específico;21.735,20;21.735.200,00
8;932M;12102;Indemnización por residencia;340,38;340.380,00
8;932M;13000;Retribuciones básicas (Laboral fijo);1.499,45;1.499.450,00
8;932M;13001;Otras remuneraciones (Laboral fijo);103,61;103.610,00
8;932M;16000;Seguridad Social;6.700,00;6.700.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;84.796,22;84.796.220,00
8;932M;215;Reparaciones en mobiliario y enseres;18,54;18.540,00
8;932M;216;Reparaciones en equipos informáticos;2.714,61;2.714.610,00
8;932M;22001;Prensa, revistas, libros y publicaciones;2,54;2.540,00
8;932M;22002;Material informático no inventariable;218,58;218.580,00
8;932M;22601;Atenciones protocolarias y representativas;2,34;2.340,00
8;932M;22602;Publicidad y propaganda;61,22;61.220,00
8;932M;22603;Jurídicos, contenciosos;11,52;11.520,00
8;932M;22606;Reuniones, conferencias y cursos;25;25.000,00
8;932M;22706;Estudios y trabajos técnicos;3.392,15;3.392.150,00
8;932M;230;Dietas;144,81;144.810,00
8;932M;231;Locomoción;187,45;187.450,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;6.778,76;6.778.760,00
8;932M;352;Intereses de demora;50,67;50.670,00
8;932M;493;Cuota a EUROGEOGRAPHICS;24,94;24.940,00
8;932M;630;Inversión de reposición asociada al funcionamiento operativo;5.286,18;5.286.180,00
8;932M;640;Gastos en inversiones de carácter inmaterial;17.101,16;17.101.160,00
—;—;—;TOTAL INVERSIONES REALES;22.387,34;22.387.340,00
;;;Dirección General del Catastro;114.037,93;114.037.930,00
9;932N;10000;Retribuciones básicas (Altos cargos);18,92;18.920,00
9;932N;10001;Retribuciones complementarias (Altos cargos);42,13;42.130,00
9;932N;12000;Sueldos grupo A1 y A;2.311,38;2.311.380,00
9;932N;12001;Sueldos grupo A2 y B;2.853,32;2.853.320,00
9;932N;12002;Sueldos grupo C1 y C;1.524,75;1.524.750,00
9;932N;12003;Sueldos grupo C2 y D;1.088,29;1.088.290,00
9;932N;12004;Sueldos agrupaciones profesionales y grupo E;7,36;7.360,00
9;932N;12005;Trienios;2.357,03;2.357.030,00
9;932N;12006;Pagas extraordinarias;2.192,26;2.192.260,00
9;932N;12100;Complemento de destino;5.434,34;5.434.340,00
9;932N;12101;Complemento específico;9.325,70;9.325.700,00
9;932N;12102;Indemnización por residencia;106,34;106.340,00
9;932N;13000;Retribuciones básicas (Laboral fijo);519,39;519.390,00
9;932N;13001;Otras remuneraciones (Laboral fijo);33,28;33.280,00
9;932N;16000;Seguridad Social;1.450,00;1.450.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;29.264,49;29.264.490,00
9;932N;215;Reparaciones en mobiliario y enseres;48,97;48.970,00
9;932N;216;Reparaciones en equipos informáticos;80,52;80.520,00
9;932N;22001;Prensa, revistas, libros y publicaciones;40;40.000,00
9;932N;22002;Material informático no inventariable;22,24;22.240,00
9;932N;22601;Atenciones protocolarias y representativas;11,75;11.750,00
9;932N;22606;Reuniones, conferencias y cursos;16;16.000,00
9;932N;22706;Estudios y trabajos técnicos;300;300.000,00
9;932N;230;Dietas;33,45;33.450,00
9;932N;231;Locomoción;46,4;46.400,00
9;932N;233;Otras indemnizaciones;1,88;1.880,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;601,21;601.210,00
9;932N;495;Cuota a la Asociación Iberoamericana de Tribunales de Justicia Fiscal;1;1.000,00
9;932N;630;Inversión de reposición asociada al funcionamiento operativo;1.430,56;1.430.560,00
11;931N;12000;Sueldos grupo A1 y A;646,6;646.600,00
11;931N;12001;Sueldos grupo A2 y B;1.268,15;1.268.150,00
11;931N;12002;Sueldos grupo C1 y C;583,85;583.850,00
11;931N;12003;Sueldos grupo C2 y D;56,23;56.230,00
11;931N;12005;Trienios;567,1;567.100,00
11;931N;12006;Pagas extraordinarias;695,8;695.800,00
11;931N;12100;Complemento de destino;1.789,74;1.789.740,00
11;931N;12101;Complemento específico;2.908,55;2.908.550,00
11;931N;13000;Retribuciones básicas (Laboral fijo);299,64;299.640,00
11;931N;13001;Otras remuneraciones (Laboral fijo);93,59;93.590,00
11;931N;16000;Seguridad Social;690;690.000,00
11;931N;16200;Formación y perfeccionamiento del personal;86,39;86.390,00
—;—;—;TOTAL GASTOS DE PERSONAL;9.685,64;9.685.640,00
11;931N;206;Arrendamientos de equipos informáticos;25;25.000,00
11;931N;212;Reparaciones en edificios y construcciones;316,61;316.610,00
11;931N;213;Reparaciones en maquinaria e instalaciones;195,66;195.660,00
11;931N;216;Reparaciones en equipos informáticos;3.249,44;3.249.440,00
11;931N;22001;Prensa, revistas, libros y publicaciones;23,9;23.900,00
11;931N;22002;Material informático no inventariable;62,03;62.030,00
11;931N;22111;Repuestos de maquinaria y transporte;5,62;5.620,00
11;931N;22112;Material electrónico, eléctrico y comunicaciones;21,71;21.710,00
11;931N;22200;Servicios de telecomunicaciones;220;220.000,00
11;931N;22706;Estudios y trabajos técnicos;5.007,28;5.007.280,00
11;931N;230;Dietas;7,63;7.630,00
11;931N;231;Locomoción;15,7;15.700,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;9.150,58;9.150.580,00
11;931N;630;Inversión de reposición asociada al funcionamiento operativo;22.760,00;22.760.000,00
—;—;—;TOTAL INVERSIONES REALES;22.760,00;22.760.000,00
;;;Intervención General de la Administración del Estado;41.596,22;41.596.220,00
11;931P;10000;Retribuciones básicas (Altos cargos);19,34;19.340,00
11;931P;10001;Retribuciones complementarias (Altos cargos);51,83;51.830,00
11;931P;12000;Sueldos grupo A1 y A;4.818,46;4.818.460,00
11;931P;12001;Sueldos grupo A2 y B;13.223,30;13.223.300,00
11;931P;12002;Sueldos grupo C1 y C;1.941,32;1.941.320,00
11;931P;12003;Sueldos grupo C2 y D;1.320,53;1.320.530,00
11;931P;12005;Trienios;5.365,39;5.365.390,00
11;931P;12006;Pagas extraordinarias;5.706,72;5.706.720,00
11;931P;12100;Complemento de destino;14.468,75;14.468.750,00
11;931P;12101;Complemento específico;23.522,06;23.522.060,00
11;931P;12102;Indemnización por residencia;263,98;263.980,00
11;931P;13000;Retribuciones básicas (Laboral fijo);984,86;984.860,00
11;931P;13001;Otras remuneraciones (Laboral fijo);48,66;48.660,00
11;931P;150;Productividad;12.368,67;12.368.670,00
11;931P;16000;Seguridad Social;4.750,00;4.750.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;88.853,87;88.853.870,00
11;931P;212;Reparaciones en edificios y construcciones;562,02;562.020,00
11;931P;213;Reparaciones en maquinaria e instalaciones;236,99;236.990,00
11;931P;215;Reparaciones en mobiliario y enseres;119,81;119.810,00
11;931P;22000;Material de oficina ordinario no inventariable;104;104.000,00
11;931P;22001;Prensa, revistas, libros y publicaciones;14,27;14.270,00
11;931P;22002;Material informático no inventariable;32,82;32.820,00
11;931P;22200;Servicios de telecomunicaciones;1,28;1.280,00
11;931P;22601;Atenciones protocolarias y representativas;4,68;4.680,00
11;931P;22602;Publicidad y propaganda;0,62;620
11;931P;22606;Reuniones, conferencias y cursos;39,57;39.570,00
11;931P;22702;Valoraciones y peritajes;2,01;2.010,00
11;931P;22706;Estudios y trabajos técnicos;8,91;8.910,00
11;931P;230;Dietas;288;288.000,00
11;931P;231;Locomoción;296,75;296.750,00
11;931P;232;Traslado;13,03;13.030,00
11;931P;233;Otras indemnizaciones;10,7;10.700,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;1.735,46;1.735.460,00
11;931P;630;Inversión de reposición asociada al funcionamiento operativo;53,13;53.130,00
11;931P;640;Gastos en inversiones de carácter inmaterial;1.646,56;1.646.560,00
—;—;—;TOTAL INVERSIONES REALES;1.699,69;1.699.690,00
12;931N;10000;Retribuciones básicas (Altos cargos);19,92;19.920,00
12;931N;10001;Retribuciones complementarias (Altos cargos);60,39;60.390,00
12;931N;11000;Retribuciones básicas (Personal eventual);80,13;80.130,00
12;931N;11001;Retribuciones complementarias (Personal eventual);155,41;155.410,00
12;931N;12000;Sueldos grupo A1 y A;148,66;148.660,00
12;931N;12001;Sueldos grupo A2 y B;64,27;64.270,00
12;931N;12002;Sueldos grupo C1 y C;67,56;67.560,00
12;931N;12003;Sueldos grupo C2 y D;100,4;100.400,00
