;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 19 MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;110;Retribuciones básicas y otras remuneraciones;;798,26;
;;;11000; Retribuciones básicas;270,69;;
;;;11001; Retribuciones complementarias;527,57;;
v;;;12;Funcionarios;;27.983,18;
;;;120;Retribuciones básicas;;7.774,93;
;;;12000; Sueldos del grupo A1 y grupo A;1.694,48;;
;;;12001; Sueldos del grupo A2 y grupo B;1.735,12;;
;;;12002; Sueldos del grupo C1 y grupo C;1.080,83;;
;;;12003; Sueldos del grupo C2 y grupo D;634,50;;
;;;12005; Trienios;1.450,00;;
;;;12006; Pagas extraordinarias;1.180,00;;
;;;121;Retribuciones complementarias;;11.073,83;
;;;12100; Complemento de destino;3.517,52;;
;;;12101; Complemento específico;4.101,31;;
;;;12181; Necesidades adicionales;3.455,00;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;9.134,42;
;;;12300; Indemnización por destino en el extranjero;9.020,47;;
;;;12301; Indemnización por educación;113,95;;
v;;;13;Laborales;;10.476,24;
;;;130;Laboral fijo;;9.282,15;
;;;13000; Retribuciones básicas;8.365,53;;
;;;13001; Otras remuneraciones;916,62;;
;;;131;Laboral eventual;;1.194,09;
v;;;15;Incentivos al rendimiento;;3.381,84;
v;;;150;Productividad;;3.143,49;
v;;;151;Gratificaciones;;238,35;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;5.273,37;
;;;160;Cuotas sociales;;4.252,14;
v;;;16000; Seguridad Social;4.011,35;;
;;;16009; Otras;240,79;;
;;;162;Gastos sociales del personal;;1.021,23;
v;;;16200; Formación y perfeccionamiento del personal;124,58;;
v;;;16204; Acción social;240,81;;
;;;16205; Seguros;623,69;;
;;;16209; Otros;32,15;;
;;;;TOTAL GASTOS DE PERSONAL;;48.258,59;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;3.332,06;
v;;;202;Arrendamientos de edificios y otras construcciones;;1.100,90;
;;;205;Arrendamientos de mobiliario y enseres;;80,00;
;;;206;Arrendamientos de equipos para procesos de información;;327,97;
v;;;207;Arrendamientos de edificios PSA;;1.823,19;
v;;;21;Reparaciones, mantenimiento y conservación;;2.492,64;
;;;212;Edificios y otras construcciones;;300,00;
;;;213;Maquinaria, instalaciones y utillaje;;400,00;
;;;214;Elementos de transporte;;0,52;
;;;215;Mobiliario y enseres;;61,10;
;;;216;Equipos para procesos de la información;;1.531,02;
;;;218;Bienes situados en el exterior;;200,00;
v;;;22;Material, suministros y otros;;20.183,18;
;;;220;Material de oficina;;291,63;
;;;22000; Ordinario no inventariable;40,64;;
;;;22001; Prensa, revistas, libros y otras publicaciones;44,73;;
;;;22002; Material informático no inventariable;21,26;;
;;;22015; Material de oficina en el exterior;185,00;;
;;;221;Suministros;;1.476,82;
;;;22100; Energía eléctrica;787,42;;
;;;22101; Agua;31,36;;
;;;22102; Gas;0,60;;
;;;22103; Combustible;137,40;;
;;;22104; Vestuario;18,18;;
;;;22105; Alimentación;74,54;;
;;;22106; Productos farmacéuticos y material sanitario;8,96;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;9,44;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;5,34;;
;;;22115; Suministros en el exterior;392,13;;
;;;22199; Otros suministros;11,45;;
;;;222;Comunicaciones;;429,82;
;;;22200; Servicios de telecomunicaciones;25,24;;
;;;22201; Postales y mensajería;22,34;;
;;;22215; Comunicaciones en el exterior;380,00;;
;;;22299; Otras;2,24;;
;;;223;Transportes;;438,27;
;;;224;Primas de seguros;;67,84;
;;;225;Tributos;;5.818,30;
v;;;22502; Locales;5.750,00;;
;;;22515; Tributos en el exterior;68,30;;
;;;226;Gastos diversos;;1.786,87;
v;;;22601; Atenciones protocolarias y representativas;71,65;;
;;;22602; Publicidad y propaganda;1.529,43;;
;;;22603; Jurídicos, contenciosos;102,76;;
;;;22606; Reuniones, conferencias y cursos;57,39;;
;;;22607; Oposiciones y pruebas selectivas;0,44;;
;;;22615; Gastos diversos en el exterior;25,00;;
;;;22699; Otros;0,20;;
;;;227;Trabajos realizados por otras empresas y profesionales;;9.873,63;
;;;22700; Limpieza y aseo;12,27;;
;;;22701; Seguridad;1.168,51;;
;;;22702; Valoraciones y peritajes;7,98;;
;;;22706; Estudios y trabajos técnicos;8.024,04;;
;;;22715; Trabajos realizados por otras empresas y profesionales en el exterior;622,00;;
;;;22799; Otros;38,83;;
v;;;23;Indemnizaciones por razón del servicio;;1.451,13;
;;;230;Dietas;;239,59;
;;;231;Locomoción;;455,36;
;;;232;Traslado;;400,00;
;;;233;Otras indemnizaciones;;356,18;
v;;;24;Gastos de publicaciones;;180,45;
;;;240;Gastos de edición y distribución;;180,45;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;27.639,46;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;43,66;
v;;;352;Intereses de demora;;4,66;
v;;;359;Otros gastos financieros;;39,00;
;;;;TOTAL GASTOS FINANCIEROS;;43,66;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;21.099,29;
v;;;480;A los participantes en órganos consultivos y consejos.;;4.099,29;
;;;48000; Compensación económica por participación de centrales sindicales y organizaciones empresariales en los órganos consultivos.;4.099,29;;
v;;;489;Financiación y compensaciones económicas;;17.000,00;
;;;48900; A las organizaciones sindicales en proporción a su representatividad, según los resultados globales obtenidos en elecciones sindicales legalmente convocadas, por la realización de actividades de carácter sindical.;17.000,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;21.099,29;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;3.906,40;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;1.706,40;
v;;;627;Patrimonio Sindical Acumulado;;2.200,00;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;13.209,12;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.150,00;
v;;;637;Patrimonio Sindical Acumulado;;12.059,12;
;;;64;Gastos de inversiones de carácter inmaterial;;285,57;
;;;640;Gastos en inversiones de carácter inmaterial;;285,57;
;;;;TOTAL INVERSIONES REALES;;17.401,09;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;19,97;
v;;;831;Préstamos a largo plazo;;19,97;
;;;83108; Familias e instituciones sin fines de lucro;19,97;;
v;;;84;Constitución de depósitos y fianzas;;45,00;
v;;;841;Fianzas;;45,00;
;;;84101; A largo plazo;45,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;64,97;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Trabajo y Economía Social;;114.507,06;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;7.383,13;
v;;;435;Al Consejo Económico y Social para el cumplimiento de sus fines;;7.383,13;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;7.383,13;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;41,94;
v;;;735;Al Consejo Económico y Social;;41,94;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;41,94;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;7.425,07;
 ; ;;;;;;
;;;;TOTAL MINISTERIO Y SUBSECRETARÍA;;123.126,11;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA DE ESTADO DE ECONOMÍA SOCIAL;;;
v;;241N;;Desarrollo de la economía social y de la responsabilidad social de las empresas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.427,06;
;;;120;Retribuciones básicas;;696,49;
;;;12000; Sueldos del grupo A1 y grupo A;163,49;;
;;;12001; Sueldos del grupo A2 y grupo B;205,64;;
;;;12002; Sueldos del grupo C1 y grupo C;77,20;;
;;;12003; Sueldos del grupo C2 y grupo D;40,16;;
;;;12005; Trienios;80,00;;
;;;12006; Pagas extraordinarias;130,00;;
;;;121;Retribuciones complementarias;;730,57;
;;;12100; Complemento de destino;319,96;;
;;;12101; Complemento específico;410,61;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;230,00;
;;;160;Cuotas sociales;;230,00;
v;;;16000; Seguridad Social;230,00;;
;;;;TOTAL GASTOS DE PERSONAL;;1.718,10;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;150,00;
;;;227;Trabajos realizados por otras empresas y profesionales;;150,00;
;;;22706; Estudios y trabajos técnicos;150,00;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;150,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;50,00;
v;;;441;Subvenciones a universidades y otras instituciones de carácter público para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;50,00;
v;;;47;A empresas privadas;;9,60;
v;;;470;Subvenciones a universidades privadas para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;9,60;
v;;;48;A familias e instituciones sin fines de lucro;;7.883,78;
v;;;484;Subvenciones para el desarrollo de acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;3.070,77;
v;;;485;Subvenciones para sufragar los gastos de funcionamiento de las asociaciones de trabajadores autónomos, de cooperativas, de sociedades laborales, de empresas de inserción y de otros entes representativos de la economía social, de ámbito estatal.;;1.813,01;
v;;;489;Desarrollo de las medidas contenidas en la Estrategia Española de Economía Social 2021-2027;;3.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;7.943,38;
 ; ;;;;;;
;;;;TOTAL Desarrollo de la economía social y de la responsabilidad social de las empresas;;9.811,48;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE ECONOMÍA SOCIAL;;9.811,48;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE TRABAJO;;;
v;;241O;;Desarrollo del trabajo autónomo;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;3.143,04;
;;;227;Trabajos realizados por otras empresas y profesionales;;3.143,04;
;;;22706; Estudios y trabajos técnicos;3.143,04;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.143,04;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;10,30;
v;;;441;Subvenciones a universidades y otras instituciones de carácter público para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;10,30;
v;;;47;A empresas privadas;;9,60;
v;;;470;Subvenciones a universidades privadas para acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;9,60;
v;;;48;A familias e instituciones sin fines de lucro;;3.676,22;
v;;;484;Subvenciones para el desarrollo de acciones de formación, difusión y fomento del trabajo autónomo, de la economía social y de la responsabilidad social de las empresas, de ámbito estatal.;;3.070,77;
v;;;485;Subvenciones para sufragar los gastos de funcionamiento de las asociaciones de trabajadores autónomos, de cooperativas, de sociedades laborales, de empresas de inserción y de otros entes representativos de la economía social, de ámbito estatal.;;605,45;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;3.696,12;
 ; ;;;;;;
;;;;TOTAL Desarrollo del trabajo autónomo;;6.839,16;
 ; ;;;;;;
v;;281M;;Dirección y Servicios Generales de Trabajo y Economía Social;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,30;
;;;100;Retribuciones básicas y otras remuneraciones;;80,30;
;;;10000; Retribuciones básicas;19,91;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;253,32;
;;;110;Retribuciones básicas y otras remuneraciones;;253,32;
;;;11000; Retribuciones básicas;88,64;;
;;;11001; Retribuciones complementarias;164,68;;
v;;;12;Funcionarios;;3.585,17;
;;;120;Retribuciones básicas;;1.774,88;
;;;12000; Sueldos del grupo A1 y grupo A;416,18;;
;;;12001; Sueldos del grupo A2 y grupo B;436,99;;
;;;12002; Sueldos del grupo C1 y grupo C;183,36;;
;;;12003; Sueldos del grupo C2 y grupo D;88,35;;
;;;12005; Trienios;340,00;;
;;;12006; Pagas extraordinarias;310,00;;
;;;121;Retribuciones complementarias;;1.810,29;
;;;12100; Complemento de destino;813,22;;
;;;12101; Complemento específico;997,07;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;476,89;
;;;160;Cuotas sociales;;476,89;
v;;;16000; Seguridad Social;476,89;;
;;;;TOTAL GASTOS DE PERSONAL;;4.395,68;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Trabajo y Economía Social;;4.395,68;
 ; ;;;;;;
v;;494M;;Administración de las relaciones laborales y condiciones de trabajo;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,02;
;;;100;Retribuciones básicas y otras remuneraciones;;61,02;
;;;10000; Retribuciones básicas;18,90;;
;;;10001; Retribuciones complementarias;42,12;;
v;;;12;Funcionarios;;2.909,73;
;;;120;Retribuciones básicas;;1.362,42;
;;;12000; Sueldos del grupo A1 y grupo A;401,33;;
;;;12001; Sueldos del grupo A2 y grupo B;231,35;;
;;;12002; Sueldos del grupo C1 y grupo C;183,36;;
;;;12003; Sueldos del grupo C2 y grupo D;96,38;;
;;;12005; Trienios;200,00;;
;;;12006; Pagas extraordinarias;250,00;;
;;;121;Retribuciones complementarias;;1.547,31;
;;;12100; Complemento de destino;680,02;;
;;;12101; Complemento específico;867,29;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;280,00;
;;;160;Cuotas sociales;;280,00;
v;;;16000; Seguridad Social;280,00;;
;;;;TOTAL GASTOS DE PERSONAL;;3.250,75;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;1.186,50;
v;;;440;A la Fundación del Servicio Interconfederal de Mediación y Arbitraje (SIMA);;1.186,50;
v;;;48;A familias e instituciones sin fines de lucro;;8.388,60;
v;;;482;Subvenciones y aportaciones para fomento del empleo, protección del desempleo y ayudas a la jubilación;;8.388,60;
;;;48200; Asistencia económica extraordinaria a los trabajadores.;8.388,60;;
v;;;49;Al exterior;;150,00;
v;;;491;Transferencias a organismos internacionales;;150,00;
;;;49100; Transferencias a la OCDE;150,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;9.725,10;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;90,00;
v;;;740;A la Fundación del Servicio Interconfederal de Mediación y Arbitraje (SIMA);;90,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;90,00;
 ; ;;;;;;
;;;;TOTAL Administración de las relaciones laborales y condiciones de trabajo;;13.065,85;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;308.258,25;
v;;;413;Al Servicio Público de Empleo Estatal. Para financiar medidas de reinserción laboral para el colectivo de trabajadores de 50 ó más años.;;92.178,16;
v;;;415;Al Instituto Nacional de Seguridad y Salud en el Trabajo, O.A., M.P.;;23.169,55;
v;;;418;Al O.E. Inspección de Trabajo y Seguridad Social. Para financiar su presupuesto;;192.910,54;
v;;;42;A la Seguridad Social;;6.000,00;
v;;;422;Ayudas previas a la jubilación ordinaria a trabajadores;;6.000,00;
v;;;42200; Ayudas previas a la jubilación ordinaria a trabajadores mayores de 60 años en el sistema de la Seguridad Social.;5.000,00;;
v;;;42201; Ayudas para facilitar la adaptación del sector de la estiba a los cambios de sus relaciones laborales como consecuencia de la sentencia TJUE de 11 de diciembre de 2014.;1.000,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;314.258,25;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;5.292,09;
v;;;712;Al Instituto Nacional de Seguridad y Salud en el Trabajo, O.A., M.P.;;925,00;
v;;;718;Al O.E. Inspección de Trabajo y Seguridad Social. Para financiar su presupuesto;;4.367,09;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;5.292,09;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;319.550,34;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE TRABAJO;;343.851,03;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL;;476.788,62;
;;



