;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 25 MINISTERIO DE VIVIENDA Y AGENDA URBANA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.847,43;
;;;120;Retribuciones básicas;;911,01;
;;;12000; Sueldos del grupo A1 y grupo A;178,37;;
;;;12001; Sueldos del grupo A2 y grupo B;205,65;;
;;;12002; Sueldos del grupo C1 y grupo C;96,50;;
;;;12003; Sueldos del grupo C2 y grupo D;120,48;;
;;;12005; Trienios;151,07;;
;;;12006; Pagas extraordinarias;158,94;;
;;;121;Retribuciones complementarias;;936,42;
;;;12100; Complemento de destino;423,84;;
;;;12101; Complemento específico;512,58;;
v;;;13;Laborales;;73,86;
;;;130;Laboral fijo;;73,86;
;;;13000; Retribuciones básicas;69,25;;
;;;13001; Otras remuneraciones;4,61;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;200,00;
;;;160;Cuotas sociales;;200,00;
v;;;16000; Seguridad Social;200,00;;
;;;;TOTAL GASTOS DE PERSONAL;;2.182,33;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;241,30;
;;;226;Gastos diversos;;3,25;
v;;;22601; Atenciones protocolarias y representativas;2,25;;
;;;22603; Jurídicos, contenciosos;1,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;238,05;
;;;22706; Estudios y trabajos técnicos;59,40;;
;;;22799; Otros;178,65;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;241,30;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;1.630,00;
v;;;353;Gastos Línea ICO Rehabilitación;;1.600,00;
v;;;359;Otros gastos financieros;;30,00;
;;;;TOTAL GASTOS FINANCIEROS;;1.630,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;2.000,00;
v;;;440;Compensación al ICO por los importes de impagos avalados para rehabilitación edificatoria, según convenio;;1.000,00;
v;;;442;Abono de impagos avalados. Línea ICO arrendamiento COVID-19;;1.000,00;
v;;;48;A familias e instituciones sin fines de lucro;;1.000,00;
v;;;481;Bonificación de gastos e intereses por concesión de préstamos a arrendatarios en situación de vulnerabilidad por el COVID-19;;1.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;3.000,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;350,00;
;;;640;Gastos en inversiones de carácter inmaterial;;350,00;
;;;;TOTAL INVERSIONES REALES;;350,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;185,00;
v;;;740;SEPES;;100,00;
v;;;74001; SEPES Ciudad Autónoma de Ceuta;100,00;;
v;;;742;Línea ICO;;45,00;
v;;;743;Otras transferencias en materia de vivienda;;40,00;
v;;;75;A Comunidades Autónomas;;595.869,00;
v;;;751;C.A. de Madrid. Realojos Cañada Real;;8.375,00;
v;;;752;C.A. Canarias. Actuaciones en vivienda en La Palma;;6.000,00;
v;;;753;Subvenciones Estatales Planes de Vivienda;;359.000,00;
;;;75301; Subvenciones Plan Estatal de Vivienda;359.000,00;;
v;;;754;Bono alquiler joven;;200.000,00;
v;;;755;C.A. Canarias. Chumberas;;1.000,00;
v;;;756;C.A. de la Rioja. Actuaciones en suelo;;20.594,00;
v;;;757;C.A. Región de Murcia. Lorca;;900,00;
v;;;76;A Entidades Locales;;32.919,12;
v;;;761;Al Ayuntamiento de Sant Quintí de Mediona para equipamiento público;;200,00;
v;;;762;Al Ayuntamiento de Sant Sadurní D´Anoia para equipamiento público;;210,00;
v;;;763;Al Ayuntamiento de Vilafranca del Penedés para equipamiento público;;320,00;
v;;;765;Al Ayuntamiento de Barcelona para la promoción de viviendas en alquiler asequible o social (Plan de viviendas para alquiler asequible);;11.740,88;
v;;;766;A entidades locales para la promoción de viviendas en alquiler asequible o social (Plan 20.000);;19.298,24;
v;;;76601; Área Metropolitana de Barcelona. Promoción de viviendas en alquiler (Plan de viviendas para alquiler asequible);5.399,12;;
v;;;76602; Ayuntamiento de Sevilla. Promoción de viviendas en alquiler (Plan de viviendas para alquiler asequible);4.000,00;;
v;;;76603; Ayuntamiento de Ibiza. Promoción de viviendas en alquiler (Plan de viviendas para alquiler asequible);1.000,00;;
v;;;76604; Consell Insular de Mallorca. Promoción de viviendas en alquiler (Plan de viviendas para alquiler asequible);3.000,00;;
v;;;76605; Consell Insular de Menorca. Promoción de viviendas en alquiler (Plan de viviendas para alquiler asequible);500,00;;
v;;;76606; Arco Metropolitano de Barcelona. Promoción de viviendas de alquiler (Plan de viviendas para alquiler asequible);5.399,12;;
v;;;767;Ayuntamiento de Barcelona. International Social Housing Festival;;150,00;
v;;;769;Las Rehoyas (Las Palmas de Gran Canaria). Renovación urbana;;1.000,00;
v;;;78;A familias e instituciones sin fines de lucro;;62.975,00;
v;;;781;Instituciones sin fines de lucro;;100,00;
v;;;78105; A Red de redes de economía alternativa y solidaria (REAS);100,00;;
v;;;782;Ayudas para renta básica de emancipación de jóvenes, subsidiación de préstamos y otros apoyos a la vivienda;;62.825,00;
;;;78201; Subsidiación de préstamos;62.725,00;;
;;;78202; Renta básica de emancipación;50,00;;
;;;78203; Ayuda Estatal Directa a la Entrada, para la adquisición de viviendas (A.E.D.E);50,00;;
v;;;784;Asociación Española de Gestores Públicos de Vivienda y Suelo;;50,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;691.948,12;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;87;Aportaciones patrimoniales;;260.000,00;
v;;;871;SEPES. (Plan de viviendas para alquiler asequible);;260.000,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;260.000,00;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;94;Devolución de depósitos y fianzas;;165,00;
v;;;941;Devolución de fianzas;;165,00;
;;;;TOTAL PASIVOS FINANCIEROS;;165,00;
 ; ;;;;;;
;;;;TOTAL Promoción, administración y ayudas para rehabilitación y acceso a vivienda;;959.516,75;
 ; ;;;;;;
v;;261P;;Urbanismo y política del suelo;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;299,35;
;;;120;Retribuciones básicas;;129,05;
;;;12000; Sueldos del grupo A1 y grupo A;59,46;;
;;;12001; Sueldos del grupo A2 y grupo B;25,71;;
;;;12003; Sueldos del grupo C2 y grupo D;8,03;;
;;;12005; Trienios;15,18;;
;;;12006; Pagas extraordinarias;20,67;;
;;;121;Retribuciones complementarias;;170,30;
;;;12100; Complemento de destino;67,04;;
;;;12101; Complemento específico;103,26;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;42,50;
;;;160;Cuotas sociales;;42,50;
v;;;16000; Seguridad Social;42,50;;
;;;;TOTAL GASTOS DE PERSONAL;;341,85;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;120,00;
;;;227;Trabajos realizados por otras empresas y profesionales;;120,00;
;;;22706; Estudios y trabajos técnicos;120,00;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;120,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;333,84;
;;;640;Gastos en inversiones de carácter inmaterial;;333,84;
;;;;TOTAL INVERSIONES REALES;;333,84;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;250,00;
v;;;758;Organismos públicos de Comunidades Autónomas;;250,00;
;;;75801; Universidades públicas. Cátedras de estudios relacionados con la vivienda;250,00;;
v;;;76;A Entidades Locales;;4.000,00;
v;;;764;Al Ayuntamiento de Elantxobe para redacción de proyecto y ejecución de un itinerario accesible mediante elementos mecánicos;;3.900,00;
v;;;768;Ajuntament d´Artesa de Lleida. Rehabilitación integral sector Germans Pujol Reñé;;100,00;
v;;;78;A familias e instituciones sin fines de lucro;;225,00;
v;;;781;Instituciones sin fines de lucro;;225,00;
v;;;78101; CSCAE Rehabilitación, vivienda y suelo;125,00;;
v;;;78102; CGATE Rehabilitación, vivienda y suelo;50,00;;
v;;;78103; Instituto de la Construcción de Castilla y León. Estudios rehabilitación;25,00;;
v;;;78104; Instituto Valenciano de la Edificación. Rehabilitación;25,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;4.475,00;
 ; ;;;;;;
;;;;TOTAL Urbanismo y política del suelo;;5.270,69;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE VIVIENDA Y SUELO;;964.787,44;
 ; ;;;;;;
 ; ;;;;;;
v;10;;;DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA;;;
v;;261O;;Ordenación y fomento de la edificación;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.404,58;
;;;120;Retribuciones básicas;;651,60;
;;;12000; Sueldos del grupo A1 y grupo A;222,96;;
;;;12001; Sueldos del grupo A2 y grupo B;154,24;;
;;;12002; Sueldos del grupo C1 y grupo C;38,60;;
;;;12003; Sueldos del grupo C2 y grupo D;48,19;;
;;;12005; Trienios;79,20;;
;;;12006; Pagas extraordinarias;108,41;;
;;;121;Retribuciones complementarias;;752,98;
;;;12100; Complemento de destino;326,45;;
;;;12101; Complemento específico;426,53;;
v;;;13;Laborales;;101,50;
;;;130;Laboral fijo;;101,50;
;;;13000; Retribuciones básicas;93,63;;
;;;13001; Otras remuneraciones;7,87;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;210,00;
;;;160;Cuotas sociales;;210,00;
v;;;16000; Seguridad Social;210,00;;
;;;;TOTAL GASTOS DE PERSONAL;;1.777,12;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;972,25;
;;;224;Primas de seguros;;2,25;
;;;226;Gastos diversos;;307,75;
v;;;22601; Atenciones protocolarias y representativas;2,25;;
;;;22602; Publicidad y propaganda;5,50;;
;;;22603; Jurídicos, contenciosos;300,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;662,25;
;;;22701; Seguridad;5,50;;
;;;22706; Estudios y trabajos técnicos;206,75;;
;;;22799; Otros;450,00;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;972,25;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;300,00;
v;;;483;Premios Casa de la Arquitectura;;90,00;
v;;;484;COAC Para la organización Congreso de la Unión Internacional de Arquitectos y actos vinculados a la Capitalidad Mundial de la Arquitectura 2026;;150,00;
v;;;488;Premios Nacionales de Arquitectura, Urbanismo y Vivienda;;60,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;300,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;61;Inversión de reposición en infraestructuras y bienes destinados al uso general;;24.000,00;
;;;611;Otras;;24.000,00;
;;;64;Gastos de inversiones de carácter inmaterial;;450,00;
;;;640;Gastos en inversiones de carácter inmaterial;;450,00;
;;;;TOTAL INVERSIONES REALES;;24.450,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;256,49;
v;;;741;Acción Cultural Española: Bienal de Venecia;;250,00;
v;;;748;Actuaciones relacionadas con el 1% Cultural;;6,49;
v;;;75;A Comunidades Autónomas;;206,49;
v;;;751;Actuaciones relacionadas con el 1% Cultural;;6,49;
v;;;758;Organismos públicos de Comunidades Autónomas;;200,00;
v;;;75800; Fundación General de la Universidad Politécnica de Madrid. Edificación Sostenible;50,00;;
v;;;75809; Escuela de Arquitectura. Universidad de Castilla-La Mancha;50,00;;
v;;;75810; Universidad Politécnica de Cataluña. Escuela Técnica Superior de Arquitectura Barcelona;50,00;;
v;;;75811; Universidad Politécnica de Madrid. Escuela Técnica Superior de Arquitectura Madrid;50,00;;
v;;;76;A Entidades Locales;;36,49;
v;;;764;Actuaciones relacionadas con el 1 % Cultural;;6,49;
v;;;766;Fundación Mies Van der Rohe;;30,00;
v;;;77;A empresas privadas;;6,49;
v;;;770;Actuaciones relacionadas con el 1 % Cultural;;6,49;
v;;;78;A familias e instituciones sin fines de lucro;;2.436,49;
v;;;783;Consejo Superior de Colegios de Arquitectos de España. EUROPAN;;100,00;
v;;;785;Consejo Superior de Arquitectos de España. Bienales de Arquitectura (Española e Iberoamericana);;500,00;
v;;;787;Otras transferencias a fundaciones y entidades sin ánimo de lucro;;1.830,00;
v;;;78701; Fundación DOCOMOMO;40,00;;
v;;;78702; Green Building Council - España;120,00;;
v;;;78706; Fundación Caja de Arquitectos, para la elaboración de la web de promoción y difusión de la arquitectura;325,00;;
v;;;78707; Fundación Arquitectura y Sociedad;60,00;;
v;;;78708; Fundación Alejandro de la Sota;30,00;;
v;;;78711; Fundación Arquitectura Contemporánea;10,00;;
v;;;78713; Asociación Culture Care para celebración de Open House. Madrid;20,00;;
v;;;78719; Fundación Miralles;30,00;;
v;;;78722; Asociación 48h Open House Barcelona;20,00;;
v;;;78724; Festival Internacional de Arquitectura y Diseño de Logroño. Concéntrico;20,00;;
v;;;78725; Madrid Design Festival;15,00;;
v;;;78726; Consejo General de la Arquitectura Técnico de España, CGATE. Convención Internacional de la Arquitectura Técnica CONTART;60,00;;
v;;;78728; CSCAE. Bienal Internacional de Arquitectura y Diseño Mediterráneo;300,00;;
v;;;78729; IAAC. Instituto para la arquitectura avanzada de Cataluña;30,00;;
v;;;78730; CSCAE. Congreso Barcelona Capital mundial de la Arquitectura;200,00;;
v;;;78731; Fundación Caja de Arquitectos. TAC Festival de Arquitectura Urbana;250,00;;
v;;;78732; Centro Nacional de Industrialización de Navarra;300,00;;
v;;;789;Actuaciones relacionadas con el 1 % Cultural;;6,49;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;2.942,45;
 ; ;;;;;;
;;;;TOTAL Ordenación y fomento de la edificación;;30.441,82;
 ; ;;;;;;
v;;261P;;Urbanismo y política del suelo;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;437,39;
;;;120;Retribuciones básicas;;195,01;
;;;12000; Sueldos del grupo A1 y grupo A;59,46;;
;;;12001; Sueldos del grupo A2 y grupo B;51,41;;
;;;12002; Sueldos del grupo C1 y grupo C;19,30;;
;;;12003; Sueldos del grupo C2 y grupo D;8,03;;
;;;12005; Trienios;28,66;;
;;;12006; Pagas extraordinarias;28,15;;
;;;121;Retribuciones complementarias;;242,38;
;;;12100; Complemento de destino;99,46;;
;;;12101; Complemento específico;142,92;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;55,00;
;;;160;Cuotas sociales;;55,00;
v;;;16000; Seguridad Social;55,00;;
;;;;TOTAL GASTOS DE PERSONAL;;492,39;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;254,00;
;;;220;Material de oficina;;1,00;
;;;22002; Material informático no inventariable;1,00;;
;;;226;Gastos diversos;;50,00;
;;;22606; Reuniones, conferencias y cursos;50,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;203,00;
;;;22706; Estudios y trabajos técnicos;153,00;;
;;;22799; Otros;50,00;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;254,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;60,00;
v;;;482;Premios Agenda Urbana;;60,00;
v;;;49;Al exterior;;45,00;
v;;;492;Cuotas a Organismos Internacionales;;45,00;
;;;49203; Red Europea de Información Urbana;45,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;105,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;50,00;
;;;640;Gastos en inversiones de carácter inmaterial;;50,00;
;;;;TOTAL INVERSIONES REALES;;50,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;250,00;
v;;;767;Ajuntament de Serós. Renovación de la Plaça de les Escoles;;250,00;
v;;;78;A familias e instituciones sin fines de lucro;;190,00;
v;;;780;A fundaciones, instituciones y asociaciones sin ánimo de lucro;;190,00;
v;;;78001; Instituto Juan de Herrera. Observatorio vulnerabilidad urbana;60,00;;
v;;;78002; Federación Española de Municipios y Provincias para la difusión e implementación de las nuevas políticas de desarrollo urbano sostenible;100,00;;
v;;;78004; Oncities 2030;30,00;;
v;;;79;Al exterior;;110,00;
v;;;790;ONU-Habitat;;110,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;550,00;
 ; ;;;;;;
;;;;TOTAL Urbanismo y política del suelo;;1.451,39;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;900,00;
v;;;730;Consejo Superior de Investigaciones Científicas (CSIC);;900,00;
v;;;73000; CSIC para el estudio base herramientas Código Técnico de la Edificación (Instituto de Ciencias de la Construcción Eduardo Torroja);900,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;900,00;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;900,00;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA;;32.793,21;
 ; ;;;;;;
 ; ;;;;;;
v;50;;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
v;;26BA;;C02.I01 Programa de rehabilitación para la recuperación económica y social en entornos residenciales;;;
;;;7;TRANSFERENCIAS DE CAPITAL;;;
;;;75;A Comunidades Autónomas;;880.000,00;
;;;750;Programas de rehabilitación para la recuperación económica y social. Mecanismo de Recuperación y Resiliencia;;880.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;880.000,00;
 ; ;;;;;;
;;;8;ACTIVOS FINANCIEROS;;;
;;;82;Concesión de préstamos al Sector Público;;1.100.000,00;
;;;829;Concesión de préstamos al Sector Público. Mecanismo de Recuperación y Resiliencia;;1.100.000,00;
;;;82904; Línea préstamos rehabilitación edificatoria y vivienda. Mecanismo de Recuperación y Resiliencia;1.100.000,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;1.100.000,00;
 ; ;;;;;;
;;;;TOTAL C02.I01 Programa de rehabilitación para la recuperación económica y social en entornos residenciales;;1.980.000,00;
 ; ;;;;;;
v;;26BB;;C02.I02 Programa de construcción de viviendas en alquiler social en edificios energéticamente eficientes;;;
;;;7;TRANSFERENCIAS DE CAPITAL;;;
;;;75;A Comunidades Autónomas;;500.000,00;
;;;754;Programa de construcción de viviendas en alquiler social. Mecanismo de Recuperación y Resiliencia;;500.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;500.000,00;
 ; ;;;;;;
;;;;TOTAL C02.I02 Programa de construcción de viviendas en alquiler social en edificios energéticamente eficientes;;500.000,00;
 ; ;;;;;;
;;;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;2.480.000,00;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL MINISTERIO DE VIVIENDA Y AGENDA URBANA;;3.481.834,65;
;;



