;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 22 MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;22799; Otros;99,24;;
v;;;23;Indemnizaciones por razón del servicio;;356,62;
;;;230;Dietas;;128,00;
;;;231;Locomoción;;188,00;
;;;232;Traslado;;4,59;
;;;233;Otras indemnizaciones;;36,03;
v;;;24;Gastos de publicaciones;;53,10;
;;;240;Gastos de edición y distribución;;53,10;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;7.229,90;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;70,13;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;70,13;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;7.414,78;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;7.414,78;
;;;64;Gastos de inversiones de carácter inmaterial;;33,71;
;;;640;Gastos en inversiones de carácter inmaterial;;33,71;
;;;;TOTAL INVERSIONES REALES;;7.518,62;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;59,77;
v;;;830;Préstamos a corto plazo;;17,93;
;;;83008; Familias e instituciones sin fines de lucro;17,93;;
v;;;831;Préstamos a largo plazo;;41,84;
;;;83108; Familias e instituciones sin fines de lucro;41,84;;
;;;;TOTAL ACTIVOS FINANCIEROS;;59,77;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Política Territorial y Memoria Democrática;;41.363,67;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;41.363,67;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA DE ESTADO DE POLÍTICA TERRITORIAL;;;
v;;921P;;Administración General del Estado en el Territorio;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;1.352,15;
;;;100;Retribuciones básicas y otras remuneraciones;;1.352,15;
;;;10000; Retribuciones básicas;367,45;;
;;;10001; Retribuciones complementarias;984,70;;
v;;;11;Personal eventual;;5.877,66;
;;;110;Retribuciones básicas y otras remuneraciones;;5.877,66;
;;;11000; Retribuciones básicas;2.357,81;;
;;;11001; Retribuciones complementarias;3.519,85;;
v;;;12;Funcionarios;;161.663,64;
;;;120;Retribuciones básicas;;86.191,77;
;;;12000; Sueldos del grupo A1 y grupo A;20.675,61;;
;;;12001; Sueldos del grupo A2 y grupo B;9.361,55;;
;;;12002; Sueldos del grupo C1 y grupo C;12.901,63;;
;;;12003; Sueldos del grupo C2 y grupo D;16.612,75;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;124,14;;
;;;12005; Trienios;11.650,22;;
;;;12006; Pagas extraordinarias;14.865,87;;
;;;121;Retribuciones complementarias;;75.471,87;
;;;12100; Complemento de destino;32.044,28;;
;;;12101; Complemento específico;40.501,78;;
;;;12102; Indemnización por residencia;2.213,65;;
;;;12103; Otros complementos;712,16;;
v;;;13;Laborales;;21.434,10;
;;;130;Laboral fijo;;18.772,28;
;;;13000; Retribuciones básicas;16.732,81;;
;;;13001; Otras remuneraciones;2.039,47;;
;;;131;Laboral eventual;;2.661,82;
v;;;15;Incentivos al rendimiento;;12.002,46;
v;;;150;Productividad;;11.944,83;
v;;;151;Gratificaciones;;57,63;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;27.879,28;
;;;160;Cuotas sociales;;26.388,04;
v;;;16000; Seguridad Social;26.388,04;;
;;;162;Gastos sociales del personal;;1.491,24;
v;;;16200; Formación y perfeccionamiento del personal;209,30;;
v;;;16204; Acción social;700,61;;
;;;16205; Seguros;254,08;;
;;;16209; Otros;327,25;;
;;;;TOTAL GASTOS DE PERSONAL;;230.209,29;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;2.555,20;
v;;;202;Arrendamientos de edificios y otras construcciones;;2.518,20;
;;;204;Arrendamientos de medios de transporte;;1,00;
;;;205;Arrendamientos de mobiliario y enseres;;36,00;
v;;;21;Reparaciones, mantenimiento y conservación;;4.363,70;
;;;212;Edificios y otras construcciones;;2.063,70;
;;;213;Maquinaria, instalaciones y utillaje;;505,00;
;;;214;Elementos de transporte;;340,00;
;;;215;Mobiliario y enseres;;365,00;
;;;216;Equipos para procesos de la información;;1.090,00;
v;;;22;Material, suministros y otros;;28.640,47;
;;;220;Material de oficina;;1.593,30;
;;;22000; Ordinario no inventariable;780,60;;
;;;22001; Prensa, revistas, libros y otras publicaciones;510,00;;
;;;22002; Material informático no inventariable;302,70;;
;;;221;Suministros;;10.993,08;
;;;22100; Energía eléctrica;4.790,28;;
;;;22101; Agua;305,00;;
;;;22102; Gas;493,20;;
;;;22103; Combustible;1.151,20;;
;;;22104; Vestuario;184,40;;
;;;22106; Productos farmacéuticos y material sanitario;1.672,70;;
v;;;22109; Labores Fábrica Nacional Moneda y Timbre;15,80;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;80,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;111,00;;
;;;22199; Otros suministros;2.189,50;;
;;;222;Comunicaciones;;79,33;
;;;22200; Servicios de telecomunicaciones;79,33;;
;;;223;Transportes;;180,62;
;;;224;Primas de seguros;;105,00;
;;;225;Tributos;;1.734,30;
;;;22500; Estatales;12,00;;
;;;22501; Autonómicos;22,30;;
v;;;22502; Locales;1.700,00;;
;;;226;Gastos diversos;;475,04;
v;;;22601; Atenciones protocolarias y representativas;232,70;;
;;;22602; Publicidad y propaganda;91,85;;
;;;22603; Jurídicos, contenciosos;70,00;;
;;;22606; Reuniones, conferencias y cursos;3,00;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;77,49;;
;;;227;Trabajos realizados por otras empresas y profesionales;;13.479,80;
;;;22700; Limpieza y aseo;7.508,49;;
;;;22701; Seguridad;3.112,01;;
;;;22706; Estudios y trabajos técnicos;2.717,00;;
;;;22799; Otros;142,30;;
v;;;23;Indemnizaciones por razón del servicio;;1.002,93;
;;;230;Dietas;;417,70;
;;;231;Locomoción;;251,98;
;;;232;Traslado;;20,00;
;;;233;Otras indemnizaciones;;313,25;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;36.562,30;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;2.763,20;
v;;;352;Intereses de demora;;2.763,20;
;;;;TOTAL GASTOS FINANCIEROS;;2.763,20;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;29,13;
v;;;481;Pensión vitalicia como consecuencia de la Sentencia de 20 de abril de 1994 de la Sección Sexta de la Audiencia Provincial de Madrid (Asunto "Alcalá 20");;29,13;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;29,13;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;6.336,69;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;6.336,69;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;9.659,06;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;9.659,06;
;;;;TOTAL INVERSIONES REALES;;15.995,75;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;305,13;
v;;;830;Préstamos a corto plazo;;145,13;
;;;83008; Familias e instituciones sin fines de lucro;22,82;;
v;;;83010; Anticipos a jurados de expropiación forzosa;122,31;;
v;;;831;Préstamos a largo plazo;;160,00;
;;;83108; Familias e instituciones sin fines de lucro;160,00;;
;;;;TOTAL ACTIVOS FINANCIEROS;;305,13;
 ; ;;;;;;
;;;;TOTAL Administración General del Estado en el Territorio;;285.864,80;
 ; ;;;;;;
v;;922M;;Organización territorial del Estado y desarrollo de sus sistemas de colaboración;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;334,58;
;;;100;Retribuciones básicas y otras remuneraciones;;334,58;
;;;10000; Retribuciones básicas;95,99;;
;;;10001; Retribuciones complementarias;238,59;;
v;;;11;Personal eventual;;249,60;
;;;110;Retribuciones básicas y otras remuneraciones;;249,60;
;;;11000; Retribuciones básicas;83,07;;
;;;11001; Retribuciones complementarias;166,53;;
v;;;12;Funcionarios;;8.125,19;
;;;120;Retribuciones básicas;;3.773,46;
;;;12000; Sueldos del grupo A1 y grupo A;1.105,80;;
;;;12001; Sueldos del grupo A2 y grupo B;421,65;;
;;;12002; Sueldos del grupo C1 y grupo C;540,00;;
;;;12003; Sueldos del grupo C2 y grupo D;370,27;;
;;;12005; Trienios;607,88;;
;;;12006; Pagas extraordinarias;727,86;;
;;;121;Retribuciones complementarias;;4.079,44;
;;;12100; Complemento de destino;1.720,05;;
;;;12101; Complemento específico;2.359,39;;
;;;123;Indemnizaciones percibidas por destino en el extranjero;;272,29;
;;;12300; Indemnización por destino en el extranjero;272,29;;
v;;;13;Laborales;;51,52;
;;;130;Laboral fijo;;51,52;
;;;13000; Retribuciones básicas;37,04;;
;;;13001; Otras remuneraciones;14,48;;
v;;;15;Incentivos al rendimiento;;1.696,15;
v;;;150;Productividad;;1.641,25;
v;;;151;Gratificaciones;;54,90;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.071,51;
;;;160;Cuotas sociales;;1.071,51;
v;;;16000; Seguridad Social;1.071,51;;
;;;;TOTAL GASTOS DE PERSONAL;;11.528,55;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;97,22;
;;;220;Material de oficina;;0,30;
;;;22002; Material informático no inventariable;0,30;;
;;;226;Gastos diversos;;46,92;
v;;;22601; Atenciones protocolarias y representativas;22,80;;
;;;22606; Reuniones, conferencias y cursos;24,12;;
;;;227;Trabajos realizados por otras empresas y profesionales;;50,00;
;;;22706; Estudios y trabajos técnicos;50,00;;
v;;;23;Indemnizaciones por razón del servicio;;103,32;
;;;230;Dietas;;44,18;
;;;231;Locomoción;;49,38;
;;;232;Traslado;;7,50;
;;;233;Otras indemnizaciones;;2,26;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;200,54;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;30,00;
v;;;482;A la Fundación Manuel Giménez Abad;;30,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;30,00;
 ; ;;;;;;
;;;;TOTAL Organización territorial del Estado y desarrollo de sus sistemas de colaboración;;11.759,09;
 ; ;;;;;;
v;;942A;;Cooperación económica local del Estado;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.843,84;
;;;120;Retribuciones básicas;;961,09;
;;;12000; Sueldos del grupo A1 y grupo A;326,23;;
;;;12001; Sueldos del grupo A2 y grupo B;159,02;;
;;;12002; Sueldos del grupo C1 y grupo C;70,82;;
;;;12003; Sueldos del grupo C2 y grupo D;62,92;;
;;;12005; Trienios;145,22;;
;;;12006; Pagas extraordinarias;196,88;;
;;;121;Retribuciones complementarias;;882,75;
;;;12100; Complemento de destino;389,64;;
;;;12101; Complemento específico;493,11;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;329,09;
;;;160;Cuotas sociales;;329,09;
v;;;16000; Seguridad Social;329,09;;
;;;;TOTAL GASTOS DE PERSONAL;;2.172,93;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;60,00;
;;;216;Equipos para procesos de la información;;60,00;
v;;;22;Material, suministros y otros;;1.405,40;
;;;226;Gastos diversos;;823,17;
;;;22605; Asistencia técnica para la gestión de las ayudas de la Unión Europea.;805,07;;
;;;22606; Reuniones, conferencias y cursos;18,10;;
;;;227;Trabajos realizados por otras empresas y profesionales;;582,23;
;;;22706; Estudios y trabajos técnicos;54,37;;
;;;22708; Asistencia técnica externa para la gestión de las ayudas de la Unión Europea.;527,86;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.465,40;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;2.625,00;
v;;;480;A la Federación Española de Municipios y Provincias;;2.625,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;2.625,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;64;Gastos de inversiones de carácter inmaterial;;360,00;
;;;640;Gastos en inversiones de carácter inmaterial;;360,00;
;;;;TOTAL INVERSIONES REALES;;360,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;20.520,00;
v;;;740;Actuaciones Planes Desarrollo Socioeconómico Ceuta y Melilla;;20.520,00;
v;;;75;A Comunidades Autónomas;;30.000,00;
v;;;753;A la Comunidad Autónoma de Aragón para financiar proyectos de inversión en la provincia de Teruel, incluyendo compensaciones por regularizaciones de ejercicios anteriores;;30.000,00;
v;;;76;A Entidades Locales;;1.266,00;
v;;;760;A las Diputaciones, Cabildos, Consejos Insulares y Ayuntamientos de Ceuta y Melilla, como aportación a la financiación de las inversiones de EE.LL por Cooperación Económica Local;;1.266,00;
v;;;76002; A los Ayuntamientos de Don Benito y Villanueva de La Serena ( Badajoz) para adecuación de las dependencias Municipales;1.000,00;;
v;;;76004; Al Ayuntamiento de Castellar de la Ribera, para el aislamiento acústico y solar del local social;16,00;;
v;;;76005; Al Ayuntamiento de Aitona, para la mejora de las instalaciones y distribución de la segunda planta del edificio multifuncional de Aitona;250,00;;
v;;;78;A familias e instituciones sin fines de lucro;;30,00;
v;;;780;A la Asociación Cultural Veins de Camps, para nuevas instalaciones en el local social y cultural;;30,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;51.816,00;
 ; ;;;;;;
;;;;TOTAL Cooperación económica local del Estado;;58.439,33;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE POLÍTICA TERRITORIAL;;356.063,22;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE MEMORIA DEMOCRÁTICA;;;
v;;925M;;Memoria democrática;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;141,36;
;;;100;Retribuciones básicas y otras remuneraciones;;141,36;
;;;10000; Retribuciones básicas;38,84;;
;;;10001; Retribuciones complementarias;102,52;;
v;;;11;Personal eventual;;251,52;
;;;110;Retribuciones básicas y otras remuneraciones;;251,52;
;;;11000; Retribuciones básicas;84,72;;
;;;11001; Retribuciones complementarias;166,80;;
v;;;12;Funcionarios;;688,32;
;;;120;Retribuciones básicas;;338,96;
;;;12000; Sueldos del grupo A1 y grupo A;89,18;;
;;;12001; Sueldos del grupo A2 y grupo B;38,56;;
;;;12002; Sueldos del grupo C1 y grupo C;19,30;;
;;;12003; Sueldos del grupo C2 y grupo D;56,22;;
;;;12005; Trienios;65,06;;
;;;12006; Pagas extraordinarias;70,64;;
;;;121;Retribuciones complementarias;;349,36;
;;;12100; Complemento de destino;140,05;;
;;;12101; Complemento específico;209,31;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;130,80;
;;;160;Cuotas sociales;;130,80;
v;;;16000; Seguridad Social;130,80;;
;;;;TOTAL GASTOS DE PERSONAL;;1.212,00;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;3.340,00;
;;;226;Gastos diversos;;1.175,00;
;;;22602; Publicidad y propaganda;300,00;;
;;;22606; Reuniones, conferencias y cursos;875,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2.165,00;
;;;22706; Estudios y trabajos técnicos;2.165,00;;
v;;;23;Indemnizaciones por razón del servicio;;200,00;
;;;230;Dietas;;125,00;
;;;231;Locomoción;;75,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.540,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;100,00;
v;;;442;Para gastos derivados de la aplicación de la Ley 52/2007, de 26 de diciembre, Subvenciones a Universidades Estatales;;50,00;
v;;;448;Para gastos derivados de la aplicación de la Ley 52/2007, de 26 de diciembre, a otras entidades;;50,00;
v;;;45;A Comunidades Autónomas;;3.300,00;
v;;;450;Para gastos derivados de la aplicación de la Ley 52/2007 de 26 de diciembre por la que se reconocen y amplían derechos y se establecen medidas en favor de quien padecieron persecución o violencia durante la guerra civil y la dictadura. Plan exhumación víctimas;;3.000,00;
v;;;452;Para gastos derivados de la aplicación de la Ley 52/2007, de 26 de diciembre, Subvenciones a Universidades de CC.AA.;;300,00;
v;;;46;A Entidades Locales;;650,00;
v;;;464;Subvención excepcional al Ayuntamiento de Huelva para actuaciones de exhumación de fosas comunes de la Guerra Civil;;275,00;
v;;;465;Subvención excepcional al Ayuntamiento de Jaen para actuaciones de exhumaciones de fosas comunes de la Guerra Civil;;100,00;
v;;;466;Subvención excepcional a la Diputación de Ciudad Real para actuaciones de exhumación de fosas comunes de la Guerra Civil;;275,00;
v;;;48;A familias e instituciones sin fines de lucro;;1.600,00;
v;;;480;Para gastos derivados de la aplicación de la Ley 52/2007, de 26 de diciembre. Subvenciones a entidades sin ánimo de lucro;;600,00;
v;;;481;Para gastos derivados de la aplicación de la Ley 52/2007, de 26 de diciembre. Subvención directa a la FEMP;;1.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;5.650,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;1.950,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;1.950,00;
;;;;TOTAL INVERSIONES REALES;;1.950,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;1.600,00;
v;;;750;A la Comunidad Autónoma de Aragón para el Museo de la Memoria en Teruel;;750,00;
v;;;751;A la Comunidad Autónoma de La Rioja para el Centro de Memoria La Rioja;;250,00;
v;;;752;Al Gobierno Vasco para las obras en la Iglesia de San Francisco de Asís en Zaramaga para su conversión en centro memorial a las víctimas del 3 de marzo;;600,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;1.600,00;
 ; ;;;;;;
;;;;TOTAL Memoria democrática;;13.952,00;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE MEMORIA DEMOCRÁTICA;;13.952,00;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA;;411.378,89;
;;



