;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;48;A familias e instituciones sin fines de lucro;;239,00;
v;;;480;Ayudas a entidades privadas sin fines de lucro y reales academias para la preservación del Patrimonio Digital;;100,00;
v;;;484;Ayudas a instituciones y asociaciones profesionales para el desarrollo de sus actividades;;139,00;
v;;;48406; A la Federación Española de Sociedades de Archivística, Biblioteconomía, Documentación y Museística (FESABID) para gastos de funcionamiento y actividades relacionadas con las bibliotecas;89,00;;
v;;;48407; A la Federación Española de Asociaciones de Archiveros, Bibliotecarios, Arqueólogos, Museólogos y Documentalistas (ANABAD) para actividades relacionadas con las bibliotecas;25,00;;
v;;;48408; A la Sociedad Española de Documentación e Información Científica (SEDIC) para actividades relacionadas con las bibliotecas;25,00;;
v;;;49;Al exterior;;51,45;
v;;;491;Cuotas a organismos internacionales y para proyectos de cooperación internacional;;51,45;
;;;49104; Al Centro Regional para el Fomento del Libro en América Latina y el Caribe (CERLALC), cuota de participación en el Programa Iberbibliotecas;50,00;;
;;;49105; A la Federación Internacional de Asociaciones de Bibliotecarios y Bibliotecas (IFLA);0,75;;
;;;49106; A la Oficina Europea de Asociaciones de Bibliotecas, Información y Documentación (EBLIDA);0,70;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;840,45;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;1.166,15;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;1.166,15;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;50,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;50,00;
;;;64;Gastos de inversiones de carácter inmaterial;;1.070,00;
;;;640;Gastos en inversiones de carácter inmaterial;;1.070,00;
;;;;TOTAL INVERSIONES REALES;;2.286,15;
 ; ;;;;;;
;;;;TOTAL Bibliotecas;;7.083,47;
 ; ;;;;;;
v;;334B;;Promoción del libro y publicaciones culturales;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.467,86;
;;;120;Retribuciones básicas;;752,06;
;;;12000; Sueldos del grupo A1 y grupo A;161,77;;
;;;12001; Sueldos del grupo A2 y grupo B;228,89;;
;;;12002; Sueldos del grupo C1 y grupo C;91,50;;
;;;12003; Sueldos del grupo C2 y grupo D;39,73;;
;;;12005; Trienios;93,94;;
;;;12006; Pagas extraordinarias;136,23;;
;;;121;Retribuciones complementarias;;715,80;
;;;12100; Complemento de destino;348,06;;
;;;12101; Complemento específico;367,74;;
v;;;13;Laborales;;265,76;
;;;130;Laboral fijo;;185,28;
;;;13000; Retribuciones básicas;175,84;;
;;;13001; Otras remuneraciones;9,44;;
;;;131;Laboral eventual;;80,48;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;250,68;
;;;160;Cuotas sociales;;250,68;
v;;;16000; Seguridad Social;250,68;;
;;;;TOTAL GASTOS DE PERSONAL;;2.045,34;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;156,00;
;;;212;Edificios y otras construcciones;;54,00;
;;;213;Maquinaria, instalaciones y utillaje;;25,00;
;;;215;Mobiliario y enseres;;7,00;
;;;216;Equipos para procesos de la información;;70,00;
v;;;22;Material, suministros y otros;;1.241,84;
;;;220;Material de oficina;;77,00;
;;;22001; Prensa, revistas, libros y otras publicaciones;70,00;;
;;;22002; Material informático no inventariable;7,00;;
;;;221;Suministros;;58,50;
;;;22101; Agua;6,50;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;8,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;14,00;;
;;;22199; Otros suministros;30,00;;
;;;223;Transportes;;4,00;
;;;226;Gastos diversos;;852,34;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22602; Publicidad y propaganda;150,00;;
;;;22606; Reuniones, conferencias y cursos;700,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;250,00;
;;;22706; Estudios y trabajos técnicos;250,00;;
v;;;23;Indemnizaciones por razón del servicio;;183,00;
;;;230;Dietas;;50,00;
;;;231;Locomoción;;38,00;
;;;233;Otras indemnizaciones;;95,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.580,84;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;200,00;
v;;;450;A la Comunidad Autónoma de les Illes Balears para el desarrollo de actuaciones de fomento del uso de la lengua catalana en formato escrito y gráfico;;200,00;
v;;;46;A Entidades Locales;;1.580,00;
v;;;460;Ayudas a entidades locales para actividades de Promoción de la Lectura (Plan de Fomento de la Lectura);;1.400,00;
v;;;461;Al Consell de Mallorca para el apoyo a la producción editorial y fonográfica en lengua catalana;;150,00;
v;;;462;A la Fundación Max Aub de la Comunidad Valenciana para proyectos relacionados con el fomento de la lectura (Plan de Fomento de la Lectura);;30,00;
v;;;47;A empresas privadas;;1.900,00;
v;;;477;Ayudas para empresas editoras de revistas culturales;;700,00;
v;;;478;Ayudas para la traducción de libros entre lenguas del Estado;;200,00;
v;;;479;Ayudas para la promoción de la lectura y la difusión de las letras españolas (Plan de Fomento de la Lectura);;1.000,00;
v;;;48;A familias e instituciones sin fines de lucro;;3.185,00;
v;;;481;Ayudas para la acción y la promoción cultural;;3.060,00;
;;;48115; Ayudas para la promoción de la lectura y la difusión de las letras españolas (Plan de Fomento de la Lectura);1.258,00;;
;;;48116; Ayudas a instituciones sin fines de lucro editoras de revistas culturales;300,00;;
;;;48118; Para premios literarios de ámbito nacional;652,00;;
;;;48119; Ayudas para entidades sin fines de lucro que promueven y fortalecen la industria editorial;350,00;;
;;;48120; Ayudas a la creación literaria (Plan de Fomento de la Lectura);500,00;;
v;;;482;A la Reial Academia de Bones Lletres de Barcelona para proyectos relacionados con el fomento de la lectura (Plan de Fomento de la Lectura);;15,00;
v;;;483;A la Fundación Francisco Brines para proyectos relacionados con el fomento de la lectura (Plan de Fomento de la Lectura);;30,00;
v;;;485;A la Fundación María Zambrano para actividades de promoción del libro y la lectura (Plan de Fomento de la Lectura);;30,00;
v;;;486;A la Fundación José Ortega y Gasset-Gregorio Marañón (FOM) para la realización de actividades de fomento y promoción de la lectura (Plan de Fomento de la Lectura);;50,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;6.865,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;10,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;10,00;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;10,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;10,00;
;;;64;Gastos de inversiones de carácter inmaterial;;25,00;
;;;640;Gastos en inversiones de carácter inmaterial;;25,00;
;;;;TOTAL INVERSIONES REALES;;45,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;76;A Entidades Locales;;1.100,00;
v;;;763;Campaña de animación a la lectura "María Moliner" para proyectos de animación lectora en municipios de menos de 50.000 habitantes (Plan de Fomento de la Lectura);;1.100,00;
v;;;77;A empresas privadas;;1.690,88;
v;;;772;Actividades en desarrollo del Plan de Fomento de la Lectura;;40,88;
v;;;775;Ayudas para la edición de libros;;1.150,00;
v;;;776;Ayudas para proyectos de revalorización cultural y modernización de las librerías;;500,00;
v;;;78;A familias e instituciones sin fines de lucro;;565,00;
v;;;781;A la Confederación Española de Gremios y Asociaciones de Libreros (CEGAL) para apoyar el desarrollo tecnológico de la plataforma Todostuslibros.com;;135,00;
v;;;782;Al Centre de Lectura de Reus, para las obras de rehabilitación de su sede;;150,00;
v;;;783;Concurso de promoción de la lectura en los jóvenes (Plan de Fomento de la Lectura);;30,00;
v;;;784;Programa de animación a la lectura en mundo rural (Plan de Fomento de la Lectura);;250,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.355,88;
 ; ;;;;;;
;;;;TOTAL Promoción del libro y publicaciones culturales;;13.892,06;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DEL LIBRO, DEL CÓMIC Y DE LA LECTURA;;22.093,94;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;DIRECCIÓN GENERAL DE INDUSTRIAS CULTURALES, PROPIEDAD INTELECTUAL Y COOPERACIÓN;;;
v;;331M;;Dirección y Servicios Generales de Cultura;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;560,79;
;;;120;Retribuciones básicas;;226,45;
;;;12000; Sueldos del grupo A1 y grupo A;92,11;;
;;;12001; Sueldos del grupo A2 y grupo B;82,96;;
;;;12003; Sueldos del grupo C2 y grupo D;24,88;;
;;;12005; Trienios;22,54;;
;;;12006; Pagas extraordinarias;3,96;;
;;;121;Retribuciones complementarias;;334,34;
;;;12100; Complemento de destino;143,78;;
;;;12101; Complemento específico;190,56;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;86,78;
;;;160;Cuotas sociales;;86,78;
v;;;16000; Seguridad Social;86,78;;
;;;;TOTAL GASTOS DE PERSONAL;;647,57;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;436,50;
;;;226;Gastos diversos;;306,50;
;;;22602; Publicidad y propaganda;100,00;;
;;;22604; Refuerzo medios y recursos Sección Segunda Comisión de Propiedad Intelectual;156,50;;
;;;22606; Reuniones, conferencias y cursos;50,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;130,00;
;;;22706; Estudios y trabajos técnicos;130,00;;
v;;;23;Indemnizaciones por razón del servicio;;182,60;
;;;230;Dietas;;25,00;
;;;231;Locomoción;;50,00;
;;;233;Otras indemnizaciones;;107,60;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;619,10;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;146,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;146,00;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;35,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;35,00;
;;;64;Gastos de inversiones de carácter inmaterial;;254,00;
;;;640;Gastos en inversiones de carácter inmaterial;;254,00;
;;;;TOTAL INVERSIONES REALES;;435,00;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Cultura;;1.701,67;
 ; ;;;;;;
v;;334A;;Promoción y cooperación cultural;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.306,38;
;;;120;Retribuciones básicas;;628,22;
;;;12000; Sueldos del grupo A1 y grupo A;160,64;;
;;;12001; Sueldos del grupo A2 y grupo B;129,21;;
;;;12002; Sueldos del grupo C1 y grupo C;29,10;;
