Servicio;Programa;Económica;Explicación;Total (miles euros);Total (euros)
2;411M;10001;Retribuciones complementarias;42,12;42.120,00
2;411M;12;Funcionarios;2.573,03;2.573.030,00
2;411M;120;Retribuciones básicas;1.212,87;1.212.870,00
2;411M;12000;Sueldos grupo A1 y A;282,42;282.420,00
2;411M;12001;Sueldos grupo A2 y B;179,94;179.940,00
2;411M;12002;Sueldos grupo C1 y C;154,4;154.400,00
2;411M;12003;Sueldos grupo C2 y D;136,54;136.540,00
2;411M;12005;Trienios;202,77;202.770,00
2;411M;12006;Pagas extraordinarias;256,8;256.800,00
2;411M;121;Retribuciones complementarias;1.360,16;1.360.160,00
2;411M;12100;Complemento de destino;630,26;630.260,00
2;411M;12101;Complemento específico;729,9;729.900,00
2;411M;13;Laborales;248,16;248.160,00
2;411M;130;Laboral fijo;216,26;216.260,00
2;411M;13000;Retribuciones básicas;210,73;210.730,00
2;411M;13001;Otras remuneraciones;5,53;5.530,00
2;411M;131;Laboral eventual;31,9;31.900,00
2;411M;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;354,18;354.180,00
2;411M;160;Cuotas sociales;354,18;354.180,00
2;411M;16000;Seguridad Social;354,18;354.180,00
—;—;—;Total Gastos de Personal;3.236,39;3.236.390,00
2;411M;48;A familias e instituciones sin fines de lucro;33;33.000,00
2;411M;480;Becas de formación;33;33.000,00
—;—;—;Total Transferencias Corrientes;33;33.000,00
2;411M;62;Inversión nueva asociada al funcionamiento operativo;65;65.000,00
2;411M;620;Inversión nueva asociada al funcionamiento operativo;65;65.000,00
2;411M;64;Gastos de inversiones de carácter inmaterial;90;90.000,00
2;411M;640;Gastos en inversiones de carácter inmaterial;90;90.000,00
—;—;—;Total Inversiones Reales;155;155.000,00
2;411M;;Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;3.424,39;3.424.390,00
3;411M;10;Altos cargos;61,02;61.020,00
3;411M;100;Retribuciones básicas y otras remuneraciones;61,02;61.020,00
3;411M;10000;Retribuciones básicas;18,9;18.900,00
3;411M;10001;Retribuciones complementarias;42,12;42.120,00
3;411M;12;Funcionarios;6.677,38;6.677.380,00
3;411M;120;Retribuciones básicas;3.185,74;3.185.740,00
3;411M;12000;Sueldos grupo A1 y A;624,29;624.290,00
3;411M;12001;Sueldos grupo A2 y B;552,67;552.670,00
3;411M;12002;Sueldos grupo C1 y C;501,81;501.810,00
3;411M;12003;Sueldos grupo C2 y D;313,23;313.230,00
3;411M;12005;Trienios;520,4;520.400,00
3;411M;12006;Pagas extraordinarias;673,34;673.340,00
3;411M;121;Retribuciones complementarias;3.491,64;3.491.640,00
3;411M;12100;Complemento de destino;1.629,07;1.629.070,00
3;411M;12101;Complemento específico;1.862,57;1.862.570,00
3;411M;13;Laborales;1.952,39;1.952.390,00
3;411M;130;Laboral fijo;1.923,24;1.923.240,00
3;411M;13000;Retribuciones básicas;1.874,30;1.874.300,00
3;411M;13001;Otras remuneraciones;48,94;48.940,00
3;411M;131;Laboral eventual;29,15;29.150,00
3;411M;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;1.226,79;1.226.790,00
3;411M;160;Cuotas sociales;1.226,79;1.226.790,00
3;411M;16000;Seguridad Social;1.226,79;1.226.790,00
—;—;—;Total Gastos de Personal;9.917,58;9.917.580,00
3;411M;63;Inversión de reposición asociada al funcionamiento operativo;3.595,00;3.595.000,00
3;411M;630;Inversión de reposición asociada al funcionamiento operativo;3.595,00;3.595.000,00
3;411M;64;Gastos de inversiones de carácter inmaterial;5.196,36;5.196.360,00
3;411M;640;Gastos en inversiones de carácter inmaterial;5.196,36;5.196.360,00
—;—;—;Total Inversiones Reales;8.791,36;8.791.360,00
3;411M;;Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;18.708,94;18.708.940,00
4;411M;10;Altos cargos;71,15;71.150,00
4;411M;100;Retribuciones básicas y otras remuneraciones;71,15;71.150,00
4;411M;10000;Retribuciones básicas;19,33;19.330,00
4;411M;10001;Retribuciones complementarias;51,82;51.820,00
4;411M;12;Funcionarios;1.584,77;1.584.770,00
4;411M;120;Retribuciones básicas;728,57;728.570,00
4;411M;12000;Sueldos grupo A1 y A;312,15;312.150,00
4;411M;12001;Sueldos grupo A2 y B;38,56;38.560,00
4;411M;12002;Sueldos grupo C1 y C;48,25;48.250,00
4;411M;12003;Sueldos grupo C2 y D;56,22;56.220,00
4;411M;12005;Trienios;118,49;118.490,00
4;411M;12006;Pagas extraordinarias;154,9;154.900,00
4;411M;121;Retribuciones complementarias;856,2;856.200,00
4;411M;12100;Complemento de destino;388,03;388.030,00
4;411M;12101;Complemento específico;468,17;468.170,00
4;411M;16;Cuotas, prestaciones y gastos sociales;189,55;189.550,00
4;411M;160;Cuotas sociales;189,55;189.550,00
4;411M;16000;Seguridad Social;189,55;189.550,00
—;—;—;Total Gastos de Personal;1.845,47;1.845.470,00
4;411M;35;Intereses de demora y otros gastos financieros;16,18;16.180,00
4;411M;352;Intereses de demora;16,18;16.180,00
—;—;—;Total Gastos Financieros;16,18;16.180,00
4;411M;48;A familias e instituciones sin fines de lucro;70;70.000,00
4;411M;480;Becas de formación en general;70;70.000,00
—;—;—;Total Transferencias Corrientes;70;70.000,00
4;411M;64;Gastos de inversiones de carácter inmaterial;4.474,35;4.474.350,00
4;411M;640;Gastos en inversiones de carácter inmaterial;4.474,35;4.474.350,00
—;—;—;Total Inversiones Reales;4.474,35;4.474.350,00
4;412M;49;Al exterior;30.408,84;30.408.840,00
4;412M;490;Abono al Tesoro Público por cuenta del FEGA;30.408,84;30.408.840,00
—;—;—;Total Transferencias Corrientes – 412M;30.408,84;30.408.840,00
000X;—;41;A Organismos Autónomos;20.675,22;20.675.220,00
000X;—;412;Agencia de Información y Control Alimentarios;5.679,65;5.679.650,00
000X;—;413;Fondo Español de Garantía Agraria (FEGA);14.845,57;14.845.570,00
000X;—;415;MAPA – Subvenciones producción agraria;150;150.000,00
—;—;—;Total Transferencias Corrientes – 000X;20.675,22;20.675.220,00
000X;—;71;A Organismos Autónomos;39.628,45;39.628.450,00
000X;—;712;Agencia de Información y Control Alimentarios (AICA);1.540,00;1.540.000,00
000X;—;713;Fondo Español de Garantía Agraria (FEGA);25.039,60;25.039.600,00
000X;—;714;FEGA – Programa Nacional de Desarrollo Rural 2015–2020;13.048,85;13.048.850,00
—;—;—;Total Transferencias de Capital – Servicio 000X;39.628,45;39.628.450,00
000X;—;—;Transferencias y libramientos internos;60.303,67;60.303.670,00
4;000X;—;Secretaría General de Recursos Agrarios y Seguridad Alimentaria;97.118,51;97.118.510,00
5;412C;10;Altos cargos;61,02;61.020,00
5;412C;100;Retribuciones básicas y otras remuneraciones;61,02;61.020,00
5;412C;10000;Retribuciones básicas;18,9;18.900,00
5;412C;10001;Retribuciones complementarias;42,12;42.120,00
5;412C;12;Funcionarios;4.546,44;4.546.440,00
5;412C;120;Retribuciones básicas;2.119,14;2.119.140,00
5;412C;12000;Sueldos grupo A1 y A;1.055,36;1.055.360,00
5;412C;12001;Sueldos grupo A2 y B;128,53;128.530,00
5;412C;12002;Sueldos grupo C1 y C;125,45;125.450,00
5;412C;12003;Sueldos grupo C2 y D;80,32;80.320,00
5;412C;12005;Trienios;278,32;278.320,00
5;412C;12006;Pagas extraordinarias;451,16;451.160,00
5;412C;121;Retribuciones complementarias;2.427,30;2.427.300,00
5;412C;12100;Complemento de destino;1.123,61;1.123.610,00
5;412C;12101;Complemento específico;1.303,69;1.303.690,00
5;412C;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;409,5;409.500,00
5;412C;160;Cuotas sociales;409,5;409.500,00
5;412C;16000;Seguridad Social;409,5;409.500,00
—;—;—;Total Gastos de Personal;5.016,96;5.016.960,00
5;412C;44;A entidades del Sector Público Estatal;500;500.000,00
5;412C;442;EXPASA Agricultura y Ganadería, S.A.;500;500.000,00
5;412C;47;A empresas privadas;445,6;445.600,00
5;412C;470;Asociación de Carreras de Caballos – sector equino;400;400.000,00
5;412C;471;Normalización de maquinaria agrícola;45,6;45.600,00
5;412C;48;A familias e instituciones sin fines de lucro;150;150.000,00
5;412C;480;Programa técnico formativo;150;150.000,00
—;—;—;Total Transferencias Corrientes;1.095,60;1.095.600,00
5;412C;63;Inversión de reposición operativa;100;100.000,00
5;412C;630;Inversión de reposición operativa;100;100.000,00
5;412C;64;Gastos de inversiones inmateriales;7.354,71;7.354.710,00
5;412C;640;Gastos en inversiones inmateriales;7.354,71;7.354.710,00
—;—;—;Total Inversiones Reales;7.454,71;7.454.710,00
5;412C;75;A Comunidades Autónomas – innovación tecnológica;4.652,00;4.652.000,00
5;412C;75001;Mejora ganadera y biodiversidad;2.900,00;2.900.000,00
5;412C;75002;Calidad de variedades vegetales;1.752,00;1.752.000,00
5;412C;755;Reordenación de sectores productivos;4.650,00;4.650.000,00
5;412C;75502;Fomento de la apicultura;4.650,00;4.650.000,00
5;412C;756;Programa POSEI;21.000,00;21.000.000,00
5;412C;77;A empresas privadas – modernización tecnológica;9.550,00;9.550.000,00
5;412C;78;A familias e instituciones sin fines de lucro;5.035,00;5.035.000,00
5;412C;781;Sostenibilidad y competitividad ganadera;5.035,00;5.035.000,00
—;—;—;Total Transferencias de Capital;44.887,00;44.887.000,00
5;412C;;Competitividad y calidad de la producción y los mercados agrarios;58.454,27;58.454.270,00
6;412D;10;Altos cargos;61,02;61.020,00
6;412D;100;Retribuciones básicas y otras remuneraciones;61,02;61.020,00
6;412D;10000;Retribuciones básicas;18,9;18.900,00
6;412D;10001;Retribuciones complementarias;42,12;42.120,00
6;412D;12;Funcionarios;5.053,66;5.053.660,00
6;412D;120;Retribuciones básicas;2.492,36;2.492.360,00
6;412D;12000;Sueldos grupo A1 y A;1.204,00;1.204.000,00
6;412D;12001;Sueldos grupo A2 y B;218,5;218.500,00
6;412D;12002;Sueldos grupo C1 y C;125,45;125.450,00
6;412D;12003;Sueldos grupo C2 y D;96,38;96.380,00
6;412D;12005;Trienios;330,19;330.190,00
6;412D;12006;Pagas extraordinarias;517,84;517.840,00
6;412D;121;Retribuciones complementarias;2.561,30;2.561.300,00
6;412D;12100;Complemento de destino;1.234,18;1.234.180,00
6;412D;12101;Complemento específico;1.327,12;1.327.120,00
6;412D;13;Laborales;179,46;179.460,00
6;412D;130;Laboral fijo;179,46;179.460,00
6;412D;13000;Retribuciones básicas;175,42;175.420,00
6;412D;13001;Otras remuneraciones;4,04;4.040,00
6;412D;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;793,09;793.090,00
6;412D;160;Cuotas sociales;793,09;793.090,00
6;412D;16000;Seguridad Social;793,09;793.090,00
—;—;—;Total Gastos de Personal;6.087,23;6.087.230,00
6;412D;48;A familias e instituciones sin fines de lucro;140;140.000,00
6;412D;480;Becas de formación en general;140;140.000,00
—;—;—;Total Transferencias Corrientes;140;140.000,00
6;412D;62;Inversión nueva operativa;525;525.000,00
6;412D;620;Inversión nueva operativa;525;525.000,00
6;412D;63;Inversión de reposición operativa;125;125.000,00
6;412D;630;Inversión de reposición operativa;125;125.000,00
6;412D;64;Gastos de inversiones inmateriales;18.231,80;18.231.800,00
6;412D;640;Gastos en inversiones inmateriales;18.231,80;18.231.800,00
—;—;—;Total Inversiones Reales;18.881,80;18.881.800,00
6;412D;75;A Comunidades Autónomas – Sanidad agraria;21.581,47;21.581.470,00
6;412D;75202;Fomento de agrupaciones fitosanitarias;1;1.000,00
6;412D;75203;Prevención y lucha contra plagas;10.572,19;10.572.190,00
6;412D;75204;Erradicación de enfermedades animales;11.007,28;11.007.280,00
6;412D;75205;Asociacionismo sanitario ganadero;1;1.000,00
—;—;—;Total Transferencias de Capital;21.581,47;21.581.470,00
6;412D;—;Competitividad y calidad de la sanidad agraria;46.690,50;46.690.500,00
7;413A;10;Altos cargos;61,02;61.020,00
7;413A;100;Retribuciones básicas y otras remuneraciones;61,02;61.020,00
7;413A;10000;Retribuciones básicas;18,9;18.900,00
7;413A;10001;Retribuciones complementarias;42,12;42.120,00
7;413A;12;Funcionarios;5.551,26;5.551.260,00
7;413A;120;Retribuciones básicas;2.769,90;2.769.900,00
7;413A;12000;Sueldos grupo A1 y A;1.025,63;1.025.630,00
7;413A;12001;Sueldos grupo A2 y B;398,43;398.430,00
7;413A;12002;Sueldos grupo C1 y C;202,66;202.660,00
7;413A;12003;Sueldos grupo C2 y D;136,54;136.540,00
7;413A;12005;Trienios;430,63;430.630,00
7;413A;12006;Pagas extraordinarias;576,01;576.010,00
7;413A;121;Retribuciones complementarias;2.781,36;2.781.360,00
7;413A;12100;Complemento de destino;1.378,76;1.378.760,00
7;413A;12101;Complemento específico;1.402,60;1.402.600,00
7;413A;13;Laborales;34,05;34.050,00
7;413A;130;Laboral fijo;34,05;34.050,00
7;413A;13000;Retribuciones básicas;34,05;34.050,00
7;413A;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;831,68;831.680,00
7;413A;160;Cuotas sociales;831,68;831.680,00
7;413A;16000;Seguridad Social;831,68;831.680,00
—;—;—;Total Gastos de Personal;6.478,01;6.478.010,00
7;413A;47;A empresas privadas;180;180.000,00
7;413A;472;Convenio con Fundación Dieta Mediterránea;80;80.000,00
7;413A;473;Subvención “Premios Alimentos de España”;100;100.000,00
7;413A;48;A familias e instituciones sin fines de lucro;250;250.000,00
7;413A;480;Becas de formación;250;250.000,00
—;—;—;Total Transferencias Corrientes;430;430.000,00
7;413A;62;Inversión nueva operativa;500;500.000,00
7;413A;620;Inversión nueva operativa;500;500.000,00
7;413A;63;Inversión de reposición operativa;950;950.000,00
7;413A;630;Inversión de reposición operativa;950;950.000,00
7;413A;64;Gastos de inversiones inmateriales;23.213,51;23.213.510,00
7;413A;640;Gastos en inversiones inmateriales;23.213,51;23.213.510,00
—;—;—;Total Inversiones Reales;24.663,51;24.663.510,00
7;413A;75;A Comunidades Autónomas – Fundación Basque Culinary Center;200;200.000,00
7;413A;751;Subvención nominativa al Gobierno Vasco;200;200.000,00
7;413A;77;A empresas privadas – cooperativismo agrario;600;600.000,00
7;413A;771;Fomento del cooperativismo agrario;600;600.000,00
7;413A;78;A familias e instituciones sin fines de lucro;2.015,73;2.015.730,00
7;413A;785;Convenios con entidades sin ánimo de lucro;2.015,73;2.015.730,00
7;413A;78500;Convenio con FIAB – fomento e innovación sector agroalimentario;754,48;754.480,00
7;413A;78501;Convenio Marco con Cooperativas Agroalimentarias de España;1.261,25;1.261.250,00
—;—;—;Total Transferencias de Capital;2.815,73;2.815.730,00
7;413A;—;Competitividad industria agroalimentaria y calidad alimentaria;34.387,25;34.387.250,00
8;414A;12;Funcionarios;1.420,62;1.420.620,00
8;414A;13;Laborales;185,21;185.210,00
8;414A;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;224,7;224.700,00
—;—;—;Total Gastos de Personal;1.830,53;1.830.530,00
8;414A;48;A familias e instituciones sin fines de lucro;100;100.000,00
—;—;—;Total Transferencias Corrientes;100;100.000,00
8;414A;60–61;Infraestructuras rurales;53.391,47;53.391.470,00
8;414A;64;Gastos de inversiones de carácter inmaterial;4.630,47;4.630.470,00
—;—;—;Total Inversiones Reales;58.021,94;58.021.940,00
8;414A;76;A Entidades Locales;198;198.000,00
—;—;—;Total Transferencias de Capital;198;198.000,00
8;414A;85;Adquisición de acciones – SEIASA;96.872,10;96.872.100,00
—;—;—;Total Activos Financieros;96.872,10;96.872.100,00
8;414B;10;Altos cargos;61,02;61.020,00
8;414B;12;Funcionarios;3.435,68;3.435.680,00
8;414B;13;Laborales;18,08;18.080,00
8;414B;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;420,65;420.650,00
—;—;—;Total Gastos de Personal;3.935,43;3.935.430,00
8;414B;48;A familias e instituciones sin fines de lucro;6.341,40;6.341.400,00
—;—;—;Total Transferencias Corrientes;6.341,40;6.341.400,00
8;414B;64;Gastos de inversiones de carácter inmaterial;4.660,10;4.660.100,00
—;—;—;Total Inversiones Reales;4.660,10;4.660.100,00
8;414B;75;A Comunidades Autónomas;158.710,01;158.710.010,00
8;414B;758;Fundación Ciudad del Envase y el Embalaje;500;500.000,00
8;414B;759;Aportación AGE a intervenciones y medidas FEADER;158.210,01;158.210.010,00
8;414B;78;A familias e instituciones sin fines de lucro;591,15;591.150,00
8;414B;783;Programas de formación y asesoramiento;591,15;591.150,00
8;414B;78301;Formación y asesoramiento en digitalización por entidades sin ánimo de lucro;591,15;591.150,00
8;414B;82;Préstamos al Sector Público – ENISA;15.000,00;15.000.000,00
—;—;—;Total Activos Financieros;15.000,00;15.000.000,00
9;411M;10;Altos cargos;71,15;71.150,00
9;411M;100;Retribuciones básicas y otras remuneraciones;71,15;71.150,00
9;411M;10000;Retribuciones básicas;19,33;19.330,00
9;411M;10001;Retribuciones complementarias;51,82;51.820,00
9;411M;12;Funcionarios;1.483,12;1.483.120,00
9;411M;120;Retribuciones básicas;681,17;681.170,00
9;411M;12000;Sueldos grupo A1 y A;193,23;193.230,00
9;411M;12001;Sueldos grupo A2 y B;115,67;115.670,00
9;411M;12002;Sueldos grupo C1 y C;77,2;77.200,00
9;411M;12003;Sueldos grupo C2 y D;48,19;48.190,00
9;411M;12005;Trienios;101,45;101.450,00
9;411M;12006;Pagas extraordinarias;145,43;145.430,00
9;411M;121;Retribuciones complementarias;801,95;801.950,00
9;411M;12100;Complemento de destino;361,91;361.910,00
9;411M;12101;Complemento específico;440,04;440.040,00
9;411M;13;Laborales;65,96;65.960,00
9;411M;130;Laboral fijo;65,96;65.960,00
9;411M;13000;Retribuciones básicas;65,06;65.060,00
9;411M;13001;Otras remuneraciones;0,9;900
9;411M;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;210,5;210.500,00
9;411M;160;Cuotas sociales;210,5;210.500,00
9;411M;16000;Seguridad Social;210,5;210.500,00
—;—;—;Total Gastos de Personal;1.830,73;1.830.730,00
9;411M;—;Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;1.830,73;1.830.730,00
10;415A;10;Altos cargos;61,02;61.020,00
10;415A;100;Retribuciones básicas y otras remuneraciones;61,02;61.020,00
10;415A;10000;Retribuciones básicas;18,9;18.900,00
10;415A;10001;Retribuciones complementarias;42,12;42.120,00
10;415A;12;Funcionarios;2.002,09;2.002.090,00
10;415A;120;Retribuciones básicas;918,28;918.280,00
10;415A;12000;Sueldos grupo A1 y A;445,92;445.920,00
10;415A;12001;Sueldos grupo A2 y B;77,12;77.120,00
10;415A;12002;Sueldos grupo C1 y C;48,25;48.250,00
10;415A;12003;Sueldos grupo C2 y D;32,13;32.130,00
10;415A;12005;Trienios;118,51;118.510,00
10;415A;12006;Pagas extraordinarias;196,35;196.350,00
10;415A;121;Retribuciones complementarias;1.083,81;1.083.810,00
10;415A;12100;Complemento de destino;493,13;493.130,00
10;415A;12101;Complemento específico;590,68;590.680,00
10;415A;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;249,97;249.970,00
10;415A;160;Cuotas sociales;249,97;249.970,00
10;415A;16000;Seguridad Social;249,97;249.970,00
—;—;—;Total Gastos de Personal;2.313,08;2.313.080,00
10;415A;48;A familias e instituciones sin fines de lucro;119,56;119.560,00
10;415A;485;Becas de formación técnica y práctica en pesca marítima;119,56;119.560,00
—;—;—;Total Transferencias Corrientes;119,56;119.560,00
10;415A;62;Inversión nueva operativa;6;6.000,00
10;415A;620;Inversión nueva operativa;6;6.000,00
10;415A;63;Inversión de reposición operativa;822;822.000,00
10;415A;630;Inversión de reposición operativa;822;822.000,00
10;415A;64;Gastos de inversiones inmateriales;20.810,00;20.810.000,00
10;415A;640;Gastos en inversiones inmateriales;20.810,00;20.810.000,00
—;—;—;Total Inversiones Reales;21.638,00;21.638.000,00
10;415A;78;A familias e instituciones sin fines de lucro;300;300.000,00
10;415A;781;Fundación AZTI – Investigación en alimentación, pesca y oceanografía;300;300.000,00
—;—;—;Total Transferencias de Capital;300;300.000,00
10;415A;—;Protección de los recursos pesqueros y desarrollo sostenible;24.370,64;24.370.640,00
11;415B;10;Altos cargos;61,02;61.020,00
11;415B;10000;Retribuciones básicas;18,9;18.900,00
11;415B;10001;Retribuciones complementarias;42,12;42.120,00
11;415B;12;Funcionarios;4.212,99;4.212.990,00
11;415B;12000;Sueldos grupo A1 y A;401,33;401.330,00
11;415B;12001;Sueldos grupo A2 y B;784,02;784.020,00
11;415B;12002;Sueldos grupo C1 y C;164,05;164.050,00
11;415B;12003;Sueldos grupo C2 y D;48,19;48.190,00
11;415B;12005;Trienios;201,9;201.900,00
11;415B;12006;Pagas extraordinarias;434,25;434.250,00
11;415B;12100;Complemento de destino;1.057,95;1.057.950,00
11;415B;12101;Complemento específico;1.121,30;1.121.300,00
11;415B;13;Laborales;37,58;37.580,00
11;415B;13000;Retribuciones básicas;36,71;36.710,00
11;415B;13001;Otras remuneraciones;0,87;870
11;415B;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;830,5;830.500,00
11;415B;16000;Seguridad Social;830,5;830.500,00
—;—;—;Total Gastos de Personal;5.142,09;5.142.090,00
11;415B;44;Fundación Biodiversidad – Observatorio Español de Acuicultura (OESA);300;300.000,00
11;415B;48;Asociacionismo pesquero, acuicultura y becas;698,24;698.240,00
—;—;—;Total Transferencias Corrientes;998,24;998.240,00
11;415B;62–63;Inversión nueva y reposición operativa;155;155.000,00
