;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 27 MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;1.970,76;
;;;212;Edificios y otras construcciones;;277,00;
;;;213;Maquinaria, instalaciones y utillaje;;1.457,00;
;;;214;Elementos de transporte;;28,00;
;;;215;Mobiliario y enseres;;88,00;
;;;216;Equipos para procesos de la información;;120,76;
v;;;22;Material, suministros y otros;;14.771,15;
;;;220;Material de oficina;;344,32;
;;;22000; Ordinario no inventariable;50,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;149,32;;
;;;22002; Material informático no inventariable;145,00;;
;;;221;Suministros;;2.097,50;
;;;22100; Energía eléctrica;1.110,00;;
;;;22101; Agua;29,37;;
;;;22102; Gas;11,75;;
;;;22103; Combustible;710,88;;
;;;22104; Vestuario;1,50;;
;;;22106; Productos farmacéuticos y material sanitario;16,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;52,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;40,00;;
;;;22199; Otros suministros;126,00;;
;;;222;Comunicaciones;;19,00;
;;;22200; Servicios de telecomunicaciones;2,00;;
;;;22201; Postales y mensajería;17,00;;
;;;223;Transportes;;226,00;
;;;224;Primas de seguros;;43,00;
;;;225;Tributos;;903,50;
v;;;22502; Locales;903,50;;
;;;226;Gastos diversos;;3.687,85;
v;;;22601; Atenciones protocolarias y representativas;56,49;;
;;;22602; Publicidad y propaganda;3.021,00;;
;;;22603; Jurídicos, contenciosos;175,00;;
;;;22606; Reuniones, conferencias y cursos;17,00;;
;;;22607; Oposiciones y pruebas selectivas;63,00;;
;;;22699; Otros;355,36;;
;;;227;Trabajos realizados por otras empresas y profesionales;;7.449,98;
;;;22700; Limpieza y aseo;316,00;;
;;;22701; Seguridad;1.048,00;;
;;;22704; Custodia, depósito y almacenaje;4,56;;
;;;22705; Procesos electorales y consultas populares;14,70;;
;;;22706; Estudios y trabajos técnicos;5.726,72;;
;;;22799; Otros;340,00;;
v;;;23;Indemnizaciones por razón del servicio;;520,00;
;;;230;Dietas;;95,00;
;;;231;Locomoción;;145,00;
;;;232;Traslado;;10,00;
;;;233;Otras indemnizaciones;;270,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;17.261,91;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;15,00;
v;;;352;Intereses de demora;;15,00;
;;;;TOTAL GASTOS FINANCIEROS;;15,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;318,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;318,00;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;2.063,72;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;2.063,72;
;;;64;Gastos de inversiones de carácter inmaterial;;2.685,92;
;;;640;Gastos en inversiones de carácter inmaterial;;2.685,92;
;;;;TOTAL INVERSIONES REALES;;5.067,64;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;83;Concesión de préstamos fuera del Sector Público;;191,32;
v;;;830;Préstamos a corto plazo;;25,77;
;;;83008; Familias e instituciones sin fines de lucro;25,77;;
v;;;831;Préstamos a largo plazo;;165,55;
;;;83108; Familias e instituciones sin fines de lucro;165,55;;
;;;;TOTAL ACTIVOS FINANCIEROS;;191,32;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Economía, Comercio y Empresa;;52.658,29;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;52.658,29;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;923Q;;Dirección y Servicios Generales de Economía, Comercio y Empresa;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.020,74;
;;;120;Retribuciones básicas;;916,68;
;;;12000; Sueldos del grupo A1 y grupo A;315,86;;
;;;12001; Sueldos del grupo A2 y grupo B;176,72;;
;;;12002; Sueldos del grupo C1 y grupo C;79,61;;
;;;12003; Sueldos del grupo C2 y grupo D;40,16;;
;;;12005; Trienios;141,35;;
;;;12006; Pagas extraordinarias;162,98;;
;;;121;Retribuciones complementarias;;1.104,06;
;;;12100; Complemento de destino;447,89;;
;;;12101; Complemento específico;656,17;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;240,63;
;;;160;Cuotas sociales;;240,63;
v;;;16000; Seguridad Social;240,63;;
;;;;TOTAL GASTOS DE PERSONAL;;2.322,41;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;31,65;
;;;220;Material de oficina;;2,85;
;;;22001; Prensa, revistas, libros y otras publicaciones;2,85;;
;;;226;Gastos diversos;;9,80;
v;;;22601; Atenciones protocolarias y representativas;1,20;;
;;;22606; Reuniones, conferencias y cursos;7,60;;
v;;;22610; Gastos derivados de arbitrajes de Derecho Internacional;1,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;19,00;
;;;22706; Estudios y trabajos técnicos;19,00;;
v;;;23;Indemnizaciones por razón del servicio;;16,15;
;;;230;Dietas;;9,50;
;;;231;Locomoción;;5,70;
;;;233;Otras indemnizaciones;;0,95;
v;;;24;Gastos de publicaciones;;86,78;
;;;240;Gastos de edición y distribución;;86,78;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;134,58;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Economía, Comercio y Empresa;;2.456,99;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;2.456,99;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE ECONOMÍA Y APOYO A LA EMPRESA;;;
v;;923Q;;Dirección y Servicios Generales de Economía, Comercio y Empresa;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,30;
;;;100;Retribuciones básicas y otras remuneraciones;;80,30;
;;;10000; Retribuciones básicas;19,91;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;215,15;
;;;110;Retribuciones básicas y otras remuneraciones;;215,15;
;;;11000; Retribuciones básicas;70,63;;
;;;11001; Retribuciones complementarias;144,52;;
v;;;12;Funcionarios;;661,55;
;;;120;Retribuciones básicas;;323,31;
;;;12000; Sueldos del grupo A1 y grupo A;44,59;;
;;;12001; Sueldos del grupo A2 y grupo B;51,41;;
;;;12002; Sueldos del grupo C1 y grupo C;38,60;;
;;;12003; Sueldos del grupo C2 y grupo D;64,25;;
;;;12005; Trienios;65,69;;
;;;12006; Pagas extraordinarias;58,77;;
;;;121;Retribuciones complementarias;;338,24;
;;;12100; Complemento de destino;139,96;;
;;;12101; Complemento específico;198,28;;
v;;;15;Incentivos al rendimiento;;3.521,29;
v;;;150;Productividad;;3.521,29;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;104,74;
;;;160;Cuotas sociales;;104,74;
v;;;16000; Seguridad Social;104,74;;
;;;;TOTAL GASTOS DE PERSONAL;;4.583,03;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;7,75;
;;;216;Equipos para procesos de la información;;7,75;
v;;;22;Material, suministros y otros;;45,81;
;;;220;Material de oficina;;6,34;
;;;22001; Prensa, revistas, libros y otras publicaciones;5,50;;
;;;22002; Material informático no inventariable;0,84;;
;;;226;Gastos diversos;;35,39;
v;;;22601; Atenciones protocolarias y representativas;8,89;;
;;;22603; Jurídicos, contenciosos;7,00;;
;;;22606; Reuniones, conferencias y cursos;19,50;;
;;;227;Trabajos realizados por otras empresas y profesionales;;4,08;
;;;22706; Estudios y trabajos técnicos;1,71;;
;;;22799; Otros;2,37;;
v;;;23;Indemnizaciones por razón del servicio;;45,77;
;;;230;Dietas;;14,22;
;;;231;Locomoción;;31,55;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;99,33;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;2,65;
v;;;352;Intereses de demora;;2,65;
;;;;TOTAL GASTOS FINANCIEROS;;2,65;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;0,30;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;0,30;
;;;64;Gastos de inversiones de carácter inmaterial;;1,80;
;;;640;Gastos en inversiones de carácter inmaterial;;1,80;
;;;;TOTAL INVERSIONES REALES;;2,10;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Economía, Comercio y Empresa;;4.687,11;
 ; ;;;;;;
v;;931M;;Previsión y política económica;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;12.630,00;
v;;;359;Otros gastos financieros;;12.630,00;
;;;;TOTAL GASTOS FINANCIEROS;;12.630,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;250,00;
v;;;483;Becas Fulbright de la Secretaría de Estado de Economía y Apoyo a la Empresa;;200,00;
v;;;484;Aportación a la Fundación Real Instituto Elcano de Estudios Internacionales y Estratégicos;;50,00;
v;;;49;Al exterior;;2.000,00;
v;;;492;Mecanismo Europeo de Estabilidad (MEDE) intereses negativos;;2.000,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;2.250,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;372,07;
v;;;744;Subvenciones de intereses por préstamos de líneas de mediación instrumentados por el ICO;;372,07;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;372,07;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;89;Suscripción de acciones y aportaciones de fondos a organismos internacionales;;1,00;
v;;;892;Aportación al Mecanismo Europeo de Estabilidad (MEDE);;1,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;1,00;
 ; ;;;;;;
;;;;TOTAL Previsión y política económica;;15.253,07;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;139.253,04;
v;;;415;Al Instituto Nacional de Estadística (INE);;139.253,04;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;54.503,15;
v;;;437;A la Comisión Nacional de los Mercados y la Competencia (CNMC);;54.503,15;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;193.756,19;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;24.053,12;
v;;;714;Al Instituto Nacional de Estadística (INE);;24.053,12;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;3.913,71;
v;;;737;A la Comisión Nacional de los Mercados y la Competencia (CNMC);;3.913,71;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;27.966,83;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;221.723,02;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE ECONOMÍA Y APOYO A LA EMPRESA;;241.663,20;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;SECRETARÍA GENERAL DEL TESORO Y FINANCIACIÓN INTERNACIONAL;;;
v;;923O;;Gestión de la Deuda y de la Tesorería del Estado;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;132,20;
;;;100;Retribuciones básicas y otras remuneraciones;;132,20;
;;;10000; Retribuciones básicas;38,25;;
;;;10001; Retribuciones complementarias;93,95;;
v;;;12;Funcionarios;;7.386,28;
;;;120;Retribuciones básicas;;3.367,19;
;;;12000; Sueldos del grupo A1 y grupo A;1.007,79;;
;;;12001; Sueldos del grupo A2 y grupo B;546,88;;
;;;12002; Sueldos del grupo C1 y grupo C;376,36;;
;;;12003; Sueldos del grupo C2 y grupo D;295,56;;
;;;12005; Trienios;519,12;;
;;;12006; Pagas extraordinarias;621,48;;
;;;121;Retribuciones complementarias;;4.019,09;
;;;12100; Complemento de destino;1.615,29;;
;;;12101; Complemento específico;2.403,80;;
v;;;13;Laborales;;576,56;
;;;130;Laboral fijo;;517,14;
;;;13000; Retribuciones básicas;511,23;;
;;;13001; Otras remuneraciones;5,91;;
;;;131;Laboral eventual;;59,42;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;842,90;
;;;160;Cuotas sociales;;842,90;
v;;;16000; Seguridad Social;842,90;;
;;;;TOTAL GASTOS DE PERSONAL;;8.937,94;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;0,85;
;;;209;Cánones;;0,85;
v;;;21;Reparaciones, mantenimiento y conservación;;402,84;
;;;212;Edificios y otras construcciones;;7,05;
;;;213;Maquinaria, instalaciones y utillaje;;67,06;
;;;215;Mobiliario y enseres;;3,73;
;;;216;Equipos para procesos de la información;;325,00;
v;;;22;Material, suministros y otros;;34.562,13;
;;;220;Material de oficina;;131,48;
;;;22000; Ordinario no inventariable;7,58;;
;;;22001; Prensa, revistas, libros y otras publicaciones;21,32;;
;;;22002; Material informático no inventariable;102,58;;
;;;222;Comunicaciones;;15,15;
;;;22200; Servicios de telecomunicaciones;0,10;;
;;;22201; Postales y mensajería;15,05;;
;;;223;Transportes;;1,71;
;;;226;Gastos diversos;;21,89;
v;;;22601; Atenciones protocolarias y representativas;5,69;;
;;;22602; Publicidad y propaganda;2,56;;
;;;22606; Reuniones, conferencias y cursos;13,64;;
;;;227;Trabajos realizados por otras empresas y profesionales;;34.391,90;
;;;22704; Custodia, depósito y almacenaje;1,12;;
;;;22706; Estudios y trabajos técnicos;189,32;;
v;;;22708; Gastos derivados de la acuñación, retirada y desmonetización de moneda metálica y obligaciones de ejercicios anteriores;34.200,00;;
;;;22799; Otros;1,46;;
v;;;23;Indemnizaciones por razón del servicio;;657,25;
;;;230;Dietas;;203,19;
;;;231;Locomoción;;453,96;
;;;232;Traslado;;0,10;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;35.623,07;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;15.060,44;
v;;;351;Cobertura de riesgos en avales prestados por el Tesoro, incluidos los riesgos de ejercicios anteriores;;13.219,99;
v;;;355;Compensaciones derivadas de la ejecución de avales frente al Tesoro Público;;176,00;
v;;;359;Otros gastos financieros;;1.664,45;
;;;;TOTAL GASTOS FINANCIEROS;;15.060,44;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;200,00;
v;;;486;Indemnizaciones a los afectados por el síndrome tóxico, según Sentencia de la Sala Segunda del Tribunal Supremo de 26 de septiembre de 1997;;200,00;
v;;;49;Al exterior;;522,22;
v;;;491;Contribución al Centro BRUEGEL;;209,18;
v;;;492;Contribución al Grupo de Acción Financiera Internacional contra el Blanqueo de Capitales;;170,00;
;;;49200; GAFISUD (América Latina);150,00;;
;;;49201; GAFIC (Caribe);20,00;;
v;;;493;Contribución de España a los gastos de gestión de su oficina de representación conjunta ante el FMI;;135,04;
v;;;495;Contribuciones a organismos de la OCDE;;8,00;
;;;49501; Red Internacional de Educación Financiera;8,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;722,22;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;117,44;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;117,44;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;309,92;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;309,92;
;;;64;Gastos de inversiones de carácter inmaterial;;419,00;
;;;640;Gastos en inversiones de carácter inmaterial;;419,00;
;;;;TOTAL INVERSIONES REALES;;846,36;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;89;Suscripción de acciones y aportaciones de fondos a organismos internacionales;;1,00;
v;;;891;Real Decreto-ley 4/2016. A la Junta Única de Resolución según lo establecido en artículo 1;;1,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;1,00;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;95;Puesta en circulación de moneda metálica;;1,00;
v;;;951;Puesta en circulación negativa de moneda metálica;;1,00;
;;;;TOTAL PASIVOS FINANCIEROS;;1,00;
 ; ;;;;;;
;;;;TOTAL Gestión de la Deuda y de la Tesorería del Estado;;61.192,03;
 ; ;;;;;;
v;;923P;;Relaciones con Instituciones Financieras Multilaterales;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;706,76;
;;;120;Retribuciones básicas;;298,02;
;;;12000; Sueldos del grupo A1 y grupo A;118,91;;
;;;12001; Sueldos del grupo A2 y grupo B;77,12;;
;;;12003; Sueldos del grupo C2 y grupo D;8,03;;
;;;12005; Trienios;40,37;;
;;;12006; Pagas extraordinarias;53,59;;
;;;121;Retribuciones complementarias;;408,74;
;;;12100; Complemento de destino;158,98;;
;;;12101; Complemento específico;249,76;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;114,52;
;;;160;Cuotas sociales;;114,52;
v;;;16000; Seguridad Social;114,52;;
;;;;TOTAL GASTOS DE PERSONAL;;821,28;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;382.464,54;
v;;;490;Contribuciones a Instituciones Financieras Multilaterales;;382.464,54;
;;;49010; A la Asociación Internacional de Fomento (AIF) 18 reposición (BANCO MUNDIAL);70.000,00;;
;;;49022; A la Asociación Internacional de Fomento (AIF) 19 reposición (BANCO MUNDIAL);30.000,00;;
;;;49031; Fondos de lucha contra el cambio climático (1ª reposición del Fondo Verde para el Clima);24.000,00;;
;;;49034; MDRI del Fondo Africano de Desarrollo;7.650,00;;
;;;49038; FMI-Sudán;4.500,00;;
;;;49040; A la Asociación Internacional de Fomento (AIF) 20 reposición (BANCO MUNDIAL);50.000,00;;
;;;49041; 16ª Reposición del Fondo Africano de Desarrollo del Banco Africano de Desarrollo (FAfD 16);11.500,00;;
;;;49042; Fondos climáticos;85.000,00;;
;;;49043; 8ª Reposición del Fondo para el Medio Ambiente Mundial (FMAM-GEF);7.000,00;;
;;;49044; Fondo para cooperación técnica y financiera en instituciones financieras multilaterales;61.314,54;;
;;;49047; FMI-Fondo para Reducción de la Pobreza y para el Crecimiento;30.000,00;;
;;;49048; Fondo General de Cooperación de España (FGCE-BID);1.500,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;382.464,54;
 ; ;;;;;;
v;;;8;ACTIVOS FINANCIEROS;;;
v;;;89;Suscripción de acciones y aportaciones de fondos a organismos internacionales;;136.548,84;
v;;;895;Instituciones Financieras Multilaterales;;136.548,84;
;;;;TOTAL ACTIVOS FINANCIEROS;;136.548,84;
 ; ;;;;;;
;;;;TOTAL Relaciones con Instituciones Financieras Multilaterales;;519.834,66;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL DEL TESORO Y FINANCIACIÓN INTERNACIONAL;;581.026,69;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;DIRECCIÓN GENERAL DE POLÍTICA ECONÓMICA;;;
v;;931M;;Previsión y política económica;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.328,74;
;;;120;Retribuciones básicas;;995,22;
;;;12000; Sueldos del grupo A1 y grupo A;435,52;;
;;;12001; Sueldos del grupo A2 y grupo B;170,30;;
;;;12002; Sueldos del grupo C1 y grupo C;57,90;;
;;;12003; Sueldos del grupo C2 y grupo D;40,16;;
;;;12005; Trienios;110,88;;
;;;12006; Pagas extraordinarias;180,46;;
;;;121;Retribuciones complementarias;;1.333,52;
;;;12100; Complemento de destino;521,61;;
;;;12101; Complemento específico;811,91;;
v;;;13;Laborales;;16,87;
;;;131;Laboral eventual;;16,87;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;214,77;
;;;160;Cuotas sociales;;214,77;
v;;;16000; Seguridad Social;214,77;;
;;;;TOTAL GASTOS DE PERSONAL;;2.621,42;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;53,03;
;;;220;Material de oficina;;5,70;
;;;22001; Prensa, revistas, libros y otras publicaciones;5,70;;
;;;226;Gastos diversos;;45,33;
v;;;22601; Atenciones protocolarias y representativas;3,16;;
;;;22606; Reuniones, conferencias y cursos;42,17;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2,00;
;;;22706; Estudios y trabajos técnicos;2,00;;
v;;;23;Indemnizaciones por razón del servicio;;110,15;
;;;230;Dietas;;59,90;
;;;231;Locomoción;;49,38;
;;;233;Otras indemnizaciones;;0,87;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;163,18;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;4,49;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;4,49;
;;;;TOTAL INVERSIONES REALES;;4,49;
 ; ;;;;;;
;;;;TOTAL Previsión y política económica;;2.789,09;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE POLÍTICA ECONÓMICA;;2.789,09;
 ; ;;;;;;
 ; ;;;;;;
v;06;;;DIRECCIÓN GENERAL DE ANÁLISIS MACROECONÓMICO;;;
v;;931M;;Previsión y política económica;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;1.690,65;
;;;120;Retribuciones básicas;;749,30;
;;;12000; Sueldos del grupo A1 y grupo A;301,00;;
;;;12001; Sueldos del grupo A2 y grupo B;128,53;;
;;;12002; Sueldos del grupo C1 y grupo C;56,94;;
;;;12003; Sueldos del grupo C2 y grupo D;24,09;;
;;;12005; Trienios;105,17;;
;;;12006; Pagas extraordinarias;133,57;;
;;;121;Retribuciones complementarias;;941,35;
;;;12100; Complemento de destino;379,84;;
;;;12101; Complemento específico;561,51;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;236,09;
;;;160;Cuotas sociales;;236,09;
v;;;16000; Seguridad Social;236,09;;
;;;;TOTAL GASTOS DE PERSONAL;;1.987,78;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;140,68;
;;;220;Material de oficina;;22,17;
;;;22001; Prensa, revistas, libros y otras publicaciones;22,17;;
;;;226;Gastos diversos;;12,16;
v;;;22601; Atenciones protocolarias y representativas;4,22;;
;;;22606; Reuniones, conferencias y cursos;7,94;;
;;;227;Trabajos realizados por otras empresas y profesionales;;106,35;
;;;22706; Estudios y trabajos técnicos;106,35;;
v;;;23;Indemnizaciones por razón del servicio;;116,24;
;;;230;Dietas;;50,06;
;;;231;Locomoción;;66,18;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;256,92;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;21,00;
v;;;491;Contribución al Foro Global de Productividad OCDE;;21,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;21,00;
 ; ;;;;;;
;;;;TOTAL Previsión y política económica;;2.265,70;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE ANÁLISIS MACROECONÓMICO;;2.265,70;
 ; ;;;;;;
 ; ;;;;;;
v;07;;;DIRECCIÓN GENERAL DE SEGUROS Y FONDOS DE PENSIONES;;;
v;;493M;;Dirección, control y gestión de seguros;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;9.219,64;
;;;120;Retribuciones básicas;;3.595,72;
;;;12000; Sueldos del grupo A1 y grupo A;1.897,41;;
