;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 06 DEUDA PÚBLICA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;30042; Obligaciones del Estado al 1,30%. Emisión 26.07.2016/30.10.2026;326.477,00;;
;;;30044; Obligaciones del Estado al 1,50%. Emisión 31.01.2017/30.04.2027;356.378,00;;
;;;30045; Obligaciones del Estado al 2,35%. Emisión 01.03.2017/30.07.2033;451.356,00;;
;;;30046; Obligaciones del Estado €i al 0,65%. Emisión 04.05.2017/30.11.2027;105.131,00;;
;;;30048; Obligaciones del Estado al 1,45%. Emisión 04.07.2017/31.10.2027;346.316,00;;
;;;30050; Obligaciones del Estado al 1,40%. Emisión 30.01.2018/30.04.2028;336.008,00;;
;;;30051; Obligaciones del Estado al 2,70%. Emisión 27.02.2018/31.10.2048;469.427,00;;
;;;30052; Bonos del Estado al 0,35%. Emisión 22.05.2018/30.07.2023;74.147,00;;
;;;30053; Bonos del Estado €i al 0,15%. Emisión 12.06.2018/30.11.2023;9.647,00;;
;;;30054; Obligaciones del Estado al 1,40%. Emisión 03.07.2018/30.07.2028;327.111,00;;
;;;30055; Obligaciones del Estado €i al 0,70%. Emisión 18.09.2018/30.11.2033;120.713,00;;
;;;30057; Obligaciones del Estado al 1,45%. Emisión 29.01.2019/30.04.2029;309.057,00;;
;;;30058; Obligaciones del Estado al 1,85%. Emisión 05.03.2019/30.07.2035;407.156,51;;
;;;30059; Bonos del Estado al 0,25%. Emisión 16.04.2019/30.07.2024;44.244,00;;
;;;30060; Obligaciones del Estado €i al 1,00%. Emisión 11.06.2019/30.11.2048;3.965,00;;
;;;30061; Obligaciones del Estado €i al 1,05%. Emisión 11.06.2019/30.11.2049;4.163,00;;
;;;30062; Obligaciones del Estado €i al 1,10%. Emisión 11.06.2019/30.11.2050;4.361,00;;
;;;30063; Obligaciones del Estado al 0,60%. Emisión 19.06.2019/31.10.2029;136.398,00;;
;;;30064; Obligaciones del Estado al 0,50%. Emisión 21.01.2020/30.04.2030;113.662,00;;
;;;30065; Obligaciones del Estado al 1,00%. Emisión 03.03.2020/31.10.2050;195.400,00;;
;;;30066; Obligaciones del Estado al 0,80%. Emisión 31.03.2020/30.07.2027;174.119,00;;
;;;30067; Obligaciones del Estado al 1,25%. Emisión 30.04.2020/31.10.2030;313.920,59;;
;;;30068; Obligaciones del Estado al 1,20%. Emisión 16.06.2020/31.10.2040;216.296,00;;
;;;30069; Obligaciones del Estado al 0,10%. Emisión 20.01.2021/30.04.2031;21.969,92;;
;;;30070; Obligaciones del Estado al 1,45%. Emisión 16.02.2021/31.10.2071;90.513,00;;
;;;30071; Obligaciones del Estado al 0,85%. Emisión 20.04.2021/30.07.2037;97.264,00;;
;;;30072; Obligaciones del Estado al 0,50%. Emisión 29.06.2021/31.10.2031;108.830,00;;
;;;30073; Obligaciones del Estado al 1,00%. Emisión 14.09.2021/30.07.2042;72.361,96;;
;;;30074; Obligaciones del Estado al 0,70%. Emisión 18.01.2022/30.04.2032;151.398,00;;
;;;30075; Obligaciones del Estado al 1,90%. Emisión 16.02.2022/31.10.2052;133.000,00;;
;;;30076; Obligaciones del Estado al 0,80%. Emisión 08.03.2022/30.07.2029;38.068,00;;
;;;30099; Para atender los intereses que se devenguen por nuevas emisiones, canjes y recompras.;4.649.408,01;;
v;;;303;Rendimientos implícitos;;1.259.081,32;
;;;30344; Obligaciones del Estado al 5,40%. Emisión 29.01.2013/31.01.2023;630,00;;
;;;30345; Obligaciones del Estado al 4,40%. Emisión 21.05.2013/31.10.2023;101.468,00;;
;;;30346; Bonos del Estado al 0,35%. Emisión 22.05.2018/30.07.2023;58.268,00;;
;;;30347; Bonos del Estado al €i al 0,15%. Emisión 12.06.2018/30.11.2023;1.067.736,00;;
;;;30348; Bonos del Estado al 0,00%. Emisión 28.01.2020/30.04.2023;30.979,32;;
;;;;TOTAL GASTOS FINANCIEROS;;29.210.853,96;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;90;Amortización de deuda pública en euros;;90.986.637,89;
v;;;901;Amortización de deuda pública en euros a largo plazo;;90.986.637,89;
;;;90146; Obligaciones del Estado al 5,40%. Emisión 29.01.2013/31.01.2023;21.666.022,00;;
;;;90147; Obligaciones del Estado al 4,40%. Emisión 21.05.2013/31.10.2023;20.971.733,56;;
;;;90148; Bonos del Estado al 0,35%. Emisión 22.05.2018/30.07.2023;21.126.374,64;;
;;;90149; Bonos del Estado €i al 0,15%. Emisión 12.06.2018/30.11.2023;5.456.261,00;;
;;;90150; Bonos del Estado al 0,00%. Emisión 28.01.2020/30.04.2023;21.766.246,69;;
;;;;TOTAL PASIVOS FINANCIEROS;;90.986.637,89;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en euros;;120.197.491,85;
 ; ;;;;;;
v;;951N;;Amortización y gastos financieros de la deuda pública en moneda extranjera;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;32;De deuda pública en moneda extranjera;;38.300,00;
v;;;320;Intereses;;38.300,00;
;;;32000; Intereses de Emisiones de Bonos en Dólares;17.200,00;;
;;;32003; Intereses de Emisiones de Bonos en Yenes Japoneses;5.500,00;;
;;;32005; Intereses de Emisiones de Bonos en Libras Esterlinas;15.500,00;;
;;;32008; Para atender al pago de intereses de las Emisiones de Bonos en el exterior que se concierten en virtud de la autorización contenida en la presente Ley, no incluidas anteriormente;100,00;;
;;;;TOTAL GASTOS FINANCIEROS;;38.300,00;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en moneda extranjera;;38.300,00;
 ; ;;;;;;
;;;;TOTAL BONOS, OBLIGACIONES Y OTRAS DEUDAS;;120.235.791,85;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;PRÉSTAMOS;;;
v;;951M;;Amortización y gastos financieros de la deuda pública en euros;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;31;De préstamos en euros;;627.264,96;
v;;;310;Intereses;;627.164,96;
;;;31001; Préstamo Schuldschein HSBC 12.07.2010/16.07.2025;6.513,00;;
;;;31002; Préstamo Schuldschein HSBC 15.10.2010/05.11.2032;8.681,40;;
;;;31003; Préstamo Schuldschein Deutsche Bank AG 05.11.2010/08.11.2033;7.025,06;;
;;;31004; Préstamo Schuldschein Commerzbank AG 13.12.2010/15.12.2034;8.375,10;;
;;;31005; Préstamo Mecanismo Europeo Estabilidad. 11.12.2012/11.12.2027;298.891,00;;
;;;31007; Préstamo BEI 23.12.2013;15.126,45;;
;;;31008; Préstamo Schuldschein Commerzbank AG 19.02.2014;8.019,00;;
;;;31009; Préstamo Schuldschein Credit Agricole 10.03.2014;8.578,50;;
;;;31010; Préstamo BEI 20.03.2014;3.002,40;;
;;;31013; Para atender los intereses que se devenguen por nuevos préstamos y operaciones de intercambio financiero en euros;210.000,00;;
;;;31016; Préstamo BEI 04.12.2014;6.576,50;;
;;;31017; Préstamo BEI 23.12.2014-1;2.574,00;;
;;;31019; Préstamo BEI 25.01.2016-1;2.260,13;;
;;;31020; Préstamo BEI 25.01.2016-2;1.408,16;;
;;;31021; Préstamo BEI 28.06.2016;743,66;;
;;;31022; Préstamo BEI 09.01.2017;940,96;;
;;;31023; Préstamo BEI 05.10.2017;309,38;;
;;;31024; Préstamo BEI 22.12.2017;1.099,20;;
;;;31025; Préstamo BEI 27.12.2018;1.181,56;;
;;;31026; Préstamo BEI 21.02.2019;2.392,00;;
;;;31027; Préstamo BEI 26.11.2019;240,00;;
;;;31028; Préstamo SURE D2 0,100% 27.10.2020;2.500,00;;
;;;31029; Préstamo SURE D4 0,300% 17.11.2020;3.450,00;;
;;;31030; Préstamo SURE D5 0,300% 02.02.2021;3.084,00;;
;;;31031; Préstamo SURE D6 0,200% 16.03.2021;5.736,00;;
;;;31032; Préstamo SURE D8 0,450% 30.03.2021;7.650,00;;
;;;31033; Préstamo SURE D10 0,750% 25.05.2021;10.807,50;;
v;;;319;Otros gastos financieros;;100,00;
;;;31901; Gastos de gestión de colateral para cobertura de riesgos de contrapartida;100,00;;
;;;;TOTAL GASTOS FINANCIEROS;;627.264,96;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;91;Amortización de préstamos en euros;;4.091.430,14;
v;;;913;Amortización de préstamos a largo plazo de entes de fuera del Sector Público;;4.091.430,14;
;;;91306; Préstamo Mecanismo Europeo Estabilidad 11.12.2012;3.642.743,40;;
;;;91308; Préstamo BEI 0,738% 25.01.2016;87.500,00;;
;;;91309; Préstamo BEI 1,695% 25.01.2016;3.461,54;;
;;;91310; Préstamo BEI 1,137% 28.06.2016;2.725,20;;
;;;91311; Préstamo BEI 0,495% 05.10.2017;12.500,00;;
;;;91312; Préstamo BEI 0,397% 22.12.2017;55.375,00;;
;;;91313; Préstamo BEI 0,613% 27.12.2018;32.125,00;;
;;;91314; Préstamo BEI 0,369% 09.01.2017;255.000,00;;
;;;;TOTAL PASIVOS FINANCIEROS;;4.091.430,14;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en euros;;4.718.695,10;
 ; ;;;;;;
v;;951N;;Amortización y gastos financieros de la deuda pública en moneda extranjera;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;33;De préstamos en moneda extranjera;;10.250,00;
v;;;330;Intereses;;10.100,00;
;;;33006; Intereses de Préstamos en Euros, por operaciones de intercambio financiero en divisas;10.000,00;;
;;;33007; Para atender al pago de intereses de las emisiones de Préstamos en el exterior que se concierten en virtud de la autorización contenida en la presente Ley, no incluídas anteriormente;100,00;;
v;;;339;Otros gastos financieros;;150,00;
;;;33901; Gastos de gestión de colateral para cobertura de riesgos de contrapartida;150,00;;
;;;;TOTAL GASTOS FINANCIEROS;;10.250,00;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en moneda extranjera;;10.250,00;
 ; ;;;;;;
;;;;TOTAL PRÉSTAMOS;;4.728.945,10;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;LETRAS DEL TESORO;;;
v;;951M;;Amortización y gastos financieros de la deuda pública en euros;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;30;De deuda pública en euros;;1.100.000,00;
v;;;300;Intereses;;1.100.000,00;
;;;30001; Letras del Tesoro;1.100.000,00;;
;;;;TOTAL GASTOS FINANCIEROS;;1.100.000,00;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;90;Amortización de deuda pública en euros;;1.000,00;
v;;;900;Amortización de deuda pública en euros a corto plazo;;1.000,00;
;;;90001; Letras del Tesoro a corto plazo;1.000,00;;
;;;;TOTAL PASIVOS FINANCIEROS;;1.000,00;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en euros;;1.101.000,00;
 ; ;;;;;;
;;;;TOTAL LETRAS DEL TESORO;;1.101.000,00;
 ; ;;;;;;
 ; ;;;;;;
v;04;;;DEUDAS ASUMIDAS;;;
v;;951M;;Amortización y gastos financieros de la deuda pública en euros;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;30;De deuda pública en euros;;15.975,74;
v;;;300;Intereses;;15.975,74;
;;;30001; Obligaciones de la Red Nacional de Ferrocarriles Españoles, asumidas por el Estado;15.875,74;;
;;;30002; Intereses de nuevas asunciones de Bonos y Obligaciones;100,00;;
v;;;31;De préstamos en euros;;77.446,43;
v;;;310;Intereses;;77.446,43;
;;;31001; Préstamos y créditos en euros de la Red Nacional de Ferrocarriles Españoles, concertados con el Banco Europeo de Inversiones y asumidos por el Estado;73,28;;
;;;31002; Préstamos y créditos de la entidad pública Administrador de Infraestructuras Ferroviarias (ADIF), concertados con el Banco Europeo de Inversiones y asumidos por el Estado;60,45;;
;;;31003; Intereses de nuevas asunciones de préstamos y créditos;100,00;;
;;;31004; Préstamos FFPP asumidos por el Estado;77.064,20;;
;;;31005; Préstamo Consorcio Valencia 2007/ICO;148,50;;
;;;;TOTAL GASTOS FINANCIEROS;;93.422,17;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;91;Amortización de préstamos en euros;;2.442.643,98;
v;;;911;Amortización de préstamos a largo plazo de entes del Sector Público;;246.118,10;
;;;91111; Préstamo Consorcio Valencia 2007/ICO 06.09.2005;12.784,76;;
;;;91112; Préstamo FFPP III Popular 23.12.2013 (ICO);233.333,34;;
v;;;913;Amortización de préstamos a largo plazo de entes de fuera del Sector Público;;2.196.525,88;
;;;91301; Préstamos en euros de la Red Nacional de Ferrocarriles Españoles, concertados con el Banco Europeo de Inversiones y asumidos por el Estado;74.399,10;;
;;;91302; Préstamos FFPP asumidos por el Estado;2.116.666,67;;
;;;91303; Préstamos y créditos de ADIF, concertados con el Banco Europeo de Inversiones y asumidos por el Estado;5.460,11;;
;;;;TOTAL PASIVOS FINANCIEROS;;2.442.643,98;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en euros;;2.536.066,15;
 ; ;;;;;;
;;;;TOTAL DEUDAS ASUMIDAS;;2.536.066,15;
 ; ;;;;;;
 ; ;;;;;;
v;05;;;OBLIGACIONES DIVERSAS;;;
v;;951M;;Amortización y gastos financieros de la deuda pública en euros;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;30;De deuda pública en euros;;155.000,00;
v;;;301;Gastos de emisión, modificación y cancelación;;155.000,00;
;;;30100; Gastos de emisión, modificación, conversión, cancelación, canje, negociación, Cuentas Directas en Banco de España, mantenimiento y comisiones de colocación. Gastos de publicidad, marketing y promoción de la Deuda del Estado por cualquier medio, prospección de mercados y análisis de resultados. Gastos de mecanismos de adquisición y de las operaciones para facilitar la gestión de la tesorería del Estado. Remuneración negativa de la cuenta corriente del Tesoro en el Banco de España.;155.000,00;;
v;;;31;De préstamos en euros;;30.000,00;
v;;;311;Gastos de emisión, modificación y cancelación;;30.000,00;
v;;;35;Intereses de demora y otros gastos financieros;;1,00;
v;;;352;Intereses de demora;;1,00;
;;;;TOTAL GASTOS FINANCIEROS;;185.001,00;
 ; ;;;;;;
v;;;9;PASIVOS FINANCIEROS;;;
v;;;90;Amortización de deuda pública en euros;;25,00;
v;;;901;Amortización de deuda pública en euros a largo plazo;;25,00;
;;;90100; Deudas extinguidas, conversiones, canjes y otros. Para atender los reembolsos que se produzcan como consecuencia de tales operaciones, así como para el pago de residuos de las diferentes Deudas;25,00;;
;;;;TOTAL PASIVOS FINANCIEROS;;25,00;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en euros;;185.026,00;
 ; ;;;;;;
v;;951N;;Amortización y gastos financieros de la deuda pública en moneda extranjera;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;32;De deuda pública en moneda extranjera;;10.000,00;
v;;;321;Gastos de emisión, modificación y cancelación;;10.000,00;
v;;;33;De préstamos en moneda extranjera;;6,00;
v;;;331;Gastos de emision, modificacion y cancelacion;;6,00;
v;;;35;Intereses de demora y otros gastos financieros;;6,00;
v;;;352;Intereses de demora;;6,00;
;;;;TOTAL GASTOS FINANCIEROS;;10.012,00;
 ; ;;;;;;
;;;;TOTAL Amortización y gastos financieros de la deuda pública en moneda extranjera;;10.012,00;
 ; ;;;;;;
;;;;TOTAL OBLIGACIONES DIVERSAS;;195.038,00;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL DEUDA PÚBLICA;;128.796.841,10;
;;



