;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 28 MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
v;;;485;A Iura Vasconiae (Fundación para el Estudio del Derecho Histórico y Autonómico de Vasconia);;50,00;
v;;;486;A la Fundació Universitat Rovira i Virgili. Centre de Innovació i Simulació Territorial;;300,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;19.120,79;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;100,00;
v;;;749;A la Fundación Residencia de Estudiantes;;100,00;
v;;;74901; A la Fundación Residencia de Estudiantes para inversiones;100,00;;
v;;;78;A familias e instituciones sin fines de lucro;;4.916,85;
v;;;781;Ayudas a instituciones adscritas al programa para gastos de inversión;;226,85;
v;;;78101; A la Real Academia de la Historia para mantenimiento y actualización del Diccionario Biográfico Español;101,95;;
v;;;78102; A la Real Academia Nacional de Medicina para el Diccionario Panhispánico de Términos Médicos;58,85;;
v;;;78103; A la Real Academia de Ingeniería para el mantenimiento y actualización del Diccionario Español de Ingeniería;16,05;;
v;;;78104; A la Real Academia de la Historia para el mantenimiento y actualización del Portal Global de Historia Hispánica;50,00;;
v;;;782;A la Fundació Universitat Rovira i Virgili. Centre de Innovació i Simulació Territorial;;30,00;
v;;;783;A la Institució CERCA. Centres de Recerca de Catalunya para la infraestructura científico-tecnológica;;1.000,00;
v;;;784;A la Fundació Doctor Ferran;;160,00;
v;;;785;Barcelona Institute of Science and Technology para el desarrollo de un hub en medicina de precisión;;3.500,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;5.016,85;
 ; ;;;;;;
;;;;TOTAL Investigación científica;;24.137,64;
 ; ;;;;;;
;;;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;78.671,44;
 ; ;;;;;;
 ; ;;;;;;
v;02;;;SECRETARÍA GENERAL TÉCNICA;;;
v;;461M;;Dirección y Servicios Generales de Ciencia, Innovación y Universidades;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,90;;
;;;10001; Retribuciones complementarias;42,14;;
v;;;12;Funcionarios;;1.993,49;
;;;120;Retribuciones básicas;;885,23;
;;;12000; Sueldos del grupo A1 y grupo A;215,34;;
;;;12001; Sueldos del grupo A2 y grupo B;131,46;;
;;;12002; Sueldos del grupo C1 y grupo C;116,46;;
;;;12003; Sueldos del grupo C2 y grupo D;58,29;;
;;;12005; Trienios;150,76;;
;;;12006; Pagas extraordinarias;212,92;;
;;;121;Retribuciones complementarias;;1.108,26;
;;;12100; Complemento de destino;423,74;;
;;;12101; Complemento específico;684,52;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;272,69;
;;;160;Cuotas sociales;;272,69;
v;;;16000; Seguridad Social;272,69;;
;;;;TOTAL GASTOS DE PERSONAL;;2.327,22;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;561,80;
;;;220;Material de oficina;;6,50;
;;;22000; Ordinario no inventariable;1,50;;
;;;22001; Prensa, revistas, libros y otras publicaciones;5,00;;
;;;223;Transportes;;5,00;
;;;226;Gastos diversos;;6,00;
v;;;22601; Atenciones protocolarias y representativas;3,00;;
;;;22606; Reuniones, conferencias y cursos;3,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;544,30;
;;;22706; Estudios y trabajos técnicos;544,30;;
v;;;23;Indemnizaciones por razón del servicio;;1,47;
;;;230;Dietas;;0,66;
;;;231;Locomoción;;0,76;
;;;233;Otras indemnizaciones;;0,05;
v;;;24;Gastos de publicaciones;;203,00;
;;;240;Gastos de edición y distribución;;203,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;766,27;
 ; ;;;;;;
;;;;TOTAL Dirección y Servicios Generales de Ciencia, Innovación y Universidades;;3.093,49;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL TÉCNICA;;3.093,49;
 ; ;;;;;;
 ; ;;;;;;
v;06;;;SECRETARÍA GENERAL DE INVESTIGACIÓN;;;
v;;463B;;Fomento y coordinación de la investigación científica y técnica;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;71,16;
;;;100;Retribuciones básicas y otras remuneraciones;;71,16;
;;;10000; Retribuciones básicas;19,33;;
;;;10001; Retribuciones complementarias;51,83;;
v;;;12;Funcionarios;;1.738,95;
;;;120;Retribuciones básicas;;664,61;
;;;12000; Sueldos del grupo A1 y grupo A;145,00;;
;;;12001; Sueldos del grupo A2 y grupo B;92,31;;
;;;12002; Sueldos del grupo C1 y grupo C;100,00;;
;;;12003; Sueldos del grupo C2 y grupo D;10,00;;
;;;12005; Trienios;141,63;;
;;;12006; Pagas extraordinarias;175,67;;
;;;121;Retribuciones complementarias;;1.074,34;
;;;12100; Complemento de destino;299,42;;
;;;12101; Complemento específico;774,92;;
v;;;13;Laborales;;205,09;
;;;130;Laboral fijo;;205,09;
;;;13000; Retribuciones básicas;201,49;;
;;;13001; Otras remuneraciones;3,60;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;304,54;
;;;160;Cuotas sociales;;304,54;
v;;;16000; Seguridad Social;304,54;;
;;;;TOTAL GASTOS DE PERSONAL;;2.319,74;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;10.207,01;
;;;226;Gastos diversos;;10.025,37;
v;;;22601; Atenciones protocolarias y representativas;4,63;;
;;;22602; Publicidad y propaganda;0,24;;
;;;22606; Reuniones, conferencias y cursos;20,32;;
;;;22616; Actuaciones de la Oficina de Asesoramiento Científico;10.000,00;;
;;;22699; Otros;0,18;;
;;;227;Trabajos realizados por otras empresas y profesionales;;181,64;
;;;22706; Estudios y trabajos técnicos;181,32;;
;;;22799; Otros;0,32;;
v;;;23;Indemnizaciones por razón del servicio;;182,08;
;;;230;Dietas;;25,92;
;;;231;Locomoción;;74,97;
;;;233;Otras indemnizaciones;;81,19;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;10.389,09;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;1,00;
v;;;352;Intereses de demora;;1,00;
;;;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;13.460,42;
v;;;449;Transferencias, ayudas nominativas y otros;;13.460,42;
v;;;44901; A la Fundación Española para la Ciencia y la Tecnología para la Oficina Europea;1.200,00;;
v;;;44902; A la Fundación Española para la Ciencia y la Tecnología para el Museo Nacional de Ciencia y Tecnología;2.200,42;;
v;;;44905; Al Instituto de Astrofísica de Canarias;10.000,00;;
v;;;44906; Al Instituto de Astrofísica de Canarias para la Red de Infraestructuras de Astronomía;60,00;;
v;;;48;A familias e instituciones sin fines de lucro;;800,00;
v;;;482;Premios Nacionales de Investigación y Premios Nacionales de Investigación para Jóvenes;;600,00;
v;;;483;A la Sociedad Botánica Española para la realización del Congreso Internacional de Botánica IBC 2024;;150,00;
v;;;484;A la Confederación de Sociedades Científicas de España;;50,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;14.260,42;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;300,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;300,00;
;;;;TOTAL INVERSIONES REALES;;300,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;510,00;
v;;;749;Transferencias, ayudas nominativas y otros;;510,00;
v;;;74902; A la Fundación Española para la Ciencia y la Tecnología para el Museo Nacional de Ciencia y Tecnología;360,00;;
v;;;74916; Al Instituto de Astrofísica de Canarias;150,00;;
v;;;75;A Comunidades Autónomas;;49.264,50;
v;;;750;Proyectos de I+D en cooperación con comunidades;;49.264,50;
v;;;78;A familias e instituciones sin fines de lucro;;61.000,00;
v;;;782;Acciones de Política Científica;;61.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;110.774,50;
 ; ;;;;;;
;;;;TOTAL Fomento y coordinación de la investigación científica y técnica;;138.044,75;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;186.828,18;
v;;;411;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);;45.594,70;
v;;;41100; Al CIEMAT;45.394,70;;
v;;;41101; Al CIEMAT para la operación de la sede Norte de la Red de Telescopios Cherenkov (CTAN);150,00;;
v;;;41103; Al CIEMAT para EU-SOLARIS;50,00;;
v;;;414;Al Instituto de Salud Carlos III (ISCIII);;141.133,48;
v;;;415;A la Universidad Internacional Menéndez Pelayo para la celebración del Aula de Verano "Blas Cabrera";;100,00;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;470.089,13;
v;;;430;Al Consejo Superior de Investigaciones Científicas (CSIC);;440.105,11;
v;;;43000; Al CSIC;429.002,70;;
v;;;43001; Al CSIC para líneas e instalaciones;1.000,00;;
v;;;43002; Al CSIC para el funcionamiento operativo de buques de la flota de investigación oceanográfica CSIC-IEO e instalaciones polares;9.452,41;;
v;;;43004; Al CSIC para gastos corrientes del proyecto del Nodo Nacional de GBIF (Global Biodiversity Info Facility);150,00;;
v;;;43009; Al CSIC para la coordinación de la participación en SKA-ESPAÑA;250,00;;
v;;;43010; Al CSIC para la coordinación de la participación en INSTRUCT-ESPAÑA;250,00;;
v;;;431;A la Agencia Estatal de Investigación (AEI);;29.984,02;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;656.917,31;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;98.710,70;
v;;;711;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);;25.689,27;
v;;;71100; Al CIEMAT;24.139,27;;
v;;;71101; Al CIEMAT para gastos de inversión del Proyecto PRISMAC;300,00;;
v;;;71103; Al CIEMAT para Fusion for Energy;1.000,00;;
v;;;71104; Al CIEMAT para la construcción de la sede Norte de la Red de Telescopios Cherenkov (CTAN);250,00;;
v;;;714;Al Instituto de Salud Carlos III (ISCIII);;73.021,43;
v;;;71401; Al ISCIII;53.021,43;;
v;;;71403; Al ISCIII para ciencia orientada a Proyectos Estratégicos/Ciencia para la Sociedad;20.000,00;;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;833.352,26;
v;;;730;Al Consejo Superior de Investigaciones Científicas (CSIC);;114.142,67;
v;;;73000; Al CSIC;113.408,67;;
v;;;73001; Al CSIC para inversiones de la flota oceanográfica CSIC-IEO e instalaciones antárticas;284,00;;
v;;;73002; Al CSIC para gastos de inversión del proyecto del Nodo Nacional de GBIF (Global Biodiversity Info Facility);200,00;;
v;;;73005; Al CSIC para inversiones en el Instituto de Productos Naturales y Agrobiología;250,00;;
v;;;731;A la Agencia Estatal de Investigación (AEI);;719.209,59;
v;;;73100; A la AEI;619.209,59;;
v;;;73101; A la AEI para ciencia orientada a Proyectos Estratégicos/Ciencia para la Sociedad;60.000,00;;
v;;;73102; A la AEI para para la recuperación y atracción de talento;40.000,00;;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;932.062,96;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;1.588.980,27;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL DE INVESTIGACIÓN;;1.727.025,02;
 ; ;;;;;;
 ; ;;;;;;
v;07;;;DIRECCIÓN GENERAL DE PLANIFICACIÓN DE LA INVESTIGACIÓN;;;
v;;463B;;Fomento y coordinación de la investigación científica y técnica;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,90;;
;;;10001; Retribuciones complementarias;42,14;;
v;;;12;Funcionarios;;2.020,27;
;;;120;Retribuciones básicas;;912,92;
;;;12000; Sueldos del grupo A1 y grupo A;376,10;;
;;;12001; Sueldos del grupo A2 y grupo B;90,74;;
;;;12002; Sueldos del grupo C1 y grupo C;63,42;;
;;;12003; Sueldos del grupo C2 y grupo D;38,60;;
;;;12005; Trienios;173,71;;
;;;12006; Pagas extraordinarias;170,35;;
;;;121;Retribuciones complementarias;;1.107,35;
;;;12100; Complemento de destino;435,26;;
;;;12101; Complemento específico;672,09;;
v;;;13;Laborales;;91,33;
;;;130;Laboral fijo;;91,33;
;;;13000; Retribuciones básicas;84,09;;
;;;13001; Otras remuneraciones;7,24;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;444,29;
;;;160;Cuotas sociales;;444,29;
v;;;16000; Seguridad Social;444,29;;
;;;;TOTAL GASTOS DE PERSONAL;;2.616,93;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;232,53;
;;;222;Comunicaciones;;3,06;
;;;22201; Postales y mensajería;3,06;;
;;;226;Gastos diversos;;12,32;
v;;;22601; Atenciones protocolarias y representativas;2,13;;
;;;22606; Reuniones, conferencias y cursos;10,19;;
;;;227;Trabajos realizados por otras empresas y profesionales;;217,15;
;;;22706; Estudios y trabajos técnicos;217,15;;
v;;;23;Indemnizaciones por razón del servicio;;294,94;
;;;230;Dietas;;105,72;
;;;231;Locomoción;;135,58;
;;;233;Otras indemnizaciones;;53,64;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;527,47;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;39.877,29;
v;;;449;Transferencias, ayudas nominativas y otros;;39.877,29;
v;;;44903; A Red.es para la gestión de RedIRIS;6.817,03;;
v;;;44904; Al Consorcio para la construcción, equipamiento y explotación del Laboratorio de Luz Sincrotrón (CELLS);13.277,36;;
v;;;44905; A Grantecan S.A. para la explotación del telescopio;5.475,00;;
v;;;44906; Al  Consorcio para la creación, construcción, equipamiento y explotación del Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS);8.673,00;;
v;;;44907; Al Consorcio para el equipamiento y explotación del Laboratorio Subterráneo de Canfranc (LSC);1.056,61;;
v;;;44908; Al Consorcio Centro Nacional de Investigación sobre la Evolución Humana (CENIEH);2.117,50;;
v;;;44909; Instituto de Astrofisica de Canarias para Telescopios Grupo Isaac Newton (ING);600,00;;
v;;;44910; Instituto de Astrofísica de Canarias para la contribución a la fase transitoria del Cherenkov Telescope Array (CTA);100,00;;
v;;;44911; Al Consorcio para el diseño, construcción, equipamiento y explotación del Centro Nacional de Tecnologías del Hidrógeno y Pilas de Combustible (CNH2);1.260,79;;
v;;;44912; Instituto de Astrofísica de Canarias para la contribución a la fase transitoria del Telescopio Solar Europeo (EST);500,00;;
v;;;45;A Comunidades Autónomas;;7.735,00;
v;;;450;A la Fundación Conjunto Paleontológico de Teruel - Dinópolis, para la Unidad de Paleontología de Teruel;;600,00;
v;;;459;Transferencias, ayudas nominativas y otros;;7.135,00;
v;;;45901; A la Fundación Centro Nacional de Energías Renovables (Fundación CENER);4.000,00;;
v;;;45902; A la Fundación Centro de Estudios de Física del Cosmos de Aragón;1.800,00;;
v;;;45904; A La Universidad de Zaragoza para el nodo CECAM;75,00;;
v;;;45905; A la Fundación Ibercivis;60,00;;
v;;;45906; A la Fundación Instituto de Hidraúlica Ambiental de Cantabria (FIHAC) para sus actividades;200,00;;
v;;;45907; A la Fundación Centro de Regulación Genómica (CRG) para la colaboración con el Laboratorio Europeo de Biología Molecular (EMBL);1.000,00;;
v;;;48;A familias e instituciones sin fines de lucro;;176,00;
v;;;480;Transferencias, ayudas nominativas y otros;;176,00;
v;;;48003; A la Fundación PRIMA;176,00;;
v;;;49;Al exterior;;148.592,80;
v;;;490;Al exterior;;148.592,80;
;;;49001; Conferencia Europea de Biología Molecular (EMBC);1.808,58;;
;;;49002; Laboratorio Europeo de Biología Molecular (EMBL);9.839,70;;
;;;49003; Laboratorio Europeo de Radiación Sincrotrón (ESRF);4.174,59;;
;;;49004; Fusion for Energy (F4E);684,00;;
;;;49005; Insituto Max Von Laue-Paul Langevin (ILL);6.080,65;;
;;;49006; Laboratorio Ibérico Internacional de Nanotecnología (INL);3.500,00;;
;;;49007; Programa Iberoamericano de Ciencia y Tecnología para el Desarrollo (CYTED);875,00;;
;;;49008; Instituto Forestal Europeo para gastos de funcionamiento de su Oficina Regional en Barcelona (EFIMED);200,00;;
v;;;49009; International Continental Scientific Drilling Program (ICDP) y pago de obligaciones de ejercicios anteriores;66,67;;
v;;;49010; European Consortium for Ocean Research Drilling y pago de obligaciones de ejercicios anteriores;750,00;;
;;;49011; Aportación a INSTRUCT-ERIC;91,00;;
;;;49013; Secretaría General Iberoamericana, para la Secretaría del programa Iberoamericano de Ciencia y Tecnología para el Desarrollo (CYTED);275,00;;
;;;49014; Para la financiación de la participación española en XFEL;3.324,07;;
;;;49016; Contribución española a la organización internacional GBIF;228,10;;
;;;49024; Organización para la Cooperación y el Desarrollo Económico Europeo (OCDE);22,44;;
;;;49025; European Cooperation in Science and Technology (COST);50,00;;
;;;49026; Participación en el CERN;92.000,00;;
;;;49027; Participación en el Observatorio Europeo del Sur (ESO);13.709,00;;
;;;49029; Square Kilometer Array (SKA);2.500,00;;
;;;49032; ESS-ERIC para la Encuesta Social Europea;168,11;;
;;;49038; EUROARGO-ERIC para la contribución española;20,00;;
v;;;49039; Participación en organismos polares internacionales (COMNAP, IASC, SCAR, EPB) y pago de obligaciones de ejercicios anteriores;88,00;;
;;;49040; Participación en ACTRIS ERIC, Aerosol, Clouds and Trace Gases Research Infrastructure;199,95;;
;;;49041; Participación en la Fuente Europea de Espalación ERIC;7.331,06;;
;;;49042; Contribución al Cherenkov Telescope Array (CTA) ERIC;200,00;;
;;;49044; European Research Infrastructure for Heritage Science (E-RIHS-ERIC);125,00;;
;;;49045; Common Language Resources and Technologies (CLARIN-ERIC);115,00;;
;;;49046; Digital research Infrastructure for the Arts and Humanities (DARIAH-ERIC);90,00;;
;;;49047; Al Centro Internacional de Matemáticas Puras y Aplicadas (CIMPA) para la realización de cursos en países en vías de desarrollo;30,00;;
;;;49048; International Science Council (ISC);46,88;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;196.381,09;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;3,14;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;3,14;
;;;64;Gastos de inversiones de carácter inmaterial;;540,00;
;;;640;Gastos en inversiones de carácter inmaterial;;540,00;
;;;;TOTAL INVERSIONES REALES;;543,14;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;24.875,73;
v;;;749;Transferencias, ayudas nominativas y otros;;24.875,73;
v;;;74902; Al Consorcio para el equipamiento y explotación del Laboratorio Subterráneo de Canfranc (LSC);50,00;;
;;;74903; Convenios con consorcios, sociedades, entes públicos empresariales y fundaciones para el desarrollo del Mapa de Infraestructuras Científicas y Técnicas Singulares;6.518,60;;
